Station,Model,Features,Offset,MSE,MAE,MAPE,SMAPE,RSE,CORR
Station6,LSTM,SWC_10_Ppt,168,0.025272298560524434,0.1265156085382015,1865263984333.673,55.387004776592164,0.8468230331246718,0.5482116953535628
Station6,LSTM,SWC_10_Ppt,168,0.025524861361981434,0.12966224117899194,2067932745647.3496,56.2714405365943,0.8510439451933544,0.5405814441937726
