Date,Ppt,SWC_5,SWC_10,SWC_20,T_5,T_10,T_20,Flag
2018-03-22 16:00:00,0.0,0.054,0.083,0.276,19.86,20.54,17.65,131072
2018-03-22 16:00:00,0.0,0.054,0.083,0.276,19.86,20.54,17.65,0
2018-03-23 13:00:00,0.0,0.053,0.08,0.275,18.92,19.13,18.35,2097152
2018-03-23 13:00:00,0.0,0.053,0.08,0.275,18.92,19.13,18.35,0
2018-03-23 14:00:00,0.0,0.053,0.08,0.275,19.56,19.73,18.39,2097152
2018-03-23 14:00:00,0.0,0.053,0.08,0.275,19.56,19.73,18.39,0
2018-03-23 16:00:00,0.0,0.053,0.082,0.275,20.79,21.24,18.66,131072
2018-03-23 16:00:00,0.0,0.053,0.082,0.275,20.79,21.24,18.66,0
2018-09-16 16:00:00,10.67,0.361,0.16,0.453,25.68,25.82,24.45,2097152
2018-09-16 16:00:00,10.67,0.361,0.16,0.453,25.68,25.82,24.45,0
2018-09-16 17:00:00,0.51,0.391,0.202,0.506,25.56,26.17,25.01,2236416
2018-09-16 17:00:00,0.51,0.391,0.202,0.506,25.56,26.17,25.01,0
2018-09-16 18:00:00,0.0,0.371,0.194,0.491,25.38,25.89,25.0,2228224
2018-09-16 18:00:00,0.0,0.371,0.194,0.491,25.38,25.89,25.0,0
2018-09-16 19:00:00,0.0,0.361,0.187,0.484,25.31,25.68,25.02,2097152
2018-09-16 19:00:00,0.0,0.361,0.187,0.484,25.31,25.68,25.02,0
