Date,soil_moisture,distance
2017-01-01,,28.158833305798534
2017-01-02,0.14499627,28.158833305798534
2017-01-03,,28.158833305798534
2017-01-04,0.13043188,28.158833305798534
2017-01-05,0.13219188,28.158833305798534
2017-01-06,0.12901285,28.158833305798534
2017-01-07,0.14737809,28.158833305798534
2017-01-08,0.14624739,28.158833305798534
2017-01-09,0.13334915,28.158833305798534
2017-01-10,0.12787277,28.158833305798534
2017-01-11,,28.158833305798534
2017-01-12,,28.158833305798534
2017-01-13,0.17093062,28.158833305798534
2017-01-14,,28.158833305798534
2017-01-15,0.15225281,28.158833305798534
2017-01-16,0.17978953,28.158833305798534
2017-01-17,0.16500765,28.158833305798534
2017-01-18,0.19139883,28.158833305798534
2017-01-19,0.14222473,28.158833305798534
2017-01-20,,28.158833305798534
2017-01-21,0.15579787,28.158833305798534
2017-01-22,0.14983441,28.158833305798534
2017-01-23,0.13488188,28.158833305798534
2017-01-24,,28.158833305798534
2017-01-25,0.18930763,28.158833305798534
2017-01-26,0.16613887,28.158833305798534
2017-01-27,0.17459086,28.158833305798534
2017-01-28,0.16538268,28.158833305798534
2017-01-29,,28.158833305798534
2017-01-30,0.16172963,28.158833305798534
2017-01-31,0.15419725,28.158833305798534
2017-02-01,0.145155,28.158833305798534
2017-02-02,,28.158833305798534
2017-02-03,0.1263525,28.158833305798534
2017-02-04,0.12291058,28.158833305798534
2017-02-05,,28.158833305798534
2017-02-06,0.12173813,28.158833305798534
2017-02-07,0.12687074,28.158833305798534
2017-02-08,0.13397689,28.158833305798534
2017-02-09,0.08218309,28.158833305798534
2017-02-10,0.114106424,28.158833305798534
2017-02-11,0.11145345,28.158833305798534
2017-02-12,0.13143305,28.158833305798534
2017-02-13,0.13725246,28.158833305798534
2017-02-14,0.11119424,28.158833305798534
2017-02-15,0.11429639,28.158833305798534
2017-02-16,0.10911501,28.158833305798534
2017-02-17,0.06488406,28.158833305798534
2017-02-18,0.12191233,28.158833305798534
2017-02-19,0.1311255,28.158833305798534
2017-02-20,0.122391686,28.158833305798534
2017-02-21,0.12279711,28.158833305798534
2017-02-22,0.15215512,28.158833305798534
2017-02-23,0.13410582,28.158833305798534
2017-02-24,0.14316128,28.158833305798534
2017-02-25,0.11684803,28.158833305798534
2017-02-26,0.12328985,28.158833305798534
2017-02-27,0.12838335,28.158833305798534
2017-02-28,0.1277005,28.158833305798534
2017-03-01,0.109642334,28.158833305798534
2017-03-02,0.14868468,28.158833305798534
2017-03-03,0.1222348,28.158833305798534
2017-03-04,0.13108099,28.158833305798534
2017-03-05,0.17979945,28.158833305798534
2017-03-06,0.18026148,28.158833305798534
2017-03-07,0.16601966,28.158833305798534
2017-03-08,0.19163024,28.158833305798534
2017-03-09,,28.158833305798534
2017-03-10,0.15178673,28.158833305798534
2017-03-11,,28.158833305798534
2017-03-12,0.14379737,28.158833305798534
2017-03-13,0.1349011,28.158833305798534
2017-03-14,0.15520264,28.158833305798534
2017-03-15,0.15820915,28.158833305798534
2017-03-16,0.15018858,28.158833305798534
2017-03-17,0.12981947,28.158833305798534
2017-03-18,,28.158833305798534
2017-03-19,0.1611854,28.158833305798534
2017-03-20,0.17079286,28.158833305798534
2017-03-21,0.15744162,28.158833305798534
2017-03-22,0.15418561,28.158833305798534
2017-03-23,,28.158833305798534
2017-03-24,0.12423139,28.158833305798534
2017-03-25,0.15116702,28.158833305798534
2017-03-26,0.14537852,28.158833305798534
2017-03-27,0.13245331,28.158833305798534
2017-03-28,0.13787135,28.158833305798534
2017-03-29,0.13610266,28.158833305798534
2017-03-30,0.11727681,28.158833305798534
2017-03-31,0.10216309,28.158833305798534
2017-04-01,0.12396483,28.158833305798534
2017-04-02,0.110185854,28.158833305798534
2017-04-03,0.107025735,28.158833305798534
2017-04-04,0.10564714,28.158833305798534
2017-04-05,0.089642346,28.158833305798534
2017-04-06,0.10456067,28.158833305798534
2017-04-07,,28.158833305798534
2017-04-08,0.12164635,28.158833305798534
2017-04-09,,28.158833305798534
2017-04-10,0.13561498,28.158833305798534
2017-04-11,0.109009355,28.158833305798534
2017-04-12,0.18486267,28.158833305798534
2017-04-13,0.13001166,28.158833305798534
2017-04-14,0.13649225,28.158833305798534
2017-04-15,,28.158833305798534
2017-04-16,0.15854551,28.158833305798534
2017-04-17,,28.158833305798534
2017-04-18,0.13184202,28.158833305798534
2017-04-19,0.13912103,28.158833305798534
2017-04-20,0.11810087,28.158833305798534
2017-04-21,0.1275848,28.158833305798534
2017-04-22,0.12626514,28.158833305798534
2017-04-23,0.117537,28.158833305798534
2017-04-24,,28.158833305798534
2017-04-25,0.13742432,28.158833305798534
2017-04-26,0.122214966,28.158833305798534
2017-04-27,0.11993645,28.158833305798534
2017-04-28,,28.158833305798534
2017-04-29,0.114555135,28.158833305798534
2017-04-30,0.116810665,28.158833305798534
2017-05-01,0.11306329,28.158833305798534
2017-05-02,,28.158833305798534
2017-05-03,0.12747519,28.158833305798534
2017-05-04,0.09215059,28.158833305798534
2017-05-05,0.124648124,28.158833305798534
2017-05-06,0.124568604,28.158833305798534
2017-05-07,,28.158833305798534
2017-05-08,,28.158833305798534
2017-05-09,0.1513736,28.158833305798534
2017-05-10,0.1623284,28.158833305798534
2017-05-11,0.14229064,28.158833305798534
2017-05-12,0.12965786,28.158833305798534
2017-05-13,0.12797599,28.158833305798534
2017-05-14,,28.158833305798534
2017-05-15,0.118093744,28.158833305798534
2017-05-16,0.12276904,28.158833305798534
2017-05-17,0.12764308,28.158833305798534
2017-05-18,0.13425502,28.158833305798534
2017-05-19,,28.158833305798534
2017-05-20,0.14274646,28.158833305798534
2017-05-21,0.14304492,28.158833305798534
2017-05-22,0.13304989,28.158833305798534
2017-05-23,0.16060588,28.158833305798534
2017-05-24,0.18889304,28.158833305798534
2017-05-25,0.16790049,28.158833305798534
2017-05-26,0.16853967,28.158833305798534
2017-05-27,0.14781038,28.158833305798534
2017-05-28,0.1271674,28.158833305798534
2017-05-29,0.120299,28.158833305798534
2017-05-30,0.106924236,28.158833305798534
2017-05-31,0.111290604,28.158833305798534
2017-06-01,0.10760618,28.158833305798534
2017-06-02,0.10895235,28.158833305798534
2017-06-03,0.10918253,28.158833305798534
2017-06-04,,28.158833305798534
2017-06-05,0.12154597,28.158833305798534
2017-06-06,0.177167,28.158833305798534
2017-06-07,0.104624614,28.158833305798534
2017-06-08,,28.158833305798534
2017-06-09,0.11570581,28.158833305798534
2017-06-10,0.12576467,28.158833305798534
2017-06-11,0.15210661,28.158833305798534
2017-06-12,0.15658262,28.158833305798534
2017-06-13,0.13556217,28.158833305798534
2017-06-14,,28.158833305798534
2017-06-15,0.12811573,28.158833305798534
2017-06-16,0.13735883,28.158833305798534
2017-06-17,0.10994599,28.158833305798534
2017-06-18,0.117701985,28.158833305798534
2017-06-19,0.14836824,28.158833305798534
2017-06-20,0.13581245,28.158833305798534
2017-06-21,0.087167025,28.158833305798534
2017-06-22,0.1347432,28.158833305798534
2017-06-23,0.12307855,28.158833305798534
2017-06-24,0.12856232,28.158833305798534
2017-06-25,,28.158833305798534
2017-06-26,0.107748225,28.158833305798534
2017-06-27,0.12509814,28.158833305798534
2017-06-28,,28.158833305798534
2017-06-29,0.11232367,28.158833305798534
2017-06-30,0.12402615,28.158833305798534
2017-07-01,0.116197675,28.158833305798534
2017-07-02,0.12464462,28.158833305798534
2017-07-03,0.112386145,28.158833305798534
2017-07-04,0.11407555,28.158833305798534
2017-07-05,0.12003705,28.158833305798534
2017-07-06,0.13910328,28.158833305798534
2017-07-07,0.13135782,28.158833305798534
2017-07-08,0.13209312,28.158833305798534
2017-07-09,,28.158833305798534
2017-07-10,0.12822941,28.158833305798534
2017-07-11,0.10258752,28.158833305798534
2017-07-12,0.14840898,28.158833305798534
2017-07-13,0.15326254,28.158833305798534
2017-07-14,0.1620969,28.158833305798534
2017-07-15,0.16889648,28.158833305798534
2017-07-16,0.15289637,28.158833305798534
2017-07-17,0.14642848,28.158833305798534
2017-07-18,0.15865932,28.158833305798534
2017-07-19,0.15025058,28.158833305798534
2017-07-20,0.15638143,28.158833305798534
2017-07-21,0.18341662,28.158833305798534
2017-07-22,0.15450837,28.158833305798534
2017-07-23,0.15382253,28.158833305798534
