Date,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Flag
2017-06-23 00:00:00,0.0,0.043,0.07,0.08,0.075,31.54,32.64,32.66,29.42,0
2017-06-23 00:00:00,0.0,0.043,0.07,0.08,0.075,31.54,32.64,32.66,29.42,0
2018-04-27 14:00:00,0.0,0.193,0.149,0.073,0.096,25.65,23.26,21.7,21.71,0
2018-04-27 14:00:00,0.0,0.193,0.149,0.073,0.096,25.65,23.26,21.7,21.71,0
2018-04-27 15:00:00,0.0,0.191,0.149,0.073,0.096,26.34,23.99,22.23,21.69,0
2018-04-27 15:00:00,0.0,0.191,0.149,0.073,0.096,26.34,23.99,22.23,21.69,0
2018-04-27 16:00:00,0.0,0.189,0.149,0.073,0.096,26.7,24.54,22.72,21.66,0
2018-04-27 16:00:00,0.0,0.189,0.149,0.073,0.096,26.7,24.54,22.72,21.66,0
2018-04-27 17:00:00,0.0,0.186,0.148,0.074,0.096,26.75,24.92,23.17,21.63,0
2018-04-27 17:00:00,0.0,0.186,0.148,0.074,0.096,26.75,24.92,23.17,21.63,0
2018-05-08 13:00:00,0.0,0.199,0.203,0.184,0.175,28.89,25.71,23.76,22.89,0
2018-05-08 13:00:00,0.0,0.199,0.203,0.184,0.175,28.89,25.71,23.76,22.89,0
2018-05-08 14:00:00,0.0,0.196,0.201,0.184,0.175,29.91,26.78,24.4,22.87,0
2018-05-08 14:00:00,0.0,0.196,0.201,0.184,0.175,29.91,26.78,24.4,22.87,0
2018-05-08 15:00:00,0.0,0.193,0.198,0.184,0.175,30.11,27.47,25.02,22.85,0
2018-05-08 15:00:00,0.0,0.193,0.198,0.184,0.175,30.11,27.47,25.02,22.85,0
2018-05-08 16:00:00,0.0,0.191,0.196,0.183,0.175,30.21,27.84,25.56,22.84,0
2018-05-08 16:00:00,0.0,0.191,0.196,0.183,0.175,30.21,27.84,25.56,22.84,0
2018-05-08 17:00:00,0.0,0.188,0.193,0.183,0.175,30.24,28.08,25.97,22.84,0
2018-05-08 17:00:00,0.0,0.188,0.193,0.183,0.175,30.24,28.08,25.97,22.84,0
2018-05-08 18:00:00,0.0,0.185,0.191,0.182,0.174,29.48,28.06,26.29,22.84,0
2018-05-08 18:00:00,0.0,0.185,0.191,0.182,0.174,29.48,28.06,26.29,22.84,0
2018-05-08 19:00:00,0.0,0.182,0.19,0.182,0.174,28.34,27.73,26.45,22.86,0
2018-05-08 19:00:00,0.0,0.182,0.19,0.182,0.174,28.34,27.73,26.45,22.86,0
2018-05-08 20:00:00,0.0,0.181,0.189,0.182,0.174,27.14,27.22,26.43,22.88,0
2018-05-08 20:00:00,0.0,0.181,0.189,0.182,0.174,27.14,27.22,26.43,22.88,0
2018-05-08 21:00:00,0.0,0.18,0.189,0.182,0.174,26.11,26.62,26.25,22.93,0
2018-05-08 21:00:00,0.0,0.18,0.189,0.182,0.174,26.11,26.62,26.25,22.93,0
2018-05-08 22:00:00,0.0,0.179,0.188,0.182,0.174,25.24,26.03,26.0,22.98,0
2018-05-08 22:00:00,0.0,0.179,0.188,0.182,0.174,25.24,26.03,26.0,22.98,0
2018-05-08 23:00:00,0.0,0.178,0.188,0.181,0.174,24.5,25.48,25.7,23.01,0
2018-05-08 23:00:00,0.0,0.178,0.188,0.181,0.174,24.5,25.48,25.7,23.01,0
