Date,Ppt,Tair,RH,Wind speed,Wind direction,Srad,ETos,Rso
2017-06-23 00:00:00,0.0,23.37,52.64,0.004,193.5,0.18,-0.039,0.0
2017-06-23 00:00:00,0.0,23.37,52.64,0.004,193.5,0.18,-0.039,0.0
2017-07-05 11:00:00,0.0,29.41,51.61,1.878,201.1,832.0,0.642,3.405
2017-07-05 11:00:00,0.0,29.41,51.61,1.878,201.1,832.0,0.642,3.405
2017-07-05 11:00:00,0.0,29.41,51.61,1.878,201.1,832.0,0.642,3.405
2017-07-05 12:00:00,0.0,30.69,45.61,2.425,169.1,957.0,0.757,3.549
2017-07-05 12:00:00,0.0,30.69,45.61,2.425,169.1,957.0,0.757,3.549
2017-07-05 12:00:00,0.0,30.69,45.61,2.425,169.1,957.0,0.757,3.549
2017-07-05 13:00:00,0.0,31.74,41.56,2.167,175.6,962.0,0.773,3.474
2017-07-05 13:00:00,0.0,31.74,41.56,2.167,175.6,962.0,0.773,3.474
2017-07-05 13:00:00,0.0,31.74,41.56,2.167,175.6,962.0,0.773,3.474
2017-07-05 14:00:00,0.0,32.85,40.21,2.066,185.1,995.0,0.812,3.178
2017-07-05 14:00:00,0.0,32.85,40.21,2.066,185.1,995.0,0.812,3.178
2017-07-05 14:00:00,0.0,32.85,40.21,2.066,185.1,995.0,0.812,3.178
2017-07-05 15:00:00,0.0,33.48,38.19,2.198,151.0,738.0,0.631,2.69
2017-07-05 15:00:00,0.0,33.48,38.19,2.198,151.0,738.0,0.631,2.69
2017-07-05 15:00:00,0.0,33.48,38.19,2.198,151.0,738.0,0.631,2.69
2017-07-05 16:00:00,0.0,33.72,36.57,2.688,158.8,603.6,0.552,2.052
2017-07-05 16:00:00,0.0,33.72,36.57,2.688,158.8,603.6,0.552,2.052
2017-07-05 16:00:00,0.0,33.72,36.57,2.688,158.8,603.6,0.552,2.052
2017-07-05 17:00:00,0.0,33.49,36.57,2.758,157.7,417.8,0.416,1.321
2017-07-05 17:00:00,0.0,33.49,36.57,2.758,157.7,417.8,0.416,1.321
2017-07-05 17:00:00,0.0,33.49,36.57,2.758,157.7,417.8,0.416,1.321
2017-07-05 18:00:00,0.0,33.74,35.89,2.92,162.6,380.7,0.4,0.575
2017-07-05 18:00:00,0.0,33.74,35.89,2.92,162.6,380.7,0.4,0.575
2017-07-05 18:00:00,0.0,33.74,35.89,2.92,162.6,380.7,0.4,0.575
2017-07-05 19:00:00,0.0,32.0,40.61,2.463,158.5,100.4,0.154,0.054
2017-07-05 19:00:00,0.0,32.0,40.61,2.463,158.5,100.4,0.154,0.054
2017-07-05 19:00:00,0.0,32.0,40.61,2.463,158.5,100.4,0.154,0.054
2017-07-05 20:00:00,0.0,30.13,43.99,1.298,135.8,11.9,0.034,0.0
2017-07-05 20:00:00,0.0,30.13,43.99,1.298,135.8,11.9,0.034,0.0
2017-07-05 20:00:00,0.0,30.13,43.99,1.298,135.8,11.9,0.034,0.0
2017-07-05 21:00:00,0.0,28.12,51.28,0.516,116.2,0.0,-0.011,0.0
2017-07-05 21:00:00,0.0,28.12,51.28,0.516,116.2,0.0,-0.011,0.0
2017-07-05 21:00:00,0.0,28.12,51.28,0.516,116.2,0.0,-0.011,0.0
2017-07-05 22:00:00,0.0,26.38,67.34,0.833,44.48,0.0,-0.001,0.0
2017-07-05 22:00:00,0.0,26.38,67.34,0.833,44.48,0.0,-0.001,0.0
2017-07-05 22:00:00,0.0,26.38,67.34,0.833,44.48,0.0,-0.001,0.0
2017-07-05 23:00:00,0.0,24.82,72.27,0.393,48.22,0.0,-0.019,0.0
2017-07-05 23:00:00,0.0,24.82,72.27,0.393,48.22,0.0,-0.019,0.0
2017-07-05 23:00:00,0.0,24.82,72.27,0.393,48.22,0.0,-0.019,0.0
2017-07-06 00:00:00,0.0,24.2,71.67,0.33,129.4,0.0,-0.021,0.0
2017-07-06 00:00:00,0.0,24.2,71.67,0.33,129.4,0.0,-0.021,0.0
2017-07-06 00:00:00,0.0,24.2,71.67,0.33,129.4,0.0,-0.021,0.0
2017-07-06 01:00:00,0.0,24.93,77.81,0.958,160.4,0.0,-0.005,0.0
2017-07-06 01:00:00,0.0,24.93,77.81,0.958,160.4,0.0,-0.005,0.0
2017-07-06 01:00:00,0.0,24.93,77.81,0.958,160.4,0.0,-0.005,0.0
2017-07-06 02:00:00,0.0,24.03,81.9,0.38,174.3,0.051,-0.02,0.0
2017-07-06 02:00:00,0.0,24.03,81.9,0.38,174.3,0.051,-0.02,0.0
2017-07-06 02:00:00,0.0,24.03,81.9,0.38,174.3,0.051,-0.02,0.0
2017-07-06 03:00:00,0.0,23.73,86.1,0.026,163.8,0.0,-0.028,0.0
2017-07-06 03:00:00,0.0,23.73,86.1,0.026,163.8,0.0,-0.028,0.0
2017-07-06 03:00:00,0.0,23.73,86.1,0.026,163.8,0.0,-0.028,0.0
2017-07-06 04:00:00,0.0,22.87,89.8,0.045,169.0,0.0,-0.027,0.0
2017-07-06 04:00:00,0.0,22.87,89.8,0.045,169.0,0.0,-0.027,0.0
2017-07-06 04:00:00,0.0,22.87,89.8,0.045,169.0,0.0,-0.027,0.0
2017-07-06 05:00:00,0.0,21.77,92.3,0.0,0.0,0.0,-0.028,0.0
2017-07-06 05:00:00,0.0,21.77,92.3,0.0,0.0,0.0,-0.028,0.0
2017-07-06 05:00:00,0.0,21.77,92.3,0.0,0.0,0.0,-0.028,0.0
2017-07-06 06:00:00,0.0,21.0,93.7,0.0,0.0,3.679,0.003,0.399
2017-07-06 06:00:00,0.0,21.0,93.7,0.0,0.0,3.679,0.003,0.399
2017-07-06 06:00:00,0.0,21.0,93.7,0.0,0.0,3.679,0.003,0.399
2017-07-06 07:00:00,0.0,21.93,93.5,0.15,264.4,49.74,0.037,1.111
2017-07-06 07:00:00,0.0,21.93,93.5,0.15,264.4,49.74,0.037,1.111
2017-07-06 07:00:00,0.0,21.93,93.5,0.15,264.4,49.74,0.037,1.111
2017-07-06 08:00:00,0.0,23.96,78.01,1.241,242.2,213.0,0.155,1.845
2017-07-06 08:00:00,0.0,23.96,78.01,1.241,242.2,213.0,0.155,1.845
2017-07-06 08:00:00,0.0,23.96,78.01,1.241,242.2,213.0,0.155,1.845
2017-07-06 09:00:00,0.0,26.01,67.47,1.802,221.9,404.3,0.308,2.516
2017-07-06 09:00:00,0.0,26.01,67.47,1.802,221.9,404.3,0.308,2.516
2017-07-06 09:00:00,0.0,26.01,67.47,1.802,221.9,404.3,0.308,2.516
2017-07-06 10:00:00,0.0,27.27,56.97,1.47,247.0,532.0,0.41,3.054
2017-07-06 10:00:00,0.0,27.27,56.97,1.47,247.0,532.0,0.41,3.054
2017-07-06 10:00:00,0.0,27.27,56.97,1.47,247.0,532.0,0.41,3.054
2017-07-06 11:00:00,0.0,28.57,52.49,1.253,285.0,609.1,0.477,3.406
2017-07-06 11:00:00,0.0,28.57,52.49,1.253,285.0,609.1,0.477,3.406
2017-07-06 11:00:00,0.0,28.57,52.49,1.253,285.0,609.1,0.477,3.406
2017-07-06 12:00:00,0.0,29.84,49.45,1.062,229.1,695.9,0.547,3.555
2017-07-06 12:00:00,0.0,29.84,49.45,1.062,229.1,695.9,0.547,3.555
2017-07-06 12:00:00,0.0,29.84,49.45,1.062,229.1,695.9,0.547,3.555
2017-07-06 13:00:00,0.0,31.27,42.37,1.385,228.1,821.0,0.655,3.481
2017-07-06 13:00:00,0.0,31.27,42.37,1.385,228.1,821.0,0.655,3.481
2017-07-06 13:00:00,0.0,31.27,42.37,1.385,228.1,821.0,0.655,3.481
2017-07-06 14:00:00,0.0,32.48,37.37,1.817,137.2,882.0,0.715,3.185
2017-07-06 14:00:00,0.0,32.48,37.37,1.817,137.2,882.0,0.715,3.185
2017-07-06 14:00:00,0.0,32.48,37.37,1.817,137.2,882.0,0.715,3.185
2017-07-06 15:00:00,0.0,32.94,40.34,1.828,139.2,663.9,0.566,2.7
2017-07-06 15:00:00,0.0,32.94,40.34,1.828,139.2,663.9,0.566,2.7
2017-07-06 15:00:00,0.0,32.94,40.34,1.828,139.2,663.9,0.566,2.7
2017-07-06 16:00:00,0.0,32.88,35.18,1.733,145.2,426.7,0.394,2.062
2017-07-06 16:00:00,0.0,32.88,35.18,1.733,145.2,426.7,0.394,2.062
2017-07-06 16:00:00,0.0,32.88,35.18,1.733,145.2,426.7,0.394,2.062
2017-07-06 17:00:00,0.0,33.3,36.77,2.017,179.0,463.7,0.414,1.323
2017-07-06 17:00:00,0.0,33.3,36.77,2.017,179.0,463.7,0.414,1.323
2017-07-06 17:00:00,0.0,33.3,36.77,2.017,179.0,463.7,0.414,1.323
2017-07-06 18:00:00,0.0,33.22,34.74,1.454,190.9,300.9,0.257,0.576
2017-07-06 18:00:00,0.0,33.22,34.74,1.454,190.9,300.9,0.257,0.576
2017-07-06 18:00:00,0.0,33.22,34.74,1.454,190.9,300.9,0.257,0.576
2017-07-06 19:00:00,0.0,32.73,40.01,0.84,193.0,139.0,0.09,0.054
2017-07-06 19:00:00,0.0,32.73,40.01,0.84,193.0,139.0,0.09,0.054
2017-07-06 19:00:00,0.0,32.73,40.01,0.84,193.0,139.0,0.09,0.054
2017-07-06 20:00:00,0.0,29.51,57.82,1.541,148.8,8.54,0.036,0.0
2017-07-06 20:00:00,0.0,29.51,57.82,1.541,148.8,8.54,0.036,0.0
2017-07-06 20:00:00,0.0,29.51,57.82,1.541,148.8,8.54,0.036,0.0
2017-07-06 21:00:00,0.0,27.49,67.04,0.674,155.1,0.0,-0.006,0.0
2017-07-06 21:00:00,0.0,27.49,67.04,0.674,155.1,0.0,-0.006,0.0
2017-07-06 21:00:00,0.0,27.49,67.04,0.674,155.1,0.0,-0.006,0.0
2017-07-06 22:00:00,0.0,26.14,65.86,0.411,123.3,0.0,-0.017,0.0
2017-07-06 22:00:00,0.0,26.14,65.86,0.411,123.3,0.0,-0.017,0.0
2017-07-06 22:00:00,0.0,26.14,65.86,0.411,123.3,0.0,-0.017,0.0
2017-07-06 23:00:00,0.0,26.1,72.94,1.779,155.2,0.0,0.016,0.0
2017-07-06 23:00:00,0.0,26.1,72.94,1.779,155.2,0.0,0.016,0.0
2017-07-06 23:00:00,0.0,26.1,72.94,1.779,155.2,0.0,0.016,0.0
2017-07-07 00:00:00,0.0,25.33,77.23,1.353,164.7,0.0,0.002,0.0
2017-07-07 00:00:00,0.0,25.33,77.23,1.353,164.7,0.0,0.002,0.0
2017-07-07 00:00:00,0.0,25.33,77.23,1.353,164.7,0.0,0.002,0.0
2017-07-07 01:00:00,0.0,24.22,84.2,0.31,147.0,0.0,-0.022,0.0
2017-07-07 01:00:00,0.0,24.22,84.2,0.31,147.0,0.0,-0.022,0.0
2017-07-07 01:00:00,0.0,24.22,84.2,0.31,147.0,0.0,-0.022,0.0
2017-07-07 02:00:00,0.0,22.77,88.3,0.011,270.8,0.0,-0.028,0.0
