Date,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Flag
2018-04-27 14:00:00,0.0,0.001,0.078,0.089,0.164,23.74,23.06,22.21,22.14,2147614720
2018-04-27 14:00:00,0.0,0.001,0.078,0.089,0.164,23.74,23.06,22.21,22.14,2147614720
2018-04-27 15:00:00,0.0,0.001,0.077,0.089,0.164,24.38,23.67,22.67,22.11,2147614720
2018-04-27 15:00:00,0.0,0.001,0.077,0.089,0.164,24.38,23.67,22.67,22.11,2147614720
2018-04-27 16:00:00,0.0,0.001,0.076,0.091,0.164,24.88,24.24,23.11,22.09,2147614720
2018-04-27 16:00:00,0.0,0.001,0.076,0.091,0.164,24.88,24.24,23.11,22.09,2147614720
2018-04-27 17:00:00,0.0,0.001,0.076,0.09,0.164,25.14,24.6,23.49,22.09,2147614720
2018-04-27 17:00:00,0.0,0.001,0.076,0.09,0.164,25.14,24.6,23.49,22.09,2147614720
2018-05-08 15:00:00,0.0,0.001,0.11,0.208,0.319,27.33,26.51,25.19,23.45,2147483648
2018-05-08 15:00:00,0.0,0.001,0.11,0.208,0.319,27.33,26.51,25.19,23.45,2147483648
2018-05-08 16:00:00,0.0,0.001,0.109,0.208,0.319,27.62,26.96,25.64,23.44,2147483648
2018-05-08 16:00:00,0.0,0.001,0.109,0.208,0.319,27.62,26.96,25.64,23.44,2147483648
2018-05-08 17:00:00,0.0,0.001,0.108,0.207,0.318,27.87,27.28,26.0,23.44,2147483648
2018-05-08 17:00:00,0.0,0.001,0.108,0.207,0.318,27.87,27.28,26.0,23.44,2147483648
2018-05-08 18:00:00,0.0,0.001,0.108,0.207,0.318,27.9,27.47,26.29,23.48,2147483648
2018-05-08 18:00:00,0.0,0.001,0.108,0.207,0.318,27.9,27.47,26.29,23.48,2147483648
2018-05-08 19:00:00,0.0,0.001,0.107,0.207,0.318,27.58,27.36,26.42,23.52,2147483648
2018-05-08 19:00:00,0.0,0.001,0.107,0.207,0.318,27.58,27.36,26.42,23.52,2147483648
2018-05-08 20:00:00,0.0,0.001,0.107,0.206,0.318,27.05,27.01,26.38,23.57,2147483648
2018-05-08 20:00:00,0.0,0.001,0.107,0.206,0.318,27.05,27.01,26.38,23.57,2147483648
