Date,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Flag
2017-06-23 00:00:00,0.0,0.179,0.227,0.276,0.26,27.04,27.16,26.91,25.53,0
2017-06-23 00:00:00,0.0,0.179,0.227,0.276,0.26,27.04,27.16,26.91,25.53,0
2018-04-27 14:00:00,0.0,0.34,0.284,0.236,0.241,20.25,19.77,19.56,19.43,0
2018-04-27 14:00:00,0.0,0.34,0.284,0.236,0.241,20.25,19.77,19.56,19.43,0
2018-04-27 15:00:00,0.0,0.335,0.282,0.236,0.241,20.56,19.97,19.64,19.42,0
2018-04-27 15:00:00,0.0,0.335,0.282,0.236,0.241,20.56,19.97,19.64,19.42,0
2018-04-27 16:00:00,0.0,0.331,0.282,0.237,0.241,20.87,20.2,19.75,19.42,0
2018-04-27 16:00:00,0.0,0.331,0.282,0.237,0.241,20.87,20.2,19.75,19.42,0
2018-04-27 17:00:00,0.0,0.327,0.281,0.237,0.241,21.12,20.42,19.87,19.42,0
2018-04-27 17:00:00,0.0,0.327,0.281,0.237,0.241,21.12,20.42,19.87,19.42,0
2023-10-07 10:00:00,0.0,0.33,0.366,0.358,0.207,22.53,23.47,24.59,26.77,0
2023-10-07 10:00:00,0.0,0.33,0.366,0.358,0.207,22.53,23.47,24.59,26.77,0
