Date,Ppt,Tair,RH,Wind speed,Wind direction,Srad,ETos,Rso
2017-06-22 23:00:00,0.0,21.2,68.55,0.0,0.0,0.0,-0.036,0.0
2017-06-22 23:00:00,0.0,21.2,68.55,0.0,0.0,0.0,-0.036,0.0
2017-06-23 00:00:00,0.0,24.96,40.68,0.627,195.7,0.742,-0.007,0.0
2017-06-23 00:00:00,0.0,24.96,40.68,0.627,195.7,0.742,-0.007,0.0
2023-10-07 07:00:00,0.0,15.16,65.24,0.008,42.27,3.6,0.003,0.509
2023-10-07 07:00:00,0.0,15.16,65.24,0.008,42.27,3.6,0.003,0.509
2023-10-07 08:00:00,0.0,14.74,61.24,0.134,32.69,67.56,0.048,1.294
2023-10-07 08:00:00,0.0,14.74,61.24,0.134,32.69,67.56,0.048,1.294
2023-10-07 09:00:00,0.0,14.68,59.5,0.246,34.28,199.3,0.124,2.007
2023-10-07 09:00:00,0.0,14.68,59.5,0.246,34.28,199.3,0.124,2.007
2023-10-07 10:00:00,0.0,15.75,46.48,1.433,29.98,518.7,0.314,2.568
2023-10-07 10:00:00,0.0,15.75,46.48,1.433,29.98,518.7,0.314,2.568
2025-07-14 11:00:00,0.0,26.92,72.56,1.155,185.4,543.6,0.407,3.351
2025-07-14 11:00:00,0.0,26.92,72.56,1.155,185.4,543.6,0.407,3.351
2025-07-14 12:00:00,0.0,28.31,67.26,1.588,183.0,643.3,0.491,3.496
2025-07-14 12:00:00,0.0,28.31,67.26,1.588,183.0,643.3,0.491,3.496
2025-07-14 13:00:00,0.0,27.83,77.34,2.102,206.8,448.1,0.365,3.431
2025-07-14 13:00:00,0.0,27.83,77.34,2.102,206.8,448.1,0.365,3.431
2025-07-14 14:00:00,0.762,22.68,88.8,1.433,242.2,290.9,0.207,3.159
2025-07-14 14:00:00,0.762,22.68,88.8,1.433,242.2,290.9,0.207,3.159
2025-07-14 15:00:00,0.0,25.21,69.07,0.262,228.3,555.8,0.39,2.672
2025-07-14 15:00:00,0.0,25.21,69.07,0.262,228.3,555.8,0.39,2.672
2025-07-14 16:00:00,0.0,28.35,61.58,0.086,165.3,643.8,0.455,2.042
2025-07-14 16:00:00,0.0,28.35,61.58,0.086,165.3,643.8,0.455,2.042
2025-07-14 17:00:00,0.0,27.89,67.36,0.048,147.1,357.5,0.228,1.317
2025-07-14 17:00:00,0.0,27.89,67.36,0.048,147.1,357.5,0.228,1.317
2025-07-14 18:00:00,0.0,27.86,69.92,0.022,159.3,303.5,0.183,0.579
2025-07-14 18:00:00,0.0,27.86,69.92,0.022,159.3,303.5,0.183,0.579
2025-07-14 19:00:00,0.0,27.09,79.35,0.0,0.0,84.7,0.013,0.058
2025-07-14 19:00:00,0.0,27.09,79.35,0.0,0.0,84.7,0.013,0.058
2025-07-14 20:00:00,0.0,24.89,92.3,0.0,0.0,4.365,-0.024,0.0
2025-07-14 20:00:00,0.0,24.89,92.3,0.0,0.0,4.365,-0.024,0.0
2025-07-14 21:00:00,0.0,23.79,94.9,0.0,0.0,0.0,-0.025,0.0
2025-07-14 21:00:00,0.0,23.79,94.9,0.0,0.0,0.0,-0.025,0.0
2025-07-14 22:00:00,0.0,23.29,96.1,0.0,0.0,0.0,-0.025,0.0
2025-07-14 22:00:00,0.0,23.29,96.1,0.0,0.0,0.0,-0.025,0.0
2025-07-14 23:00:00,0.0,23.46,88.4,0.029,136.7,0.0,-0.025,0.0
2025-07-14 23:00:00,0.0,23.46,88.4,0.029,136.7,0.0,-0.025,0.0
2025-07-15 00:00:00,0.0,24.3,89.9,0.462,152.5,0.0,-0.019,0.0
2025-07-15 00:00:00,0.0,24.3,89.9,0.462,152.5,0.0,-0.019,0.0
2025-07-15 01:00:00,0.0,24.06,91.4,0.956,162.6,0.0,-0.013,0.0
2025-07-15 01:00:00,0.0,24.06,91.4,0.956,162.6,0.0,-0.013,0.0
2025-07-15 02:00:00,0.0,23.7,92.7,1.261,169.2,0.0,-0.012,0.0
2025-07-15 02:00:00,0.0,23.7,92.7,1.261,169.2,0.0,-0.012,0.0
2025-07-15 03:00:00,0.0,23.45,92.8,0.67,177.8,0.0,-0.018,0.0
2025-07-15 03:00:00,0.0,23.45,92.8,0.67,177.8,0.0,-0.018,0.0
2025-07-15 04:00:00,0.0,23.62,93.0,0.915,180.5,0.0,-0.015,0.0
2025-07-15 04:00:00,0.0,23.62,93.0,0.915,180.5,0.0,-0.015,0.0
2025-07-15 05:00:00,0.0,23.45,94.2,0.272,178.7,0.0,-0.022,0.007
2025-07-15 05:00:00,0.0,23.45,94.2,0.272,178.7,0.0,-0.022,0.007
2025-07-15 06:00:00,0.0,23.56,94.2,0.038,180.3,1.668,0.002,0.33
2025-07-15 06:00:00,0.0,23.56,94.2,0.038,180.3,1.668,0.002,0.33
2025-07-15 07:00:00,0.0,23.5,90.0,0.003,240.8,36.43,0.028,1.034
2025-07-15 07:00:00,0.0,23.5,90.0,0.003,240.8,36.43,0.028,1.034
2025-07-15 08:00:00,0.0,22.83,90.3,0.002,250.5,133.2,0.098,1.78
2025-07-15 08:00:00,0.0,22.83,90.3,0.002,250.5,133.2,0.098,1.78
2025-07-15 09:00:00,0.0,24.98,82.9,0.149,187.4,329.1,0.236,2.44
2025-07-15 09:00:00,0.0,24.98,82.9,0.149,187.4,329.1,0.236,2.44
2025-07-15 10:00:00,0.0,26.86,80.4,1.006,176.4,369.4,0.281,2.971
2025-07-15 10:00:00,0.0,26.86,80.4,1.006,176.4,369.4,0.281,2.971
2025-07-15 11:00:00,0.254,27.48,71.18,1.507,166.5,417.8,0.326,3.333
2025-07-15 11:00:00,0.254,27.48,71.18,1.507,166.5,417.8,0.326,3.333
2025-07-15 12:00:00,0.0,29.18,67.75,2.258,163.8,804.0,0.609,3.486
2025-07-15 12:00:00,0.0,29.18,67.75,2.258,163.8,804.0,0.609,3.486
2025-07-15 13:00:00,0.0,29.64,64.25,2.885,155.1,959.0,0.717,3.414
2025-07-15 13:00:00,0.0,29.64,64.25,2.885,155.1,959.0,0.717,3.414
2025-07-15 14:00:00,0.0,29.66,58.1,2.387,170.1,604.9,0.487,3.137
2025-07-15 14:00:00,0.0,29.66,58.1,2.387,170.1,604.9,0.487,3.137
2025-07-15 15:00:00,0.0,30.03,60.71,2.416,165.1,513.4,0.429,2.663
2025-07-15 15:00:00,0.0,30.03,60.71,2.416,165.1,513.4,0.429,2.663
2025-07-15 16:00:00,0.254,29.48,62.96,1.983,167.4,483.0,0.379,2.031
2025-07-15 16:00:00,0.254,29.48,62.96,1.983,167.4,483.0,0.379,2.031
2025-07-15 17:00:00,0.0,29.81,63.43,1.327,161.3,323.1,0.25,1.312
2025-07-15 17:00:00,0.0,29.81,63.43,1.327,161.3,323.1,0.25,1.312
2025-07-15 18:00:00,0.0,29.38,60.39,0.81,149.5,188.5,0.121,0.575
2025-07-15 18:00:00,0.0,29.38,60.39,0.81,149.5,188.5,0.121,0.575
2025-07-15 19:00:00,0.0,28.81,66.57,0.37,137.4,82.6,0.022,0.057
2025-07-15 19:00:00,0.0,28.81,66.57,0.37,137.4,82.6,0.022,0.057
2025-07-15 20:00:00,0.0,27.48,70.63,0.015,155.8,8.4,-0.022,0.0
2025-07-15 20:00:00,0.0,27.48,70.63,0.015,155.8,8.4,-0.022,0.0
2025-07-15 21:00:00,0.0,26.97,73.96,0.188,150.0,0.0,-0.019,0.0
2025-07-15 21:00:00,0.0,26.97,73.96,0.188,150.0,0.0,-0.019,0.0
2025-07-15 22:00:00,0.0,25.66,82.8,1.372,170.8,0.0,0.005,0.0
2025-07-15 22:00:00,0.0,25.66,82.8,1.372,170.8,0.0,0.005,0.0
2025-07-15 23:00:00,0.0,24.28,85.9,0.365,179.2,0.0,-0.017,0.0
2025-07-15 23:00:00,0.0,24.28,85.9,0.365,179.2,0.0,-0.017,0.0
2025-07-16 00:00:00,0.0,23.59,92.5,0.287,176.1,0.0,-0.019,0.0
2025-07-16 00:00:00,0.0,23.59,92.5,0.287,176.1,0.0,-0.019,0.0
2025-07-16 01:00:00,0.0,23.32,94.0,0.203,163.0,0.0,-0.02,0.0
2025-07-16 01:00:00,0.0,23.32,94.0,0.203,163.0,0.0,-0.02,0.0
2025-07-16 02:00:00,0.0,23.89,92.7,0.905,163.8,0.0,-0.013,0.0
2025-07-16 02:00:00,0.0,23.89,92.7,0.905,163.8,0.0,-0.013,0.0
2025-07-16 03:00:00,0.0,24.2,91.4,1.125,170.6,0.0,-0.01,0.0
2025-07-16 03:00:00,0.0,24.2,91.4,1.125,170.6,0.0,-0.01,0.0
2025-07-16 04:00:00,0.0,24.09,93.3,0.598,171.6,0.0,-0.015,0.0
2025-07-16 04:00:00,0.0,24.09,93.3,0.598,171.6,0.0,-0.015,0.0
2025-07-16 05:00:00,0.0,23.94,92.8,1.124,173.4,0.0,-0.011,0.007
2025-07-16 05:00:00,0.0,23.94,92.8,1.124,173.4,0.0,-0.011,0.007
2025-07-16 06:00:00,0.0,23.86,91.9,0.364,156.8,0.948,0.004,0.325
2025-07-16 06:00:00,0.0,23.86,91.9,0.364,156.8,0.948,0.004,0.325
2025-07-16 07:00:00,0.0,24.06,90.4,0.798,168.2,46.28,0.041,1.028
2025-07-16 07:00:00,0.0,24.06,90.4,0.798,168.2,46.28,0.041,1.028
2025-07-16 08:00:00,0.0,24.52,86.7,1.444,167.5,167.5,0.128,1.768
2025-07-16 08:00:00,0.0,24.52,86.7,1.444,167.5,167.5,0.128,1.768
