Date,Ppt,SWC_5,SWC_10,SWC_20,T_5,T_10,T_20,Flag
2017-06-23 00:00:00,0.0,0.055,0.217,0.235,33.03,33.97,34.15,0
2017-06-23 00:00:00,0.0,0.055,0.217,0.235,33.03,33.97,34.15,0
2018-03-22 08:00:00,0.0,0.075,0.278,0.338,17.41,17.86,18.54,0
2018-03-22 08:00:00,0.0,0.075,0.278,0.338,17.41,17.86,18.54,0
2018-03-22 09:00:00,0.0,0.076,0.277,0.338,17.55,17.85,18.45,0
2018-03-22 09:00:00,0.0,0.076,0.277,0.338,17.55,17.85,18.45,0
2018-03-22 10:00:00,0.0,0.076,0.278,0.337,17.86,17.96,18.38,0
2018-03-22 10:00:00,0.0,0.076,0.278,0.337,17.86,17.96,18.38,0
2018-03-22 11:00:00,0.0,0.077,0.278,0.337,18.46,18.19,18.35,0
2018-03-22 11:00:00,0.0,0.077,0.278,0.337,18.46,18.19,18.35,0
2018-03-22 12:00:00,0.0,0.078,0.28,0.337,19.81,18.75,18.38,0
2018-03-22 12:00:00,0.0,0.078,0.28,0.337,19.81,18.75,18.38,0
2018-03-22 19:00:00,0.0,0.079,0.29,0.34,23.87,22.9,20.61,0
2018-03-22 19:00:00,0.0,0.079,0.29,0.34,23.87,22.9,20.61,0
2018-03-22 20:00:00,0.0,0.078,0.288,0.34,22.8,22.42,20.77,0
2018-03-22 20:00:00,0.0,0.078,0.288,0.34,22.8,22.42,20.77,0
2018-03-22 21:00:00,0.0,0.077,0.287,0.34,21.93,21.9,20.81,0
2018-03-22 21:00:00,0.0,0.077,0.287,0.34,21.93,21.9,20.81,0
2018-03-22 22:00:00,0.0,0.076,0.285,0.34,21.19,21.41,20.75,0
2018-03-22 22:00:00,0.0,0.076,0.285,0.34,21.19,21.41,20.75,0
2018-03-22 23:00:00,0.0,0.075,0.284,0.339,20.64,20.98,20.65,0
2018-03-22 23:00:00,0.0,0.075,0.284,0.339,20.64,20.98,20.65,0
2018-03-23 00:00:00,0.0,0.075,0.283,0.339,20.36,20.66,20.51,0
2018-03-23 00:00:00,0.0,0.075,0.283,0.339,20.36,20.66,20.51,0
2018-03-23 01:00:00,0.0,0.076,0.282,0.338,20.13,20.43,20.37,0
2018-03-23 01:00:00,0.0,0.076,0.282,0.338,20.13,20.43,20.37,0
2018-03-23 02:00:00,0.0,0.075,0.281,0.338,19.91,20.21,20.24,0
2018-03-23 02:00:00,0.0,0.075,0.281,0.338,19.91,20.21,20.24,0
2018-03-23 03:00:00,0.0,0.075,0.281,0.337,19.75,20.04,20.12,0
2018-03-23 03:00:00,0.0,0.075,0.281,0.337,19.75,20.04,20.12,0
2018-03-23 04:00:00,0.0,0.075,0.28,0.337,19.61,19.89,20.01,0
2018-03-23 04:00:00,0.0,0.075,0.28,0.337,19.61,19.89,20.01,0
2018-03-23 05:00:00,0.0,0.075,0.28,0.336,19.47,19.76,19.9,0
2018-03-23 05:00:00,0.0,0.075,0.28,0.336,19.47,19.76,19.9,0
2018-03-23 06:00:00,0.0,0.074,0.279,0.335,19.36,19.64,19.81,0
2018-03-23 06:00:00,0.0,0.074,0.279,0.335,19.36,19.64,19.81,0
2018-03-23 07:00:00,0.0,0.074,0.279,0.335,19.27,19.53,19.72,0
2018-03-23 07:00:00,0.0,0.074,0.279,0.335,19.27,19.53,19.72,0
2018-03-23 08:00:00,0.0,0.074,0.278,0.335,19.2,19.44,19.64,0
2018-03-23 08:00:00,0.0,0.074,0.278,0.335,19.2,19.44,19.64,0
2018-03-23 09:00:00,0.0,0.074,0.278,0.334,19.21,19.38,19.56,0
2018-03-23 09:00:00,0.0,0.074,0.278,0.334,19.21,19.38,19.56,0
2018-03-23 10:00:00,0.0,0.075,0.278,0.334,19.29,19.38,19.5,0
2018-03-23 10:00:00,0.0,0.075,0.278,0.334,19.29,19.38,19.5,0
2018-03-23 11:00:00,0.0,0.075,0.278,0.333,19.49,19.43,19.45,0
2018-03-23 11:00:00,0.0,0.075,0.278,0.333,19.49,19.43,19.45,0
2018-03-23 11:00:00,0.0,0.075,0.278,0.333,19.49,19.43,19.45,0
2018-03-23 12:00:00,0.0,0.075,0.278,0.333,19.8,19.56,19.43,0
2018-03-23 12:00:00,0.0,0.075,0.278,0.333,19.8,19.56,19.43,0
2018-03-23 12:00:00,0.0,0.075,0.278,0.333,19.8,19.56,19.43,0
2018-03-23 13:00:00,0.0,0.076,0.279,0.333,20.25,19.79,19.44,0
2018-03-23 13:00:00,0.0,0.076,0.279,0.333,20.25,19.79,19.44,0
2018-03-23 13:00:00,0.0,0.076,0.279,0.333,20.25,19.79,19.44,0
2018-03-23 14:00:00,0.0,0.077,0.28,0.333,20.83,20.12,19.49,0
2018-03-23 14:00:00,0.0,0.077,0.28,0.333,20.83,20.12,19.49,0
2018-03-23 14:00:00,0.0,0.077,0.28,0.333,20.83,20.12,19.49,0
2018-03-23 15:00:00,0.0,0.077,0.28,0.333,21.44,20.51,19.58,0
2018-03-23 15:00:00,0.0,0.077,0.28,0.333,21.44,20.51,19.58,0
2018-03-23 15:00:00,0.0,0.077,0.28,0.333,21.44,20.51,19.58,0
2018-03-23 16:00:00,0.0,0.077,0.282,0.332,21.98,20.92,19.71,0
2018-03-23 16:00:00,0.0,0.077,0.282,0.332,21.98,20.92,19.71,0
2018-03-23 16:00:00,0.0,0.077,0.282,0.332,21.98,20.92,19.71,0
2018-03-23 17:00:00,0.0,0.078,0.282,0.333,22.35,21.25,19.88,512
2018-03-23 17:00:00,0.0,0.078,0.282,0.333,22.35,21.25,19.88,512
2018-03-23 18:00:00,0.0,0.078,0.282,0.333,22.55,21.52,20.05,512
2018-03-23 18:00:00,0.0,0.078,0.282,0.333,22.55,21.52,20.05,512
2018-03-23 19:00:00,0.0,0.077,0.282,0.333,22.3,21.56,20.22,512
2018-03-23 19:00:00,0.0,0.077,0.282,0.333,22.3,21.56,20.22,512
2018-03-23 20:00:00,0.0,0.076,0.282,0.333,21.7,21.37,20.32,0
2018-03-23 20:00:00,0.0,0.076,0.282,0.333,21.7,21.37,20.32,0
2018-03-23 20:00:00,0.0,0.076,0.282,0.333,21.7,21.37,20.32,0
2018-03-23 21:00:00,0.0,0.075,0.281,0.333,21.13,21.05,20.37,0
2018-03-23 21:00:00,0.0,0.075,0.281,0.333,21.13,21.05,20.37,0
2018-03-23 21:00:00,0.0,0.075,0.281,0.333,21.13,21.05,20.37,0
2018-03-23 22:00:00,0.0,0.075,0.28,0.333,20.76,20.8,20.35,0
2018-03-23 22:00:00,0.0,0.075,0.28,0.333,20.76,20.8,20.35,0
