ar_bi_lstm,y_true,shift_bl,ar_lstm,lstm,bi_lstm,cnn
0.34722012,0.3266628633399024,0.6229312034703455,0.34833193,0.38524768,0.38875252,0.3685002
0.3483584,0.3266628633399024,0.6229312034703455,0.34910697,0.38422602,0.38763878,0.36933148
0.34892806,0.3266628633399024,0.6175445063770647,0.35009652,0.38358653,0.3868219,0.36976802
0.349115,0.3266628633399024,0.6175445063770647,0.35064167,0.38300622,0.38624424,0.37050152
0.3478781,0.3266628633399024,0.6175445063770647,0.350563,0.38209715,0.38517007,0.36609712
0.3467004,0.3266628633399024,0.6121578092837839,0.3502555,0.38021046,0.383289,0.365648
0.34629333,0.3266628633399024,0.6121578092837839,0.35033655,0.3780364,0.38158527,0.3690838
0.34716216,0.3266628633399024,0.6121578092837839,0.35144717,0.3765681,0.38114247,0.37249422
0.3480855,0.3266628633399024,0.6067711121905031,0.35216922,0.37632957,0.38208428,0.3723691
0.348076,0.3266628633399024,0.6067711121905031,0.35307622,0.3775767,0.38365516,0.37424
0.34822792,0.3266628633399024,0.6067711121905031,0.3535323,0.3784066,0.3846286,0.37794137
0.35154015,0.3266628633399024,0.6067711121905031,0.35669875,0.37935036,0.3866217,0.37876314
0.35213625,0.3266628633399024,0.6067711121905031,0.35702705,0.3789774,0.38664418,0.3804626
0.35267204,0.3266628633399024,0.6067711121905031,0.35578716,0.3794849,0.38740128,0.38223466
0.3494832,0.3320495604331833,0.6121578092837839,0.35169256,0.3781564,0.38509303,0.37945062
0.3514161,0.3320495604331833,0.6121578092837839,0.35216945,0.38056836,0.38887188,0.37736553
0.35086837,0.3320495604331833,0.6121578092837839,0.3524022,0.38347524,0.3924373,0.37522465
0.35539865,0.3374362575264641,0.6121578092837839,0.3564338,0.39189488,0.40271404,0.36952934
0.35486138,0.3374362575264641,0.6121578092837839,0.35685086,0.39866537,0.40976623,0.367815
0.3526772,0.3428229546197449,0.6121578092837839,0.3561257,0.40239602,0.4130408,0.36778367
0.3524834,0.3428229546197449,0.6121578092837839,0.3557086,0.40336463,0.41361123,0.3665996
0.35314393,0.3428229546197449,0.6121578092837839,0.35649395,0.40304604,0.41296798,0.36794305
0.3534973,0.3374362575264641,0.6121578092837839,0.35765946,0.40248442,0.41185778,0.3664614
0.35417134,0.3374362575264641,0.6121578092837839,0.35818732,0.40195414,0.41010708,0.36838636
0.35470814,0.3374362575264641,0.6121578092837839,0.35749114,0.40120298,0.40839916,0.36896148
0.35426575,0.3374362575264641,0.6067711121905031,0.35651672,0.40034708,0.40653637,0.37095296
0.35292333,0.3374362575264641,0.6067711121905031,0.35533023,0.3991602,0.40442935,0.3721403
0.352395,0.3374362575264641,0.6067711121905031,0.3546945,0.39764148,0.40240112,0.36965802
0.35052302,0.3374362575264641,0.6067711121905031,0.3535642,0.39524627,0.39942792,0.36936605
0.34863034,0.3374362575264641,0.6067711121905031,0.35242754,0.39190704,0.39583406,0.36799806
0.34719047,0.3374362575264641,0.6067711121905031,0.35183805,0.38809532,0.3921074,0.37010685
0.34688428,0.3374362575264641,0.6013844150972223,0.35213685,0.38476065,0.38947818,0.37108505
0.34755433,0.3374362575264641,0.6013844150972223,0.35329068,0.38298622,0.3888086,0.3715195
0.34844953,0.3374362575264641,0.6013844150972223,0.35436642,0.38334003,0.390128,0.373111
0.34942287,0.3374362575264641,0.6013844150972223,0.35499328,0.38539073,0.39304954,0.37463063
0.3504094,0.3374362575264641,0.6013844150972223,0.35591406,0.38786504,0.39637557,0.3777703
0.3514947,0.3374362575264641,0.6013844150972223,0.35616857,0.39010677,0.39939415,0.37933725
0.34989333,0.3374362575264641,0.6013844150972223,0.3539533,0.38888422,0.39874196,0.37925848
