ar_bi_lstm,y_true,shift_bl,ar_lstm,lstm,bi_lstm,cnn
0.2661611,0.1074766355140187,0.5233644859813085,0.25666076,0.16119367,0.42723006,0.2559445
0.26601622,0.1074766355140187,0.518691588785047,0.2556736,0.15639856,0.4284403,0.2518379
0.26362628,0.1074766355140187,0.5140186915887852,0.25425237,0.15280682,0.428283,0.25246716
0.2634185,0.1074766355140187,0.5093457943925235,0.25366673,0.15058908,0.4282453,0.24898817
0.26328644,0.1074766355140187,0.5093457943925235,0.25338283,0.14912273,0.42775783,0.25995678
0.2623215,0.1074766355140187,0.5046728971962617,0.2525652,0.14824304,0.42616624,0.27668393
0.26368177,0.1074766355140187,0.5046728971962617,0.25235912,0.14805886,0.42384058,0.27883494
0.26596692,0.1074766355140187,0.5,0.25269908,0.14889514,0.42226282,0.28664082
0.2692448,0.1074766355140187,0.5,0.2529208,0.1511902,0.4223109,0.2767691
0.26962936,0.1074766355140187,0.5,0.25161263,0.15431364,0.423335,0.2752027
0.2713959,0.1074766355140187,0.4953271028037384,0.2510295,0.15788722,0.4235105,0.27598622
0.27581498,0.1074766355140187,0.4953271028037384,0.2530729,0.16117173,0.4246651,0.2750758
0.27743274,0.1121495327102803,0.4953271028037384,0.2539757,0.1633804,0.42674467,0.2709149
0.2805037,0.1121495327102803,0.5,0.25474796,0.16517314,0.43005854,0.26021004
0.28055027,0.116822429906542,0.5,0.2544055,0.16689481,0.43174222,0.24722055
0.28374168,0.116822429906542,0.5046728971962617,0.25614375,0.16922659,0.43657452,0.25159213
0.28519517,0.1121495327102803,0.5420560747663552,0.2594019,0.17201698,0.44096714,0.25379834
0.283523,0.1121495327102803,0.5654205607476637,0.2614736,0.17473587,0.44835752,0.25249276
0.28305197,0.116822429906542,0.5654205607476637,0.2647664,0.17721874,0.45396432,0.2420147
0.28123447,0.1121495327102803,0.5560747663551404,0.2668835,0.17924704,0.45773306,0.24488638
0.28000522,0.1121495327102803,0.5514018691588787,0.26841632,0.18066834,0.45944947,0.25009185
0.27996057,0.1074766355140187,0.5467289719626169,0.2697662,0.18114504,0.46267316,0.24915297
0.27904594,0.1121495327102803,0.5420560747663552,0.27020216,0.17960879,0.4649989,0.25545263
0.27516893,0.1074766355140187,0.5373831775700937,0.26816535,0.17717092,0.46351117,0.25505263
0.2729066,0.1074766355140187,0.532710280373832,0.2656017,0.1740377,0.46243757,0.24664073
0.27017403,0.1074766355140187,0.532710280373832,0.26289278,0.17134824,0.46141288,0.2405003
0.2687506,0.1074766355140187,0.5280373831775702,0.26115364,0.16982627,0.4602977,0.23777488
0.26824299,0.1074766355140187,0.5280373831775702,0.26065326,0.16977002,0.45976752,0.24113004
0.26620665,0.1074766355140187,0.5233644859813085,0.25957164,0.17100964,0.45842484,0.25358814
0.2648953,0.1074766355140187,0.5233644859813085,0.258363,0.17246902,0.45585075,0.2691939
0.26418886,0.1074766355140187,0.518691588785047,0.25704157,0.17476985,0.45198295,0.2796423
0.26518106,0.1074766355140187,0.518691588785047,0.2559966,0.1776602,0.44798613,0.2867251
0.26694494,0.1074766355140187,0.5140186915887852,0.25504708,0.18125741,0.44473332,0.28103057
