Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_5,48,12,1,2.0363848209381104,1.9670073986053467
Baseline,SWC_5,48,12,2,2.0363855361938477,1.9670073986053467
Baseline,SWC_5,48,12,3,2.036386251449585,1.9670077562332153
Baseline,SWC_5,48,12,4,2.036383867263794,1.9670084714889526
Baseline,SWC_5,48,12,5,2.0363881587982178,1.9670075178146362
Baseline,SWC_5,48,12,6,2.036386013031006,1.9670075178146362
Baseline,SWC_5,48,12,7,2.0363850593566895,1.9670066833496094
Baseline,SWC_5,48,12,8,2.036386251449585,1.9670077562332153
Baseline,SWC_5,48,12,9,2.036384105682373,1.967007040977478
Baseline,SWC_5,48,12,10,2.0363852977752686,1.967007040977478
Multi-step Linear,SWC_5,48,12,1,0.25019606947898865,0.08538345992565155
Multi-step Linear,SWC_5,48,12,2,0.07211597263813019,0.053523775190114975
Multi-step Linear,SWC_5,48,12,3,0.0679376944899559,0.052702877670526505
Multi-step Linear,SWC_5,48,12,4,0.06785812228918076,0.05300993099808693
Multi-step Linear,SWC_5,48,12,5,0.06797110289335251,0.05294233188033104
Multi-step Linear,SWC_5,48,12,6,0.06806766241788864,0.053410205990076065
Multi-step Linear,SWC_5,48,12,7,0.06806893646717072,0.053043387830257416
Multi-step Linear,SWC_5,48,12,8,0.06779613345861435,0.053183939307928085
Multi-step Linear,SWC_5,48,12,9,0.06775987893342972,0.05290110781788826
Multi-step Linear,SWC_5,48,12,10,0.06784602999687195,0.05296168476343155
Multi-step Dense,SWC_5,48,12,1,0.08316578716039658,0.05458064749836922
Multi-step Dense,SWC_5,48,12,2,0.0626441165804863,0.05331258848309517
Multi-step Dense,SWC_5,48,12,3,0.06108997017145157,0.05154905468225479
Multi-step Dense,SWC_5,48,12,4,0.05990190804004669,0.05609240010380745
Multi-step Dense,SWC_5,48,12,5,0.058798909187316895,0.05259755253791809
Multi-step Dense,SWC_5,48,12,6,0.05803366005420685,0.054321374744176865
Multi-step Dense,SWC_5,48,12,7,0.057479675859212875,0.051633384078741074
Multi-step Dense,SWC_5,48,12,8,0.05668366327881813,0.05584102123975754
Multi-step Dense,SWC_5,48,12,9,0.056077323853969574,0.05385022237896919
Multi-step Dense,SWC_5,48,12,10,0.05565237998962402,0.05335724726319313
CNN,SWC_5,48,12,1,0.08679168671369553,0.0593402199447155
CNN,SWC_5,48,12,2,0.0629303827881813,0.0574389286339283
CNN,SWC_5,48,12,3,0.061386145651340485,0.05544154718518257
CNN,SWC_5,48,12,4,0.06044020876288414,0.05623718351125717
CNN,SWC_5,48,12,5,0.05965390428900719,0.0562150813639164
CNN,SWC_5,48,12,6,0.058359477669000626,0.05462917685508728
CNN,SWC_5,48,12,7,0.05787282437086105,0.055339932441711426
CNN,SWC_5,48,12,8,0.05726729705929756,0.05594751611351967
CNN,SWC_5,48,12,9,0.05673043802380562,0.055366016924381256
CNN,SWC_5,48,12,10,0.05635438859462738,0.057760465890169144
RNN,SWC_5,48,12,1,0.08943996578454971,0.05795595794916153
RNN,SWC_5,48,12,2,0.062240175902843475,0.052677612751722336
RNN,SWC_5,48,12,3,0.060167405754327774,0.0556502528488636
RNN,SWC_5,48,12,4,0.05844771862030029,0.05125299468636513
RNN,SWC_5,48,12,5,0.05787236988544464,0.05263245105743408
RNN,SWC_5,48,12,6,0.056529998779296875,0.05186804011464119
RNN,SWC_5,48,12,7,0.05637693405151367,0.05630725249648094
RNN,SWC_5,48,12,8,0.05721594765782356,0.05339525267481804
RNN,SWC_5,48,12,9,0.05506584793329239,0.057937122881412506
RNN,SWC_5,48,12,10,0.05386016145348549,0.05401954427361488
LSTM,SWC_5,48,12,1,0.08391623198986053,0.05624013766646385
LSTM,SWC_5,48,12,2,0.05384295433759689,0.06266587227582932
LSTM,SWC_5,48,12,3,0.04631549119949341,0.06178250163793564
LSTM,SWC_5,48,12,4,0.04091452807188034,0.07144776731729507
LSTM,SWC_5,48,12,5,0.03708040341734886,0.06842529028654099
LSTM,SWC_5,48,12,6,0.03270573914051056,0.057666949927806854
LSTM,SWC_5,48,12,7,0.03105005994439125,0.06564744561910629
LSTM,SWC_5,48,12,8,0.027576198801398277,0.07717260718345642
LSTM,SWC_5,48,12,9,0.025200130417943,0.07703003287315369
LSTM,SWC_5,48,12,10,0.024198589846491814,0.06977792084217072
Autoregressive,SWC_5,48,12,1,0.13530196249485016,0.09880372881889343
Autoregressive,SWC_5,48,12,2,0.09873499721288681,0.09719347953796387
Autoregressive,SWC_5,48,12,3,0.09465114772319794,0.09931030869483948
Autoregressive,SWC_5,48,12,4,0.09161440283060074,0.09671371430158615
Autoregressive,SWC_5,48,12,5,0.089403435587883,0.09867679327726364
Autoregressive,SWC_5,48,12,6,0.08728537708520889,0.10065580904483795
Autoregressive,SWC_5,48,12,7,0.08570840954780579,0.10053592175245285
Autoregressive,SWC_5,48,12,8,0.0844544917345047,0.10218173265457153
Autoregressive,SWC_5,48,12,9,0.08319338411092758,0.09660691767930984
Autoregressive,SWC_5,48,12,10,0.08206909149885178,0.10822868347167969
Bi-LSTM,SWC_5,48,12,1,0.2200913280248642,0.10933443158864975
Bi-LSTM,SWC_5,48,12,2,0.10195326805114746,0.09719623625278473
Bi-LSTM,SWC_5,48,12,3,0.09839286655187607,0.08238209784030914
Bi-LSTM,SWC_5,48,12,4,0.26238054037094116,0.3588367700576782
Bi-LSTM,SWC_5,48,12,5,0.31282180547714233,0.34839463233947754
Bi-LSTM,SWC_5,48,12,6,0.375691682100296,0.8271492123603821
Bi-LSTM,SWC_5,48,12,7,0.4984387457370758,0.4592418074607849
Bi-LSTM,SWC_5,48,12,8,0.6006645560264587,0.9203826189041138
Bi-LSTM,SWC_5,48,12,9,0.7054739594459534,0.7605664730072021
Bi-LSTM,SWC_5,48,12,10,0.6719930171966553,0.7459011077880859
LSTM_Attention,SWC_5,48,12,1,0.1298844814300537,0.10981543362140656
LSTM_Attention,SWC_5,48,12,2,0.0669374018907547,0.10716784745454788
LSTM_Attention,SWC_5,48,12,3,0.05441795289516449,0.09613776206970215
LSTM_Attention,SWC_5,48,12,4,0.04512429237365723,0.099161297082901
LSTM_Attention,SWC_5,48,12,5,0.03632272407412529,0.09902375191450119
LSTM_Attention,SWC_5,48,12,6,0.036850638687610626,0.10366044193506241
LSTM_Attention,SWC_5,48,12,7,0.02820434793829918,0.1010194942355156
LSTM_Attention,SWC_5,48,12,8,0.028182590380311012,0.09470189362764359
LSTM_Attention,SWC_5,48,12,9,0.02677156776189804,0.1124473586678505
LSTM_Attention,SWC_5,48,12,10,0.022917089983820915,0.10107646882534027
BiLSTM_Attention,SWC_5,48,12,1,0.08312022686004639,0.07359587401151657
BiLSTM_Attention,SWC_5,48,12,2,0.05477074161171913,0.0665581151843071
BiLSTM_Attention,SWC_5,48,12,3,0.04636038467288017,0.06900827586650848
BiLSTM_Attention,SWC_5,48,12,4,0.0394926555454731,0.07907978445291519
BiLSTM_Attention,SWC_5,48,12,5,0.0348951555788517,0.07381024211645126
BiLSTM_Attention,SWC_5,48,12,6,0.03021661937236786,0.0782751813530922
BiLSTM_Attention,SWC_5,48,12,7,0.029060253873467445,0.08574356883764267
BiLSTM_Attention,SWC_5,48,12,8,0.02610640600323677,0.09847467392683029
BiLSTM_Attention,SWC_5,48,12,9,0.021584652364253998,0.08201184123754501
BiLSTM_Attention,SWC_5,48,12,10,0.025532450526952744,0.08187119662761688
