Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_5,168,48,1,1.9727364778518677,1.93472158908844
Baseline,SWC_5,168,48,2,1.9727349281311035,1.93472158908844
Baseline,SWC_5,168,48,3,1.9727345705032349,1.9347208738327026
Baseline,SWC_5,168,48,4,1.9727332592010498,1.9347214698791504
Baseline,SWC_5,168,48,5,1.972733974456787,1.93472158908844
Baseline,SWC_5,168,48,6,1.9727336168289185,1.9347212314605713
Baseline,SWC_5,168,48,7,1.9727329015731812,1.9347214698791504
Baseline,SWC_5,168,48,8,1.972734808921814,1.9347211122512817
Baseline,SWC_5,168,48,9,1.9727333784103394,1.9347208738327026
Baseline,SWC_5,168,48,10,1.9727345705032349,1.9347203969955444
Multi-step Linear,SWC_5,168,48,1,0.3265051245689392,0.17110057175159454
Multi-step Linear,SWC_5,168,48,2,0.1837107390165329,0.14035192131996155
Multi-step Linear,SWC_5,168,48,3,0.1809086948633194,0.13972270488739014
Multi-step Linear,SWC_5,168,48,4,0.18093404173851013,0.14037396013736725
Multi-step Linear,SWC_5,168,48,5,0.18055360019207,0.14062370359897614
Multi-step Linear,SWC_5,168,48,6,0.1806410849094391,0.14061346650123596
Multi-step Linear,SWC_5,168,48,7,0.1807388812303543,0.14074525237083435
Multi-step Linear,SWC_5,168,48,8,0.18056973814964294,0.140442356467247
Multi-step Linear,SWC_5,168,48,9,0.1805882602930069,0.14073070883750916
Multi-step Linear,SWC_5,168,48,10,0.18042446672916412,0.14087757468223572
Multi-step Dense,SWC_5,168,48,1,0.18837782740592957,0.14200833439826965
Multi-step Dense,SWC_5,168,48,2,0.1645253449678421,0.14145173132419586
Multi-step Dense,SWC_5,168,48,3,0.16013072431087494,0.141887828707695
Multi-step Dense,SWC_5,168,48,4,0.15731441974639893,0.14673499763011932
Multi-step Dense,SWC_5,168,48,5,0.1546856313943863,0.14460110664367676
Multi-step Dense,SWC_5,168,48,6,0.1521194726228714,0.14834047853946686
Multi-step Dense,SWC_5,168,48,7,0.14946040511131287,0.1506625860929489
Multi-step Dense,SWC_5,168,48,8,0.1477358341217041,0.15039053559303284
Multi-step Dense,SWC_5,168,48,9,0.14470820128917694,0.15302850306034088
Multi-step Dense,SWC_5,168,48,10,0.14353975653648376,0.1544809192419052
CNN,SWC_5,168,48,1,0.18713665008544922,0.14542926847934723
CNN,SWC_5,168,48,2,0.1655975580215454,0.15480902791023254
CNN,SWC_5,168,48,3,0.16112764179706573,0.14172697067260742
CNN,SWC_5,168,48,4,0.15844003856182098,0.15284191071987152
CNN,SWC_5,168,48,5,0.15617427229881287,0.14685948193073273
CNN,SWC_5,168,48,6,0.15484954416751862,0.15061427652835846
CNN,SWC_5,168,48,7,0.15315638482570648,0.15091866254806519
CNN,SWC_5,168,48,8,0.15110787749290466,0.1661902666091919
CNN,SWC_5,168,48,9,0.14931321144104004,0.15511947870254517
CNN,SWC_5,168,48,10,0.1480577439069748,0.15940681099891663
RNN,SWC_5,168,48,1,0.1928616166114807,0.15336962044239044
RNN,SWC_5,168,48,2,0.16322724521160126,0.14801010489463806
RNN,SWC_5,168,48,3,0.1551455408334732,0.15299010276794434
RNN,SWC_5,168,48,4,0.14961786568164825,0.1821707934141159
RNN,SWC_5,168,48,5,0.14501291513442993,0.16337217390537262
RNN,SWC_5,168,48,6,0.1378600299358368,0.16708999872207642
RNN,SWC_5,168,48,7,0.1354874074459076,0.1845030039548874
RNN,SWC_5,168,48,8,0.13511604070663452,0.17464813590049744
RNN,SWC_5,168,48,9,0.1332068145275116,0.1526104062795639
RNN,SWC_5,168,48,10,0.1387738436460495,0.16024766862392426
LSTM,SWC_5,168,48,1,0.17716161906719208,0.16413037478923798
LSTM,SWC_5,168,48,2,0.11521923542022705,0.20272639393806458
LSTM,SWC_5,168,48,3,0.07962647080421448,0.1896355003118515
LSTM,SWC_5,168,48,4,0.08093687146902084,0.21848444640636444
LSTM,SWC_5,168,48,5,0.09010160714387894,0.19839398562908173
LSTM,SWC_5,168,48,6,0.08663841336965561,0.20822753012180328
LSTM,SWC_5,168,48,7,0.06406848877668381,0.22977527976036072
LSTM,SWC_5,168,48,8,0.06211259216070175,0.19631341099739075
LSTM,SWC_5,168,48,9,0.06892584264278412,0.19648894667625427
LSTM,SWC_5,168,48,10,0.051982712000608444,0.21800930798053741
Autoregressive,SWC_5,168,48,1,0.30223244428634644,0.2696918249130249
Autoregressive,SWC_5,168,48,2,0.24851298332214355,0.3000885844230652
Autoregressive,SWC_5,168,48,3,0.2341526448726654,0.363070547580719
Autoregressive,SWC_5,168,48,4,0.2243368923664093,0.43606245517730713
Autoregressive,SWC_5,168,48,5,0.21534402668476105,0.4548673629760742
Autoregressive,SWC_5,168,48,6,0.20817831158638,0.5090180039405823
Autoregressive,SWC_5,168,48,7,0.20248578488826752,0.5813750624656677
Autoregressive,SWC_5,168,48,8,0.1971486210823059,0.5420093536376953
Autoregressive,SWC_5,168,48,9,0.19296559691429138,0.6009998917579651
Autoregressive,SWC_5,168,48,10,0.1883547306060791,0.5531167387962341
Bi-LSTM,SWC_5,168,48,1,0.4246998131275177,0.3875611424446106
Bi-LSTM,SWC_5,168,48,2,0.32857710123062134,0.409789502620697
Bi-LSTM,SWC_5,168,48,3,0.30228540301322937,0.3740766644477844
Bi-LSTM,SWC_5,168,48,4,0.2861684560775757,0.37256962060928345
Bi-LSTM,SWC_5,168,48,5,0.2604427635669708,0.48423460125923157
Bi-LSTM,SWC_5,168,48,6,0.25575244426727295,0.35850945115089417
Bi-LSTM,SWC_5,168,48,7,0.24432359635829926,0.38976919651031494
Bi-LSTM,SWC_5,168,48,8,0.2272765338420868,0.3680766522884369
Bi-LSTM,SWC_5,168,48,9,0.22817490994930267,0.3844170570373535
Bi-LSTM,SWC_5,168,48,10,0.22110052406787872,0.40197792649269104
LSTM_Attention,SWC_5,168,48,1,0.23796679079532623,0.6657505631446838
LSTM_Attention,SWC_5,168,48,2,0.12451064586639404,0.5447920560836792
LSTM_Attention,SWC_5,168,48,3,0.10650239139795303,0.5580397844314575
LSTM_Attention,SWC_5,168,48,4,0.08515661209821701,0.4599107801914215
LSTM_Attention,SWC_5,168,48,5,0.07627888768911362,0.47343742847442627
LSTM_Attention,SWC_5,168,48,6,0.06612452119588852,0.5222525000572205
LSTM_Attention,SWC_5,168,48,7,0.06540916115045547,0.47247767448425293
LSTM_Attention,SWC_5,168,48,8,0.055127132683992386,0.5101144313812256
LSTM_Attention,SWC_5,168,48,9,0.05057985335588455,0.4513827860355377
LSTM_Attention,SWC_5,168,48,10,0.053558479994535446,0.46383076906204224
BiLSTM_Attention,SWC_5,168,48,1,0.1941574662923813,0.18657034635543823
BiLSTM_Attention,SWC_5,168,48,2,0.13029681146144867,0.35395628213882446
BiLSTM_Attention,SWC_5,168,48,3,0.09917575865983963,0.28903183341026306
BiLSTM_Attention,SWC_5,168,48,4,0.08182786405086517,0.2556834816932678
BiLSTM_Attention,SWC_5,168,48,5,0.07116320729255676,0.3544389009475708
BiLSTM_Attention,SWC_5,168,48,6,0.05879037082195282,0.4282667934894562
BiLSTM_Attention,SWC_5,168,48,7,0.04893724247813225,0.4330582618713379
