Date,Ppt,Tair,RH,Wind speed,Wind direction,Srad
2015-01-01 00:00:00,0.0,-0.547,83.0,0.659,43.71,0.02
2015-01-01 01:00:00,0.0,-0.44,81.6,0.67,67.43,0.2
2015-01-01 02:00:00,0.0,-0.175,80.5,0.591,57.45,0.2
2015-01-01 03:00:00,0.0,-0.047,80.8,0.727,77.78,0.17
2015-01-01 04:00:00,0.254,-0.074,88.7,0.321,44.11,0.01
2015-01-01 05:00:00,0.508,-0.65,95.6,0.755,51.88,0.0
2015-01-01 06:00:00,0.0,-0.735,96.0,0.718,60.1,0.34
2015-01-01 07:00:00,0.0,-0.526,96.5,0.44,60.88,0.11
2015-01-01 08:00:00,0.0,-0.754,98.0,0.374,45.03,2.0
2015-01-01 09:00:00,0.0,-0.579,98.2,0.539,62.84,19.66
2015-01-01 10:00:00,0.0,-0.296,98.0,0.715,66.7,38.55
2015-01-01 11:00:00,0.0,0.04,98.1,0.607,47.02,55.83
2015-01-01 12:00:00,0.762,0.32,97.9,0.541,31.77,82.0
2015-01-01 13:00:00,0.508,0.731,97.9,0.436,28.24,78.34
2015-01-01 14:00:00,0.254,1.268,97.6,0.848,63.39,98.62
2015-01-01 15:00:00,0.0,1.545,97.0,0.702,65.4,70.13
2015-01-01 16:00:00,0.0,1.768,97.7,0.594,56.24,38.84
2015-01-01 17:00:00,0.0,1.623,98.6,0.758,32.68,18.0
2015-01-01 18:00:00,0.0,1.618,98.8,0.653,20.22,2.83
2015-01-01 19:00:00,0.0,1.58,98.7,0.591,38.08,0.0
2015-01-01 20:00:00,0.0,1.61,99.0,0.526,36.21,0.0
2015-01-01 21:00:00,0.254,1.771,99.0,0.771,20.22,0.0
2015-01-01 22:00:00,0.0,1.704,98.8,0.899,15.69,0.0
2015-01-01 23:00:00,0.0,1.603,99.1,0.718,38.34,0.0
2015-01-02 00:00:00,0.0,1.613,99.2,0.65,44.07,0.0
2015-01-02 01:00:00,0.0,1.722,99.2,0.703,356.1,0.0
2015-01-02 02:00:00,0.0,1.283,99.5,0.988,12.27,0.0
2015-01-02 03:00:00,0.0,1.251,99.5,0.601,38.16,0.07
2015-01-02 04:00:00,0.0,1.559,99.6,0.656,64.58,0.01
2015-01-02 05:00:00,0.254,1.6,100.0,0.514,45.3,0.0
2015-01-02 06:00:00,0.0,1.565,100.0,0.484,19.94,0.0
2015-01-02 07:00:00,0.254,1.622,99.5,0.4,17.92,0.0
2015-01-02 08:00:00,0.0,1.35,99.0,0.692,14.44,1.91
2015-01-02 09:00:00,0.0,1.366,99.1,0.683,34.22,13.07
2015-01-02 10:00:00,0.0,1.606,99.2,0.719,10.33,22.96
2015-01-02 11:00:00,0.0,1.806,98.8,0.639,17.4,45.62
2015-01-02 12:00:00,0.0,1.998,98.3,0.839,28.92,56.98
