ar_bi_lstm,y_true,shift_bl,ar_lstm,lstm,bi_lstm,cnn
0.31174907,0.2218045112781954,0.7406015037593985,0.31469262,0.17612273,0.20293818,0.37957647
0.30815035,0.2218045112781954,0.7330827067669173,0.31483355,0.17284226,0.20248596,0.38078627
0.30580017,0.2218045112781954,0.7293233082706767,0.31407952,0.16973798,0.20104447,0.37614617
0.30350906,0.2255639097744361,0.7255639097744361,0.31409365,0.16700348,0.199421,0.3675073
0.30143702,0.2255639097744361,0.7218045112781954,0.31400132,0.16465798,0.19780639,0.35951346
0.30054533,0.2255639097744361,0.7180451127819549,0.31343132,0.16306618,0.19487247,0.36257115
0.29877108,0.2255639097744361,0.7142857142857144,0.31343606,0.16169818,0.1921869,0.360724
0.2957283,0.2255639097744361,0.7180451127819549,0.31353337,0.16046797,0.1900128,0.35702097
0.29238984,0.2255639097744361,0.7142857142857144,0.31434277,0.1600182,0.18880253,0.35662052
0.29117194,0.2255639097744361,0.7105263157894738,0.31454724,0.16151251,0.18975317,0.3327809
0.29265103,0.2255639097744361,0.7105263157894738,0.31722766,0.16480106,0.19079788,0.33157268
0.29478696,0.2293233082706766,0.7067669172932332,0.32301992,0.16913855,0.19282141,0.3226668
0.2978703,0.2293233082706766,0.7142857142857144,0.32852247,0.17361076,0.19275154,0.30841884
0.29907215,0.2330827067669173,0.7180451127819549,0.33337656,0.17710955,0.19618613,0.3132125
0.3039355,0.2368421052631578,0.7142857142857144,0.33660996,0.1786462,0.19829394,0.3159791
0.3018925,0.2368421052631578,0.7406015037593985,0.33579233,0.17884284,0.20587309,0.3129697
0.3058479,0.2330827067669173,0.8345864661654137,0.33541843,0.17860214,0.2134955,0.3289271
0.3024691,0.2330827067669173,0.8383458646616542,0.32986403,0.17874765,0.22295511,0.33726195
0.30591673,0.2293233082706766,0.8045112781954887,0.32638177,0.1804589,0.22932003,0.3458068
0.30865893,0.2293233082706766,0.7857142857142858,0.32331362,0.1825346,0.23228846,0.3460684
0.31052443,0.2255639097744361,0.7706766917293233,0.32159916,0.18460777,0.2313329,0.33749002
