Station,Distance,Sample_Count,MSE,MAE,MAE_Percentage,Correlation
4,45,1100,0.006048184439644173,0.0670723137630854,33.396102837288396,-0.015353995053924204
4,50,1103,0.006051031034335313,0.06711705029259044,33.39629966674101,-0.015314787009138258
4,55,1119,0.006088244470683392,0.06715470695507351,33.3285227449613,-0.015131390312227004
4,60,1134,0.006124531683762601,0.06734449286836619,33.358091386502544,-0.017444636851641028
4,65,1141,0.0061368603216361405,0.06738212090510715,33.36594797331535,-0.01559075638213478
4,70,1143,0.006169193510926799,0.06753825424560565,33.396440293653185,-0.01732195571353411
4,75,1150,0.006160735155776136,0.06748859045164689,33.35199112537092,-0.012685833060944283
4,80,1165,0.006158497000203957,0.06743212450019508,33.303403829339814,-0.012254031010461993
4,85,1182,0.006160050719825546,0.06742007239937445,33.26845098421778,-0.01628827550385899
4,90,1196,0.006207057903581657,0.06765628659927028,33.311319266485135,-0.006650619322442643
4,95,1207,0.006257721185197723,0.06800918100474503,33.42184095910411,-0.008989173678245083
4,100,1216,0.00628133910575873,0.06820898197044456,33.4806126245216,-0.00739672250663148
4,105,1229,0.0062754143433761,0.06815212668515915,33.41263087347383,-0.0046412231493378735
4,110,1239,0.006325660772513803,0.06838601388248097,33.46934082329972,-0.0015291340126850888
4,115,1251,0.006383460109557701,0.06866133198965674,33.58753393121924,-0.004390523686466912
4,120,1259,0.006373771195986248,0.06856360496139312,33.57321804391782,0.00836475533658567
4,125,1259,0.006373771195986248,0.06856360496139312,33.57321804391782,0.00836475533658567
4,130,1260,0.00637204861056626,0.06856064413734968,33.566397863961356,0.009364276658405776
4,135,1260,0.00637204861056626,0.06856064413734968,33.566397863961356,0.009364276658405776
4,140,1260,0.00637204861056626,0.06856064413734968,33.566397863961356,0.009364276658405776
4,145,1260,0.00637204861056626,0.06856064413734968,33.566397863961356,0.009364276658405776
4,150,1260,0.00637204861056626,0.06856064413734968,33.566397863961356,0.009364276658405776
4,155,1260,0.00637204861056626,0.06856064413734968,33.566397863961356,0.009364276658405776
4,160,1263,0.006357753789962968,0.06843937300849347,33.516122978501635,0.009390277987549114
5,5,891,0.012140108105786826,0.09220724404966452,33.67085502172581,0.0766056275328896
5,10,1065,0.012034344941477303,0.09155173959872773,33.485613208956984,0.08278748029395043
5,15,1066,0.012026499102661665,0.09152269119697781,33.48164630176363,0.08305504744688175
5,20,1068,0.01202522132979689,0.09150687138200221,33.475181372267826,0.08303389356112521
5,25,1088,0.012103320589567448,0.09188707534250462,33.62028224912243,0.0808323070827291
5,30,1108,0.012118297213074945,0.09196382421718864,33.65116551268129,0.08225482014328722
5,35,1115,0.012131896248262783,0.09203301100386697,33.66999082726038,0.08298639910462455
5,40,1116,0.01216406340682181,0.09214692272638443,33.69047169557918,0.08417267754028383
5,45,1117,0.01215338006902637,0.09207802779407194,33.6675893822824,0.0833915446539819
5,50,1121,0.012193746327903635,0.09225391555989744,33.71570525450313,0.08024262331401422
5,55,1129,0.012231469894337604,0.0924846568786345,33.79015271681681,0.07793923338802856
5,60,1137,0.012279326952081716,0.09266796361710204,33.835693498833706,0.07766205261383441
5,65,1145,0.01231530933764599,0.09287130491934062,33.90190419967542,0.07807948618714977
5,70,1152,0.012317517011372082,0.09284691436861547,33.88567182383163,0.07677650663524692
5,75,1166,0.012447256694099918,0.09344733225298314,34.10273764879083,0.07112640814583303
5,80,1177,0.012469767074699031,0.09360790027497452,34.20693060093605,0.0842324814385038
5,85,1188,0.012598357426582352,0.09416199836530165,34.39317574903997,0.07880661646381637
5,90,1200,0.012622275282968564,0.09435541544535234,34.539259684968044,0.08786830059006202
