Anomaly Dates
01-03-2015
01-04-2015
01-05-2015
03-16-2015
03-17-2015
03-18-2015
03-19-2015
03-20-2015
03-21-2015
03-22-2015
03-24-2015
03-27-2015
08-02-2015
08-13-2015
08-27-2015
08-28-2015
09-12-2015
10-24-2015
10-25-2015
10-26-2015
10-27-2015
10-28-2015
10-30-2015
10-31-2015
11-01-2015
11-02-2015
11-03-2015
11-04-2015
03-04-2016
03-09-2016
04-23-2016
07-26-2016
07-27-2016
08-05-2016
08-07-2016
08-08-2016
08-09-2016
08-10-2016
08-14-2016
08-15-2016
08-16-2016
08-17-2016
08-21-2016
08-22-2016
08-23-2016
08-24-2016
08-25-2016
09-02-2016
09-03-2016
09-26-2016
10-06-2016
11-04-2016
11-09-2016
11-14-2016
02-14-2017
02-24-2017
05-31-2017
06-16-2017
06-25-2017
07-05-2017
07-09-2017
07-10-2017
07-24-2017
08-03-2017
08-05-2017
08-06-2017
08-07-2017
08-08-2017
08-17-2017
08-18-2017
08-19-2017
09-27-2017
09-28-2017
09-29-2017
10-07-2017
12-07-2017
12-08-2017
05-06-2018
07-08-2018
07-09-2018
07-10-2018
07-18-2018
07-21-2018
07-22-2018
07-23-2018
08-13-2018
08-14-2018
08-15-2018
08-23-2018
05-05-2019
06-30-2019
07-01-2019
07-12-2019
07-15-2019
07-25-2019
07-27-2019
09-14-2019
10-22-2019
01-11-2020
01-12-2020
01-17-2020
01-21-2020
04-04-2020
04-14-2020
05-23-2020
05-25-2020
06-04-2020
09-05-2020
09-06-2020
09-10-2020
09-15-2020
01-01-2021
04-30-2021
05-01-2021
05-02-2021
05-09-2021
05-23-2021
06-01-2021
06-09-2021
06-22-2021
07-05-2021
07-06-2021
08-16-2021
08-26-2021
