Station,Model,Features,Offset,MSE,MAE,MAPE,SMAPE,RSE,CORR
Station6,RNN,SWC_10_Ppt_Tair_YearSin_YearCos,48,0.00805848625015446,0.054754085758164206,211220573076.80463,25.442046922888895,0.5929830701293612,0.8084948437629903
Station6,LSTM,SWC_10_Ppt_Tair_YearSin_YearCos,48,0.0077912736728623375,0.05258297903909202,201486820050.11105,23.84696046410101,0.5830687817981539,0.8165076603136656
Station6,AttentionLSTM,SWC_10_Ppt_Tair_YearSin_YearCos,48,0.008183524192730192,0.05188025066146427,127244836958.06747,23.108250325614353,0.5975658152700383,0.804751920399714
Station6,Baseline,SWC_10_Ppt_Tair_YearSin_YearCos,48,0.008834675978049709,0.0497217422168424,35026751706.3243,18.340254437648117,0.620884577949518,0.8072746838669471
Station6,Autoregressive,SWC_10_Ppt_Tair_YearSin_YearCos,48,0.010041563894291507,0.0693438471502031,149837003976.72333,30.059694395574027,0.6619363603717404,0.7718410326505535
Station6,BiLSTM,SWC_10_Ppt_Tair_YearSin_YearCos,48,0.008045524753486875,0.049855027628982536,52645025870.74159,22.056697573182056,0.5925059928650552,0.8117958519231872
Station6,CNN,SWC_10_Ppt_Tair_YearSin_YearCos,48,0.00783678081097254,0.054302477845463146,281722783506.8537,25.344057779842437,0.58476909171552,0.8146019744847771
