Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_5,24,6,1,0.07500413805246353,0.05418287590146065
Baseline,SWC_5,24,6,2,0.07500416785478592,0.05418286845088005
Baseline,SWC_5,24,6,3,0.07500413060188293,0.05418291687965393
Baseline,SWC_5,24,6,4,0.07500415295362473,0.054182879626750946
Baseline,SWC_5,24,6,5,0.07500410079956055,0.05418291315436363
Baseline,SWC_5,24,6,6,0.07500418275594711,0.05418289080262184
Baseline,SWC_5,24,6,7,0.07500413060188293,0.05418286845088005
Baseline,SWC_5,24,6,8,0.07500414550304413,0.05418288707733154
Baseline,SWC_5,24,6,9,0.07500424981117249,0.05418289080262184
Baseline,SWC_5,24,6,10,0.07500413060188293,0.05418289452791214
Multi-step Linear,SWC_5,24,6,1,0.15158022940158844,0.07604259252548218
Multi-step Linear,SWC_5,24,6,2,0.05356726422905922,0.04347970336675644
Multi-step Linear,SWC_5,24,6,3,0.04772454872727394,0.03718593344092369
Multi-step Linear,SWC_5,24,6,4,0.04601343348622322,0.03442809358239174
Multi-step Linear,SWC_5,24,6,5,0.04514643922448158,0.03272709995508194
Multi-step Linear,SWC_5,24,6,6,0.044825922697782516,0.03218814358115196
Multi-step Linear,SWC_5,24,6,7,0.04471559450030327,0.03180718049407005
Multi-step Linear,SWC_5,24,6,8,0.04468102380633354,0.031656138598918915
Multi-step Linear,SWC_5,24,6,9,0.04458572715520859,0.031475722789764404
Multi-step Linear,SWC_5,24,6,10,0.044622793793678284,0.03137616813182831
Multi-step Dense,SWC_5,24,6,1,0.057131074368953705,0.030303314328193665
Multi-step Dense,SWC_5,24,6,2,0.04012034088373184,0.0309476125985384
Multi-step Dense,SWC_5,24,6,3,0.03854411840438843,0.030717551708221436
Multi-step Dense,SWC_5,24,6,4,0.037528879940509796,0.02991223894059658
Multi-step Dense,SWC_5,24,6,5,0.03675128519535065,0.03127507492899895
Multi-step Dense,SWC_5,24,6,6,0.03653496503829956,0.031237740069627762
Multi-step Dense,SWC_5,24,6,7,0.03584611788392067,0.029316529631614685
Multi-step Dense,SWC_5,24,6,8,0.03599514439702034,0.03112560510635376
Multi-step Dense,SWC_5,24,6,9,0.035402655601501465,0.031209876760840416
Multi-step Dense,SWC_5,24,6,10,0.034905917942523956,0.030407389625906944
CNN,SWC_5,24,6,1,0.05581879988312721,0.02949308604001999
CNN,SWC_5,24,6,2,0.03931349143385887,0.028910798951983452
CNN,SWC_5,24,6,3,0.03821253776550293,0.032300692051649094
CNN,SWC_5,24,6,4,0.037251051515340805,0.03003181517124176
CNN,SWC_5,24,6,5,0.03676431626081467,0.031495604664087296
CNN,SWC_5,24,6,6,0.036215391010046005,0.030918840318918228
CNN,SWC_5,24,6,7,0.03632020205259323,0.02975582703948021
CNN,SWC_5,24,6,8,0.03577662631869316,0.031262848526239395
CNN,SWC_5,24,6,9,0.035375792533159256,0.030637413263320923
CNN,SWC_5,24,6,10,0.035276781767606735,0.028924301266670227
RNN,SWC_5,24,6,1,0.05532987788319588,0.02908940054476261
RNN,SWC_5,24,6,2,0.03691693767905235,0.02739570289850235
RNN,SWC_5,24,6,3,0.03601980209350586,0.02720697969198227
RNN,SWC_5,24,6,4,0.03537371754646301,0.027011578902602196
RNN,SWC_5,24,6,5,0.03502434492111206,0.027087144553661346
RNN,SWC_5,24,6,6,0.03450794890522957,0.02744564227759838
RNN,SWC_5,24,6,7,0.03432341292500496,0.02739248238503933
RNN,SWC_5,24,6,8,0.033787745982408524,0.02733585052192211
RNN,SWC_5,24,6,9,0.03329439461231232,0.027774592861533165
RNN,SWC_5,24,6,10,0.032617755234241486,0.027527935802936554
LSTM,SWC_5,24,6,1,0.057773806154727936,0.029781797900795937
LSTM,SWC_5,24,6,2,0.035378243774175644,0.030399348586797714
LSTM,SWC_5,24,6,3,0.03318890184164047,0.0343429297208786
LSTM,SWC_5,24,6,4,0.03099016472697258,0.03275958076119423
LSTM,SWC_5,24,6,5,0.029245182871818542,0.03046269714832306
LSTM,SWC_5,24,6,6,0.027864236384630203,0.03324882313609123
LSTM,SWC_5,24,6,7,0.025897888466715813,0.03290391340851784
LSTM,SWC_5,24,6,8,0.02493160404264927,0.03289732709527016
LSTM,SWC_5,24,6,9,0.02416149340569973,0.033346615731716156
LSTM,SWC_5,24,6,10,0.02207537554204464,0.036895863711833954
Autoregressive,SWC_5,24,6,1,0.10110820084810257,0.06197759509086609
Autoregressive,SWC_5,24,6,2,0.07442883402109146,0.05890326946973801
Autoregressive,SWC_5,24,6,3,0.07089585065841675,0.060658860951662064
Autoregressive,SWC_5,24,6,4,0.06844918429851532,0.06953725963830948
Autoregressive,SWC_5,24,6,5,0.06584502756595612,0.06464530527591705
Autoregressive,SWC_5,24,6,6,0.06404489278793335,0.0677417516708374
Autoregressive,SWC_5,24,6,7,0.06274713575839996,0.07045526057481766
Autoregressive,SWC_5,24,6,8,0.06155912205576897,0.07318060100078583
Autoregressive,SWC_5,24,6,9,0.06052665784955025,0.08804276585578918
Autoregressive,SWC_5,24,6,10,0.059529099613428116,0.07469707727432251
Bi-LSTM,SWC_5,24,6,1,0.059366438537836075,0.04044153541326523
