TIMESTAMP,Rain_mm_Tot,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,SlrW_Avg,ETos,Rso
2015-11-01 11:00:00,0.0,17.25,65.56,1.307,315.3,289.6,1.525,2.475
2015-11-01 11:00:00,0.0,15.88,70.53,0.883,324.4,221.9,1.201,2.463
