Parameter,Start Timestamp,End Timestamp,Number Missing
Srad,2015-05-20 13:00:00,2015-05-20 13:00:00,1
Srad,2015-05-24 14:00:00,2015-05-24 14:00:00,1
Srad,2015-05-30 13:00:00,2015-05-30 13:00:00,1
Srad,2015-05-31 12:00:00,2015-05-31 14:00:00,3
Srad,2015-06-16 12:00:00,2015-06-16 14:00:00,3
Srad,2015-06-17 12:00:00,2015-06-17 13:00:00,2
Srad,2015-06-21 13:00:00,2015-06-21 14:00:00,2
Srad,2015-06-23 13:00:00,2015-06-23 13:00:00,1
Srad,2015-06-25 12:00:00,2015-06-25 12:00:00,1
Srad,2015-09-13 13:00:00,2015-09-13 13:00:00,1
Srad,2015-09-16 13:00:00,2015-09-16 13:00:00,1
Srad,2016-02-20 14:00:00,2016-02-20 14:00:00,1
Srad,2016-04-10 12:00:00,2016-04-10 12:00:00,1
Srad,2016-04-13 14:00:00,2016-04-13 15:00:00,2
Srad,2016-04-14 12:00:00,2016-04-14 12:00:00,1
Srad,2016-04-18 13:00:00,2016-04-18 13:00:00,1
Srad,2016-04-21 13:00:00,2016-04-21 13:00:00,1
Srad,2016-04-24 12:00:00,2016-04-24 12:00:00,1
Srad,2018-03-01 21:00:00,2018-03-03 19:00:00,47
Srad,2018-04-05 19:00:00,2018-04-07 01:00:00,31
Srad,2018-04-08 22:00:00,2018-04-08 22:00:00,1
Srad,2018-04-09 00:00:00,2018-04-09 02:00:00,3
Srad,2018-04-09 04:00:00,2018-04-09 06:00:00,3
Srad,2018-04-09 20:00:00,2018-04-10 00:00:00,5
Srad,2018-04-10 18:00:00,2018-04-10 18:00:00,1
Srad,2018-04-10 20:00:00,2018-04-10 20:00:00,1
Srad,2018-04-10 22:00:00,2018-04-10 23:00:00,2
Srad,2018-04-11 20:00:00,2018-04-11 22:00:00,3
Srad,2018-04-13 00:00:00,2018-04-13 00:00:00,1
Srad,2018-04-13 20:00:00,2018-04-14 00:00:00,5
Srad,2018-04-14 20:00:00,2018-04-15 02:00:00,7
Srad,2018-04-15 04:00:00,2018-04-15 06:00:00,3
Srad,2018-04-15 13:00:00,2018-04-15 13:00:00,1
Srad,2018-04-15 19:00:00,2018-04-16 07:00:00,13
Srad,2018-04-16 13:00:00,2018-04-16 13:00:00,1
Srad,2018-04-16 19:00:00,2018-04-17 07:00:00,13
Srad,2018-04-17 13:00:00,2018-04-17 13:00:00,1
Srad,2018-04-17 19:00:00,2018-04-18 09:00:00,15
Srad,2018-04-18 18:00:00,2018-04-19 07:00:00,14
Srad,2018-04-19 19:00:00,2018-04-20 08:00:00,14
Srad,2018-04-20 17:00:00,2018-04-21 12:00:00,20
Srad,2018-04-21 19:00:00,2018-04-22 08:00:00,14
Srad,2018-04-22 13:00:00,2018-04-22 13:00:00,1
Srad,2018-04-22 19:00:00,2018-04-23 07:00:00,13
Srad,2018-04-23 13:00:00,2018-04-23 13:00:00,1
Srad,2018-04-23 19:00:00,2018-04-24 07:00:00,13
Srad,2018-04-24 19:00:00,2018-04-25 07:00:00,13
Srad,2018-04-25 14:00:00,2018-04-26 07:00:00,18
Srad,2018-04-26 13:00:00,2018-04-26 13:00:00,1
Srad,2018-04-26 19:00:00,2018-04-27 08:00:00,14
Srad,2018-04-27 19:00:00,2018-04-28 07:00:00,13
Srad,2018-04-28 19:00:00,2018-04-29 07:00:00,13
Srad,2018-04-29 19:00:00,2018-04-30 09:00:00,15
Srad,2018-04-30 13:00:00,2018-04-30 13:00:00,1
Srad,2018-04-30 16:00:00,2018-05-01 08:00:00,17
Srad,2018-05-01 12:00:00,2018-05-01 12:00:00,1
Srad,2018-05-01 18:00:00,2018-05-02 08:00:00,15
Srad,2018-05-02 18:00:00,2018-05-03 09:00:00,16
Srad,2018-05-03 19:00:00,2018-05-05 07:00:00,37
Srad,2018-05-05 18:00:00,2018-05-06 07:00:00,14
Srad,2018-05-06 13:00:00,2018-05-06 13:00:00,1
Srad,2018-05-06 19:00:00,2018-05-07 07:00:00,13
Srad,2018-05-07 19:00:00,2018-05-08 07:00:00,13
Srad,2018-05-08 19:00:00,2018-05-09 07:00:00,13
Srad,2018-05-09 19:00:00,2018-05-10 10:00:00,16
Srad,2018-05-10 13:00:00,2018-05-10 13:00:00,1
Srad,2018-05-10 19:00:00,2018-05-11 08:00:00,14
Srad,2018-05-11 13:00:00,2018-05-11 13:00:00,1
Srad,2018-05-11 19:00:00,2018-05-12 07:00:00,13
Srad,2018-05-12 19:00:00,2018-05-13 07:00:00,13
Srad,2018-05-13 19:00:00,2018-05-14 07:00:00,13
Srad,2018-05-14 19:00:00,2018-05-15 07:00:00,13
Srad,2018-05-15 18:00:00,2018-05-16 08:00:00,15
Ppt,2016-02-20 14:00:00,2016-02-20 14:00:00,1
Ppt,2016-04-13 15:00:00,2016-04-13 15:00:00,1
Ppt,2018-03-01 21:00:00,2018-03-03 19:00:00,47
Ppt,2018-04-05 19:00:00,2018-04-07 01:00:00,31
Ppt,2018-04-08 22:00:00,2018-04-08 22:00:00,1
Ppt,2018-04-09 00:00:00,2018-04-09 02:00:00,3
Ppt,2018-04-09 04:00:00,2018-04-09 06:00:00,3
Ppt,2018-04-09 20:00:00,2018-04-10 00:00:00,5
Ppt,2018-04-10 18:00:00,2018-04-10 18:00:00,1
Ppt,2018-04-10 20:00:00,2018-04-10 20:00:00,1
Ppt,2018-04-10 22:00:00,2018-04-10 23:00:00,2
Ppt,2018-04-11 20:00:00,2018-04-11 22:00:00,3
Ppt,2018-04-13 00:00:00,2018-04-13 00:00:00,1
Ppt,2018-04-13 20:00:00,2018-04-14 00:00:00,5
Ppt,2018-04-14 20:00:00,2018-04-15 02:00:00,7
Ppt,2018-04-15 04:00:00,2018-04-15 06:00:00,3
Ppt,2018-04-15 13:00:00,2018-04-15 13:00:00,1
Ppt,2018-04-15 19:00:00,2018-04-16 07:00:00,13
Ppt,2018-04-16 13:00:00,2018-04-16 13:00:00,1
Ppt,2018-04-16 19:00:00,2018-04-17 07:00:00,13
Ppt,2018-04-17 13:00:00,2018-04-17 13:00:00,1
Ppt,2018-04-17 19:00:00,2018-04-18 09:00:00,15
Ppt,2018-04-18 18:00:00,2018-04-19 07:00:00,14
Ppt,2018-04-19 19:00:00,2018-04-20 08:00:00,14
Ppt,2018-04-20 17:00:00,2018-04-21 12:00:00,20
Ppt,2018-04-21 19:00:00,2018-04-22 08:00:00,14
Ppt,2018-04-22 13:00:00,2018-04-22 13:00:00,1
Ppt,2018-04-22 19:00:00,2018-04-23 07:00:00,13
Ppt,2018-04-23 13:00:00,2018-04-23 13:00:00,1
Ppt,2018-04-23 19:00:00,2018-04-24 07:00:00,13
Ppt,2018-04-24 19:00:00,2018-04-25 07:00:00,13
Ppt,2018-04-25 14:00:00,2018-04-26 07:00:00,18
Ppt,2018-04-26 13:00:00,2018-04-26 13:00:00,1
Ppt,2018-04-26 19:00:00,2018-04-27 08:00:00,14
Ppt,2018-04-27 19:00:00,2018-04-28 07:00:00,13
Ppt,2018-04-28 19:00:00,2018-04-29 07:00:00,13
Ppt,2018-04-29 19:00:00,2018-04-30 09:00:00,15
Ppt,2018-04-30 13:00:00,2018-04-30 13:00:00,1
Ppt,2018-04-30 16:00:00,2018-05-01 08:00:00,17
Ppt,2018-05-01 12:00:00,2018-05-01 12:00:00,1
Ppt,2018-05-01 18:00:00,2018-05-02 08:00:00,15
Ppt,2018-05-02 18:00:00,2018-05-03 09:00:00,16
Ppt,2018-05-03 19:00:00,2018-05-05 07:00:00,37
Ppt,2018-05-05 18:00:00,2018-05-06 07:00:00,14
Ppt,2018-05-06 13:00:00,2018-05-06 13:00:00,1
Ppt,2018-05-06 19:00:00,2018-05-07 07:00:00,13
Ppt,2018-05-07 19:00:00,2018-05-08 07:00:00,13
Ppt,2018-05-08 19:00:00,2018-05-09 07:00:00,13
Ppt,2018-05-09 19:00:00,2018-05-10 10:00:00,16
Ppt,2018-05-10 13:00:00,2018-05-10 13:00:00,1
Ppt,2018-05-10 19:00:00,2018-05-11 08:00:00,14
Ppt,2018-05-11 13:00:00,2018-05-11 13:00:00,1
Ppt,2018-05-11 19:00:00,2018-05-12 07:00:00,13
Ppt,2018-05-12 19:00:00,2018-05-13 07:00:00,13
Ppt,2018-05-13 19:00:00,2018-05-14 07:00:00,13
Ppt,2018-05-14 19:00:00,2018-05-15 07:00:00,13
Ppt,2018-05-15 18:00:00,2018-05-16 08:00:00,15
T_50,2016-02-20 14:00:00,2016-02-20 14:00:00,1
T_50,2018-04-10 18:00:00,2018-04-10 18:00:00,1
T_50,2018-04-14 20:00:00,2018-04-15 02:00:00,7
T_50,2018-04-15 04:00:00,2018-04-15 06:00:00,3
T_50,2018-04-15 13:00:00,2018-04-15 13:00:00,1
T_50,2018-04-15 19:00:00,2018-04-16 07:00:00,13
T_50,2018-04-16 13:00:00,2018-04-16 13:00:00,1
T_50,2018-04-16 19:00:00,2018-04-17 07:00:00,13
T_50,2018-04-17 13:00:00,2018-04-17 13:00:00,1
T_50,2018-04-17 19:00:00,2018-04-18 09:00:00,15
T_50,2018-04-18 18:00:00,2018-04-19 07:00:00,14
T_50,2018-04-19 19:00:00,2018-04-20 08:00:00,14
T_50,2018-04-20 17:00:00,2018-04-21 12:00:00,20
T_50,2018-04-21 19:00:00,2018-04-22 08:00:00,14
T_50,2018-04-22 13:00:00,2018-04-22 13:00:00,1
T_50,2018-04-22 19:00:00,2018-04-23 07:00:00,13
T_50,2018-04-23 13:00:00,2018-04-23 13:00:00,1
T_50,2018-04-23 19:00:00,2018-04-24 07:00:00,13
T_50,2018-04-24 19:00:00,2018-04-25 07:00:00,13
T_50,2018-04-25 14:00:00,2018-04-26 07:00:00,18
T_50,2018-04-26 13:00:00,2018-04-26 13:00:00,1
T_50,2018-04-26 19:00:00,2018-04-27 08:00:00,14
T_50,2018-04-27 19:00:00,2018-04-28 07:00:00,13
T_50,2018-04-28 19:00:00,2018-04-29 07:00:00,13
T_50,2018-04-29 19:00:00,2018-04-30 09:00:00,15
T_50,2018-04-30 13:00:00,2018-04-30 13:00:00,1
T_50,2018-04-30 16:00:00,2018-05-01 08:00:00,17
T_50,2018-05-01 12:00:00,2018-05-01 12:00:00,1
T_50,2018-05-01 18:00:00,2018-05-02 08:00:00,15
T_50,2018-05-02 18:00:00,2018-05-03 09:00:00,16
T_50,2018-05-03 19:00:00,2018-05-05 07:00:00,37
T_50,2018-05-05 18:00:00,2018-05-06 07:00:00,14
T_50,2018-05-06 13:00:00,2018-05-06 13:00:00,1
T_50,2018-05-06 19:00:00,2018-05-07 07:00:00,13
T_50,2018-05-07 19:00:00,2018-05-08 07:00:00,13
T_50,2018-05-08 19:00:00,2018-05-09 07:00:00,13
T_50,2018-05-09 19:00:00,2018-05-10 10:00:00,16
T_50,2018-05-10 13:00:00,2018-05-10 13:00:00,1
T_50,2018-05-10 19:00:00,2018-05-11 08:00:00,14
T_50,2018-05-11 13:00:00,2018-05-11 13:00:00,1
T_50,2018-05-11 19:00:00,2018-05-12 07:00:00,13
T_50,2018-05-12 19:00:00,2018-05-13 07:00:00,13
T_50,2018-05-13 19:00:00,2018-05-14 07:00:00,13
T_50,2018-05-14 19:00:00,2018-05-15 07:00:00,13
T_50,2018-05-15 18:00:00,2018-05-16 08:00:00,15
Wind speed,2016-02-20 14:00:00,2016-02-20 14:00:00,1
Wind speed,2016-04-13 15:00:00,2016-04-13 15:00:00,1
Wind speed,2018-03-01 21:00:00,2018-03-03 19:00:00,47
Wind speed,2018-04-05 19:00:00,2018-04-07 01:00:00,31
Wind speed,2018-04-08 22:00:00,2018-04-08 22:00:00,1
Wind speed,2018-04-09 00:00:00,2018-04-09 02:00:00,3
Wind speed,2018-04-09 04:00:00,2018-04-09 06:00:00,3
Wind speed,2018-04-09 20:00:00,2018-04-10 00:00:00,5
Wind speed,2018-04-10 18:00:00,2018-04-10 18:00:00,1
Wind speed,2018-04-10 20:00:00,2018-04-10 20:00:00,1
Wind speed,2018-04-10 22:00:00,2018-04-10 23:00:00,2
Wind speed,2018-04-11 20:00:00,2018-04-11 22:00:00,3
Wind speed,2018-04-13 00:00:00,2018-04-13 00:00:00,1
Wind speed,2018-04-13 20:00:00,2018-04-14 00:00:00,5
Wind speed,2018-04-14 20:00:00,2018-04-15 02:00:00,7
Wind speed,2018-04-15 04:00:00,2018-04-15 06:00:00,3
Wind speed,2018-04-15 13:00:00,2018-04-15 13:00:00,1
Wind speed,2018-04-15 19:00:00,2018-04-16 07:00:00,13
Wind speed,2018-04-16 13:00:00,2018-04-16 13:00:00,1
Wind speed,2018-04-16 19:00:00,2018-04-17 07:00:00,13
Wind speed,2018-04-17 13:00:00,2018-04-17 13:00:00,1
Wind speed,2018-04-17 19:00:00,2018-04-18 09:00:00,15
Wind speed,2018-04-18 18:00:00,2018-04-19 07:00:00,14
Wind speed,2018-04-19 19:00:00,2018-04-20 08:00:00,14
Wind speed,2018-04-20 17:00:00,2018-04-21 12:00:00,20
Wind speed,2018-04-21 19:00:00,2018-04-22 08:00:00,14
Wind speed,2018-04-22 13:00:00,2018-04-22 13:00:00,1
Wind speed,2018-04-22 19:00:00,2018-04-23 07:00:00,13
Wind speed,2018-04-23 13:00:00,2018-04-23 13:00:00,1
Wind speed,2018-04-23 19:00:00,2018-04-24 07:00:00,13
Wind speed,2018-04-24 19:00:00,2018-04-25 07:00:00,13
Wind speed,2018-04-25 14:00:00,2018-04-26 07:00:00,18
Wind speed,2018-04-26 13:00:00,2018-04-26 13:00:00,1
Wind speed,2018-04-26 19:00:00,2018-04-27 08:00:00,14
Wind speed,2018-04-27 19:00:00,2018-04-28 07:00:00,13
Wind speed,2018-04-28 19:00:00,2018-04-29 07:00:00,13
Wind speed,2018-04-29 19:00:00,2018-04-30 09:00:00,15
Wind speed,2018-04-30 13:00:00,2018-04-30 13:00:00,1
Wind speed,2018-04-30 16:00:00,2018-05-01 08:00:00,17
Wind speed,2018-05-01 12:00:00,2018-05-01 12:00:00,1
Wind speed,2018-05-01 18:00:00,2018-05-02 08:00:00,15
Wind speed,2018-05-02 18:00:00,2018-05-03 09:00:00,16
Wind speed,2018-05-03 19:00:00,2018-05-05 07:00:00,37
Wind speed,2018-05-05 18:00:00,2018-05-06 07:00:00,14
Wind speed,2018-05-06 13:00:00,2018-05-06 13:00:00,1
Wind speed,2018-05-06 19:00:00,2018-05-07 07:00:00,13
Wind speed,2018-05-07 19:00:00,2018-05-08 07:00:00,13
Wind speed,2018-05-08 19:00:00,2018-05-09 07:00:00,13
Wind speed,2018-05-09 19:00:00,2018-05-10 10:00:00,16
Wind speed,2018-05-10 13:00:00,2018-05-10 13:00:00,1
Wind speed,2018-05-10 19:00:00,2018-05-11 08:00:00,14
Wind speed,2018-05-11 13:00:00,2018-05-11 13:00:00,1
Wind speed,2018-05-11 19:00:00,2018-05-12 07:00:00,13
Wind speed,2018-05-12 19:00:00,2018-05-13 07:00:00,13
Wind speed,2018-05-13 19:00:00,2018-05-14 07:00:00,13
Wind speed,2018-05-14 19:00:00,2018-05-15 07:00:00,13
Wind speed,2018-05-15 18:00:00,2018-05-16 08:00:00,15
T_10,2016-02-20 14:00:00,2016-02-20 14:00:00,1
T_10,2018-04-10 18:00:00,2018-04-10 18:00:00,1
T_10,2018-04-14 20:00:00,2018-04-15 02:00:00,7
T_10,2018-04-15 04:00:00,2018-04-15 06:00:00,3
T_10,2018-04-15 13:00:00,2018-04-15 13:00:00,1
T_10,2018-04-15 19:00:00,2018-04-16 07:00:00,13
T_10,2018-04-16 13:00:00,2018-04-16 13:00:00,1
T_10,2018-04-16 19:00:00,2018-04-17 07:00:00,13
T_10,2018-04-17 13:00:00,2018-04-17 13:00:00,1
T_10,2018-04-17 19:00:00,2018-04-18 09:00:00,15
T_10,2018-04-18 18:00:00,2018-04-19 07:00:00,14
T_10,2018-04-19 19:00:00,2018-04-20 08:00:00,14
T_10,2018-04-20 17:00:00,2018-04-21 12:00:00,20
T_10,2018-04-21 19:00:00,2018-04-22 08:00:00,14
T_10,2018-04-22 13:00:00,2018-04-22 13:00:00,1
T_10,2018-04-22 19:00:00,2018-04-23 07:00:00,13
T_10,2018-04-23 13:00:00,2018-04-23 13:00:00,1
T_10,2018-04-23 19:00:00,2018-04-24 07:00:00,13
T_10,2018-04-24 19:00:00,2018-04-25 07:00:00,13
T_10,2018-04-25 14:00:00,2018-04-26 07:00:00,18
T_10,2018-04-26 13:00:00,2018-04-26 13:00:00,1
T_10,2018-04-26 19:00:00,2018-04-27 08:00:00,14
T_10,2018-04-27 19:00:00,2018-04-28 07:00:00,13
T_10,2018-04-28 19:00:00,2018-04-29 07:00:00,13
T_10,2018-04-29 19:00:00,2018-04-30 09:00:00,15
T_10,2018-04-30 13:00:00,2018-04-30 13:00:00,1
T_10,2018-04-30 16:00:00,2018-05-01 08:00:00,17
T_10,2018-05-01 12:00:00,2018-05-01 12:00:00,1
T_10,2018-05-01 18:00:00,2018-05-02 08:00:00,15
T_10,2018-05-02 18:00:00,2018-05-03 09:00:00,16
T_10,2018-05-03 19:00:00,2018-05-05 07:00:00,37
T_10,2018-05-05 18:00:00,2018-05-06 07:00:00,14
T_10,2018-05-06 13:00:00,2018-05-06 13:00:00,1
T_10,2018-05-06 19:00:00,2018-05-07 07:00:00,13
T_10,2018-05-07 19:00:00,2018-05-08 07:00:00,13
T_10,2018-05-08 19:00:00,2018-05-09 07:00:00,13
T_10,2018-05-09 19:00:00,2018-05-10 10:00:00,16
T_10,2018-05-10 13:00:00,2018-05-10 13:00:00,1
T_10,2018-05-10 19:00:00,2018-05-11 08:00:00,14
T_10,2018-05-11 13:00:00,2018-05-11 13:00:00,1
T_10,2018-05-11 19:00:00,2018-05-12 07:00:00,13
T_10,2018-05-12 19:00:00,2018-05-13 07:00:00,13
T_10,2018-05-13 19:00:00,2018-05-14 07:00:00,13
T_10,2018-05-14 19:00:00,2018-05-15 07:00:00,13
T_10,2018-05-15 18:00:00,2018-05-16 08:00:00,15
RH,2016-02-20 14:00:00,2016-02-20 14:00:00,1
RH,2016-04-13 15:00:00,2016-04-13 15:00:00,1
RH,2018-03-01 21:00:00,2018-03-03 19:00:00,47
RH,2018-04-05 19:00:00,2018-04-07 01:00:00,31
RH,2018-04-08 22:00:00,2018-04-08 22:00:00,1
RH,2018-04-09 00:00:00,2018-04-09 02:00:00,3
RH,2018-04-09 04:00:00,2018-04-09 06:00:00,3
RH,2018-04-09 20:00:00,2018-04-10 00:00:00,5
RH,2018-04-10 18:00:00,2018-04-10 18:00:00,1
RH,2018-04-10 20:00:00,2018-04-10 20:00:00,1
RH,2018-04-10 22:00:00,2018-04-10 23:00:00,2
RH,2018-04-11 20:00:00,2018-04-11 22:00:00,3
RH,2018-04-13 00:00:00,2018-04-13 00:00:00,1
RH,2018-04-13 20:00:00,2018-04-14 00:00:00,5
RH,2018-04-14 20:00:00,2018-04-15 02:00:00,7
RH,2018-04-15 04:00:00,2018-04-15 06:00:00,3
RH,2018-04-15 13:00:00,2018-04-15 13:00:00,1
RH,2018-04-15 19:00:00,2018-04-16 07:00:00,13
RH,2018-04-16 13:00:00,2018-04-16 13:00:00,1
RH,2018-04-16 19:00:00,2018-04-17 07:00:00,13
RH,2018-04-17 13:00:00,2018-04-17 13:00:00,1
RH,2018-04-17 19:00:00,2018-04-18 09:00:00,15
RH,2018-04-18 18:00:00,2018-04-19 07:00:00,14
RH,2018-04-19 19:00:00,2018-04-20 08:00:00,14
RH,2018-04-20 17:00:00,2018-04-21 12:00:00,20
RH,2018-04-21 19:00:00,2018-04-22 08:00:00,14
RH,2018-04-22 13:00:00,2018-04-22 13:00:00,1
RH,2018-04-22 19:00:00,2018-04-23 07:00:00,13
RH,2018-04-23 13:00:00,2018-04-23 13:00:00,1
RH,2018-04-23 19:00:00,2018-04-24 07:00:00,13
RH,2018-04-24 19:00:00,2018-04-25 07:00:00,13
RH,2018-04-25 14:00:00,2018-04-26 07:00:00,18
RH,2018-04-26 13:00:00,2018-04-26 13:00:00,1
RH,2018-04-26 19:00:00,2018-04-27 08:00:00,14
RH,2018-04-27 19:00:00,2018-04-28 07:00:00,13
RH,2018-04-28 19:00:00,2018-04-29 07:00:00,13
RH,2018-04-29 19:00:00,2018-04-30 09:00:00,15
RH,2018-04-30 13:00:00,2018-04-30 13:00:00,1
RH,2018-04-30 16:00:00,2018-05-01 08:00:00,17
RH,2018-05-01 12:00:00,2018-05-01 12:00:00,1
RH,2018-05-01 18:00:00,2018-05-02 08:00:00,15
RH,2018-05-02 18:00:00,2018-05-03 09:00:00,16
RH,2018-05-03 19:00:00,2018-05-05 07:00:00,37
RH,2018-05-05 18:00:00,2018-05-06 07:00:00,14
RH,2018-05-06 13:00:00,2018-05-06 13:00:00,1
RH,2018-05-06 19:00:00,2018-05-07 07:00:00,13
RH,2018-05-07 19:00:00,2018-05-08 07:00:00,13
RH,2018-05-08 19:00:00,2018-05-09 07:00:00,13
RH,2018-05-09 19:00:00,2018-05-10 10:00:00,16
RH,2018-05-10 13:00:00,2018-05-10 13:00:00,1
RH,2018-05-10 19:00:00,2018-05-11 08:00:00,14
RH,2018-05-11 13:00:00,2018-05-11 13:00:00,1
RH,2018-05-11 19:00:00,2018-05-12 07:00:00,13
RH,2018-05-12 19:00:00,2018-05-13 07:00:00,13
RH,2018-05-13 19:00:00,2018-05-14 07:00:00,13
RH,2018-05-14 19:00:00,2018-05-15 07:00:00,13
RH,2018-05-15 18:00:00,2018-05-16 08:00:00,15
Tair,2016-02-20 14:00:00,2016-02-20 14:00:00,1
Tair,2016-04-13 15:00:00,2016-04-13 15:00:00,1
Tair,2018-03-01 21:00:00,2018-03-03 19:00:00,47
Tair,2018-04-05 19:00:00,2018-04-07 01:00:00,31
Tair,2018-04-08 22:00:00,2018-04-08 22:00:00,1
Tair,2018-04-09 00:00:00,2018-04-09 02:00:00,3
Tair,2018-04-09 04:00:00,2018-04-09 06:00:00,3
Tair,2018-04-09 20:00:00,2018-04-10 00:00:00,5
Tair,2018-04-10 18:00:00,2018-04-10 18:00:00,1
Tair,2018-04-10 20:00:00,2018-04-10 20:00:00,1
Tair,2018-04-10 22:00:00,2018-04-10 23:00:00,2
Tair,2018-04-11 20:00:00,2018-04-11 22:00:00,3
Tair,2018-04-13 00:00:00,2018-04-13 00:00:00,1
Tair,2018-04-13 20:00:00,2018-04-14 00:00:00,5
Tair,2018-04-14 20:00:00,2018-04-15 02:00:00,7
Tair,2018-04-15 04:00:00,2018-04-15 06:00:00,3
Tair,2018-04-15 13:00:00,2018-04-15 13:00:00,1
Tair,2018-04-15 19:00:00,2018-04-16 07:00:00,13
Tair,2018-04-16 13:00:00,2018-04-16 13:00:00,1
Tair,2018-04-16 19:00:00,2018-04-18 09:00:00,39
Tair,2018-04-18 18:00:00,2018-04-20 08:00:00,39
Tair,2018-04-20 17:00:00,2018-04-21 12:00:00,20
Tair,2018-04-21 19:00:00,2018-04-23 07:00:00,37
Tair,2018-04-23 13:00:00,2018-04-23 13:00:00,1
Tair,2018-04-23 19:00:00,2018-04-24 07:00:00,13
Tair,2018-04-24 19:00:00,2018-04-27 08:00:00,62
Tair,2018-04-27 19:00:00,2018-04-28 07:00:00,13
Tair,2018-04-28 19:00:00,2018-04-30 09:00:00,39
Tair,2018-04-30 13:00:00,2018-04-30 13:00:00,1
Tair,2018-04-30 16:00:00,2018-05-01 08:00:00,17
Tair,2018-05-01 12:00:00,2018-05-01 12:00:00,1
Tair,2018-05-01 18:00:00,2018-05-03 09:00:00,40
Tair,2018-05-03 19:00:00,2018-05-05 07:00:00,37
Tair,2018-05-05 18:00:00,2018-05-07 07:00:00,38
Tair,2018-05-07 19:00:00,2018-05-09 07:00:00,37
Tair,2018-05-09 19:00:00,2018-05-10 13:00:00,19
Tair,2018-05-10 19:00:00,2018-05-11 08:00:00,14
Tair,2018-05-11 13:00:00,2018-05-11 13:00:00,1
Tair,2018-05-11 19:00:00,2018-05-12 07:00:00,13
Tair,2018-05-12 19:00:00,2018-05-14 07:00:00,37
Tair,2018-05-14 19:00:00,2018-05-15 07:00:00,13
Tair,2018-05-15 18:00:00,2018-05-16 08:00:00,15
Tair,2019-12-04 13:00:00,2019-12-04 13:00:00,1
