ar_bi_lstm,y_true,shift_bl,ar_lstm,lstm,bi_lstm,cnn
0.35726985,0.5173860807369034,0.6170225027783168,0.344458,0.39991534,0.3845341,0.4066902
0.35898334,0.5142724425481092,0.6170225027783168,0.3467266,0.39853126,0.38115722,0.40693858
0.35964206,0.5142724425481092,0.6139088645895227,0.34775427,0.3976811,0.38039586,0.4050188
0.36008382,0.5142724425481092,0.6139088645895227,0.34848905,0.39703313,0.38097632,0.40554932
0.35941952,0.5142724425481092,0.6107952264007285,0.3483376,0.39651325,0.38136977,0.40436015
0.3579775,0.5142724425481092,0.6107952264007285,0.3473401,0.3956822,0.38092172,0.40601486
0.35690936,0.5142724425481092,0.6107952264007285,0.34675682,0.3945762,0.38040182,0.4136759
0.3564696,0.5142724425481092,0.6107952264007285,0.3468671,0.3937667,0.38303936,0.41034177
0.3567413,0.5142724425481092,0.6107952264007285,0.3474899,0.39389724,0.3847869,0.41111556
0.3569063,0.5142724425481092,0.6076815882119343,0.34782982,0.39526042,0.38700214,0.41457325
0.35771084,0.5142724425481092,0.6107952264007285,0.34799942,0.39735904,0.38902342,0.4073678
0.36165532,0.5173860807369034,0.6107952264007285,0.35118744,0.39993867,0.3920308,0.4135593
0.36322364,0.5173860807369034,0.6139088645895227,0.35307765,0.4015103,0.39356926,0.4170943
0.36462405,0.5204997189256976,0.6139088645895227,0.35511482,0.4031916,0.39571318,0.416167
0.362948,0.5204997189256976,0.6139088645895227,0.35413557,0.4034026,0.39525044,0.4162672
0.36551464,0.5204997189256976,0.6139088645895227,0.3563919,0.4040343,0.39931607,0.40856907
0.3659738,0.5236133571144918,0.6139088645895227,0.35587692,0.40502855,0.40264568,0.40468255
0.3674191,0.5236133571144918,0.6139088645895227,0.3580581,0.40811497,0.40972236,0.40774864
0.3658487,0.5236133571144918,0.6139088645895227,0.35517034,0.41158113,0.41352412,0.40569183
0.3631798,0.5204997189256976,0.6139088645895227,0.3525423,0.41454232,0.41416147,0.4028947
0.36102518,0.5204997189256976,0.6139088645895227,0.35047534,0.41586977,0.412006,0.4011437
0.3606959,0.5204997189256976,0.6107952264007285,0.3503383,0.41612878,0.40903494,0.40208864
0.36035904,0.5204997189256976,0.6107952264007285,0.35102937,0.41573,0.40609047,0.4027761
0.35960954,0.5173860807369034,0.6107952264007285,0.35119873,0.41513136,0.4030704,0.40188494
0.35973045,0.5173860807369034,0.6107952264007285,0.35177538,0.41438636,0.40053964,0.4025418
0.35999686,0.5173860807369034,0.6107952264007285,0.35232612,0.41370142,0.398736,0.40245378
0.3602894,0.5173860807369034,0.6107952264007285,0.35270435,0.41295937,0.39654508,0.4007542
0.36083356,0.5173860807369034,0.6107952264007285,0.3530926,0.41194645,0.3950519,0.40179244
0.36016327,0.5173860807369034,0.6107952264007285,0.3521859,0.41068906,0.39396578,0.40209773
0.35889757,0.5173860807369034,0.6076815882119343,0.35047054,0.4087032,0.39299625,0.39955774
