Station1,Custom AR,Sat_SM_SMAP,mae_percentage,Tair,3.9336
Station1,Custom AR,Sat_SM_SMAP,mae_percentage,RH,4.9919
Station1,Custom AR,Sat_SM_SMAP,mae_percentage,Windspeed,0.0184
Station1,Custom AR,Sat_SM_SMAP,mae_percentage,Winddirection,-0.0308
Station1,Custom AR,Sat_SM_SMAP,mae_percentage,Srad,0.5069
Station1,Custom AR,Sat_SM_SMAP,r2,Ppt,0.4151
Station1,Custom AR,Sat_SM_SMAP,r2,Tair,0.0516
Station1,Custom AR,Sat_SM_SMAP,r2,RH,0.0837
Station1,Custom AR,Sat_SM_SMAP,r2,Windspeed,0.0003
Station1,Custom AR,Sat_SM_SMAP,r2,Winddirection,0.0010
Station1,Custom AR,Sat_SM_SMAP,r2,Srad,0.0047
Station1,Custom AR,Sat_SM_AMSR,mse,Ppt,0.0007
Station1,Custom AR,Sat_SM_AMSR,mse,Tair,0.0644
Station1,Custom AR,Sat_SM_AMSR,mse,RH,0.0783
Station1,Custom AR,Sat_SM_AMSR,mse,Windspeed,0.0307
Station1,Custom AR,Sat_SM_AMSR,mse,Winddirection,0.0024
Station1,Custom AR,Sat_SM_AMSR,mse,Srad,0.0278
Station1,Custom AR,Sat_SM_AMSR,mae,Ppt,0.0007
Station1,Custom AR,Sat_SM_AMSR,mae,Tair,0.0313
Station1,Custom AR,Sat_SM_AMSR,mae,RH,0.0222
Station1,Custom AR,Sat_SM_AMSR,mae,Windspeed,0.0210
Station1,Custom AR,Sat_SM_AMSR,mae,Winddirection,0.0026
Station1,Custom AR,Sat_SM_AMSR,mae,Srad,0.0192
Station1,Custom AR,Sat_SM_AMSR,mae_percentage,Ppt,0.0655
Station1,Custom AR,Sat_SM_AMSR,mae_percentage,Tair,3.1337
Station1,Custom AR,Sat_SM_AMSR,mae_percentage,RH,2.2216
Station1,Custom AR,Sat_SM_AMSR,mae_percentage,Windspeed,2.1017
Station1,Custom AR,Sat_SM_AMSR,mae_percentage,Winddirection,0.2553
Station1,Custom AR,Sat_SM_AMSR,mae_percentage,Srad,1.9154
Station1,Custom AR,Sat_SM_AMSR,r2,Ppt,0.0007
Station1,Custom AR,Sat_SM_AMSR,r2,Tair,0.0473
Station1,Custom AR,Sat_SM_AMSR,r2,RH,0.0473
Station1,Custom AR,Sat_SM_AMSR,r2,Windspeed,0.0307
Station1,Custom AR,Sat_SM_AMSR,r2,Winddirection,0.0024
Station1,Custom AR,Sat_SM_AMSR,r2,Srad,0.0278
Station1,Custom AR,Sat_SM_SMAP,performance,0.4436,0.4741,47.4095,0.5565
Station1,Custom AR,Sat_SM_AMSR,performance,0.9527,0.6832,68.3234,0.0473
Station2,RNN,Sat_SM_SMAP,mse,Ppt,-0.0048
Station2,RNN,Sat_SM_SMAP,mse,Tair,-0.0336
Station2,RNN,Sat_SM_SMAP,mse,RH,-0.0292
Station2,RNN,Sat_SM_SMAP,mse,Windspeed,-0.0451
Station2,RNN,Sat_SM_SMAP,mse,Winddirection,-0.0677
Station2,RNN,Sat_SM_SMAP,mse,Srad,-0.0181
Station2,RNN,Sat_SM_SMAP,mae,Ppt,-0.0005
Station2,RNN,Sat_SM_SMAP,mae,Tair,-0.0102
Station2,RNN,Sat_SM_SMAP,mae,RH,-0.0124
Station2,RNN,Sat_SM_SMAP,mae,Windspeed,-0.0244
Station2,RNN,Sat_SM_SMAP,mae,Winddirection,-0.0293
Station2,RNN,Sat_SM_SMAP,mae,Srad,-0.0001
Station2,RNN,Sat_SM_SMAP,mae_percentage,Ppt,-0.0511
Station2,RNN,Sat_SM_SMAP,mae_percentage,Tair,-1.0351
Station2,RNN,Sat_SM_SMAP,mae_percentage,RH,-1.2572
Station2,RNN,Sat_SM_SMAP,mae_percentage,Windspeed,-2.4697
Station2,RNN,Sat_SM_SMAP,mae_percentage,Winddirection,-2.9664
Station2,RNN,Sat_SM_SMAP,mae_percentage,Srad,-0.0151
Station2,RNN,Sat_SM_SMAP,r2,Ppt,0.0049
Station2,RNN,Sat_SM_SMAP,r2,Tair,0.0345
Station2,RNN,Sat_SM_SMAP,r2,RH,0.0300
Station2,RNN,Sat_SM_SMAP,r2,Windspeed,0.0463
Station2,RNN,Sat_SM_SMAP,r2,Winddirection,0.0695
Station2,RNN,Sat_SM_SMAP,r2,Srad,0.0186
Station2,RNN,Sat_SM_AMSR,mse,Ppt,0.0189
Station2,RNN,Sat_SM_AMSR,mse,Tair,0.0110
Station2,RNN,Sat_SM_AMSR,mse,RH,0.0268
Station2,RNN,Sat_SM_AMSR,mse,Windspeed,0.0366
Station2,RNN,Sat_SM_AMSR,mse,Winddirection,0.0150
Station2,RNN,Sat_SM_AMSR,mse,Srad,0.0058
Station2,RNN,Sat_SM_AMSR,mae,Ppt,0.0102
Station2,RNN,Sat_SM_AMSR,mae,Tair,0.0070
Station2,RNN,Sat_SM_AMSR,mae,RH,0.0152
Station2,RNN,Sat_SM_AMSR,mae,Windspeed,0.0218
Station2,RNN,Sat_SM_AMSR,mae,Winddirection,0.0097
Station2,RNN,Sat_SM_AMSR,mae,Srad,0.0014
Station2,RNN,Sat_SM_AMSR,mae_percentage,Ppt,1.0696
Station2,RNN,Sat_SM_AMSR,mae_percentage,Tair,0.7341
Station2,RNN,Sat_SM_AMSR,mae_percentage,RH,1.5952
Station2,RNN,Sat_SM_AMSR,mae_percentage,Windspeed,2.2843
Station2,RNN,Sat_SM_AMSR,mae_percentage,Winddirection,1.0206
Station2,RNN,Sat_SM_AMSR,mae_percentage,Srad,0.1475
Station2,RNN,Sat_SM_AMSR,r2,Ppt,-0.0207
Station2,RNN,Sat_SM_AMSR,r2,Tair,-0.0121
Station2,RNN,Sat_SM_AMSR,r2,RH,-0.0294
Station2,RNN,Sat_SM_AMSR,r2,Windspeed,-0.0294
Station2,RNN,Sat_SM_AMSR,r2,Winddirection,-0.0165
Station2,RNN,Sat_SM_AMSR,r2,Srad,-0.0063
Station2,RNN,Sat_SM_SMAP,performance,0.8893,0.7299,73.9565,0.0870
Station2,RNN,Sat_SM_AMSR,performance,0.8842,0.6705,70.2490,0.0294
Station2,CNN,Sat_SM_SMAP,mse,Ppt,0.1826
Station2,CNN,Sat_SM_SMAP,mse,Tair,0.0193
Station2,CNN,Sat_SM_SMAP,mse,RH,-0.0153
Station2,CNN,Sat_SM_SMAP,mse,Windspeed,0.0309
Station2,CNN,Sat_SM_SMAP,mse,Winddirection,0.0072
Station2,CNN,Sat_SM_SMAP,mse,Srad,0.0436
Station2,CNN,Sat_SM_SMAP,mae,Ppt,0.0947
Station2,CNN,Sat_SM_SMAP,mae,Tair,0.0027
Station2,CNN,Sat_SM_SMAP,mae,RH,-0.0056
Station2,CNN,Sat_SM_SMAP,mae,Windspeed,0.0170
Station2,CNN,Sat_SM_SMAP,mae,Winddirection,-0.0018
Station2,CNN,Sat_SM_SMAP,mae,Srad,0.0223
Station2,CNN,Sat_SM_SMAP,mae_percentage,Ppt,9.5975
Station2,CNN,Sat_SM_SMAP,mae_percentage,Tair,0.2741
Station2,CNN,Sat_SM_SMAP,mae_percentage,RH,-0.5678
Station2,CNN,Sat_SM_SMAP,mae_percentage,Windspeed,1.7263
Station2,CNN,Sat_SM_SMAP,mae_percentage,Winddirection,-0.1848
Station2,CNN,Sat_SM_SMAP,mae_percentage,Srad,2.2556
Station2,CNN,Sat_SM_SMAP,r2,Ppt,-0.1874
Station2,CNN,Sat_SM_SMAP,r2,Tair,-0.0198
Station2,CNN,Sat_SM_SMAP,r2,RH,0.0157
Station2,CNN,Sat_SM_SMAP,r2,Windspeed,-0.0317
Station2,CNN,Sat_SM_SMAP,r2,Winddirection,-0.0074
Station2,CNN,Sat_SM_SMAP,r2,Srad,-0.0448
Station2,CNN,Sat_SM_AMSR,mse,Ppt,0.0029
Station2,CNN,Sat_SM_AMSR,mse,Tair,-0.0039
Station2,CNN,Sat_SM_AMSR,mse,RH,-0.0060
Station2,CNN,Sat_SM_AMSR,mse,Windspeed,-0.0160
Station2,CNN,Sat_SM_AMSR,mse,Winddirection,-0.0079
Station2,CNN,Sat_SM_AMSR,mse,Srad,0.0207
Station2,CNN,Sat_SM_AMSR,mae,Ppt,0.0000
Station2,CNN,Sat_SM_AMSR,mae,Tair,0.0063
Station2,CNN,Sat_SM_AMSR,mae,RH,-0.0088
Station2,CNN,Sat_SM_AMSR,mae,Windspeed,0.0122
Station2,CNN,Sat_SM_AMSR,mae,Winddirection,-0.0030
Station2,CNN,Sat_SM_AMSR,mae,Srad,-0.0029
Station2,CNN,Sat_SM_AMSR,mae_percentage,Ppt,0.0020
Station2,CNN,Sat_SM_AMSR,mae_percentage,Tair,0.6561
Station2,CNN,Sat_SM_AMSR,mae_percentage,RH,-0.9190
Station2,CNN,Sat_SM_AMSR,mae_percentage,Windspeed,1.2796
Station2,CNN,Sat_SM_AMSR,mae_percentage,Winddirection,-0.3129
Station2,CNN,Sat_SM_AMSR,mae_percentage,Srad,-0.3032
Station2,CNN,Sat_SM_AMSR,r2,Ppt,-0.0032
Station2,CNN,Sat_SM_AMSR,r2,Tair,0.0043
Station2,CNN,Sat_SM_AMSR,r2,RH,0.0066
Station2,CNN,Sat_SM_AMSR,r2,Windspeed,0.0176
Station2,CNN,Sat_SM_AMSR,r2,Winddirection,0.0086
Station2,CNN,Sat_SM_AMSR,r2,Srad,-0.0123
Station2,CNN,Sat_SM_SMAP,performance,0.6032,0.5660,57.3451,0.3807
Station2,CNN,Sat_SM_AMSR,performance,0.8998,0.6600,69.1484,0.0123
Station2,Custom AR,Sat_SM_SMAP,mse,Ppt,0.4151
Station2,Custom AR,Sat_SM_SMAP,mse,Tair,0.0516
Station2,Custom AR,Sat_SM_SMAP,mse,RH,0.0837
Station2,Custom AR,Sat_SM_SMAP,mse,Windspeed,0.0003
Station2,Custom AR,Sat_SM_SMAP,mse,Winddirection,0.0010
Station2,Custom AR,Sat_SM_SMAP,mse,Srad,0.0047
Station2,Custom AR,Sat_SM_SMAP,mae,Ppt,0.2469
Station2,Custom AR,Sat_SM_SMAP,mae,Tair,0.0393
Station2,Custom AR,Sat_SM_SMAP,mae,RH,0.0499
Station2,Custom AR,Sat_SM_SMAP,mae,Windspeed,0.0002
Station2,Custom AR,Sat_SM_SMAP,mae,Winddirection,-0.0003
Station2,Custom AR,Sat_SM_SMAP,mae,Srad,0.0051
Station2,Custom AR,Sat_SM_SMAP,mae_percentage,Ppt,24.6887
Station2,Custom AR,Sat_SM_SMAP,mae_percentage,Tair,3.9336
Station2,Custom AR,Sat_SM_SMAP,mae_percentage,RH,4.9919
Station2,Custom AR,Sat_SM_SMAP,mae_percentage,Windspeed,0.0184
Station2,Custom AR,Sat_SM_SMAP,mae_percentage,Winddirection,-0.0308
Station2,Custom AR,Sat_SM_SMAP,mae_percentage,Srad,0.5069
Station2,Custom AR,Sat_SM_SMAP,r2,Ppt,0.4151
Station2,Custom AR,Sat_SM_SMAP,r2,Tair,0.0516
Station2,Custom AR,Sat_SM_SMAP,r2,RH,0.0837
Station2,Custom AR,Sat_SM_SMAP,r2,Windspeed,0.0003
Station2,Custom AR,Sat_SM_SMAP,r2,Winddirection,0.0010
Station2,Custom AR,Sat_SM_SMAP,r2,Srad,0.0047
Station2,Custom AR,Sat_SM_AMSR,mse,Ppt,0.0007
Station2,Custom AR,Sat_SM_AMSR,mse,Tair,0.0644
Station2,Custom AR,Sat_SM_AMSR,mse,RH,0.0783
Station2,Custom AR,Sat_SM_AMSR,mse,Windspeed,0.0307
Station2,Custom AR,Sat_SM_AMSR,mse,Winddirection,0.0024
Station2,Custom AR,Sat_SM_AMSR,mse,Srad,0.0278
Station2,Custom AR,Sat_SM_AMSR,mae,Ppt,0.0007
