loss,mean_absolute_error,mean_squared_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_squared_error,val_mean_absolute_percentage_error
0.024360693991184235,0.11508846282958984,0.024360695853829384,17652.201171875,0.02264837734401226,0.12467015534639359,0.022648373618721962,61.3740348815918
0.02393372543156147,0.11186449974775314,0.02393374592065811,20643.662109375,0.02155310846865177,0.12049151957035065,0.021553104743361473,58.49231719970703
0.02372567355632782,0.11063100397586823,0.023725684732198715,19586.8359375,0.021059414371848106,0.11867783963680267,0.021059412509202957,57.25592041015625
0.023525968194007874,0.10983249545097351,0.02352597378194332,18862.6953125,0.020709872245788574,0.11732295900583267,0.020709872245788574,56.31221008300781
0.02337181381881237,0.10918094217777252,0.023371821269392967,18466.765625,0.020425908267498016,0.1161651536822319,0.020425906404852867,55.49517822265625
0.023352302610874176,0.10881569236516953,0.023352310061454773,19314.3203125,0.02021961286664009,0.11531447619199753,0.02021961286664009,54.89543914794922
0.023259416222572327,0.10839356482028961,0.023259416222572327,18633.75390625,0.020053837448358536,0.1146274209022522,0.020053833723068237,54.41084289550781
0.023250265046954155,0.10809582471847534,0.023250265046954155,19204.6015625,0.019955897703766823,0.11423304677009583,0.019955897703766823,54.1296501159668
0.02332943305373192,0.1077607125043869,0.02332942746579647,18884.28515625,0.019920963793992996,0.11411990225315094,0.019920960068702698,54.045467376708984
0.02339150197803974,0.10756415128707886,0.023391498252749443,18542.544921875,0.019914867356419563,0.11413880437612534,0.019914865493774414,54.05569076538086
0.023393074050545692,0.1075117215514183,0.023393070325255394,18167.041015625,0.019918765872716904,0.11419746279716492,0.019918760284781456,54.09020233154297
0.023335736244916916,0.107479028403759,0.023335736244916916,17892.134765625,0.019906925037503242,0.11417794972658157,0.019906923174858093,54.067134857177734
0.023215584456920624,0.10739532858133316,0.023215584456920624,17749.384765625,0.019877517595887184,0.11405977606773376,0.019877517595887184,53.96648406982422
0.023210449144244194,0.10739175230264664,0.023210452869534492,17691.84375,0.01985151320695877,0.11395048350095749,0.01985151134431362,53.87147903442383
0.023192977532744408,0.10732809454202652,0.023192990571260452,18443.1875,0.019835636019706726,0.11389569193124771,0.019835639744997025,53.818904876708984
0.02311023697257042,0.10714731365442276,0.023110246285796165,18282.61328125,0.019807320088148117,0.1137799546122551,0.019807321950793266,53.725467681884766
0.023171544075012207,0.10703586041927338,0.02317153662443161,18688.501953125,0.0198187418282032,0.11384294182062149,0.0198187418282032,53.75829315185547
0.023253710940480232,0.1068500429391861,0.023253722116351128,18476.125,0.019859803840517998,0.11405397951602936,0.019859803840517998,53.89875793457031
0.023318292573094368,0.10691502690315247,0.02331828698515892,18110.291015625,0.019906315952539444,0.11428499966859818,0.019906317815184593,54.05287551879883
