loss,mean_absolute_error,mean_squared_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_squared_error,val_mean_absolute_percentage_error
0.010908424854278564,0.07518545538187027,0.010908431373536587,2804.052490234375,0.010777398012578487,0.08121266961097717,0.010777396149933338,45.92746353149414
0.010628844611346722,0.0728355273604393,0.010628840886056423,2866.076171875,0.010049248114228249,0.07658933848142624,0.010049247182905674,42.29106903076172
0.010357743129134178,0.07132674008607864,0.010357741266489029,2602.7861328125,0.009731100872159004,0.07469044625759125,0.009731103666126728,40.798343658447266
0.010197684168815613,0.07033710926771164,0.010197683237493038,2481.87939453125,0.009549077600240707,0.07357177883386612,0.009549074806272984,39.90171813964844
0.010090174153447151,0.06962468475103378,0.010090170428156853,2417.69775390625,0.009433112107217312,0.0728718489408493,0.009433111175894737,39.331756591796875
0.010035333223640919,0.06901039928197861,0.010035335086286068,2376.146240234375,0.009397300891578197,0.07259836047887802,0.009397299960255623,39.10915756225586
0.010020808316767216,0.06880640238523483,0.010020808316767216,2411.20849609375,0.009343701414763927,0.07224233448505402,0.009343700483441353,38.841434478759766
0.009980159811675549,0.0686316192150116,0.00998015608638525,2282.47119140625,0.009331018663942814,0.07224174588918686,0.009331018663942814,38.877723693847656
0.009950698353350163,0.06852582097053528,0.009950699284672737,2243.474609375,0.009331833571195602,0.07239186018705368,0.009331834502518177,39.02592468261719
0.009921691380441189,0.06836976855993271,0.009921693243086338,2241.056396484375,0.009343705140054226,0.07263580709695816,0.009343705140054226,39.2432975769043
0.009920825250446796,0.06813213229179382,0.009920828975737095,2256.422119140625,0.009395329281687737,0.07306768745183945,0.009395328350365162,39.622032165527344
