ar_bi_lstm,y_true,shift_bl,ar_lstm,lstm,bi_lstm,cnn
0.26685938,0.1074766355140187,0.5233644859813085,0.2648219,0.22232819,0.1404824,0.29058358
0.2689303,0.1074766355140187,0.518691588785047,0.26440248,0.22494093,0.14038225,0.28909686
0.27057686,0.1074766355140187,0.5140186915887852,0.26320943,0.2273779,0.13957854,0.28360957
0.272351,0.1074766355140187,0.5093457943925235,0.261786,0.22969238,0.13742653,0.28298488
0.27367273,0.1074766355140187,0.5093457943925235,0.25994483,0.2317843,0.13386269,0.28131083
0.27469474,0.1074766355140187,0.5046728971962617,0.25791505,0.23321232,0.12803355,0.26864618
0.27517846,0.1074766355140187,0.5046728971962617,0.2565279,0.23438197,0.12099447,0.26942885
0.2744125,0.1074766355140187,0.5,0.25606373,0.23514663,0.11488533,0.2695386
0.27324986,0.1074766355140187,0.5,0.25650594,0.2353549,0.11192435,0.26348725
0.2718279,0.1074766355140187,0.5,0.25657037,0.23520724,0.11149247,0.27449438
0.27052417,0.1074766355140187,0.4953271028037384,0.254922,0.23448923,0.11217216,0.2864084
0.26949728,0.1074766355140187,0.4953271028037384,0.25385508,0.23317209,0.114036754,0.28401998
0.2686944,0.1121495327102803,0.4953271028037384,0.25401604,0.23080315,0.117569216,0.28186443
0.2687441,0.1121495327102803,0.5,0.25592488,0.22757615,0.12277562,0.27584875
0.26780844,0.116822429906542,0.5,0.2572035,0.22366644,0.12669922,0.26509833
0.26842606,0.116822429906542,0.5046728971962617,0.2617948,0.21941029,0.13396332,0.2554169
0.26752502,0.1121495327102803,0.5420560747663552,0.2642952,0.21530503,0.1394126,0.24921873
0.27030623,0.1121495327102803,0.5654205607476637,0.27015886,0.21204919,0.14607109,0.24915707
0.26905486,0.116822429906542,0.5654205607476637,0.27177173,0.20989914,0.15010113,0.25040057
0.2687385,0.1121495327102803,0.5560747663551404,0.27239555,0.20916626,0.1512459,0.25846875
0.26866534,0.1121495327102803,0.5514018691588787,0.27250212,0.21000323,0.15012799,0.26683155
0.26932383,0.1074766355140187,0.5467289719626169,0.2731262,0.21220958,0.14800599,0.27747017
