Label Feature,Dropped Feature,Model Name,Test MSE,Test MAE,Test MAPE
SWC_20,Wx,Autoregressive,0.03361736238002777,0.10667317360639572,14.76958179473877
SWC_20,Wx,Bi-LSTM,0.044533371925354004,0.16025769710540771,20.813644409179688
SWC_20,Wy,Baseline,0.024169854819774628,0.0492812916636467,12.144479751586914
SWC_20,Wy,Multi-step Linear,0.08586988598108292,0.25190189480781555,34.10403060913086
SWC_20,Wy,Multi-step Dense,0.017436420544981956,0.07333088666200638,11.365211486816406
SWC_20,Wy,CNN,0.016408469527959824,0.06532455235719681,13.6504545211792
SWC_20,Wy,RNN,0.019020099192857742,0.07719210535287857,23.99995231628418
SWC_20,Wy,LSTM,0.0488424077630043,0.14564603567123413,19.661968231201172
SWC_20,Wy,Autoregressive,0.07151682674884796,0.21244244277477264,29.502317428588867
SWC_20,Wy,Bi-LSTM,0.022282622754573822,0.0979159027338028,19.76806640625
SWC_20,Day sin,Baseline,0.02416985109448433,0.049281273037195206,12.144482612609863
SWC_20,Day sin,Multi-step Linear,0.09169255942106247,0.26159918308258057,32.94856262207031
SWC_20,Day sin,Multi-step Dense,0.016201863065361977,0.06383299082517624,10.758454322814941
SWC_20,Day sin,CNN,0.01549527794122696,0.06353377550840378,13.1685209274292
SWC_20,Day sin,RNN,0.019739754498004913,0.07882985472679138,12.199936866760254
SWC_20,Day sin,LSTM,0.04518457129597664,0.1427900493144989,20.666790008544922
SWC_20,Day sin,Autoregressive,0.0359070859849453,0.11816767603158951,18.885507583618164
SWC_20,Day sin,Bi-LSTM,0.06438557058572769,0.20961351692676544,24.92974281311035
SWC_20,Day cos,Baseline,0.024169856682419777,0.049281273037195206,12.144477844238281
SWC_20,Day cos,Multi-step Linear,0.09024769067764282,0.2586236596107483,32.73405456542969
SWC_20,Day cos,Multi-step Dense,0.01768321730196476,0.07655251026153564,15.60506820678711
SWC_20,Day cos,CNN,0.014796582981944084,0.05412750318646431,11.832086563110352
SWC_20,Day cos,RNN,0.02076965942978859,0.08552934229373932,16.918792724609375
SWC_20,Day cos,LSTM,0.026946531608700752,0.11004544794559479,17.907445907592773
SWC_20,Day cos,Autoregressive,0.035221148282289505,0.11113597452640533,14.985824584960938
SWC_20,Day cos,Bi-LSTM,0.07224901765584946,0.20885923504829407,35.50105667114258
SWC_20,Year sin,Baseline,0.02416984923183918,0.0492812804877758,12.144478797912598
SWC_20,Year sin,Multi-step Linear,0.08568752557039261,0.2507975399494171,34.8188591003418
SWC_20,Year sin,Multi-step Dense,0.019258590415120125,0.08139287680387497,13.421019554138184
SWC_20,Year sin,CNN,0.016183003783226013,0.062041155993938446,12.30384349822998
SWC_20,Year sin,RNN,0.03541858494281769,0.13697059452533722,18.159326553344727
SWC_20,Year sin,LSTM,0.04217349365353584,0.13020874559879303,21.538768768310547
SWC_20,Year sin,Autoregressive,0.036243557929992676,0.11602935940027237,15.394160270690918
SWC_20,Year sin,Bi-LSTM,0.0369851253926754,0.14710098505020142,27.107168197631836
SWC_20,Year cos,Baseline,0.024169860407710075,0.0492812842130661,12.144481658935547
SWC_20,Year cos,Multi-step Linear,0.09549476206302643,0.2681359052658081,35.528621673583984
SWC_20,Year cos,Multi-step Dense,0.01708889752626419,0.07084594666957855,12.729364395141602
SWC_20,Year cos,CNN,0.017638282850384712,0.07326778024435043,13.478897094726562
SWC_20,Year cos,RNN,0.02606653980910778,0.1018727645277977,17.561426162719727
SWC_20,Year cos,LSTM,0.037115126848220825,0.13288423418998718,25.65555191040039
SWC_20,Year cos,Autoregressive,0.031298551708459854,0.10133170336484909,15.882970809936523
SWC_20,Year cos,Bi-LSTM,0.06117766350507736,0.1748613566160202,39.12318420410156
