,ar_bi_lstm,y_true,shift_bl,ar_lstm,cnn,lstm,bi_lstm
0,0.20099473,0.1591576229671049,0.3331250113187384,0.2148385,0.25974554,0.23712443,0.2051305
1,0.19997862,0.1591576229671049,0.3389239242637929,0.21597102,0.26330382,0.23795033,0.20624852
2,0.19923571,0.1591576229671049,0.3389239242637929,0.21682495,0.2669968,0.23961033,0.20730263
3,0.19878314,0.1591576229671049,0.3389239242637929,0.21684372,0.26422787,0.241661,0.20702165
4,0.1984814,0.1591576229671049,0.3389239242637929,0.21664599,0.25486556,0.2440075,0.20520498
5,0.19892263,0.1591576229671049,0.3389239242637929,0.21600148,0.24453567,0.24538715,0.20213155
6,0.2000097,0.1591576229671049,0.3447228372088473,0.21519488,0.23647706,0.2458344,0.1984284
7,0.20171688,0.1591576229671049,0.3447228372088473,0.21505979,0.22682728,0.24618943,0.19549766
8,0.2035214,0.1591576229671049,0.3447228372088473,0.21608678,0.2162716,0.24645846,0.19375357
9,0.20452262,0.1591576229671049,0.3447228372088473,0.2170052,0.21526961,0.24710341,0.19437912
10,0.20641892,0.1591576229671049,0.3447228372088473,0.21383876,0.22182858,0.24707144,0.19487837
11,0.2087924,0.1591576229671049,0.3447228372088473,0.21171188,0.22240241,0.2456397,0.19502956
12,0.21018296,0.1591576229671049,0.3447228372088473,0.21115887,0.22839677,0.24262561,0.19350894
13,0.21133307,0.1591576229671049,0.3447228372088473,0.21291378,0.23197445,0.23998362,0.19294123
14,0.21294388,0.1591576229671049,0.3447228372088473,0.21226257,0.2292935,0.2366865,0.19047077
15,0.21200337,0.1591576229671049,0.3447228372088473,0.21360207,0.22864331,0.23478231,0.19314682
16,0.2139132,0.1591576229671049,0.3505217501539017,0.21243984,0.22829945,0.2334674,0.19488314
17,0.21269733,0.1591576229671049,0.3505217501539017,0.2160277,0.2287446,0.23546804,0.20383818
18,0.21324371,0.1591576229671049,0.3505217501539017,0.21370843,0.22972955,0.2389806,0.20834315
19,0.21131955,0.1591576229671049,0.3505217501539017,0.21270064,0.23107944,0.24172537,0.21009596
20,0.20967971,0.1591576229671049,0.3505217501539017,0.21165904,0.23063956,0.24275719,0.2101481
21,0.20810579,0.1649565359121593,0.3563206630989562,0.21202174,0.23398618,0.24296598,0.21025504
22,0.2065565,0.1649565359121593,0.3563206630989562,0.21304128,0.23464428,0.2429998,0.21166505
23,0.20738941,0.1649565359121593,0.3563206630989562,0.21583003,0.24139611,0.24405171,0.21531077
24,0.2072806,0.1649565359121593,0.3563206630989562,0.217204,0.24717505,0.24609649,0.21862203
25,0.20665899,0.1649565359121593,0.3621195760440107,0.21813428,0.24937177,0.24891801,0.22146022
26,0.20558392,0.1649565359121593,0.3621195760440107,0.21825942,0.25231043,0.25210705,0.2231922
27,0.20498605,0.1649565359121593,0.3621195760440107,0.21852054,0.2527347,0.25524417,0.22364028
28,0.20462887,0.1649565359121593,0.3621195760440107,0.21861333,0.24862324,0.2575042,0.22254685
29,0.20455213,0.1649565359121593,0.3679184889890652,0.2177303,0.24029091,0.25860685,0.22015327
30,0.20495352,0.1649565359121593,0.3679184889890652,0.21679065,0.23066668,0.25859222,0.21729647
31,0.20593622,0.1649565359121593,0.3679184889890652,0.2163916,0.22288643,0.2579563,0.21526173
32,0.20724638,0.1649565359121593,0.3679184889890652,0.21684259,0.21661781,0.25768226,0.21530083
33,0.208499,0.1649565359121593,0.3679184889890652,0.2180335,0.21508525,0.257992,0.21759711
34,0.20952748,0.1649565359121593,0.3679184889890652,0.21882609,0.21962866,0.2590915,0.22112478
35,0.2098201,0.1649565359121593,0.3737174019341195,0.21860813,0.23006555,0.26016024,0.22440214
36,0.20980056,0.1649565359121593,0.3737174019341195,0.21827424,0.23491876,0.2605223,0.22632596
37,0.20901422,0.1649565359121593,0.3737174019341195,0.21511023,0.23369761,0.2581196,0.22243118
38,0.20752262,0.1649565359121593,0.3737174019341195,0.21603253,0.23134397,0.25527215,0.22062592
39,0.20608626,0.1649565359121593,0.3795163148791739,0.21826458,0.23465164,0.25426826,0.22424734
40,0.20636101,0.1649565359121593,0.3795163148791739,0.21668315,0.23586252,0.25384244,0.22528471
41,0.2055693,0.1649565359121593,0.3795163148791739,0.21599737,0.23553737,0.2540303,0.2273807
42,0.20517589,0.1649565359121593,0.3795163148791739,0.21521965,0.23329704,0.2538352,0.22807561
43,0.20412484,0.1649565359121593,0.3795163148791739,0.21446754,0.23879759,0.2536998,0.22715329
44,0.20307437,0.1649565359121593,0.3795163148791739,0.21402788,0.24187408,0.25294587,0.22505346
45,0.20211272,0.1649565359121593,0.3795163148791739,0.21407646,0.24261607,0.25155446,0.22288081
46,0.20123854,0.1649565359121593,0.3795163148791739,0.21521449,0.24801283,0.25040594,0.22276336
47,0.20151909,0.1649565359121593,0.3795163148791739,0.21629968,0.25270587,0.24997564,0.22492093
48,0.2019835,0.1649565359121593,0.3853152278242283,0.21693894,0.26534018,0.25150084,0.22746262
49,0.20237024,0.1649565359121593,0.3853152278242283,0.21757069,0.26845253,0.25328857,0.22933963
50,0.20277353,0.1649565359121593,0.3853152278242283,0.21829775,0.26659536,0.25640634,0.23086481
51,0.202776,0.1649565359121593,0.3853152278242283,0.21883166,0.257603,0.25857985,0.23093362
52,0.20304212,0.1649565359121593,0.3853152278242283,0.21873534,0.24165434,0.25980335,0.22961804
53,0.20601411,0.1649565359121593,0.3853152278242283,0.22062652,0.23208538,0.26069626,0.22907025
54,0.20770893,0.1649565359121593,0.3853152278242283,0.22154528,0.21019118,0.26068962,0.2277291
55,0.20971261,0.1591576229671049,0.3853152278242283,0.2222299,0.19642127,0.26092753,0.22730024
56,0.21171995,0.1591576229671049,0.3853152278242283,0.22343129,0.1914553,0.26148066,0.22833022
57,0.21341018,0.1591576229671049,0.3853152278242283,0.22519183,0.1915307,0.26258716,0.230991
58,0.2148428,0.1591576229671049,0.3911141407692828,0.22675034,0.1975878,0.26394725,0.2343816
59,0.21530776,0.1591576229671049,0.3911141407692828,0.22860724,0.21357168,0.26581457,0.23920183
60,0.2150104,0.1591576229671049,0.3911141407692828,0.23111963,0.21516444,0.2682766,0.24604943
61,0.21434976,0.1591576229671049,0.3911141407692828,0.2314257,0.2243601,0.27063546,0.25176638
62,0.21336456,0.1591576229671049,0.3911141407692828,0.22850566,0.22697961,0.27116117,0.25234333
63,0.21158804,0.1591576229671049,0.3911141407692828,0.22732893,0.2223597,0.2699495,0.25074798
64,0.20965342,0.1591576229671049,0.3911141407692828,0.22695157,0.23215519,0.26804677,0.24883443
65,0.20798425,0.1591576229671049,0.3911141407692828,0.22736171,0.23068303,0.26686314,0.24828129
66,0.21274607,0.1591576229671049,0.3911141407692828,0.23591128,0.23581041,0.26971495,0.2558651
67,0.24998201,0.1591576229671049,0.3911141407692828,0.2941201,0.23363449,0.29812616,0.31685632
68,0.22159013,0.1591576229671049,0.3911141407692828,0.24916232,0.2378503,0.30597067,0.28926846
69,0.21501297,0.1591576229671049,0.3911141407692828,0.24076813,0.24130286,0.30198425,0.28018486
70,0.21106352,0.1591576229671049,0.3911141407692828,0.23427662,0.2451355,0.29299134,0.27027452
71,0.20892717,0.1591576229671049,0.3911141407692828,0.2360498,0.252079,0.28281778,0.26291096
72,0.20849803,0.1591576229671049,0.3969130537143372,0.23485681,0.25885284,0.2758087,0.25890526
73,0.21080668,0.1591576229671049,0.3969130537143372,0.23259002,0.266254,0.27310058,0.25775814
74,0.21228498,0.1591576229671049,0.3969130537143372,0.23297286,0.2646554,0.27330837,0.2550744
75,0.21380709,0.1591576229671049,0.3969130537143372,0.23323673,0.2573585,0.2746443,0.2520084
76,0.21468624,0.1591576229671049,0.3969130537143372,0.23159099,0.24271052,0.27576524,0.24728994
77,0.21279411,0.1591576229671049,0.3969130537143372,0.22710726,0.23550566,0.27380514,0.2349442
78,0.2126031,0.1591576229671049,0.3969130537143372,0.22582942,0.21766736,0.2694294,0.22634205
79,0.21213378,0.1591576229671049,0.3969130537143372,0.22379917,0.20707606,0.26424864,0.219106
80,0.21157797,0.1591576229671049,0.3969130537143372,0.2222262,0.21301676,0.25932962,0.2137488
81,0.21131267,0.1591576229671049,0.3969130537143372,0.2207374,0.20720893,0.25564325,0.2112332
82,0.21137182,0.1591576229671049,0.3969130537143372,0.21643983,0.21288022,0.2521022,0.20758726
83,0.2104004,0.1591576229671049,0.3969130537143372,0.21321103,0.22471839,0.24641065,0.20269059
84,0.21048033,0.1591576229671049,0.3969130537143372,0.21165243,0.22133012,0.23967697,0.19788472
85,0.21040227,0.1591576229671049,0.3969130537143372,0.21173501,0.22215919,0.23233731,0.19329591
86,0.21155079,0.1591576229671049,0.3969130537143372,0.21200842,0.22775386,0.22641803,0.19136555
87,0.21167466,0.1591576229671049,0.3969130537143372,0.21067855,0.221867,0.22233108,0.19092889
88,0.2135808,0.1591576229671049,0.3969130537143372,0.21116763,0.23397334,0.22015023,0.19407317
89,0.2133639,0.1591576229671049,0.3969130537143372,0.21545932,0.23220678,0.22152068,0.20606145
90,0.21495618,0.1591576229671049,0.3969130537143372,0.21253563,0.23433442,0.2250794,0.21202594
91,0.21487303,0.1591576229671049,0.3969130537143372,0.21197222,0.23458426,0.22860542,0.21508752
92,0.21435742,0.1591576229671049,0.3969130537143372,0.21032354,0.23737966,0.23133151,0.21536885
93,0.21362929,0.1591576229671049,0.3969130537143372,0.2089338,0.23960197,0.23342429,0.2146981
94,0.212496,0.1591576229671049,0.3969130537143372,0.20964545,0.2412784,0.23435663,0.21511328
95,0.2111619,0.1591576229671049,0.3969130537143372,0.21013862,0.24867441,0.23563927,0.21641126
96,0.20936932,0.1591576229671049,0.3969130537143372,0.20985392,0.25410444,0.23680665,0.2173983
97,0.20820357,0.1591576229671049,0.3969130537143372,0.21019724,0.25733638,0.23950577,0.21935636
98,0.20730208,0.1591576229671049,0.3969130537143372,0.21044442,0.25828117,0.24333115,0.22108947
99,0.20658682,0.1591576229671049,0.4027119666593917,0.21016872,0.2547456,0.247055,0.22121578
100,0.2064315,0.1591576229671049,0.4027119666593917,0.21043864,0.2470577,0.25048727,0.22080079
101,0.20679262,0.1591576229671049,0.4027119666593917,0.20975077,0.23702712,0.2531892,0.21985728
102,0.20725541,0.1591576229671049,0.4027119666593917,0.20867722,0.22946526,0.25470933,0.21776538
103,0.20860171,0.1591576229671049,0.4027119666593917,0.2086248,0.22216518,0.25524682,0.21578297
104,0.21020089,0.1591576229671049,0.4027119666593917,0.20976275,0.2174355,0.25551674,0.21493758
105,0.21203807,0.1591576229671049,0.4027119666593917,0.21153602,0.21544604,0.25605828,0.21619041
106,0.21389139,0.1591576229671049,0.4027119666593917,0.21206486,0.21574692,0.25666648,0.2189361
107,0.21455249,0.1591576229671049,0.3969130537143372,0.20795342,0.22495335,0.25523445,0.21774426
108,0.21394883,0.1591576229671049,0.3969130537143372,0.20639151,0.21876618,0.25144157,0.21504557
109,0.21353784,0.1533587100220503,0.3969130537143372,0.2047011,0.2207321,0.24545361,0.21020226
110,0.21320288,0.1533587100220503,0.3969130537143372,0.20782176,0.22529581,0.24117342,0.20953703
111,0.21377696,0.1533587100220503,0.3969130537143372,0.20759207,0.22091557,0.23802991,0.20871724
112,0.21465477,0.1533587100220503,0.3969130537143372,0.2071594,0.22948177,0.2352426,0.20826726
113,0.21336892,0.1533587100220503,0.3969130537143372,0.21048474,0.22836275,0.23468173,0.21593235
114,0.21403168,0.1533587100220503,0.3969130537143372,0.20817342,0.23309639,0.23592277,0.21874711
115,0.21385194,0.1533587100220503,0.4027119666593917,0.20826834,0.23564574,0.23707984,0.22009666
116,0.21316427,0.1533587100220503,0.4027119666593917,0.20762281,0.23409243,0.23772165,0.21955371
117,0.21167268,0.1533587100220503,0.4027119666593917,0.2069926,0.23772532,0.23698135,0.21801047
118,0.21038118,0.1533587100220503,0.4027119666593917,0.20669904,0.24302796,0.23617148,0.21685867
119,0.20931189,0.1533587100220503,0.4027119666593917,0.2074177,0.24673983,0.23589745,0.21632649
120,0.20851927,0.1533587100220503,0.4027119666593917,0.20957685,0.25363028,0.23627022,0.21704501
121,0.20782815,0.1533587100220503,0.4027119666593917,0.21122476,0.2580195,0.237855,0.21870534
122,0.20731138,0.1533587100220503,0.4027119666593917,0.21152598,0.2602114,0.24089485,0.2199701
123,0.20759821,0.1533587100220503,0.4027119666593917,0.21200898,0.2566898,0.24518558,0.22080791
124,0.20854229,0.1533587100220503,0.4027119666593917,0.21230373,0.24401258,0.24902737,0.22041368
125,0.21040119,0.1533587100220503,0.4027119666593917,0.21285392,0.2337019,0.2521398,0.21948515
126,0.21264015,0.1533587100220503,0.4027119666593917,0.21336511,0.22277783,0.25416756,0.21753688
127,0.21504758,0.1533587100220503,0.4027119666593917,0.21439777,0.21484655,0.25551522,0.21644199
128,0.21714914,0.1533587100220503,0.4027119666593917,0.21510896,0.21595243,0.25664657,0.216862
129,0.21914048,0.1533587100220503,0.4027119666593917,0.21626139,0.21758832,0.25777555,0.21917908
130,0.22040798,0.1533587100220503,0.4027119666593917,0.21784665,0.22631484,0.25883028,0.22262585
131,0.22094361,0.1533587100220503,0.4027119666593917,0.21607044,0.23092839,0.25883082,0.22451954
132,0.22075328,0.1533587100220503,0.4027119666593917,0.21470916,0.22788861,0.25728762,0.22436228
133,0.2201293,0.1533587100220503,0.4027119666593917,0.21701604,0.23957874,0.25507,0.22582106
134,0.21949263,0.1533587100220503,0.4027119666593917,0.21753728,0.2356878,0.25310212,0.2266574
