Date,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Tair,RH,Windspeed,Winddirection,Srad,Latitude,Longitude,Sat_SM_SMAP,Sat_SM_AMSR,distance_AMSR,distance_SMAP,distance_AMSR,distance_AMSR,distance_SMAP
2019-02-21,0.0,0.173,0.179,0.156,0.174,10.87,11.0,11.38,13.38,9.28,73.71,1.052,84.2,96.0,,,,,11.45393831698252,12.266493604285852,11.860215960634186,11.45393831698252,12.266493604285852
2019-02-22,0.0,0.171,0.179,0.156,0.173,13.08,12.37,12.12,13.26,14.02,86.3,1.435,196.5,256.0,30.3989,-98.6105,0.1978052258491516,0.11687478,524.8746490043503,12.266493604285852,268.5705713043181,524.8746490043503,12.266493604285852
2019-02-23,0.0,0.168,0.178,0.156,0.173,14.51,13.73,13.56,13.98,16.43,20.91,3.065,82.7,653.5,,,,,10.808941345717848,12.266493604285852,11.53771747500185,10.808941345717848,12.266493604285852
2019-02-24,0.0,0.16,0.173,0.153,0.173,13.25,11.91,11.7,14.12,11.69,36.56,2.227,76.67,805.0,,,,,467.2955602073845,12.266493604285852,239.7810269058352,467.2955602073845,12.266493604285852
2019-02-25,0.0,0.152,0.17,0.152,0.172,13.01,12.01,12.09,14.22,14.31,32.14,4.034,166.7,728.4,30.3989,-98.6105,0.1869836598634719,0.14350085,11.766234498926144,12.266493604285852,12.016364051605995,11.766234498926144,12.266493604285852
2019-02-26,0.0,0.145,0.17,0.153,0.172,15.7,14.98,14.64,14.69,16.09,89.4,0.702,223.2,250.9,,,,,11.155974071608076,12.266493604285852,11.711233837946963,11.155974071608076,12.266493604285852
2019-02-27,0.0,0.142,0.169,0.153,0.172,20.22,18.03,16.78,15.7,21.86,56.76,1.623,191.4,790.0,,,,,10.2746208353961,12.266493604285852,11.270557219840976,10.2746208353961,12.266493604285852
2019-02-28,0.252,0.136,0.162,0.15,0.172,13.26,14.71,15.93,17.03,1.251,100.0,1.896,24.04,50.46,,,,,24.747002020343324,12.266493604285852,18.506747812314583,11.211501145776769,12.266493604285852
2019-02-28,0.252,0.136,0.162,0.15,0.172,13.26,14.71,15.93,17.03,1.251,100.0,1.896,24.04,50.46,,,,,24.747002020343324,12.266493604285852,18.506747812314583,24.747002020343324,12.266493604285852
2019-03-01,0.0,0.14,0.16,0.148,0.171,14.12,13.42,13.44,15.37,12.89,93.1,1.689,208.0,349.7,,,,,,,,11.14095967377747,
2019-03-02,0.252,0.139,0.159,0.148,0.17,15.09,15.23,15.46,15.81,9.59,100.0,1.19,117.6,120.0,,,,,319.94702170938444,12.266493604285852,166.10675765683516,319.94702170938444,12.266493604285852
2019-03-03,0.0,0.166,0.157,0.146,0.17,10.95,11.73,12.68,15.25,3.4,100.0,3.292,25.41,142.3,,,,,,,,9.946044253213712,
2019-03-04,0.0,0.154,0.152,0.143,0.169,5.24,6.21,7.77,13.27,-3.784,72.43,2.79,29.2,334.4,,,,,,,,11.714231643047254,
2019-03-05,0.0,0.151,0.153,0.142,0.167,7.93,6.62,6.75,11.7,2.237,37.39,3.007,48.44,841.0,,,,,,,,10.395991123974795,12.266493604285852
2019-03-06,0.0,0.146,0.153,0.142,0.167,9.61,8.18,8.05,11.65,7.238,38.39,3.417,177.1,747.5,30.3989,-98.6105,0.218949481844902,0.14992674,10.675470730227277,12.266493604285852,11.470982167256563,10.675470730227277,12.266493604285852
2019-03-07,0.0,0.141,0.155,0.143,0.166,14.27,12.16,11.17,12.24,17.11,62.04,3.377,212.6,824.0,,,,,,,,11.773249628018837,12.266493604285852
2019-03-08,0.0,0.134,0.155,0.145,0.167,16.74,15.54,14.81,13.92,20.38,74.06,4.133,212.4,610.9,,,,,,,,10.375079822709584,12.266493604285852
2019-03-09,0.0,0.13,0.154,0.145,0.167,20.59,18.81,17.62,15.61,22.92,25.89,4.414,354.8,848.0,30.3989,-98.6105,0.2064489722251892,0.14755239,44.57251198250378,12.266493604285852,28.419502793394813,44.57251198250378,12.266493604285852
2019-03-10,0.0,0.123,0.149,0.142,0.167,19.42,18.05,17.24,16.73,21.56,76.8,2.702,121.6,172.2,30.3989,-98.6105,,0.15277362,11.737822754173171,,11.737822754173171,11.737822754173171,
2019-03-11,0.0,0.12,0.145,0.14,0.167,16.42,16.48,16.8,17.03,12.69,80.8,1.401,58.75,179.3,,,,,,,,468.3556703609016,12.266493604285852
2019-03-12,0.0,0.12,0.144,0.139,0.166,17.31,16.6,16.36,16.66,19.3,91.7,4.224,175.8,174.6,,,,,11.814056212607648,,11.814056212607648,11.814056212607648,
2019-03-13,0.0,0.224,0.193,0.139,0.166,19.76,18.11,17.15,16.96,21.94,27.07,3.142,248.9,880.0,,,,,10.787795182974644,12.266493604285852,11.527144393630248,10.787795182974644,12.266493604285852
2019-03-14,0.0,0.19,0.183,0.144,0.165,16.57,15.73,15.49,17.06,17.67,27.04,6.916,355.8,868.0,,,,,,,,11.0687915161467,12.266493604285852
2019-03-15,0.0,0.173,0.175,0.143,0.165,14.77,14.21,14.39,16.71,10.15,36.51,2.921,38.15,535.1,,,,,,,,11.12463805090155,12.266493604285852
2019-03-16,0.0,0.165,0.171,0.142,0.163,15.43,13.83,13.49,15.79,12.09,30.92,2.847,68.82,888.0,,,,,,,,662.4764743661752,12.266493604285852
2019-03-17,0.0,0.156,0.167,0.142,0.163,16.65,14.84,14.23,15.99,14.49,29.03,1.949,85.8,778.8,,,,,,,,10.728598161362076,12.266493604285852
2019-03-18,0.0,0.148,0.163,0.141,0.163,17.53,15.46,14.79,16.32,16.39,33.64,2.69,137.2,827.0,,,,,,,,11.176611651735811,12.266493604285852
2019-03-19,0.0,0.138,0.158,0.139,0.162,17.87,16.16,15.73,16.7,16.69,36.34,3.546,170.8,878.0,,,,,10.401110159314715,12.266493604285852,11.333801881800284,10.401110159314715,12.266493604285852
2019-03-20,0.0,0.13,0.154,0.138,0.162,18.22,16.98,16.31,17.04,18.15,63.38,1.134,7.03,319.0,30.3989,-98.6105,0.1811839640140533,0.14790067,10.381907960201188,12.266493604285852,11.32420078224352,10.381907960201188,12.266493604285852
2019-03-21,0.0,0.127,0.15,0.136,0.161,19.82,17.61,16.52,17.13,20.16,33.66,1.495,23.82,882.0,,,,,,,,90.01867080562005,12.266493604285852
2019-03-22,0.0,0.121,0.146,0.134,0.161,20.69,18.73,17.82,17.92,21.43,52.62,3.375,175.0,794.7,,,,,10.367809288941183,,10.367809288941183,10.367809288941183,
2019-03-23,0.0,0.116,0.141,0.131,0.161,18.56,18.38,18.34,18.31,16.63,97.9,1.83,199.8,111.0,,,,,10.21525506544404,12.266493604285852,11.240874334864946,10.21525506544404,12.266493604285852
2019-03-24,0.0,0.117,0.14,0.131,0.16,18.97,18.38,18.11,18.08,19.16,85.2,1.805,202.1,266.5,,,,,,,,10.53162305953306,12.266493604285852
2019-03-25,0.0,0.118,0.138,0.129,0.16,21.94,20.12,19.24,18.57,22.53,62.54,2.486,21.99,791.4,,,,,,,,520.8363385159579,12.266493604285852
2019-03-26,0.0,0.115,0.133,0.125,0.159,21.72,19.52,18.59,19.12,19.71,48.38,2.685,95.7,910.0,30.3989,-98.6105,0.195647194981575,0.13501596,10.849882474107575,12.266493604285852,11.558188039196716,10.849882474107575,12.266493604285852
2019-03-27,0.0,0.11,0.129,0.122,0.157,21.08,19.47,18.95,19.42,20.26,54.13,3.943,184.2,858.0,,,,,242.1163894615364,12.266493604285852,127.19144153291111,242.1163894615364,12.266493604285852
2019-03-28,0.0,0.107,0.126,0.119,0.155,20.73,19.54,19.45,19.71,21.03,53.09,4.274,192.8,910.0,,,,,10.536313865457904,12.266493604285852,11.401403734871876,10.536313865457904,12.266493604285852
2019-03-29,0.0,0.105,0.124,0.117,0.154,19.55,19.38,19.51,19.79,17.73,86.8,2.881,196.6,194.5,,,,,11.10270780151046,12.266493604285852,11.684600702898155,11.10270780151046,12.266493604285852
2019-03-30,0.0,0.104,0.122,0.115,0.153,18.44,18.43,18.72,19.44,12.49,68.4,4.033,24.31,451.4,,,,,,,,481.3315078993247,12.266493604285852
2019-03-31,0.0,0.102,0.119,0.113,0.151,16.38,15.87,16.18,18.75,7.363,46.02,2.615,43.5,442.2,,,,,11.27747612192169,12.266493604285852,11.771984863103771,11.27747612192169,12.266493604285852
2019-04-01,0.0,0.101,0.118,0.111,0.15,16.62,15.43,15.39,17.89,11.43,43.65,1.239,81.1,602.8,,,,,39.43795711194507,12.266493604285852,25.85222535811546,39.43795711194507,12.266493604285852
2019-04-02,0.0,0.101,0.117,0.11,0.148,18.45,16.58,15.96,17.91,17.53,33.27,2.8,196.0,892.0,,,,,10.345894862355308,12.266493604285852,11.30619423332058,10.345894862355308,12.266493604285852
2019-04-03,0.0,0.098,0.117,0.11,0.147,19.38,18.36,17.96,18.4,17.88,77.92,4.387,177.6,346.0,,,,,,,,10.75918708780025,12.266493604285852
2019-04-04,0.0,0.103,0.118,0.109,0.146,22.06,19.89,18.81,18.48,25.7,46.74,2.383,10.15,921.0,,,,,11.624814682160933,12.266493604285852,11.945654143223392,11.624814682160933,12.266493604285852
2019-04-05,0.0,0.101,0.116,0.108,0.145,22.87,20.92,19.88,19.53,23.95,54.42,1.911,150.9,742.4,,,,,98.17205354193472,12.266493604285852,55.219273573110286,98.17205354193472,12.266493604285852
2019-04-06,0.0,0.098,0.115,0.108,0.143,22.21,21.79,21.48,20.45,20.84,88.7,1.526,94.9,146.1,,,,,92.03042698981244,12.266493604285852,52.14846029704915,92.03042698981244,12.266493604285852
2019-04-07,0.0,0.175,0.113,0.107,0.142,19.49,19.93,20.54,20.62,16.23,83.6,2.01,96.4,176.5,,,,,,,,11.35420637724783,12.266493604285852
2019-04-08,0.0,0.184,0.115,0.105,0.141,21.93,19.55,18.22,19.48,23.41,54.44,2.76,357.6,933.0,,,,,,,,369.9008020883272,12.266493604285852
2019-04-09,0.0,0.152,0.117,0.106,0.14,23.52,21.01,19.63,20.01,27.49,34.95,2.647,189.4,945.0,30.3989,-98.6105,0.1996748149394989,0.16037011,12.040152176565128,12.266493604285852,12.153322890425487,12.040152176565128,12.266493604285852
2019-04-10,0.0,0.127,0.117,0.107,0.138,25.2,22.9,21.58,20.88,31.23,21.28,4.377,206.5,956.0,30.3989,-98.6105,0.191399946808815,0.1695372,517.459238493796,12.266493604285852,264.8628660490409,517.459238493796,12.266493604285852
2019-04-11,0.0,0.112,0.115,0.106,0.135,24.32,22.79,22.18,21.73,22.45,17.76,3.785,0.82,980.0,,,,,,,,12.190779900741102,12.266493604285852
2019-04-12,0.0,0.107,0.113,0.104,0.132,23.65,21.37,20.52,21.53,19.75,47.32,3.053,130.1,947.0,30.3989,-98.6105,0.2976891696453094,0.12620622,259.38866365030435,12.266493604285852,135.8275786272951,259.38866365030435,12.266493604285852
2019-04-13,0.0,0.174,0.112,0.104,0.13,21.58,21.67,22.07,21.93,12.84,90.4,2.442,126.4,166.9,,,,,,,,12.52897556164412,12.266493604285852
2019-04-14,0.0,0.15,0.109,0.101,0.128,18.78,16.78,16.32,20.11,15.88,38.62,1.587,34.94,975.0,,,,,10.30598283794703,12.266493604285852,11.286238221116442,10.30598283794703,12.266493604285852
2019-04-15,0.0,0.129,0.111,0.103,0.126,21.65,19.5,18.63,20.09,22.94,36.84,3.482,211.0,976.0,,,,,232.5579669167236,12.266493604285852,122.41223026050471,232.5579669167236,12.266493604285852
2019-04-16,0.0,0.115,0.111,0.103,0.124,22.27,21.01,20.49,20.71,20.96,68.88,4.05,178.1,460.9,30.3989,-98.6105,0.1662720143795013,0.14966422,10.788912320726032,12.266493604285852,11.52770296250594,10.788912320726032,12.266493604285852
2019-04-17,0.0,0.111,0.111,0.103,0.123,23.57,22.1,21.43,20.91,23.94,72.62,3.752,211.4,835.0,,,,,,,,185.2825567904405,12.266493604285852
2019-04-18,0.0,0.215,0.182,0.104,0.122,19.38,19.75,20.13,21.42,16.5,76.77,4.076,357.0,367.0,,,,,,,,10.882633416737,12.266493604285852
2019-04-19,0.0,0.189,0.17,0.109,0.12,20.01,18.56,17.9,20.25,18.19,38.04,4.298,8.68,987.0,,,,,,,,329.980797533386,12.266493604285852
2019-04-20,0.0,0.166,0.16,0.111,0.12,21.38,19.28,18.28,20.06,23.02,38.0,2.734,212.2,984.0,,,,,11.483727972437652,,11.483727972437652,11.483727972437652,
2019-04-21,0.0,0.145,0.153,0.113,0.12,24.08,21.79,20.49,20.65,22.8,60.36,3.631,184.1,962.0,,,,,,,,95.2732968210356,12.266493604285852
2019-04-22,0.0,0.128,0.143,0.112,0.12,24.74,23.25,22.31,21.53,22.73,60.01,3.485,178.3,745.2,,,,,11.487607600509056,12.266493604285852,11.877050602397452,11.487607600509056,12.266493604285852
2019-04-23,0.509,0.122,0.136,0.112,0.12,21.95,21.98,22.11,21.95,19.21,97.7,1.228,146.4,98.2,,,,,87.07762546716921,12.266493604285852,49.672059535727534,87.07762546716921,12.266493604285852
2019-04-24,0.0,0.217,0.134,0.11,0.119,19.79,19.85,20.23,21.47,15.38,92.0,4.143,126.0,221.9,,,,,,,,377.2218259911445,12.266493604285852
2019-04-25,0.0,0.218,0.197,0.165,0.119,23.02,20.41,18.7,20.03,24.99,42.88,2.306,7.5,984.0,,,,,10.179690906425304,,10.179690906425304,10.179690906425304,
2019-04-26,0.0,0.199,0.183,0.16,0.119,24.46,22.1,20.58,20.74,22.06,48.59,1.852,61.89,966.0,,,,,667.3989606801149,,667.3989606801149,667.3989606801149,
2019-04-27,0.0,0.172,0.172,0.154,0.119,24.47,22.43,21.25,21.41,25.06,46.3,3.725,199.8,982.0,,,,,9.55105424864078,12.266493604285852,10.908773926463317,9.55105424864078,12.266493604285852
2019-04-28,0.0,0.162,0.163,0.148,0.119,26.91,24.36,22.74,22.01,24.41,56.2,2.955,176.0,974.0,,,,,488.6078006006233,12.266493604285852,250.4371471024546,488.6078006006233,12.266493604285852
2019-04-29,0.0,0.142,0.154,0.142,0.12,25.25,24.11,23.3,22.73,23.14,70.51,2.872,186.8,524.5,,,,,10.54693431011445,12.266493604285852,11.40671395720015,10.54693431011445,12.266493604285852
2019-04-30,0.0,0.132,0.147,0.137,0.12,24.88,24.25,23.7,22.83,23.2,82.8,4.384,177.4,257.3,,,,,,,,11.373254430303724,12.266493604285852
2019-05-01,0.0,0.128,0.143,0.134,0.12,23.41,23.2,23.04,22.65,22.26,88.2,2.647,173.6,153.0,,,,,,,,10.748367961804542,12.266493604285852
2019-05-02,0.0,0.128,0.141,0.131,0.119,22.86,22.53,22.41,22.36,20.7,89.7,2.778,146.4,137.6,,,,,25.15193707214437,12.266493604285852,18.70921533821511,25.15193707214437,12.266493604285852
2019-05-03,0.0,0.219,0.163,0.129,0.119,22.94,21.53,20.64,21.37,21.63,83.3,2.041,145.5,361.6,,,,,,,,176.36844361508645,12.266493604285852
2019-05-04,0.0,0.235,0.206,0.182,0.119,24.94,22.49,20.85,21.11,22.13,67.76,2.287,58.57,999.0,,,,,,,,11.093691975249332,12.266493604285852
2019-05-05,0.0,0.22,0.194,0.174,0.119,26.06,23.73,22.18,21.85,23.92,67.82,3.219,173.7,924.0,,,,,,,,368.8634081156076,12.266493604285852
2019-05-06,0.0,0.201,0.183,0.167,0.12,23.37,22.56,22.36,22.5,22.88,75.48,3.806,171.0,542.2,,,,,9.684382894074403,12.266493604285852,10.975438249180128,9.684382894074403,12.266493604285852
2019-05-07,0.0,0.189,0.177,0.162,0.12,23.89,23.01,22.44,22.3,23.63,79.73,2.448,171.2,324.8,,,,,,,,11.175385268715257,12.266493604285852
2019-05-08,0.0,0.264,0.239,0.202,0.121,20.94,21.64,22.32,22.68,17.13,100.0,0.331,129.0,56.01,,,,,100.92970727349656,12.266493604285852,56.59810043889121,100.92970727349656,12.266493604285852
2019-05-09,0.0,0.235,0.211,0.188,0.121,27.08,24.73,23.2,22.57,25.75,77.95,2.165,49.38,656.8,,,,,,,,10.90883045730308,12.266493604285852
2019-05-10,0.0,0.234,0.211,0.189,0.158,18.01,18.7,19.65,22.04,10.36,92.9,2.128,23.74,237.3,,,,,,,,11.09030036504292,12.266493604285852
2019-05-11,0.0,0.234,0.209,0.187,0.174,18.07,18.15,18.53,20.62,13.06,94.5,1.858,358.0,240.8,,,,,,,,9.702371096399531,12.266493604285852
2019-05-12,0.0,0.227,0.203,0.181,0.177,23.34,21.15,19.61,20.19,20.37,65.78,2.205,51.34,814.0,30.3989,-98.6105,0.2372875064611435,0.16287658,507.4577819426185,12.266493604285852,259.86213777345216,507.4577819426185,12.266493604285852
2019-05-13,0.0,0.212,0.194,0.174,0.178,25.87,23.05,21.19,21.09,23.26,58.73,2.357,122.2,961.0,30.3989,-98.6105,0.2084731459617614,0.15320112,10.621576159574456,12.266493604285852,11.444034881930154,10.621576159574456,12.266493604285852
2019-05-14,0.0,0.193,0.185,0.169,0.177,23.47,22.64,22.23,22.05,19.55,76.48,1.552,79.98,383.9,30.3989,-98.6105,0.2275195717811584,0.14606787,491.61710227714,12.266493604285852,251.94179794071297,491.61710227714,12.266493604285852
2019-05-15,0.0,0.187,0.181,0.165,0.175,24.17,22.72,21.86,21.91,24.27,68.99,0.45,122.4,426.1,,,,,10.85306713506797,12.266493604285852,11.559780369676911,10.85306713506797,12.266493604285852
2019-05-16,0.0,0.174,0.176,0.162,0.174,27.04,24.42,22.95,22.39,24.93,69.01,2.081,192.1,955.0,,,,,11.295585431494285,12.266493604285852,11.781039517890068,11.295585431494285,12.266493604285852
2019-05-17,0.0,0.155,0.169,0.159,0.173,27.3,25.5,24.37,23.32,25.91,74.39,3.33,180.3,718.3,,,,,11.281770630792,12.266493604285852,11.774132117538926,11.281770630792,12.266493604285852
2019-05-18,0.0,0.142,0.162,0.155,0.171,25.32,25.04,24.85,24.0,24.52,88.9,2.065,197.2,315.5,,,,,,,,11.190260712178423,12.266493604285852
2019-05-19,0.0,0.141,0.159,0.153,0.17,29.88,26.93,24.93,23.78,28.64,56.86,1.242,52.84,959.0,,,,,49.68804009250084,12.266493604285852,30.97726684839335,49.68804009250084,12.266493604285852
2019-05-20,0.0,0.128,0.15,0.148,0.167,30.86,28.42,26.8,24.95,27.97,68.29,5.151,184.6,858.0,,,,,,,,11.296158055253237,12.266493604285852
2019-05-21,0.0,0.123,0.141,0.141,0.164,28.77,26.88,25.94,25.45,24.94,27.93,2.791,13.57,974.0,30.3989,-98.6105,0.1659074127674102,0.124405846,342.75718821622263,12.266493604285852,177.51184091025425,342.75718821622263,12.266493604285852
2019-05-22,0.0,0.12,0.135,0.135,0.16,30.98,28.34,26.63,25.47,28.25,65.97,4.675,188.2,915.0,30.3989,-98.6105,0.1644589900970459,0.14787069,11.21003484756378,12.266493604285852,11.738264225924816,11.21003484756378,12.266493604285852
2019-05-23,0.0,0.115,0.13,0.129,0.157,31.21,28.73,27.36,26.04,27.92,64.02,4.914,168.2,896.0,30.3989,-98.6105,0.2018970251083374,0.13872892,88.62667926328085,12.266493604285852,50.44658643378335,88.62667926328085,12.266493604285852
2019-05-24,0.0,0.11,0.125,0.125,0.153,29.38,28.12,27.51,26.5,26.7,67.17,3.971,174.9,640.4,30.3989,-98.6105,0.1746236532926559,0.10012391,103.39813526505316,12.266493604285852,57.832314434669506,103.39813526505316,12.266493604285852
2019-05-25,0.0,0.108,0.122,0.121,0.149,29.1,27.82,27.17,26.49,26.35,71.69,3.518,177.0,517.2,,,,,,,,10.255556058131155,12.266493604285852
2019-05-26,0.0,0.107,0.12,0.118,0.145,30.57,28.45,27.36,26.49,26.77,67.34,3.902,176.4,810.0,,,,,,,,383.881196740521,12.266493604285852
2019-05-27,0.0,0.106,0.118,0.115,0.14,31.38,28.8,27.48,26.73,26.86,57.13,3.19,177.6,910.0,,,,,10.309339213699657,12.266493604285852,11.287916408992754,10.309339213699657,12.266493604285852
2019-05-28,0.0,0.103,0.116,0.113,0.136,29.27,28.13,27.68,27.1,25.85,67.99,3.52,192.1,626.6,,,,,,,,36.41480282293239,12.266493604285852
2019-05-29,0.0,0.107,0.116,0.112,0.131,31.55,29.08,27.75,26.9,28.44,60.89,3.587,195.4,933.0,,,,,,,,13.67516828861257,12.266493604285852
2019-05-30,0.0,0.117,0.113,0.111,0.129,28.65,27.67,27.26,27.16,25.4,76.26,1.68,88.9,385.2,,,,,,,,10.734300410545163,12.266493604285852
2019-05-31,0.0,0.116,0.113,0.109,0.126,29.05,27.58,26.61,26.57,24.8,79.25,2.372,35.24,462.2,,,,,,,,10.944556783958756,12.266493604285852
2019-06-01,0.0,0.114,0.113,0.109,0.123,31.77,29.16,27.64,26.7,28.18,63.1,1.891,183.6,872.0,,,,,,,,12.285211891414413,12.266493604285852
2019-06-02,0.0,0.11,0.113,0.108,0.121,32.17,29.71,28.29,27.22,28.52,57.23,1.247,199.1,815.0,,,,,,,,235.23721219966848,
2019-06-03,0.0,0.105,0.112,0.108,0.119,31.76,29.99,29.07,27.87,27.52,65.64,2.142,158.4,824.0,,,,,11.99588639830941,12.266493604285852,12.131190001297632,11.99588639830941,12.266493604285852
2019-06-04,0.761,0.105,0.109,0.106,0.118,27.52,28.04,28.5,28.22,22.76,96.2,1.079,305.5,91.1,,,,,660.2811922955881,12.266493604285852,336.273842949937,660.2811922955881,12.266493604285852
2019-06-05,0.0,0.121,0.111,0.106,0.116,31.59,28.76,27.28,27.06,28.54,68.02,2.053,8.84,931.0,,,,,11.20508564710426,12.266493604285852,11.735789625695055,11.20508564710426,12.266493604285852
2019-06-06,0.0,0.167,0.11,0.105,0.115,31.96,28.99,27.53,27.53,30.74,52.51,1.321,261.3,919.0,,,,,,,,10.957566774367857,12.266493604285852
2019-06-07,0.0,0.137,0.111,0.105,0.115,33.08,29.73,27.77,27.41,29.31,49.9,2.843,4.32,964.0,,,,,10.185844095987246,12.266493604285852,11.226168850136547,10.185844095987246,12.266493604285852
2019-06-08,0.0,0.121,0.111,0.106,0.113,33.98,30.55,28.62,27.91,31.16,44.49,1.5,115.5,965.0,,,,,9.181321176649456,12.266493604285852,10.723907390467655,9.181321176649456,12.266493604285852
2019-06-09,0.0,0.112,0.111,0.106,0.113,35.57,32.29,30.32,28.65,32.73,47.87,2.591,204.0,959.0,,,,,,,,91.96511495963776,
2019-06-10,0.0,0.235,0.194,0.157,0.112,27.47,27.11,27.39,28.53,22.21,72.32,2.688,21.58,830.0,30.3989,-98.6105,0.232560783624649,0.15992406,11.182427051947936,12.266493604285852,11.724460328116894,11.182427051947936,12.266493604285852
2019-06-11,0.0,0.217,0.181,0.157,0.111,26.39,25.9,25.86,27.37,22.36,68.98,0.735,188.9,362.2,30.3989,-98.6105,0.210354670882225,0.20305724,368.30893473680834,12.266493604285852,190.2877141705471,368.30893473680834,12.266493604285852
2019-06-12,0.0,0.219,0.183,0.157,0.111,28.51,26.12,24.47,25.83,25.89,63.16,1.639,55.97,765.2,,,,,9.49919425380501,12.266493604285852,10.882843929045432,9.49919425380501,12.266493604285852
2019-06-13,0.0,0.195,0.171,0.153,0.112,30.16,27.52,25.91,26.1,27.3,46.67,1.528,105.7,955.0,,,,,,,,172.345794492071,12.266493604285852
2019-06-14,0.0,0.168,0.161,0.147,0.112,31.16,28.49,26.88,26.65,28.01,57.86,3.149,192.5,954.0,,,,,,,,10.414391277263752,
2019-06-15,0.0,0.144,0.151,0.14,0.113,32.42,29.82,28.26,27.36,28.76,64.28,3.523,192.0,955.0,,,,,10.630189979431613,12.266493604285852,11.448341791858732,10.630189979431613,12.266493604285852
2019-06-16,0.0,0.126,0.14,0.133,0.113,29.44,28.96,28.76,28.15,26.05,76.6,2.472,190.1,292.8,,,,,11.983307621153168,,11.983307621153168,11.983307621153168,
2019-06-17,0.0,0.209,0.132,0.128,0.113,26.16,25.95,26.51,27.9,23.19,73.29,1.476,102.7,667.1,,,,,12.69585032558818,,12.69585032558818,12.69585032558818,
2019-06-18,0.0,0.236,0.132,0.125,0.113,27.68,26.35,26.34,27.2,25.64,67.95,0.975,190.5,966.0,,,,,487.5856711018569,12.266493604285852,249.9260823530714,487.5856711018569,12.266493604285852
2019-06-19,0.0,0.199,0.146,0.123,0.113,31.94,29.71,28.16,27.33,31.31,59.66,2.732,197.3,948.0,30.3989,-98.6105,0.2012203186750412,0.15813836,9.831228240765086,12.266493604285852,11.048860922525469,9.831228240765086,12.266493604285852
2019-06-20,0.0,0.163,0.141,0.121,0.113,33.26,30.78,29.2,28.12,30.06,74.62,2.701,201.6,928.0,,,,,24.70813090760799,12.266493604285852,18.48731225594692,24.70813090760799,12.266493604285852
2019-06-21,0.0,0.14,0.135,0.12,0.114,33.51,31.48,30.05,28.85,29.02,74.43,2.898,188.2,674.7,30.3989,-98.6105,,0.15035306,10.711158543704803,,10.711158543704803,10.711158543704803,
2019-06-22,0.0,0.123,0.127,0.117,0.114,29.01,28.9,29.11,29.08,25.96,79.98,3.805,176.3,525.4,,,,,318.7365065169108,12.266493604285852,165.50150006059835,318.7365065169108,12.266493604285852
2019-06-23,0.0,0.118,0.123,0.115,0.113,29.15,28.92,28.79,28.63,25.6,87.8,1.173,213.6,101.1,,,,,11.0288450831206,,11.0288450831206,11.0288450831206,
2019-06-24,0.0,0.116,0.12,0.113,0.113,30.88,29.75,29.07,28.39,23.69,79.07,4.445,148.7,862.0,,,,,,,,10.512876938726176,
2019-06-25,0.0,0.112,0.117,0.111,0.113,33.23,30.4,28.96,28.6,29.8,54.81,1.697,196.8,1006.0,,,,,,,,11.134156710087668,12.266493604285852
2019-06-26,0.0,0.234,0.125,0.109,0.113,29.98,28.61,28.43,28.94,25.91,82.8,1.681,155.9,582.4,,,,,,,,9.8563168475602,12.266493604285852
2019-06-27,0.0,0.189,0.128,0.109,0.113,31.17,29.31,28.06,28.2,28.94,57.72,2.026,207.6,864.0,30.3989,-98.6105,0.1905177682638168,0.14531271,10.7034508026475,12.266493604285852,11.484972203466675,10.7034508026475,12.266493604285852
2019-06-28,0.0,0.155,0.126,0.109,0.113,31.56,29.79,28.55,28.37,28.69,63.99,2.007,201.9,891.0,,,,,,,,10.450535797485,12.266493604285852
2019-06-29,0.0,0.132,0.121,0.109,0.113,33.21,30.55,28.99,28.7,30.37,45.35,1.255,240.1,958.0,,,,,43.94013783564307,12.266493604285852,28.103315719964463,43.94013783564307,12.266493604285852
2019-06-30,0.0,0.244,0.206,0.167,0.113,27.0,26.82,27.2,28.95,23.14,74.3,1.698,212.3,723.3,,,,,,,,9.855560569575536,12.266493604285852
2019-07-01,0.0,0.217,0.186,0.164,0.113,30.24,28.38,27.34,27.97,27.55,55.6,2.734,191.5,1000.0,,,,,467.94960129655607,,467.94960129655607,467.94960129655607,
2019-07-02,0.0,0.187,0.172,0.157,0.113,31.25,29.15,27.86,28.03,28.37,60.38,1.897,195.9,875.0,,,,,,,,11.556337053597716,
2019-07-03,0.0,0.162,0.162,0.151,0.113,32.72,30.36,28.97,28.5,28.64,67.56,2.443,188.1,917.0,,,,,11.64237494383765,12.266493604285852,11.95443427406175,11.64237494383765,12.266493604285852
2019-07-04,0.0,0.141,0.152,0.144,0.114,30.98,29.77,29.24,29.06,27.82,70.35,2.369,192.6,612.1,,,,,,,,485.1743674133968,
2019-07-05,0.0,0.128,0.142,0.138,0.114,33.66,31.18,29.73,29.07,28.83,62.55,2.868,188.3,973.0,,,,,,,,10.581359373401794,
2019-07-06,0.0,0.119,0.131,0.13,0.114,34.47,31.85,30.4,29.58,29.31,59.32,2.238,187.3,953.0,,,,,509.4266952775681,,509.4266952775681,509.4266952775681,
2019-07-07,0.0,0.113,0.122,0.123,0.114,34.47,32.17,30.96,30.08,29.63,59.2,1.792,208.4,957.0,,,,,10.08850822196618,12.266493604285852,11.177500913126016,10.08850822196618,12.266493604285852
