Date,Ppt,Srad,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Tair,RH,Windspeed,Winddirection,Sat_SM_AMSR,distance_AMSR,Sat_SM_SMAP,distance_SMAP
2017-01-01,0.0,3695.92,0.10454166666666666,0.112,0.13312500000000002,0.08700000000000001,14.742916666666666,14.907499999999999,14.93125,15.457500000000001,15.223416666666667,70.86041666666667,1.2685833333333332,207.01666666666665,0.1619357,9.62729105099041,,
2017-01-02,0.0,4117.73,0.14008333333333334,0.14075000000000001,0.14875,0.08700000000000001,15.022916666666667,15.303333333333335,15.493333333333332,15.868333333333332,13.799041666666668,71.69666666666667,2.534708333333333,260.1958333333333,0.17970578,9.789345820225742,,
2017-01-03,0.0,3939.0099999999998,0.132375,0.13379166666666667,0.14520833333333333,0.08700000000000001,12.829583333333334,13.262083333333335,13.801250000000001,15.407083333333333,11.633375000000001,54.465,1.3851666666666667,258.01,0.13893537,8.682585543352946,,
2017-01-04,0.0,2450.89,0.12474999999999999,0.12708333333333333,0.14145833333333332,0.08700000000000001,10.598333333333333,11.185,12.135,14.568333333333333,4.038791666666667,66.23375,1.5059583333333333,163.84833333333333,0.14114188,232.60435841342,,
2017-01-05,0.0,4000.73,0.12108333333333332,0.12374999999999999,0.13933333333333334,0.08700000000000001,10.345416666666667,10.761249999999999,11.263333333333334,13.43125,7.287708333333334,67.96333333333334,2.813041666666667,193.07000000000002,0.13733369,7.819751169946877,,
2017-01-06,0.0,1223.53,0.11625,0.12004166666666666,0.13712500000000002,0.08700000000000001,6.700833333333333,7.5562499999999995,9.11875,12.756666666666666,-4.352541666666666,63.58833333333333,3.0410833333333334,191.77958333333333,0.09861715,653.6666151760528,,
2017-01-07,0.0,4375.37,0.11141666666666666,0.11745833333333333,0.13491666666666668,0.08654166666666667,3.7291666666666665,4.51875,5.824166666666667,10.49375,-4.595958333333333,58.28333333333333,1.5959166666666667,237.7325,0.16372634,8.72095525918622,,
2017-01-08,0.0,4175.43,0.11079166666666666,0.11616666666666668,0.13391666666666668,0.08600000000000001,4.04625,4.57125,5.450833333333333,9.191666666666666,0.626375,50.062916666666666,2.1169583333333333,218.0583333333333,0.1639215,8.948119171720379,,
2017-01-09,0.0,4107.93,0.11191666666666666,0.1165,0.134375,0.08600000000000001,7.960416666666667,8.010416666666666,7.884583333333333,9.231250000000001,11.964916666666667,67.02583333333332,3.841125,205.45416666666665,0.15647669,7.016946291639414,,
2017-01-10,0.0,3725.43,0.11254166666666666,0.11645833333333333,0.13470833333333335,0.08600000000000001,12.290833333333333,12.177083333333334,11.602916666666667,10.876249999999999,16.492916666666666,68.60541666666667,3.6752083333333334,210.45416666666665,0.14869577,93.31454287835224,,
2017-01-11,0.0,4071.16,0.11170833333333334,0.116375,0.13479166666666667,0.08600000000000001,13.985416666666666,13.92,13.4775,12.560833333333333,18.605416666666667,70.02708333333334,4.216291666666667,194.63333333333333,0.14312874,8.749946928399824,,
2017-01-12,0.0,1903.07,0.111375,0.11616666666666668,0.135,0.08695833333333332,15.835,15.697083333333333,15.28125,13.982083333333334,19.14625,75.27166666666666,2.9023749999999997,179.34583333333333,0.16816747,9.64769109973545,,
2017-01-13,0.0,2318.5099999999998,0.112875,0.11633333333333334,0.135,0.08700000000000001,17.430833333333332,17.26875,16.721666666666668,15.136666666666665,19.64125,78.60875,2.0363333333333333,133.45666666666668,0.093517184,329.0965048741649,,
2017-01-14,0.0,924.02,0.11558333333333333,0.11579166666666667,0.13412500000000002,0.086625,15.296666666666667,15.541666666666666,15.830833333333333,15.794166666666667,10.498333333333333,97.61666666666667,1.0395,65.46625,0.13881062,8.516071782993626,,
2017-01-15,0.0,1028.22,0.12754166666666666,0.12204166666666667,0.13704166666666667,0.08600000000000001,14.900833333333333,14.970833333333333,14.993333333333332,15.299999999999999,14.54875,94.91250000000001,2.083875,130.3175,0.13685927,183.30171708811423,,
2017-01-16,0.0,3326.38,0.15512499999999999,0.15658333333333332,0.17200000000000001,0.08841666666666666,15.049999999999999,15.199583333333335,15.232083333333334,15.33,13.145416666666668,77.94791666666667,0.8330416666666668,272.15416666666664,0.19912769,8.479869229621439,,
