Date,Ppt,Srad,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Tair,RH,Windspeed,Winddirection,Sat_SM_AMSR,distance_AMSR,Sat_SM_SMAP,distance_SMAP
2017-01-01,0.0,3735.28,0.2125,0.19945833333333332,0.25104166666666666,0.45508333333333334,15.339583333333332,15.195,15.241666666666667,16.12,14.964875,76.04791666666667,0.7885833333333333,215.7933823561236,0.17092115,10.24744843003442,,
2017-01-02,2.792,4058.4900000000002,0.21083333333333332,0.19708333333333336,0.24979166666666666,0.4546666666666667,15.84125,15.719166666666666,15.759166666666667,16.216666666666665,14.499666666666668,72.23333333333333,1.2235416666666667,279.9758925192537,0.19209906,10.26723335896393,,
2017-01-03,0.0,3887.83,0.20904166666666665,0.19491666666666665,0.24758333333333335,0.4540416666666667,14.248750000000001,14.305416666666666,14.782083333333333,16.1875,10.918958333333334,62.944583333333334,0.928875,335.9598253548017,0.13634436,9.821157349118664,,
2017-01-04,0.0,2261.68,0.20616666666666664,0.19229166666666667,0.24520833333333333,0.4527083333333333,12.480416666666665,12.811666666666667,13.735833333333334,15.865416666666667,4.594291666666667,68.77666666666666,1.0599166666666666,20.57460392967448,0.14114188,225.98512272736392,,
2017-01-05,0.0,2821.79,0.20445833333333333,0.1905,0.24341666666666664,0.451,12.045416666666666,12.13125,12.781666666666666,15.276666666666666,7.330958333333334,75.00500000000001,1.8060416666666665,329.6318472204612,0.14437358,10.774508749085047,,
2017-01-06,0.0,1050.23,0.2014166666666667,0.1875416666666667,0.24120833333333333,0.449,9.392916666666666,10.021666666666667,11.46,14.794166666666667,-3.2690416666666664,63.21875,2.43525,6.921997094981862,0.09861715,674.4062593192535,,
2017-01-07,0.0,4326.73,0.19866666666666669,0.18499999999999997,0.238,0.44616666666666666,7.5370833333333325,7.9525,9.260416666666666,13.766666666666666,-3.4705,55.56125,0.997,355.22248858547147,0.1666835,10.631381776176536,,
2017-01-08,0.0,4239.29,0.19633333333333333,0.18299999999999997,0.236375,0.44316666666666665,7.040416666666666,7.3975,8.450416666666667,12.792916666666668,-0.14616666666666678,56.309583333333336,1.6992083333333332,216.13593877322327,0.18169822,10.679432197005466,,
2017-01-09,0.0,3475.22,0.19545833333333332,0.18237499999999998,0.23650000000000002,0.44120833333333337,9.537916666666666,9.426666666666668,9.619583333333333,12.259583333333333,11.492624999999999,72.40166666666666,2.64125,222.3444930068869,0.14892812,9.166677059689729,,
2017-01-10,0.0,3795.6,0.1945416666666667,0.18220833333333333,0.23775,0.44129166666666664,12.60375,12.215000000000002,11.854583333333332,12.556666666666667,16.592499999999998,70.34083333333334,2.5576666666666665,208.9797949839891,0.14995521,110.42850983140298,,
2017-01-11,0.0,3836.2200000000003,0.19183333333333333,0.18054166666666668,0.2380833333333333,0.44295833333333334,13.908333333333333,13.558333333333332,13.207916666666668,13.233333333333334,18.015416666666667,76.09458333333333,2.376708333333333,185.1564523654191,0.14222564,9.367002847938725,,
2017-01-12,0.0,2070.85,0.18987500000000002,0.17899999999999996,0.2380833333333333,0.44445833333333334,15.709166666666667,15.315,14.759583333333333,13.954166666666666,20.11583333333333,75.15041666666666,3.17625,172.80097973652926,0.16433999,9.713912279471074,,
2017-01-13,0.0,2856.93,0.18862500000000001,0.17783333333333332,0.23854166666666665,0.44604166666666667,17.399583333333336,16.930416666666666,16.21125,14.76375,20.920833333333334,76.66166666666668,2.5432916666666667,153.9909530016388,0.093517184,337.51393051795026,,
2017-01-14,0.0,905.07,0.18620833333333334,0.17533333333333334,0.237375,0.4477083333333334,16.1275,16.089583333333334,16.125833333333333,15.4825,12.000416666666666,98.625,1.5008333333333335,63.29899913817377,0.14225268,9.08007468887767,,
2017-01-15,13.963000000000001,1200.68,0.18925,0.17683333333333331,0.2363333333333333,0.4479583333333333,15.729583333333332,15.593333333333334,15.551666666666668,15.604999999999999,15.249166666666667,95.05375,1.9712916666666667,104.53308634083658,0.13685927,167.53061779925054,,
2017-01-16,0.252,3083.6600000000003,0.239,0.22604166666666667,0.264625,0.4495416666666667,16.1525,16.006249999999998,15.870416666666666,15.707916666666668,14.993333333333334,75.05791666666666,0.44254166666666667,349.51948642848237,0.20580314,10.246576794770291,,
2017-01-17,6.859,703.85,0.24083333333333332,0.22841666666666668,0.26833333333333337,0.45104166666666673,15.212916666666667,15.292083333333332,15.607083333333334,15.876666666666667,11.049333333333335,83.75083333333333,2.028958333333333,42.14723299482131,0.03913555,463.6001317125033,,
2017-01-18,10.161,1309.15,0.28341666666666665,0.264375,0.32775000000000004,0.466375,13.65,13.745833333333332,14.179583333333333,15.5875,9.427791666666666,92.97083333333335,0.5935,352.06229614307887,0.17387775,9.81255046741784,,
