Date,Ppt,SWC_5,SWC_10,SWC_20,T_5,T_10,T_20,Tair,RH,Windspeed,Winddirection,Srad,Latitude,Longitude,SWC_50,T_50,Sat_SM_SMAP,Sat_SM_AMSR,distance_AMSR,distance_SMAP
2016-03-10,2.29,0.307,0.351,0.37,14.78,14.94,16.12,13.13,99.6,1.539,0.91,62.6,30.46,-98.9407,0.435568889613652,18.763218586094524,,,,
2016-03-11,3.81,0.31,0.352,0.368,14.7,14.66,15.24,14.02,99.8,0.44,29.22,61.27,30.46,-98.9407,0.4226980429699587,17.49068497596761,,,,
2016-03-12,0.0,0.282,0.327,0.33,15.57,14.72,15.15,13.49,82.0,0.784,304.0,413.27,30.46,-98.9407,0.3769041474299648,18.16773394513433,,,,
2016-03-13,0.0,0.271,0.314,0.315,16.71,15.37,15.76,23.05,23.13,1.766,281.2,871.71,30.46,-98.9407,0.3680055384466847,19.842939204880963,,,,
2016-03-14,0.0,0.255,0.301,0.304,17.61,15.58,15.87,29.77,16.23,1.21,223.4,877.95,30.46,-98.9407,0.3550370046542497,20.4663467371206,,,,
2016-03-15,0.0,0.248,0.294,0.295,19.62,17.74,17.1,28.22,20.16,2.355,305.9,846.32,30.46,-98.9407,0.3452056688714116,19.815886266699863,,,,
2016-03-16,0.0,0.24,0.287,0.287,18.84,17.18,17.52,24.47,33.04,2.253,133.0,849.34,,,0.1707057723766337,21.839219923726663,,,,
2016-03-17,0.0,0.239,0.286,0.282,21.0,19.77,18.81,23.62,54.58,0.757,163.3,550.3,,,0.1679851856293633,19.7813178003474,,,,
2016-03-18,0.0,0.237,0.283,0.277,22.29,20.72,19.35,26.06,49.71,0.763,194.8,719.61,,,0.1652408140190223,20.138588969204378,,,,
2016-03-19,0.0,0.229,0.276,0.272,16.74,16.28,18.4,11.04,49.13,2.696,6.86,833.63,,,0.1627510843130503,23.70374179161983,,,,
2016-03-20,0.0,0.224,0.27,0.267,14.33,13.45,16.5,13.02,27.81,1.508,341.5,893.65,,,0.1600843647695446,24.50626347065877,,,,
2016-03-21,0.0,0.221,0.266,0.263,14.22,13.11,15.71,16.2,27.71,2.641,199.9,919.04,30.46,-98.9407,0.3065702637482133,22.960189405006417,,,,
2016-03-22,0.0,0.219,0.264,0.259,16.04,14.66,15.98,19.39,47.43,5.516,185.3,912.58,30.46,-98.9407,0.3070987900067798,21.15511458554562,,,,
2016-03-23,0.0,0.219,0.262,0.257,19.97,18.2,17.47,24.13,48.56,3.975,189.8,892.79,30.46,-98.9407,0.3024685703820715,19.91157835280705,,,,
2016-03-24,0.0,0.212,0.256,0.254,17.52,16.67,18.29,14.16,36.81,2.206,333.1,923.56,,,0.1531548112653609,23.40207086340926,,,,
2016-03-25,0.0,0.206,0.251,0.249,16.63,15.39,17.17,19.59,24.26,2.371,163.4,907.85,30.46,-98.9407,0.2920329390770355,23.192017226173164,,,,
2016-03-26,0.0,0.204,0.248,0.246,19.37,17.66,17.56,22.16,44.98,1.787,188.5,731.66,,,0.1489675302123105,21.150330446181417,,,,
2016-03-27,0.0,0.2,0.244,0.244,18.79,17.99,18.65,15.47,52.17,2.438,333.1,902.47,,,0.1479724779936048,21.847880903899284,,,,
2016-03-28,0.0,0.194,0.239,0.24,18.04,16.46,17.78,19.96,35.92,1.319,107.4,884.62,30.46,-98.9407,0.2811762037698813,23.38835167731452,,,,
2016-03-29,0.0,0.191,0.237,0.237,18.0,17.74,18.44,17.96,81.2,2.257,154.7,211.69,,,0.1444597128874409,20.726803892165467,,,,
2016-03-30,0.0,0.192,0.237,0.236,20.36,19.48,18.63,23.37,73.83,3.347,191.1,556.76,,,0.1438348658259035,19.17152228442357,,,,
2016-03-31,0.0,0.186,0.231,0.233,21.51,19.98,19.41,23.72,19.51,1.583,351.6,922.05,,,0.142342287497845,21.6054197767473,,,,
2016-04-01,0.0,0.178,0.224,0.23,16.95,17.35,19.46,10.85,83.4,1.721,40.28,239.23,,,0.1409511460996925,23.035869192475925,,,,
2016-04-02,0.0,0.177,0.222,0.226,14.78,13.38,16.22,16.7,39.68,1.055,314.6,934.53,,,0.1387301846209828,24.833136147179577,,,,
2016-04-03,0.0,0.177,0.221,0.224,17.37,15.23,16.45,22.5,19.89,1.224,191.1,939.69,,,0.1375819274278141,23.407363540313273,,,,
2016-04-04,0.0,0.176,0.218,0.222,19.74,17.44,17.59,25.41,31.25,1.304,219.8,929.15,30.46,-98.9407,0.2646575961273285,22.08114394092229,,,,
2016-04-05,0.0,0.173,0.214,0.22,21.25,19.12,18.87,25.52,26.24,2.628,182.4,943.78,,,0.1353392802452415,22.83288928204544,,,,
2016-04-06,0.0,0.169,0.209,0.218,21.28,19.74,19.48,21.7,26.48,2.419,7.98,913.45,,,0.1342945591411867,22.263407308829887,,,,
2016-04-07,0.0,0.164,0.202,0.214,21.4,19.27,19.23,26.45,17.59,1.854,206.9,883.76,30.46,-98.9407,0.2708984954567661,22.94753025034396,,,,
2016-04-08,0.0,0.159,0.196,0.211,21.16,19.94,19.9,21.96,25.74,1.734,121.2,478.02,30.46,-98.9407,0.2720698996079171,22.24179921810537,,,,
2016-04-09,0.0,0.156,0.193,0.206,18.78,18.69,19.6,19.12,62.21,1.572,174.0,259.66,30.46,-98.9407,0.2586017567653407,22.08767206435573,,,,
2016-04-10,0.0,0.156,0.192,0.203,21.93,20.25,19.51,22.19,69.67,3.798,184.0,272.36,30.46,-98.9407,0.2640405100213279,20.557525916313693,,,,
2016-04-11,0.0,0.155,0.19,0.2,24.74,22.25,20.2,28.72,28.88,1.391,310.3,922.48,30.46,-98.9407,0.2515324010872604,21.17670908517329,,,,
2016-04-12,0.0,0.148,0.184,0.197,21.21,21.26,21.42,15.76,83.8,1.231,21.13,143.26,30.46,-98.9407,0.2496188825119532,22.37584774627004,,,,
2016-04-13,0.0,0.176,0.184,0.195,18.33,18.25,19.37,15.03,98.0,0.455,10.22,136.35,30.46,-98.9407,0.2740530171083009,22.29936445446032,,,,
2016-04-14,0.0,0.175,0.187,0.195,20.52,18.9,18.9,18.81,70.87,1.003,355.5,940.77,30.46,-98.9407,0.2628731571804934,22.404165834836704,,,,
2016-04-15,0.0,0.172,0.189,0.194,21.09,19.28,19.42,21.5,60.85,2.212,160.2,940.34,30.46,-98.9407,0.2627603089214467,23.25233768056393,,,,
2016-04-16,0.0,0.168,0.19,0.193,19.62,19.5,20.28,19.9,86.5,3.06,152.6,329.58,30.46,-98.9407,0.2563263663199713,22.562872469698164,,,,
2016-04-17,0.0,0.169,0.192,0.193,22.3,21.12,20.33,23.41,73.29,0.888,330.5,598.49,30.46,-98.9407,0.2447819181474173,21.7105241340326,,,,
2016-04-18,0.0,0.284,0.319,0.241,19.63,19.24,19.95,17.33,98.3,0.81,42.66,229.97,,,0.1437033176923421,22.34625019602436,,,,
2016-04-19,0.0,0.264,0.302,0.252,21.37,19.91,19.59,21.36,77.92,0.685,62.48,532.02,30.46,-98.9407,0.264247857847927,22.46921147481333,,,,
2016-04-20,0.0,0.286,0.326,0.285,22.45,20.4,19.86,23.68,57.76,0.722,137.5,934.53,30.46,-98.9407,0.3070686323190159,23.28418155937362,,,,
2016-04-21,0.0,0.294,0.334,0.332,21.29,19.19,19.13,22.16,72.81,1.284,341.0,937.97,30.46,-98.9407,0.3881371541234415,22.65652101766005,,,,
2016-04-22,0.0,0.269,0.305,0.298,22.26,20.24,20.23,24.03,45.99,1.292,13.07,968.09,,,0.1754510136847251,24.297671729943676,,,,
2016-04-23,0.0,0.249,0.288,0.285,22.38,20.47,20.45,24.66,45.01,1.892,173.7,970.67,30.46,-98.9407,0.3408759826458585,23.978827223804103,,,,
2016-04-24,0.0,0.24,0.28,0.275,22.22,20.79,20.86,23.2,60.33,2.783,176.8,642.81,30.46,-98.9407,0.3297734646113568,23.481162442781223,,,,
2016-04-25,0.0,0.234,0.272,0.268,25.73,23.29,21.57,27.93,58.74,2.519,183.9,945.07,30.46,-98.9407,0.3226951393559574,22.74507850610496,,,,
2016-04-26,0.0,0.223,0.26,0.261,26.34,24.22,22.83,26.45,59.82,3.619,178.9,937.54,30.46,-98.9407,0.3238522588810042,23.88304680107899,,,,
2016-04-27,0.0,0.275,0.3,0.265,23.59,22.11,22.29,26.22,25.36,0.915,305.1,981.86,30.46,-98.9407,0.3094460311018956,26.049456175521417,,,,
2016-04-28,0.0,0.245,0.279,0.261,23.5,21.85,21.82,25.18,57.76,3.232,153.0,960.99,30.46,-98.9407,0.3118676509574101,24.96323542653539,,,,
2016-04-29,0.0,0.237,0.271,0.257,25.41,23.92,22.8,26.97,64.73,3.099,190.7,569.88,,,0.1536589043166372,23.55825238325124,,,,
2016-04-30,0.0,0.227,0.26,0.252,25.15,23.27,22.96,23.86,45.39,0.664,23.19,964.43,,,0.1511216048845239,25.935126216257448,,,,
2016-05-01,0.0,0.217,0.251,0.247,23.23,22.79,23.16,19.14,72.94,1.837,32.28,291.93,,,0.1486836432231088,24.69533256689365,,,,
2016-05-02,0.509,0.211,0.246,0.242,17.92,19.21,21.87,10.28,93.8,1.957,322.9,164.47,,,0.1461421454725799,24.567856786600743,,,,
2016-05-03,0.0,0.21,0.242,0.238,20.46,18.37,19.3,20.2,46.1,1.254,22.94,983.79,,,0.1438218462231719,25.339126228298387,,,,
2016-05-04,0.0,0.206,0.236,0.235,23.39,21.05,20.64,25.11,36.02,1.937,318.1,988.96,30.46,-98.9407,0.2940006169947935,23.924145883209576,,,,
2016-05-05,0.0,0.199,0.228,0.231,24.66,22.26,21.56,28.11,26.11,0.718,90.6,914.09,30.46,-98.9407,0.2951214988707278,24.553192480871644,,,,
2016-05-06,0.0,0.191,0.219,0.227,25.65,23.43,22.41,26.63,34.49,2.001,165.4,975.19,,,0.1380727314120587,24.75394840153005,,,,
2016-05-07,0.0,0.182,0.209,0.223,25.8,23.79,22.98,25.56,41.19,3.154,170.8,868.91,30.46,-98.9407,0.3019035319998018,24.746100956453237,,,,
2016-05-08,0.0,0.176,0.205,0.219,22.28,22.52,22.95,19.63,85.7,5.02,164.2,291.07,,,0.1341163074003066,23.350493529464114,,,,
2016-05-09,0.0,0.174,0.201,0.216,26.27,23.71,22.09,28.92,40.85,1.091,220.5,970.67,30.46,-98.9407,0.2855486756745868,23.590132058410347,,,,
2016-05-10,0.0,0.167,0.195,0.212,28.64,26.11,23.79,32.43,39.47,2.639,185.8,945.93,30.46,-98.9407,0.2880888983580192,23.80521867820283,,,,
2016-05-11,0.0,0.16,0.188,0.209,28.0,25.91,24.52,29.07,53.7,2.774,194.2,933.67,30.46,-98.9407,0.2871804546718408,25.332820384962417,,,,
2016-05-12,0.0,0.155,0.185,0.206,26.68,25.35,24.93,24.46,59.45,1.509,127.1,693.8,30.46,-98.9407,0.2790974112683422,26.339956368073103,,,,
2016-05-13,0.0,0.152,0.182,0.202,28.68,26.66,25.07,27.54,56.34,1.677,140.5,779.42,30.46,-98.9407,0.2744014781019075,25.40341875392352,,,,
2016-05-14,0.0,0.147,0.179,0.199,24.84,24.77,25.04,21.99,78.23,0.951,333.9,142.24,30.46,-98.9407,0.2633510754492896,25.52892357799186,,,,
2016-05-15,0.0,0.145,0.177,0.195,24.04,23.32,23.71,18.9,79.16,0.51,86.1,174.69,30.46,-98.9407,0.259118737731093,25.35149030465442,,,,
2016-05-16,0.0,0.144,0.176,0.193,24.55,23.24,22.95,23.12,71.05,2.284,177.0,241.16,30.46,-98.9407,0.2608486370095839,24.01421473348762,,,,
2016-05-17,0.0,0.143,0.175,0.191,24.43,23.57,23.48,24.1,69.47,1.296,87.3,164.25,30.46,-98.9407,0.2560513354090936,24.51782704493712,,,,
2016-05-18,0.0,0.271,0.214,0.193,22.35,21.94,22.88,16.51,88.8,1.065,19.54,118.45,30.46,-98.9407,0.3345145308826041,25.82802662383915,,,,
2016-05-19,0.0,0.303,0.331,0.302,18.68,18.27,20.39,18.69,82.1,1.045,90.0,308.71,30.46,-98.9407,0.3540529466292952,25.26686419995121,,,,
2016-05-20,0.0,0.273,0.305,0.279,23.21,21.75,21.37,22.55,64.97,0.574,95.3,518.68,30.46,-98.9407,0.3237248596738453,23.659085759716618,,,,
2016-05-21,0.0,0.256,0.293,0.266,25.03,23.47,22.68,26.62,69.94,2.21,157.4,723.27,30.46,-98.9407,0.305217174188833,24.335216838213228,,,,
2016-05-22,0.0,0.247,0.285,0.257,25.95,24.8,23.87,25.97,71.56,1.597,140.6,454.57,30.46,-98.9407,0.2933466922806076,24.54268035917721,,,,
2016-05-23,0.0,0.242,0.279,0.251,24.97,24.04,23.61,25.04,77.82,2.26,159.0,294.08,,,0.1503827259378337,24.52610702279709,,,,
2016-05-24,0.0,0.239,0.274,0.246,25.53,24.47,23.69,26.29,72.91,2.884,167.4,397.78,,,0.1476145694644219,24.189651254131196,,,,
2016-05-25,0.0,0.236,0.272,0.243,24.27,24.15,23.8,24.45,87.7,1.698,181.5,74.56,30.46,-98.9407,0.2772120684470387,23.927146256408548,,,,
2016-05-26,0.0,0.234,0.268,0.24,25.09,24.37,23.86,28.09,62.73,3.765,179.1,769.31,,,0.1443985557670065,24.21087054968171,,,,
2016-05-27,0.0,0.23,0.263,0.237,27.91,26.13,24.74,26.01,71.76,1.384,49.7,658.73,30.46,-98.9407,0.2782053578798269,25.52331553131222,,,,
2016-05-28,0.0,0.225,0.258,0.233,28.81,26.64,25.08,28.27,64.05,4.176,178.8,977.55,30.46,-98.9407,0.2808923911170282,25.927650127794152,,,,
2016-05-29,0.0,0.284,0.258,0.23,25.02,24.09,25.2,28.2,46.54,3.391,175.3,954.75,30.46,-98.9407,0.3442477873954921,29.385964181377005,,,,
2016-05-30,0.0,0.298,0.331,0.319,25.36,23.3,23.22,27.39,49.55,0.947,154.4,947.01,30.46,-98.9407,0.3832451618503576,26.55524906107229,,,,
2016-05-31,2.54,0.275,0.308,0.294,26.87,25.89,24.71,23.79,87.1,1.59,169.0,201.15,,,0.1729495262793678,24.21452909744517,,,,
2016-06-01,0.0,0.291,0.325,0.312,25.8,24.46,23.58,26.72,61.99,1.032,359.5,442.09,30.46,-98.9407,0.3709888430548851,24.20525042669152,,,,
2016-06-02,0.0,0.304,0.338,0.34,22.94,22.18,22.73,22.23,74.01,1.482,326.8,421.23,30.46,-98.9407,0.4145564789845792,24.818476284087296,,,,
2016-06-03,0.0,0.288,0.322,0.316,24.67,23.37,23.29,23.94,66.79,0.616,218.8,541.48,,,0.1847471742611119,25.578589130134663,,,,
2016-06-04,0.0,0.284,0.318,0.307,26.03,24.33,23.54,25.2,64.12,1.737,352.4,508.14,30.46,-98.9407,0.3693765901407282,24.56814652625729,,,,
2016-06-05,0.0,0.266,0.304,0.296,25.93,24.35,23.78,26.91,40.75,2.164,358.3,853.85,30.46,-98.9407,0.3544241486889277,25.50764943462809,,,,
2016-06-06,0.0,0.255,0.294,0.287,26.04,23.98,23.67,27.05,43.15,1.38,337.6,986.8,,,0.1699201609596636,26.909416074628812,,,,
2016-06-07,0.0,0.249,0.288,0.28,27.69,25.41,24.44,28.98,33.85,0.663,57.36,970.89,30.46,-98.9407,0.3356979386552829,26.65304280290832,,,,
2016-06-08,0.0,0.245,0.284,0.274,29.51,27.51,25.67,29.11,49.85,1.684,163.4,695.95,30.46,-98.9407,0.3294449922516307,25.594828349846463,,,,
2016-06-09,0.0,0.239,0.278,0.268,30.04,27.87,26.2,30.01,47.14,1.997,165.9,910.43,30.46,-98.9407,0.3231353351978399,26.730874194116492,,,,
2016-06-10,0.0,0.234,0.272,0.263,30.52,28.43,26.78,29.53,54.65,1.966,173.5,935.82,30.46,-98.9407,0.3183998288541332,27.213549448161643,,,,
2016-06-11,0.0,0.228,0.266,0.258,31.12,29.09,27.4,30.1,52.45,2.633,184.1,926.35,30.46,-98.9407,0.31613899878365,27.54539589551672,,,,
2016-06-12,0.0,0.223,0.261,0.253,30.93,29.57,27.99,29.4,60.0,3.142,172.3,623.66,,,0.1520227795542932,27.13012474076513,,,,
2016-06-13,0.0,0.218,0.255,0.248,30.91,29.24,27.79,30.33,56.38,1.834,193.6,584.94,30.46,-98.9407,0.3060511327199897,27.538480393858265,,,,
2016-06-14,0.0,0.21,0.25,0.245,29.16,28.84,28.43,26.83,72.89,1.598,176.7,288.06,30.46,-98.9407,0.2985458261537275,28.09966697421544,,,,
2016-06-15,0.0,0.205,0.244,0.24,32.01,29.91,28.06,32.61,40.35,2.549,184.8,956.26,30.46,-98.9407,0.2981668752674764,28.01166163694694,,,,
2016-06-16,0.0,0.196,0.236,0.236,32.2,30.3,28.71,32.24,46.8,3.025,182.8,949.8,,,0.143482985310044,28.765825996608644,,,,
2016-06-17,0.0,0.186,0.227,0.231,32.31,30.35,28.92,32.49,42.21,1.704,189.6,957.98,30.46,-98.9407,0.2892304668173047,29.28130155384656,,,,
2016-06-18,0.0,0.178,0.219,0.227,32.88,30.89,29.27,31.61,50.46,1.087,129.2,935.82,,,0.1390549192112175,29.381631550044087,,,,
2016-06-19,0.0,0.17,0.211,0.222,32.96,31.16,29.6,30.22,47.62,1.476,175.4,857.08,30.46,-98.9407,0.2835828033968681,29.35839700717338,,,,
2016-06-20,0.0,0.164,0.205,0.218,32.03,30.12,29.14,31.25,44.91,1.729,180.8,932.81,30.46,-98.9407,0.281227740281043,29.971138219398824,,,,
2016-06-21,0.0,0.159,0.199,0.213,32.68,30.56,29.15,32.14,39.67,1.343,194.8,934.96,30.46,-98.9407,0.2764326315787642,29.567276556876152,,,,
2016-06-22,0.0,0.153,0.194,0.209,32.92,30.84,29.5,31.36,48.43,2.525,181.7,958.19,30.46,-98.9407,0.2744704207285764,29.80521636565794,,,,
2016-06-23,0.0,0.148,0.189,0.204,32.59,30.55,29.57,30.82,40.65,2.445,175.6,959.7,30.46,-98.9407,0.2697194953114277,30.406481939359367,,,,
2016-06-24,0.0,0.144,0.184,0.199,32.36,30.56,29.68,30.89,45.82,2.429,163.7,944.64,30.46,-98.9407,0.264076902476301,30.45125547756635,,,,
2016-06-25,0.0,0.14,0.181,0.195,31.7,30.4,29.62,27.35,66.97,2.822,166.1,252.99,30.46,-98.9407,0.2614522506852061,29.021294942462877,,,,
2016-06-26,0.0,0.139,0.179,0.191,30.24,28.94,28.36,28.97,51.91,2.544,166.0,805.66,30.46,-98.9407,0.2502242483901788,29.167878952719207,,,,
2016-06-27,0.0,0.138,0.177,0.187,32.37,30.14,28.67,30.63,43.32,1.426,165.4,743.71,30.46,-98.9407,0.2456752581139305,28.941843473670644,,,,
2016-06-28,4.06,0.135,0.173,0.184,31.83,30.59,29.34,23.44,89.4,1.159,210.5,117.35,30.46,-98.9407,0.2271883456448478,28.1476195400665,,,,
2016-06-29,0.0,0.266,0.29,0.229,28.93,27.13,26.98,29.45,53.06,0.889,341.4,796.41,,,0.1370313425075968,29.70028504280721,,,,
2016-06-30,0.0,0.237,0.267,0.226,29.92,27.91,27.51,31.18,43.22,0.757,357.4,900.54,,,0.1364321100040378,30.10373218570467,,,,
2016-07-01,0.0,0.225,0.254,0.222,30.73,28.63,27.9,31.77,43.7,1.512,158.3,961.85,,,0.1344958727703911,30.008811942815395,,,,
2016-07-02,0.0,0.215,0.245,0.218,31.26,29.34,28.51,31.61,47.22,2.904,182.9,945.71,,,0.1326072052628858,30.036199269503367,,,,
2016-07-03,0.0,0.208,0.238,0.214,31.97,30.11,29.14,30.51,57.87,3.602,185.3,920.76,,,0.130591216803196,30.23087930938564,,,,
2016-07-04,0.0,0.202,0.232,0.209,32.32,30.52,29.41,32.36,54.08,2.694,169.2,862.24,30.46,-98.9407,0.2605560095068284,30.126822870379957,,,,
2016-07-05,0.0,0.195,0.226,0.205,32.6,30.65,29.39,33.09,42.88,2.697,183.2,931.95,,,0.1260337305929773,30.084371449708275,,,,
2016-07-06,0.0,0.188,0.219,0.201,33.02,31.16,29.92,31.98,46.07,3.604,177.5,956.9,30.46,-98.9407,0.2569664640030247,30.421305469953552,,,,
2016-07-07,0.0,0.179,0.21,0.196,32.87,31.03,30.02,32.07,45.72,3.104,188.6,957.12,,,0.1215042275642448,30.91096610738175,,,,
2016-07-08,0.0,0.17,0.202,0.191,32.71,30.92,30.13,32.11,46.64,3.033,178.9,952.17,30.46,-98.9407,0.2478110147787688,31.207466295261383,,,,
2016-07-09,0.0,0.162,0.195,0.187,32.68,31.09,30.18,29.64,63.32,1.969,192.5,515.88,30.46,-98.9407,0.2420831289822729,30.304233945696524,,,,
2016-07-10,0.0,0.155,0.189,0.182,33.47,31.48,30.29,31.63,54.72,2.487,179.5,925.49,30.46,-98.9407,0.2355843163070368,30.875977509300355,,,,
2016-07-11,0.0,0.149,0.182,0.178,33.17,31.32,30.48,31.58,42.82,3.266,181.3,933.67,,,0.1124927912329212,31.659540386564135,,,,
2016-07-12,0.0,0.143,0.176,0.173,32.77,30.82,30.28,30.95,48.2,3.703,183.9,952.17,,,0.1099016245970431,32.22376833508228,,,,
2016-07-13,0.0,0.139,0.171,0.169,33.31,31.17,30.36,32.95,37.31,3.741,180.6,952.17,,,0.1077583151851688,32.14788758068265,,,,
2016-07-14,0.0,0.134,0.166,0.166,33.69,31.42,30.56,32.67,43.9,2.779,182.9,951.74,,,0.1062398528348318,32.477172652512095,,,,
2016-07-15,0.0,0.13,0.161,0.162,34.04,31.68,30.82,32.97,40.52,1.923,185.4,932.16,30.46,-98.9407,0.2233688722284448,32.1746402001524,,,,
2016-07-16,0.0,0.126,0.156,0.159,33.17,31.02,30.78,32.37,36.06,2.394,182.3,933.88,30.46,-98.9407,0.224593315337497,32.8346629468233,,,,
2016-07-17,0.0,0.123,0.152,0.156,33.58,31.19,30.65,32.38,39.3,2.475,173.9,947.87,30.46,-98.9407,0.2230261280679855,32.47092321610609,,,,
2016-07-18,0.0,0.12,0.149,0.154,33.32,31.23,30.84,31.74,44.07,2.175,172.7,928.5,30.46,-98.9407,0.2194866012591383,32.61216063510824,,,,
2016-07-19,0.0,0.118,0.146,0.151,34.64,31.78,30.87,32.96,37.88,2.007,161.1,936.03,30.46,-98.9407,0.2193867323735538,32.53101890726305,,,,
2016-07-20,0.0,0.115,0.143,0.149,34.38,31.66,30.96,32.66,40.11,2.41,170.2,977.34,,,0.09719497310026,33.973292051269965,,,,
2016-07-21,0.0,0.112,0.139,0.146,34.69,31.87,31.11,33.61,30.78,1.812,173.7,939.69,,,0.0955750738200169,34.183082354787445,,,,
2016-07-22,0.0,0.109,0.136,0.144,35.12,32.22,31.3,34.25,29.87,2.275,158.0,939.26,,,0.0945541375790328,34.20565680906731,,,,
2016-07-23,0.0,0.106,0.133,0.142,35.48,32.56,31.57,33.88,30.61,2.09,178.3,936.89,,,0.0935332013380486,34.35570578142729,,,,
2016-07-24,0.0,0.103,0.131,0.14,35.69,32.74,31.74,34.21,37.71,1.659,158.6,918.61,30.46,-98.9407,0.2097410454276271,33.21570547541563,,,,
2016-07-25,0.0,0.1,0.128,0.138,36.04,33.0,31.92,34.93,33.89,1.123,148.4,955.83,30.46,-98.9407,0.2069980049327249,33.45682327908429,,,,
2016-07-26,0.0,0.098,0.125,0.136,32.35,30.66,31.16,30.8,55.84,0.878,54.43,911.08,,,0.0904445085928178,34.464514159703114,,,,
2016-07-27,0.0,0.098,0.124,0.135,32.24,30.17,30.34,31.94,48.13,0.993,177.6,773.18,30.46,-98.9407,0.2021024304206768,32.862241388105645,,,,
2016-07-28,0.0,0.241,0.227,0.171,27.53,26.63,27.96,30.36,53.51,1.029,195.4,795.12,,,0.1039319644945244,31.656172351845544,,,,
2016-07-29,0.0,0.219,0.225,0.171,28.88,27.44,27.83,29.08,53.71,1.212,178.6,313.45,,,0.1054947906916335,30.798020824424984,,,,
2016-07-30,0.0,0.209,0.221,0.171,30.61,28.45,28.15,32.02,41.03,2.182,172.9,933.88,30.46,-98.9407,0.2172725996196689,31.11193931803149,,,,
2016-07-31,0.0,0.198,0.215,0.17,31.6,29.62,29.26,31.89,42.14,2.592,187.3,936.46,,,0.106035418744412,31.696658651666063,,,,
2016-08-01,0.0,0.189,0.209,0.167,31.7,29.89,29.71,32.23,34.23,2.783,183.2,942.06,,,0.1047694991392363,32.11932501897118,,,,
2016-08-02,0.0,0.179,0.2,0.165,31.92,29.98,29.78,32.43,40.35,2.323,186.8,939.48,,,0.1039794199395505,32.38742690029491,,,,
2016-08-03,0.0,0.169,0.191,0.162,32.89,30.88,30.25,34.06,35.92,1.525,177.9,932.38,,,0.102640046585955,32.14127877283147,,,,
2016-08-04,0.0,0.158,0.182,0.159,32.78,30.95,30.58,33.11,38.59,1.872,182.3,935.39,,,0.1013762261399871,32.58608268268115,,,,
2016-08-05,0.0,0.148,0.173,0.156,33.13,31.21,30.76,32.97,38.53,1.809,165.8,934.1,30.46,-98.9407,0.2094906122995325,32.647791907786484,,,,
2016-08-06,0.0,0.141,0.166,0.153,33.53,31.56,31.01,32.44,42.28,2.177,176.5,918.82,30.46,-98.9407,0.2099661502246768,32.62861991295347,,,,
2016-08-07,0.0,0.134,0.159,0.15,33.66,31.57,31.04,33.73,37.14,1.766,184.9,921.62,30.46,-98.9407,0.2088896205840988,32.80526627141438,,,,
2016-08-08,0.0,0.129,0.154,0.148,33.48,31.56,31.22,33.69,37.75,1.87,164.0,891.5,,,0.0961342959784043,33.385419554744516,,,,
2016-08-09,0.0,0.125,0.149,0.145,34.08,31.82,31.36,34.23,37.61,1.347,194.6,917.75,30.46,-98.9407,0.2074276002883053,33.31087248493151,,,,
2016-08-10,0.0,0.121,0.145,0.142,33.95,31.67,31.24,34.23,35.85,1.884,176.8,929.15,30.46,-98.9407,0.2065624839473017,33.230030003391164,,,,
2016-08-11,0.0,0.118,0.141,0.14,34.62,32.15,31.61,34.75,37.27,1.556,196.7,918.82,30.46,-98.9407,0.2065029357495866,33.5259138531016,,,,
2016-08-12,0.0,0.114,0.138,0.138,35.42,32.51,31.89,37.72,31.02,1.298,190.2,868.91,,,0.0909799458881344,35.31289531689143,,,,
2016-08-13,0.0,0.255,0.187,0.136,29.66,29.11,30.41,28.42,62.65,0.487,36.15,429.83,30.46,-98.9407,0.2681050298836105,34.04099083336706,,,,
2016-08-14,2.54,0.233,0.194,0.136,28.28,28.01,29.12,24.64,91.1,0.232,86.6,204.8,30.46,-98.9407,0.2144973521152735,32.056016129040074,,,,
2016-08-15,0.51,0.308,0.312,0.136,24.76,25.06,27.6,20.9,93.5,0.852,43.91,318.61,30.46,-98.9407,0.0857972594219447,33.5033803534925,,,,
2016-08-16,0.252,0.31,0.337,0.321,23.48,23.39,24.84,21.88,97.2,0.334,354.9,178.56,,,0.1865765143430905,27.562456201520337,,,,
2016-08-17,0.0,0.282,0.311,0.29,27.35,25.93,25.88,27.3,72.66,1.946,189.6,500.18,30.46,-98.9407,0.353335694547038,27.677459004870173,,,,
2016-08-18,0.0,0.288,0.319,0.308,27.45,26.22,26.41,28.26,64.3,1.554,190.6,535.89,30.46,-98.9407,0.3791891361317994,28.33145885763713,,,,
2016-08-19,0.0,0.276,0.308,0.294,27.33,26.43,26.76,27.34,69.42,2.37,186.1,413.48,30.46,-98.9407,0.3621051818374035,28.33818721589705,,,,
2016-08-20,0.0,0.301,0.327,0.294,24.67,25.16,26.72,22.82,94.0,0.287,127.7,108.71,,,0.1719288595026838,28.377341967504808,,,,
2016-08-21,0.0,0.293,0.32,0.294,25.06,25.06,26.1,22.77,87.1,0.751,11.0,353.67,,,0.1721856005662607,27.76603018539856,,,,
2016-08-22,0.0,0.283,0.311,0.29,25.33,25.09,25.91,26.17,77.33,1.858,175.6,537.61,,,0.1702969330587553,27.63338890660329,,,,
2016-08-23,0.0,0.262,0.296,0.281,27.1,25.86,26.03,29.77,47.29,3.68,181.6,921.84,,,0.1661948634535101,28.396744336471155,,,,
