"TOA5","CR300_18_TRACER2","CR300","26682","CR300.Std.10.05","CPU:CR300_18_TRACER2.CR300","42702","SubHourly_met"
"TIMESTAMP","RECORD","Rain_mm_Tot","AirTC_Avg","RH_Avg","WS_ms_S_WVT","WindDir_D1_WVT","SlrW_Avg","ETos","Rso"
"TS","RN","mm","Deg C","%","meters/second","Deg","W/m^2","mm","MJ/m²"
"","","Tot","Avg","Avg","WVc","WVc","Avg","ETXs","Rso"
"2022-03-14 08:00:00",0,0,"NAN","NAN",0,0,0,"NAN",0.761
"2022-03-14 11:35:00",1,0,"NAN","NAN",0,0,"NAN","NAN",1.455
"2022-03-14 11:40:00",2,0,"NAN","NAN",0,0,"NAN","NAN",1.456
"2022-03-14 11:45:00",3,0,20.67,76.32,5.523,62.97,"NAN","NAN",3.069
"2022-03-14 11:50:00",4,0,20.94,75.72,5.183,131.2,908,0.124,3.069
"2022-03-14 11:55:00",5,0,20.89,75.93,5.222,121.4,601.4,0.11,3.069
"2022-03-14 12:00:00",6,0,20.66,76.9,5.285,122.2,617.3,0.107,3.067
"2022-03-14 12:05:00",7,0,20.76,76.85,4.875,116.3,467,0.097,3.063
"2022-03-14 12:10:00",8,0,21.12,76.18,5.385,117.2,936,0.126,3.055
"2022-03-14 12:15:00",9,0,21.59,74.41,4.868,126,641.9,0.116,3.047
"2022-03-14 12:20:00",10,0,21.32,74.62,4.913,123,487.5,0.108,3.041
"2022-03-14 12:25:00",11,0,21.12,75.8,4.45,123,539.2,0.1,3.03
"2022-03-14 12:30:00",12,0,21.22,75.55,5.498,114,615.3,0.116,3.017
"2022-03-14 12:35:00",13,0,21.39,75.49,4,109.2,617.7,0.1,3.001
"2022-03-14 12:40:00",14,0,21.67,75.29,4.293,110.2,820,0.114,2.983
"2022-03-14 12:45:00",15,0,21.7,74.86,4.742,119.2,898,0.124,2.966
"2022-03-14 12:50:00",16,0,21.91,75,4.848,125.8,1011,0.131,2.945
"2022-03-14 12:55:00",17,0,22,74.49,5.203,115.4,1035,0.138,2.924
"2022-03-14 13:00:00",18,0,21.92,74.54,5.203,108.9,850,0.129,2.902
"2022-03-14 13:05:00",19,0,21.64,75.36,4.36,116.6,418.7,0.096,2.88
"2022-03-14 13:10:00",20,0,21.42,76.17,4.815,126.1,456.5,0.1,2.854
"2022-03-14 13:15:00",21,0,21.06,76.98,5.033,112,256.6,0.09,2.829
"2022-03-14 13:20:00",22,0,20.83,78.06,4.46,112.9,307.6,0.082,2.8
"2022-03-14 13:25:00",23,0,20.64,78.57,4.642,111.8,312.9,0.082,2.771
"2022-03-14 13:30:00",24,0,20.77,79.05,4.2,126.7,385.7,0.08,2.736
"2022-03-14 13:35:00",25,0,21.12,77.61,5.07,138.9,264.2,0.089,2.702
"2022-03-14 13:40:00",26,0,21.12,77.72,4.233,128.8,369.2,0.084,2.667
"2022-03-14 13:45:00",27,0,20.99,77.86,4.535,121.5,360.9,0.086,2.631
"2022-03-14 13:50:00",28,0,21.06,78.2,3.473,130.7,343.5,0.073,2.592
"2022-03-14 13:55:00",29,0,21.12,77.54,3.835,122.4,381.7,0.081,2.553
"2022-03-14 14:00:00",30,0,20.97,77.83,4.288,118.1,396.7,0.085,2.513
"2022-03-14 14:05:00",31,0,21.02,78.46,3.285,128.7,465.7,0.075,2.469
"2022-03-14 14:10:00",32,0,21.35,77.29,3.705,129.6,537.3,0.088,2.424
"2022-03-14 14:15:00",33,0,21.62,76.41,5.183,136.2,625.1,0.111,2.379
"2022-03-14 14:20:00",34,0,21.69,75.87,4.772,138.5,363.5,0.097,2.333
"2022-03-14 14:25:00",35,0,21.85,75.55,4.963,143.1,387.7,0.102,2.284
"2022-03-14 14:30:00",36,0,21.72,75.5,5.467,136.6,365.7,0.107,2.236
"2022-03-14 14:35:00",37,0,21.56,75.95,4.48,127.5,278.9,0.089,2.187
"2022-03-14 14:40:00",38,0,21.23,77.14,4.26,119.7,277.6,0.082,2.136
"2022-03-14 14:45:00",39,0,21.16,77.82,3.705,125.1,320.1,0.075,2.083
"2022-03-14 14:50:00",40,0,21.33,77.42,3.658,129.1,324,0.077,2.028
"2022-03-14 14:55:00",41,0,21.38,77.19,4.035,135,323.6,0.082,1.974
"2022-03-14 15:00:00",42,0,21.38,76.87,4.023,132.8,298.9,0.081,1.918
"2022-03-14 15:05:00",43,0,20.98,77.6,4.623,120.7,185.1,0.08,1.864
"2022-03-14 15:10:00",44,0,20.34,79.62,4.928,117.6,226.4,0.077,1.807
"2022-03-14 15:15:00",45,0,20.09,81.2,4.668,126,344.8,0.074,1.748
"2022-03-14 15:20:00",46,0,20.05,81.3,5.038,125.3,226.9,0.072,1.689
"2022-03-14 15:25:00",47,0,19.9,82.2,4.658,114,210.6,0.065,1.628
"2022-03-14 15:30:00",48,0,19.93,82.4,4.537,114.8,222.3,0.064,1.566
"2022-03-14 15:35:00",49,0,19.89,82.5,4.982,125.3,258.3,0.069,1.505
"2022-03-14 15:40:00",50,0,20.01,82.7,3.9,117.7,281.9,0.06,1.441
"2022-03-14 15:45:00",51,0,20.13,82.4,4.268,122.4,190.9,0.06,1.377
"2022-03-14 15:50:00",52,0,20.04,82.9,3.642,119.3,141.9,0.051,1.314
"2022-03-14 15:55:00",53,0,20.01,83.2,3.392,125.2,103.3,0.046,1.249
"2022-03-14 16:00:00",54,0,19.79,84.1,4.213,117.4,187.4,0.054,1.185
"2022-03-14 16:05:00",55,0,19.71,84.6,3.498,111.7,169.1,0.046,1.12
"2022-03-14 16:10:00",56,0,19.67,84.4,3.603,113.4,89.7,0.044,1.055
"2022-03-14 16:15:00",57,0,19.45,85.5,3.203,113.1,75.67,0.037,0.99
"2022-03-14 16:20:00",58,0,19.1,87,2.752,106.2,98.7,0.031,0.925
"2022-03-14 16:25:00",59,0,18.91,88.3,3.4,107.7,131.1,0.034,0.859
"2022-03-14 16:30:00",60,0,18.78,88.8,3.998,114.4,78.3,0.034,0.794
"2022-03-14 16:35:00",61,0,18.78,89.1,3.075,119.1,71.12,0.028,0.729
"2022-03-14 16:40:00",62,0,18.79,89,3.575,121.6,71.16,0.031,0.664
"2022-03-14 16:45:00",63,0,18.81,88.9,3.127,119.1,133.9,0.031,0.6
"2022-03-14 16:50:00",64,0,18.74,88.8,3.097,115.1,78.67,0.029,0.537
"2022-03-14 16:55:00",65,0,18.58,89,3.15,109.3,37.05,0.026,0.475
"2022-03-14 17:00:00",66,0,18.47,89.6,3.825,120.2,51.56,0.029,0.415
"2022-03-14 17:05:00",67,0.254,18.41,90,3.287,117.2,45.76,0.025,0.356
"2022-03-14 17:10:00",68,0,18.34,90.6,3.118,118.8,66.01,0.024,0.299
"2022-03-14 17:15:00",69,0,18.35,91,3.173,116.6,69.91,0.023,0.244
"2022-03-14 17:20:00",70,0,18.3,91.1,3.088,114.4,55.15,0.022,0.195
"2022-03-14 17:25:00",71,0,18.25,91.4,2.808,117.3,46.2,0.02,0.152
"2022-03-14 17:30:00",72,0,18.38,92.1,2.803,135.3,32.11,0.018,0.117
"2022-03-14 17:35:00",73,0,18.53,92.2,2.822,143.9,44.85,0.018,0.089
"2022-03-14 17:40:00",74,0,18.6,92.2,3.007,133.3,47.79,0.019,0.067
"2022-03-14 17:45:00",75,0,18.63,92.2,2.618,127.5,22.99,0.016,0.05
"2022-03-14 17:50:00",76,0,18.61,92.2,2.728,136,22.12,0.011,0.034
"2022-03-14 17:55:00",77,0,18.58,92.2,2.813,129,18.77,0.011,0.022
"2022-03-14 18:00:00",78,0,18.57,92.3,2.287,128.3,14.64,0.009,0.012
"2022-03-14 18:05:00",79,0,18.59,92.4,2.232,129.4,11.71,0.009,0.006
"2022-03-14 18:10:00",80,0,18.62,92.4,2.548,127,15.37,0.01,0.001
"2022-03-14 18:15:00",81,0,18.63,92.3,2.465,134,10.63,0.01,0
"2022-03-14 18:20:00",82,0,18.65,92.3,2.413,138.7,7.198,0.01,0
"2022-03-14 18:25:00",83,0,18.67,92.3,2.32,134.6,4.603,0.009,0
"2022-03-14 18:30:00",84,0,18.69,92.3,2.142,126.1,2.76,0.009,0
"2022-03-14 18:35:00",85,0,18.73,92.2,2.367,134.8,1.951,0.01,0
"2022-03-14 18:40:00",86,0,18.73,92.1,2.163,123.1,1.254,0.009,0
"2022-03-14 18:45:00",87,0,18.75,92.1,2.425,135.6,0.674,0.01,0
"2022-03-14 18:50:00",88,0,18.73,91.9,2.335,127.6,0.268,0.01,0
"2022-03-14 18:55:00",89,0,18.7,91.9,2.605,146.4,0.096,0.01,0
"2022-03-14 19:00:00",90,0,18.74,91.9,2.91,132.2,0.256,0.011,0
"2022-03-14 19:05:00",91,0,18.71,91.6,2.345,121.5,0.414,0.01,0
"2022-03-14 19:10:00",92,0,18.65,91.6,2.125,128.3,0.101,0.01,0
"2022-03-14 19:15:00",93,0,18.59,91.6,1.925,137.7,0,0.009,0
"2022-03-14 19:20:00",94,0,18.56,91.7,1.82,125.5,0.076,0.009,0
"2022-03-14 19:25:00",95,0,18.56,91.9,2.22,121.1,0.114,0.009,0
"2022-03-14 19:30:00",96,0,18.54,91.9,1.897,133.1,0,0.009,0
"2022-03-14 19:35:00",97,0,18.49,92,1.947,140.6,0,0.009,0
"2022-03-14 19:40:00",98,0,18.41,92.2,2.163,131.1,0,0.009,0
"2022-03-14 19:45:00",99,0,18.34,92.4,2.232,127.3,0,0.009,0
"2022-03-14 19:50:00",100,0,18.24,92.5,1.71,130.5,0,0.007,0
"2022-03-14 19:55:00",101,0,18.2,92.8,1.767,118.8,0,0.007,0
"2022-03-14 20:00:00",102,0,18.17,92.9,1.96,110.5,0,0.008,0
"2022-03-14 20:05:00",103,0,18.11,93,1.578,114,0,0.007,0
"2022-03-14 20:10:00",104,0,18.09,93.2,1.67,122.4,0.001,0.007,0
"2022-03-14 20:15:00",105,0,18.11,93.3,1.77,114.6,0.01,0.007,0
"2022-03-14 20:20:00",106,0,18.13,93.4,1.938,117.9,0.162,0.007,0
"2022-03-14 20:25:00",107,0,18.17,93.5,1.713,116.2,0.239,0.007,0
"2022-03-14 20:30:00",108,0,18.22,93.5,2.355,110.7,0.146,0.008,0
"2022-03-14 20:35:00",109,0,18.25,93.5,1.877,110.3,0.082,0.007,0
"2022-03-14 20:40:00",110,0,18.28,93.5,1.92,103,0,0.007,0
"2022-03-14 20:45:00",111,0,18.28,93.5,1.725,116.1,0,0.007,0
"2022-03-14 20:50:00",112,0,18.33,93.6,1.575,108,0,0.006,0
"2022-03-14 20:55:00",113,0,18.39,93.7,1.287,138.3,0.061,0.005,0
"2022-03-14 21:00:00",114,0,18.51,93.8,1.725,140.6,0,0.006,0
"2022-03-14 21:05:00",115,0.254,18.6,93.8,1.913,143.7,0,0.007,0
"2022-03-14 21:10:00",116,0.508,18.78,94,1.828,147.8,0,0.006,0
"2022-03-14 21:15:00",117,0,18.98,94.1,2.388,155.6,0,0.007,0
"2022-03-14 21:20:00",118,0.254,19.14,94.1,2.8,180.4,0,0.008,0
"2022-03-14 21:25:00",119,0,19.31,94,3.845,176.9,0,0.01,0
"2022-03-14 21:30:00",120,0,19.39,93.9,2.885,187.7,0,0.009,0
"2022-03-14 21:35:00",121,0.254,19.41,93.8,2.56,164.3,0,0.008,0
"2022-03-14 21:40:00",122,0,19.42,93.6,2.458,186.9,0.168,0.008,0
"2022-03-14 21:45:00",123,0,19.49,93.6,2.565,180.4,0.864,0.008,0
"2022-03-14 21:50:00",124,0,19.54,93.5,2.155,190,1.394,0.008,0
"2022-03-14 21:55:00",125,0,19.59,93.5,2.903,199.3,1.822,0.009,0
"2022-03-14 22:00:00",126,0,19.67,93.3,4.31,192.7,2.41,0.011,0
"2022-03-14 22:05:00",127,0,19.73,93,3.878,191,2.528,0.011,0
"2022-03-14 22:10:00",128,0,19.75,92.7,5.183,188.7,2.547,0.013,0
"2022-03-14 22:15:00",129,0,19.77,92.4,4.265,190,2.344,0.013,0
"2022-03-14 22:20:00",130,0,19.75,92.4,3.43,197.5,1.741,0.012,0
"2022-03-14 22:25:00",131,0,19.68,92.2,4.68,164.7,0.873,0.014,0
"2022-03-14 22:30:00",132,0,19.65,92.4,4.33,166.7,0,0.013,0
"2022-03-14 22:35:00",133,0.254,19.68,92.7,4.268,182.8,0,0.012,0
"2022-03-14 22:40:00",134,0,19.7,92.7,4.938,178.8,0,0.013,0
"2022-03-14 22:45:00",135,0,19.75,92.7,4.607,165.5,0.034,0.013,0
"2022-03-14 22:50:00",136,0,19.76,92.4,4.668,176.5,0.783,0.013,0
"2022-03-14 22:55:00",137,0,19.76,92.2,4.99,179.5,1.262,0.014,0
"2022-03-14 23:00:00",138,0,19.76,92,4.087,176.1,0.965,0.013,0
"2022-03-14 23:05:00",139,0,19.79,92,5.608,184.8,1.511,0.015,0
"2022-03-14 23:10:00",140,0,19.82,91.8,4.8,181.4,1.009,0.015,0
"2022-03-14 23:15:00",141,0,19.79,91.6,3.35,186.4,0.073,0.013,0
"2022-03-14 23:20:00",142,0,19.71,91.7,3.178,207,0.016,0.012,0
"2022-03-14 23:25:00",143,0,19.65,91.4,3.575,211.4,0.275,0.013,0
"2022-03-14 23:30:00",144,0,19.6,91.1,2.525,210.4,0.011,0.012,0
"2022-03-14 23:35:00",145,0,19.45,91,2.697,221.2,0,0.012,0
"2022-03-14 23:40:00",146,0,19.4,90.9,2.603,234.6,0.047,0.012,0
"2022-03-14 23:45:00",147,0,19.15,89.4,3.485,235.5,1.533,0.016,0
"2022-03-14 23:50:00",148,0,18.92,87.6,3.335,253.9,1.792,0.018,0
"2022-03-14 23:55:00",149,0,18.78,88.1,3.845,294.1,1.47,0.019,0
"2022-03-15 00:00:00",150,0,18.67,87.8,3.965,290.8,1.957,0.019,0
"2022-03-15 00:05:00",151,0,18.74,87.3,5.888,310.2,2.003,0.023,0
"2022-03-15 00:10:00",152,0,18.52,81.8,7.485,315.5,1.313,0.036,0
"2022-03-15 00:15:00",153,0.254,17.45,83.5,7.275,338.1,0.091,0.031,0
"2022-03-15 00:20:00",154,0.254,16.35,85.3,5.113,341.9,0,0.023,0
"2022-03-15 00:25:00",155,0,15.94,86.4,2.978,5.989,0,0.017,0
"2022-03-15 00:30:00",156,0,15.83,87.4,1.718,17.55,0,0.011,0
"2022-03-15 00:35:00",157,0.254,15.74,87.8,0.307,28.41,0,0.003,0
"2022-03-15 00:40:00",158,0,15.66,88,0.608,167.3,0,0.005,0
"2022-03-15 00:45:00",159,0.254,15.62,88.4,0.3,145.5,0,0.003,0
"2022-03-15 00:50:00",160,0.254,15.56,88.8,0.984,131.6,0,0.007,0
"2022-03-15 00:55:00",161,0,15.53,89.6,0.614,121.8,0,0.005,0
"2022-03-15 01:00:00",162,0,15.48,90.2,0.771,129.5,0,0.005,0
"2022-03-15 01:05:00",163,0,15.41,90.4,1.79,123.2,0,0.009,0
"2022-03-15 01:10:00",164,0,15.36,90.3,0.696,107.2,0,0.005,0
"2022-03-15 01:15:00",165,0,15.35,90.2,0.616,169.9,0,0.004,0
"2022-03-15 01:20:00",166,0,15.25,90.3,1.078,242.8,0.006,0.006,0
"2022-03-15 01:25:00",167,0.254,15.22,90.8,0.898,7.996,0,0.005,0
"2022-03-15 01:30:00",168,0,15.06,91.1,1.007,287.5,0,0.006,0
"2022-03-15 01:35:00",169,0,14.93,91.5,1.32,264.9,0,0.006,0
"2022-03-15 01:40:00",170,0,14.92,92.5,1.23,271.6,0,0.005,0
"2022-03-15 01:45:00",171,0,14.94,92.8,1.222,262.2,0,0.005,0
"2022-03-15 01:50:00",172,0,14.97,93.1,1.683,260.4,0,0.006,0
"2022-03-15 01:55:00",173,0,15.02,93.4,1.445,262.5,0,0.005,0
"2022-03-15 02:00:00",174,0,15.02,93.4,1.157,276.2,0,0.005,0
"2022-03-15 02:05:00",175,0,15.04,93.5,0.958,280.2,0,0.004,0
"2022-03-15 02:10:00",176,0,15.02,93.4,1.07,265.4,0,0.004,0
"2022-03-15 02:15:00",177,0,14.99,93.4,1.133,262.3,0,0.005,0
"2022-03-15 02:20:00",178,0,15.04,93.6,1.84,247.4,0,0.006,0
"2022-03-15 02:25:00",179,0,15.14,93.5,2.303,246.5,0.003,0.007,0
"2022-03-15 02:30:00",180,0,15.22,93.2,2.638,243.3,0.082,0.008,0
"2022-03-15 02:35:00",181,0,15.29,92.7,2.87,243.4,0.078,0.009,0
"2022-03-15 02:40:00",182,0,15.34,92.2,3.465,243.7,0.353,0.01,0
"2022-03-15 02:45:00",183,0,15.27,91.6,3.173,246.6,0.517,0.01,0
"2022-03-15 02:50:00",184,0,15.18,91.3,3.383,248.8,0.389,0.011,0
"2022-03-15 02:55:00",185,0,15.09,91.2,3.663,250.3,0,0.012,0
"2022-03-15 03:00:00",186,0,14.95,91.2,3.923,251.8,0,0.012,0
"2022-03-15 03:05:00",187,0,14.83,91.2,3.657,246.5,0,0.011,0
"2022-03-15 03:10:00",188,0,14.74,91.2,4.09,249.4,0,0.012,0
"2022-03-15 03:15:00",189,0,14.66,91.2,3.77,256.7,0,0.011,0
"2022-03-15 03:20:00",190,0,14.52,91.2,3.41,260.5,0,0.011,0
"2022-03-15 03:25:00",191,0,14.39,91.4,3.508,256.6,0,0.011,0
"2022-03-15 03:30:00",192,0,14.32,91.4,3.43,258,0,0.011,0
"2022-03-15 03:35:00",193,0,14.25,91.4,3.308,252.9,0,0.01,0
"2022-03-15 03:40:00",194,0,14.17,91.5,3.518,251.3,0,0.01,0
"2022-03-15 03:45:00",195,0,14.08,91.3,3.153,253.4,0,0.01,0
"2022-03-15 03:50:00",196,0,14.05,91.6,3.51,251.2,0,0.01,0
"2022-03-15 03:55:00",197,0,13.95,91.5,3.275,255.4,0,0.01,0
"2022-03-15 04:00:00",198,0,13.92,91.6,3.115,260.1,0,0.01,0
"2022-03-15 04:05:00",199,0,13.81,91.6,2.638,260.2,0,0.009,0
"2022-03-15 04:10:00",200,0,13.78,91.9,2.947,258.7,0,0.009,0
"2022-03-15 04:15:00",201,0,13.7,91.7,2.693,258.4,0,0.009,0
"2022-03-15 04:20:00",202,0,13.62,91.9,2.64,259.8,0,0.008,0
"2022-03-15 04:25:00",203,0,13.55,92,2.383,261.9,0,0.008,0
"2022-03-15 04:30:00",204,0,13.36,91.8,1.987,262.1,0,0.007,0
"2022-03-15 04:35:00",205,0,13.16,92,1.81,262.5,0,0.007,0
"2022-03-15 04:40:00",206,0,13.01,92.3,1.765,267.6,0,0.006,0
"2022-03-15 04:45:00",207,0,12.86,92.4,1.48,272.9,0,0.006,0
"2022-03-15 04:50:00",208,0,12.81,92.9,1.54,278.4,0,0.005,0
"2022-03-15 04:55:00",209,0,12.82,93.1,1.605,284.6,0,0.005,0
"2022-03-15 05:00:00",210,0,12.88,93.4,1.795,285.2,0,0.006,0
"2022-03-15 05:05:00",211,0,12.93,93.4,1.613,288.3,0,0.005,0
"2022-03-15 05:10:00",212,0,12.9,93.1,1.645,281.6,0,0.005,0
"2022-03-15 05:15:00",213,0,12.8,93.1,1.75,280.9,0,0.006,0
"2022-03-15 05:20:00",214,0,12.87,93.5,1.718,283,0,0.005,0
"2022-03-15 05:25:00",215,0,12.85,93.3,1.533,286.4,0,0.005,0
"2022-03-15 05:30:00",216,0,12.81,93.2,1.545,279.5,0,0.005,0
"2022-03-15 05:35:00",217,0,12.64,93,1.63,272.9,0,0.005,0.003
"2022-03-15 05:40:00",218,0,12.63,93.5,1.517,275,0,0.005,0.008
"2022-03-15 05:45:00",219,0,12.73,93.9,1.795,276.8,0,0.005,0.016
"2022-03-15 05:50:00",220,0,12.9,94,2.045,281.7,0,0.005,0.026
"2022-03-15 05:55:00",221,0,13.03,93.9,1.958,279.9,0,0.005,0.04
"2022-03-15 06:00:00",222,0,13.02,93.5,1.732,282.7,0,0.008,0.056
"2022-03-15 06:05:00",223,0,12.9,93.3,1.673,281.6,0,0.008,0.075
"2022-03-15 06:10:00",224,0,12.66,92.9,1.685,274.1,0,0.008,0.098
"2022-03-15 06:15:00",225,0,12.36,92.9,1.275,263.9,0,0.007,0.13
"2022-03-15 06:20:00",226,0,12.28,93.6,1.225,262.5,0,0.006,0.169
"2022-03-15 06:25:00",227,0,12.4,94.2,1.385,264.8,0.043,0.006,0.215
"2022-03-15 06:30:00",228,0,12.45,94.2,1.813,261,1.193,0.007,0.268
"2022-03-15 06:35:00",229,0,12.52,94.3,1.757,263.4,4.677,0.007,0.325
"2022-03-15 06:40:00",230,0,12.35,93.6,1.843,267.2,"NAN","NAN",0.385
"2022-03-15 06:45:00",231,0,12.34,94,2.15,278.1,16.9,0.009,0.446
"2022-03-15 06:50:00",232,0,12.77,93.8,2.583,287.9,26.2,0.011,0.508
"2022-03-15 06:55:00",233,0,13.31,90.9,3.337,298.1,33.64,0.019,0.572
"2022-03-15 07:00:00",234,0,13.69,87.1,3.325,299,43.21,0.028,0.638
"2022-03-15 07:05:00",235,0,13.9,83.8,3.553,306.4,59.27,0.037,0.705
"2022-03-15 07:10:00",236,0,14.09,81,3.262,308.7,80.5,0.041,0.772
"2022-03-15 07:15:00",237,0,14.13,79.6,3.28,308.1,101.2,0.045,0.84
"2022-03-15 07:20:00",238,0,14.27,77.93,3.71,306.3,118.4,0.053,0.908
"2022-03-15 07:25:00",239,0,14.46,75.58,4.035,311.6,138.6,0.063,0.976
"2022-03-15 07:30:00",240,0,14.67,72.88,4.408,311.2,161.5,0.074,1.045
"2022-03-15 07:35:00",241,0,14.77,72.27,4.54,310.8,181.9,0.078,1.113
"2022-03-15 07:40:00",242,0,14.9,71.67,4.735,310,201.8,0.083,1.18
"2022-03-15 07:45:00",243,0,14.95,71.3,4.583,310.2,219.8,0.083,1.247
"2022-03-15 07:50:00",244,0,15.02,70.46,4.948,313.1,239.3,0.091,1.314
"2022-03-15 07:55:00",245,0,15.14,69.56,4.458,319.5,258.7,0.088,1.38
"2022-03-15 08:00:00",246,0,15.18,64.84,5.715,320.6,279.6,0.118,1.451
"2022-03-15 08:05:00",247,0,15.24,63.63,6.013,317.1,296.6,0.126,1.518
"2022-03-15 08:10:00",248,0,15.34,62.5,5.178,316.4,315.1,0.12,1.583
"2022-03-15 08:15:00",249,0,15.42,60.64,5.475,320.7,335.9,0.13,1.649
"2022-03-15 08:20:00",250,0,15.52,59.69,5.067,319.2,356.4,0.129,1.713
"2022-03-15 08:25:00",251,0,15.64,59.67,5.122,317.3,376.4,0.131,1.774
"2022-03-15 08:30:00",252,0,15.74,58.03,5.887,322.4,398.1,0.148,1.838
"2022-03-15 08:35:00",253,0,15.85,59.1,5.545,320.5,417.6,0.141,1.896
"2022-03-15 08:40:00",254,0,15.98,59.11,5.855,316.5,438.9,0.147,1.954
"2022-03-15 08:45:00",255,0,16.06,58.43,6.293,317.3,459.4,0.156,2.013
"2022-03-15 08:50:00",256,0,16.17,58.57,6.05,318.1,479,0.154,2.07
"2022-03-15 08:55:00",257,0,16.29,57.46,6.513,325.1,498.5,0.165,2.127
"2022-03-15 09:00:00",258,0,16.37,56.76,6.457,323.8,518.8,0.168,2.183
"2022-03-15 09:05:00",259,0,16.51,56.81,6.26,323.1,537.6,0.167,2.236
"2022-03-15 09:10:00",260,0,16.65,56.56,5.522,321.2,555.6,0.158,2.288
"2022-03-15 09:15:00",261,0,16.88,55.8,5.668,318.2,574.1,0.165,2.339
"2022-03-15 09:20:00",262,0,16.91,54.55,5.528,325.2,592.3,0.167,2.392
"2022-03-15 09:25:00",263,0,17.06,53.48,5.292,322.5,609.6,0.168,2.442
"2022-03-15 09:30:00",264,0,17.27,53.29,4.805,325.6,625.3,0.162,2.488
"2022-03-15 09:35:00",265,0,17.45,51.73,5.395,321,642.9,0.179,2.537
"2022-03-15 09:40:00",266,0,17.6,51.73,4.687,330.9,658,0.167,2.58
"2022-03-15 09:45:00",267,0,18,52.41,4.355,322.6,671.2,0.161,2.619
"2022-03-15 09:50:00",268,0,18.42,52.88,3.85,319.5,684.7,0.151,2.656
"2022-03-15 09:55:00",269,0,18.5,49.19,4.91,321,702.4,0.186,2.705
"2022-03-15 10:00:00",270,0,18.48,49.57,4.282,322.9,716.6,0.172,2.743
"2022-03-15 10:05:00",271,0,18.61,49.35,4.478,307.9,729,0.178,2.78
"2022-03-15 10:10:00",272,0,18.96,49.27,4.303,301.8,740.6,0.176,2.813
"2022-03-15 10:15:00",273,0,18.9,46.81,5.125,303.2,754.6,0.203,2.854
"2022-03-15 10:20:00",274,0,18.94,46.15,5.428,299.7,766.4,0.213,2.889
"2022-03-15 10:25:00",275,0,19.06,46.24,4.887,309.8,776.9,0.201,2.918
"2022-03-15 10:30:00",276,0,19.09,46.48,4.672,296.2,785.4,0.196,2.947
"2022-03-15 10:35:00",277,0,19.3,46,4.695,292.5,795.7,0.2,2.974
"2022-03-15 10:40:00",278,0,19.47,46.22,3.835,294.1,803,0.179,2.998
"2022-03-15 10:45:00",279,0,19.57,45.66,4.425,289.3,815,0.197,3.023
"2022-03-15 10:50:00",280,0,19.51,45.51,4.983,281.1,825,0.211,3.047
"2022-03-15 10:55:00",281,0,19.51,44.69,5.043,293,833,0.215,3.071
"2022-03-15 11:00:00",282,0,19.74,45.3,4.478,305.9,839,0.201,3.086
"2022-03-15 11:05:00",283,0,19.89,43.88,5.385,308.4,848,0.229,3.107
"2022-03-15 11:10:00",284,0,19.96,44.44,4.525,289.8,853,0.207,3.12
"2022-03-15 11:15:00",285,0,19.96,43.82,5.47,280.1,862,0.233,3.136
"2022-03-15 11:20:00",286,0,19.99,44.16,5.043,286.8,866,0.222,3.147
"2022-03-15 11:25:00",287,0,20.15,43.61,4.715,298.8,873,0.216,3.158
"2022-03-15 11:30:00",288,0,20.33,43.67,4.468,283.5,877,0.211,3.164
"2022-03-15 11:35:00",289,0,20.49,44.61,4.317,299.7,879,0.205,3.167
"2022-03-15 11:40:00",290,0,20.49,42.31,5.703,282.1,886,0.249,3.18
"2022-03-15 11:45:00",291,0,20.2,42.5,5.472,285.9,892,0.24,3.185
"2022-03-15 11:50:00",292,0,20.6,43.68,4.582,286.3,895,0.217,3.179
"2022-03-15 11:55:00",293,0,20.86,42.14,4.62,284.7,898,0.224,3.182
"2022-03-15 12:00:00",294,0,20.96,40.86,5.985,296.2,904,0.266,3.183
"2022-03-15 12:05:00",295,0,20.9,41.24,5.147,314.2,906,0.242,3.179
"2022-03-15 12:10:00",296,0,21,40.83,5.67,313.6,908,0.258,3.174
"2022-03-15 12:15:00",297,0,21.03,40.65,4.935,313.9,909,0.239,3.167
"2022-03-15 12:20:00",298,0,21.07,40.62,5.005,308.7,910,0.242,3.157
"2022-03-15 12:25:00",299,0,21.36,41.54,5.025,308.4,911,0.241,3.141
"2022-03-15 12:30:00",300,0,21.27,39.38,6.58,300.4,915,0.289,3.137
"2022-03-15 12:35:00",301,0,21.26,39.16,5.633,297.8,915,0.266,3.123
"2022-03-15 12:40:00",302,0,21.43,39.74,5.352,311.3,917,0.258,3.103
"2022-03-15 12:45:00",303,0,21.42,39.62,5.308,302.9,915,0.257,3.086
"2022-03-15 12:50:00",304,0,21.34,38.92,6.543,292.5,915,0.291,3.069
"2022-03-15 12:55:00",305,0,21.44,39.51,5.085,307.9,913,0.251,3.045
"2022-03-15 13:00:00",306,0,21.76,39.83,6.07,304.8,910,0.279,3.018
"2022-03-15 13:05:00",307,0,21.54,38.9,6.03,297,910,0.28,2.998
"2022-03-15 13:10:00",308,0,21.39,39.93,5.62,310.8,903,0.263,2.97
"2022-03-15 13:15:00",309,0,21.7,40.01,6.033,296.5,901,0.276,2.939
"2022-03-15 13:20:00",310,0,21.88,39.16,6.312,291.2,897,0.288,2.91
"2022-03-15 13:25:00",311,0,21.8,39.82,4.645,294.3,889,0.238,2.877
"2022-03-15 13:30:00",312,0,22.08,39.59,4.763,291,888,0.245,2.843
