Anomaly Dates
05-14-2015
05-23-2015
05-24-2015
05-31-2015
06-01-2015
06-02-2015
06-12-2015
06-13-2015
06-14-2015
06-15-2015
06-16-2015
06-17-2015
06-18-2015
10-24-2015
10-25-2015
10-26-2015
10-27-2015
11-02-2015
11-03-2015
11-04-2015
04-23-2016
05-28-2016
05-29-2016
08-15-2016
08-16-2016
08-17-2016
08-24-2016
08-25-2016
09-03-2016
09-27-2016
12-13-2016
02-24-2017
06-16-2017
06-17-2017
08-08-2017
08-09-2017
08-17-2017
08-18-2017
08-19-2017
08-20-2017
08-21-2017
08-22-2017
08-23-2017
08-24-2017
09-08-2017
09-09-2017
09-10-2017
09-28-2017
09-29-2017
10-07-2017
12-07-2017
12-08-2017
05-05-2018
05-15-2018
07-21-2018
07-22-2018
08-14-2018
09-16-2018
09-17-2018
10-19-2018
10-20-2018
10-21-2018
10-22-2018
10-23-2018
10-24-2018
10-25-2018
10-26-2018
10-27-2018
10-28-2018
10-29-2018
10-30-2018
01-05-2019
01-06-2019
01-07-2019
01-08-2019
05-12-2019
05-13-2019
05-14-2019
07-27-2019
06-04-2020
09-04-2020
09-14-2020
