Station,Model,Features,Offset,Epoch,Loss,Validation Loss
Station6,Autoregressive,SWC_10,48,1,0.013238807208836079,0.01480820868164301
Station6,Autoregressive,SWC_10,48,2,0.01269459631294012,0.014671845361590385
Station6,Autoregressive,SWC_10,48,3,0.012690841220319271,0.014552272856235504
Station6,Autoregressive,SWC_10,48,4,0.012688548304140568,0.01496849488466978
Station6,Autoregressive,SWC_10,48,5,0.012685708701610565,0.014493175782263279
Station6,Autoregressive,SWC_10,48,6,0.012680058367550373,0.014807834289968014
Station6,Autoregressive,SWC_10,48,7,0.012679544277489185,0.014573791064321995
Station6,Autoregressive,SWC_10,48,8,0.012673817574977875,0.01464013196527958
Station6,AttentionLSTM,SWC_10,48,1,0.010083477012813091,0.011403419077396393
Station6,AttentionLSTM,SWC_10,48,2,0.00802032370120287,0.010198604315519333
Station6,AttentionLSTM,SWC_10,48,3,0.0076325139962136745,0.010177132673561573
Station6,AttentionLSTM,SWC_10,48,4,0.00736572640016675,0.009714240208268166
Station6,AttentionLSTM,SWC_10,48,5,0.007220422849059105,0.010463543236255646
Station6,AttentionLSTM,SWC_10,48,6,0.007144781295210123,0.009745800867676735
Station6,AttentionLSTM,SWC_10,48,7,0.0071484241634607315,0.009914216585457325
Station6,CNN,SWC_10,48,1,0.008749476633965969,0.010321948677301407
Station6,CNN,SWC_10,48,2,0.0076528205536305904,0.010457544587552547
Station6,CNN,SWC_10,48,3,0.007568887434899807,0.010211726650595665
Station6,CNN,SWC_10,48,4,0.007518944796174765,0.01036328636109829
Station6,CNN,SWC_10,48,5,0.0074907951056957245,0.010174782946705818
Station6,CNN,SWC_10,48,6,0.007435813546180725,0.010290062986314297
Station6,CNN,SWC_10,48,7,0.0073872157372534275,0.010310882702469826
Station6,CNN,SWC_10,48,8,0.007341483607888222,0.00994214415550232
Station6,CNN,SWC_10,48,9,0.007298811338841915,0.00999504141509533
Station6,CNN,SWC_10,48,10,0.007285291329026222,0.009886548854410648
Station6,CNN,SWC_10,48,11,0.007220188155770302,0.009961914271116257
Station6,CNN,SWC_10,48,12,0.007189532276242971,0.010691995732486248
Station6,CNN,SWC_10,48,13,0.007181408349424601,0.010105624794960022
Station6,BiLSTM,SWC_10,48,1,0.0077414680272340775,0.010552898980677128
Station6,BiLSTM,SWC_10,48,2,0.007319086231291294,0.011069601401686668
Station6,BiLSTM,SWC_10,48,3,0.0072218975983560085,0.009761358611285686
Station6,BiLSTM,SWC_10,48,4,0.0071055106818675995,0.009769515134394169
Station6,BiLSTM,SWC_10,48,5,0.0070360321551561356,0.009645611047744751
Station6,BiLSTM,SWC_10,48,6,0.00699557363986969,0.009508874267339706
Station6,BiLSTM,SWC_10,48,7,0.00695465225726366,0.009637696668505669
Station6,BiLSTM,SWC_10,48,8,0.0069062914699316025,0.00963801983743906
Station6,BiLSTM,SWC_10,48,9,0.006867364980280399,0.009768716990947723
Station6,LSTM,SWC_10,48,1,0.007830421440303326,0.010030648671090603
Station6,LSTM,SWC_10,48,2,0.007303312420845032,0.010172366164624691
Station6,LSTM,SWC_10,48,3,0.007161482237279415,0.010463046841323376
Station6,LSTM,SWC_10,48,4,0.007069424260407686,0.009754594415426254
Station6,LSTM,SWC_10,48,5,0.007019158452749252,0.009509559720754623
Station6,LSTM,SWC_10,48,6,0.006957174278795719,0.009431322105228901
Station6,LSTM,SWC_10,48,7,0.006910661235451698,0.009527886286377907
Station6,LSTM,SWC_10,48,8,0.006854570936411619,0.009667652659118176
Station6,LSTM,SWC_10,48,9,0.006831859704107046,0.009578698314726353
Station6,RNN,SWC_10,48,1,0.00784160103648901,0.00999122392386198
Station6,RNN,SWC_10,48,2,0.007276501040905714,0.01035328023135662
Station6,RNN,SWC_10,48,3,0.007253861520439386,0.010160401463508606
Station6,RNN,SWC_10,48,4,0.007235422730445862,0.010418696328997612
