Station,Model,Offset,R2,MSE,MAE,MAPE,SMAPE
Station1,LSTM,24,0.8006133568365532,0.0059904437758787,0.0483417441693241,435011347510.0996,25.312125197211984
Station2,LSTM,24,0.8205529919750698,0.0053913702305615,0.0284215891227919,217578037755.43524,13.195035612186858
Station3,LSTM,24,0.8206688517240088,0.0053878892987353,0.0343077517143531,292314094937.7813,16.57813507365949
Station4,LSTM,24,0.8250427094807763,0.0052564795485139,0.0318482746123003,129836993393.79156,14.08968865475664
Station5,LSTM,24,0.8189945715241534,0.0054381919731932,0.0315307650889634,149429484965.09653,13.10536824325824
