Anomaly Dates
01-02-2015
01-03-2015
02-01-2015
05-13-2015
05-14-2015
05-17-2015
05-21-2015
05-23-2015
05-24-2015
05-25-2015
05-26-2015
05-27-2015
05-29-2015
05-31-2015
06-04-2015
06-05-2015
06-08-2015
10-24-2015
10-25-2015
11-03-2015
11-04-2015
11-28-2015
12-08-2015
02-23-2016
05-19-2016
05-20-2016
05-27-2016
05-29-2016
05-30-2016
05-31-2016
06-01-2016
06-02-2016
06-03-2016
06-06-2016
06-09-2016
06-10-2016
06-11-2016
06-12-2016
06-13-2016
08-20-2016
09-26-2016
09-27-2016
10-07-2016
11-14-2016
02-14-2017
02-24-2017
04-12-2017
06-24-2017
06-25-2017
07-04-2017
07-05-2017
08-07-2017
08-08-2017
08-17-2017
08-18-2017
05-04-2018
05-05-2018
05-14-2018
05-15-2018
08-13-2018
08-23-2018
09-26-2018
10-16-2018
10-27-2018
12-07-2018
12-17-2018
04-24-2019
05-03-2019
05-04-2019
05-08-2019
05-09-2019
05-13-2019
05-14-2019
05-18-2019
05-19-2019
06-19-2019
07-15-2019
07-25-2019
05-16-2020
05-24-2020
05-25-2020
05-26-2020
05-28-2020
06-04-2020
06-07-2020
09-09-2020
09-10-2020
09-19-2020
09-20-2020
04-29-2021
05-01-2021
05-02-2021
05-09-2021
05-10-2021
05-11-2021
05-12-2021
05-22-2021
05-23-2021
06-01-2021
06-02-2021
06-03-2021
06-04-2021
06-13-2021
06-14-2021
06-22-2021
07-02-2021
07-17-2021
08-15-2021
08-16-2021
08-25-2021
08-26-2021
