Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Multi-step Dense,SWC_5,168,48,10,0.1367749273777008,0.1946992576122284
CNN,SWC_5,168,48,1,0.18417170643806458,0.14840321242809296
CNN,SWC_5,168,48,2,0.16293580830097198,0.14910776913166046
CNN,SWC_5,168,48,3,0.1580268293619156,0.1560189574956894
CNN,SWC_5,168,48,4,0.1539626568555832,0.1615317016839981
CNN,SWC_5,168,48,5,0.15063787996768951,0.1643538773059845
CNN,SWC_5,168,48,6,0.1481403112411499,0.1633310765028
CNN,SWC_5,168,48,7,0.1451900452375412,0.17304524779319763
CNN,SWC_5,168,48,8,0.14398838579654694,0.18706144392490387
CNN,SWC_5,168,48,9,0.14164015650749207,0.18347080051898956
CNN,SWC_5,168,48,10,0.139694482088089,0.20298193395137787
RNN,SWC_5,168,48,1,0.18304818868637085,0.1436963528394699
RNN,SWC_5,168,48,2,0.1559257060289383,0.1478404551744461
RNN,SWC_5,168,48,3,0.153953418135643,0.1481286734342575
RNN,SWC_5,168,48,4,0.15223951637744904,0.15392404794692993
RNN,SWC_5,168,48,5,0.14316709339618683,0.15016904473304749
RNN,SWC_5,168,48,6,0.14085590839385986,0.1754676103591919
RNN,SWC_5,168,48,7,0.137930765748024,0.16068945825099945
RNN,SWC_5,168,48,8,0.140741765499115,0.15034343302249908
RNN,SWC_5,168,48,9,0.13164818286895752,0.17829719185829163
RNN,SWC_5,168,48,10,0.13258351385593414,0.1517624706029892
LSTM,SWC_5,168,48,1,0.17303107678890228,0.16508454084396362
LSTM,SWC_5,168,48,2,0.13204513490200043,0.19296158850193024
LSTM,SWC_5,168,48,3,0.11868791282176971,0.19135236740112305
LSTM,SWC_5,168,48,4,0.10163722187280655,0.18004480004310608
LSTM,SWC_5,168,48,5,0.09915641695261002,0.19884097576141357
LSTM,SWC_5,168,48,6,0.09408196061849594,0.20080778002738953
LSTM,SWC_5,168,48,7,0.08559682965278625,0.2536674439907074
LSTM,SWC_5,168,48,8,0.08108929544687271,0.20314882695674896
LSTM,SWC_5,168,48,9,0.08108491450548172,0.2032829225063324
LSTM,SWC_5,168,48,10,0.06539562344551086,0.21348196268081665
Autoregressive,SWC_5,168,48,1,0.3144364058971405,0.2913169264793396
Autoregressive,SWC_5,168,48,2,0.26713278889656067,0.3416427671909332
Autoregressive,SWC_5,168,48,3,0.25350600481033325,0.4052026569843292
Autoregressive,SWC_5,168,48,4,0.2433335930109024,0.44167566299438477
Autoregressive,SWC_5,168,48,5,0.23439665138721466,0.4643974006175995
Autoregressive,SWC_5,168,48,6,0.22588154673576355,0.47834429144859314
Autoregressive,SWC_5,168,48,7,0.2187427580356598,0.555106520652771
Autoregressive,SWC_5,168,48,8,0.2128307968378067,0.45524832606315613
Autoregressive,SWC_5,168,48,9,0.20741471648216248,0.4985964298248291
Autoregressive,SWC_5,168,48,10,0.20290730893611908,0.4773583710193634
Bi-LSTM,SWC_5,168,48,1,nan,nan
Bi-LSTM,SWC_5,168,48,2,nan,nan
Bi-LSTM,SWC_5,168,48,3,nan,nan
Bi-LSTM,SWC_5,168,48,4,nan,nan
Bi-LSTM,SWC_5,168,48,5,nan,nan
Bi-LSTM,SWC_5,168,48,6,nan,nan
Bi-LSTM,SWC_5,168,48,7,nan,nan
Bi-LSTM,SWC_5,168,48,8,nan,nan
Bi-LSTM,SWC_5,168,48,9,nan,nan
Bi-LSTM,SWC_5,168,48,10,nan,nan
LSTM_Attention,SWC_5,168,48,1,0.2497640699148178,0.6486924290657043
LSTM_Attention,SWC_5,168,48,2,0.14876610040664673,0.6236448287963867
LSTM_Attention,SWC_5,168,48,3,0.122369185090065,0.4717205762863159
LSTM_Attention,SWC_5,168,48,4,0.1088661178946495,0.6463673710823059
LSTM_Attention,SWC_5,168,48,5,0.09186791628599167,0.5785437822341919
LSTM_Attention,SWC_5,168,48,6,0.09024413675069809,0.9934203624725342
LSTM_Attention,SWC_5,168,48,7,0.08140568435192108,0.8083394169807434
LSTM_Attention,SWC_5,168,48,8,0.0703437328338623,0.5865711569786072
LSTM_Attention,SWC_5,168,48,9,0.08104734867811203,0.8402474522590637
LSTM_Attention,SWC_5,168,48,10,0.06606002897024155,0.672328770160675
BiLSTM_Attention,SWC_5,168,48,1,0.2079375684261322,0.2388634979724884
BiLSTM_Attention,SWC_5,168,48,2,0.15738050639629364,0.34956982731819153
BiLSTM_Attention,SWC_5,168,48,3,0.12881115078926086,0.5070696473121643
BiLSTM_Attention,SWC_5,168,48,4,0.11436149477958679,0.4544258713722229
BiLSTM_Attention,SWC_5,168,48,5,0.10334737598896027,0.6213445663452148
BiLSTM_Attention,SWC_5,168,48,6,0.0995098203420639,0.5856198072433472
BiLSTM_Attention,SWC_5,168,48,7,0.09309349209070206,0.5974569320678711
BiLSTM_Attention,SWC_5,168,48,8,0.08832211792469025,0.5206641554832458
BiLSTM_Attention,SWC_5,168,48,9,0.08889447897672653,1.086066722869873
BiLSTM_Attention,SWC_5,168,48,10,0.0881711095571518,0.5101895332336426
