Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_5,168,24,1,0.21485792100429535,0.1561809927225113
Baseline,SWC_5,168,24,2,0.21485809981822968,0.15618105232715607
Baseline,SWC_5,168,24,3,0.2148580700159073,0.15618106722831726
Baseline,SWC_5,168,24,4,0.21485823392868042,0.15618115663528442
Baseline,SWC_5,168,24,5,0.2148580700159073,0.15618105232715607
Baseline,SWC_5,168,24,6,0.21485821902751923,0.15618105232715607
Baseline,SWC_5,168,24,7,0.21485796570777893,0.15618106722831726
Baseline,SWC_5,168,24,8,0.2148580402135849,0.15618102252483368
Baseline,SWC_5,168,24,9,0.21485818922519684,0.15618108212947845
Baseline,SWC_5,168,24,10,0.21485814452171326,0.15618106722831726
Multi-step Linear,SWC_5,168,24,1,0.21233251690864563,0.1322065144777298
Multi-step Linear,SWC_5,168,24,2,0.12463627010583878,0.10003779083490372
Multi-step Linear,SWC_5,168,24,3,0.11947747319936752,0.09408898651599884
Multi-step Linear,SWC_5,168,24,4,0.11800224334001541,0.09159359335899353
Multi-step Linear,SWC_5,168,24,5,0.11728011816740036,0.08993705362081528
Multi-step Linear,SWC_5,168,24,6,0.11699085682630539,0.08922462910413742
Multi-step Linear,SWC_5,168,24,7,0.11672666668891907,0.08876904100179672
Multi-step Linear,SWC_5,168,24,8,0.11666624248027802,0.08835749328136444
Multi-step Linear,SWC_5,168,24,9,0.1166110411286354,0.0881771370768547
Multi-step Linear,SWC_5,168,24,10,0.11661830544471741,0.08801423013210297
Multi-step Dense,SWC_5,168,24,1,0.11963029950857162,0.08664695918560028
Multi-step Dense,SWC_5,168,24,2,0.10146979242563248,0.0883120596408844
Multi-step Dense,SWC_5,168,24,3,0.09912222623825073,0.09184864908456802
Multi-step Dense,SWC_5,168,24,4,0.09707646071910858,0.0929134413599968
Multi-step Dense,SWC_5,168,24,5,0.09550275653600693,0.09285581856966019
Multi-step Dense,SWC_5,168,24,6,0.0940031111240387,0.09274672716856003
Multi-step Dense,SWC_5,168,24,7,0.09224438667297363,0.09957396239042282
Multi-step Dense,SWC_5,168,24,8,0.09103458374738693,0.09847411513328552
Multi-step Dense,SWC_5,168,24,9,0.09110286086797714,0.09715483337640762
Multi-step Dense,SWC_5,168,24,10,0.08926420658826828,0.10697384178638458
CNN,SWC_5,168,24,1,0.1188604086637497,0.09250327199697495
CNN,SWC_5,168,24,2,0.10103731602430344,0.10211876779794693
CNN,SWC_5,168,24,3,0.0987841933965683,0.10093393176794052
CNN,SWC_5,168,24,4,0.09706627577543259,0.09064894169569016
CNN,SWC_5,168,24,5,0.09528584033250809,0.0964081659913063
CNN,SWC_5,168,24,6,0.09407912939786911,0.10420199483633041
CNN,SWC_5,168,24,7,0.0935664027929306,0.10591303557157516
CNN,SWC_5,168,24,8,0.09222372621297836,0.11208675056695938
