Anomaly Dates
05-25-2015
05-27-2015
05-29-2015
06-01-2015
06-05-2015
06-06-2015
06-30-2015
07-09-2015
07-10-2015
10-24-2015
10-25-2015
10-26-2015
11-03-2015
11-04-2015
11-05-2015
11-07-2015
11-09-2015
11-28-2015
12-08-2015
12-09-2015
03-11-2016
03-12-2016
03-20-2016
03-21-2016
03-22-2016
05-30-2016
06-02-2016
06-13-2016
06-30-2016
07-09-2016
07-28-2016
07-29-2016
08-06-2016
08-07-2016
08-08-2016
08-16-2016
08-17-2016
08-18-2016
08-26-2016
08-27-2016
08-28-2016
09-26-2016
09-27-2016
09-28-2016
10-06-2016
10-07-2016
10-08-2016
11-04-2016
11-05-2016
11-06-2016
11-07-2016
11-08-2016
11-09-2016
11-13-2016
11-14-2016
11-15-2016
11-16-2016
11-17-2016
11-18-2016
11-19-2016
02-14-2017
02-15-2017
02-24-2017
02-25-2017
06-26-2017
06-27-2017
06-28-2017
07-06-2017
07-07-2017
07-08-2017
08-07-2017
08-08-2017
08-09-2017
08-17-2017
08-18-2017
08-19-2017
05-04-2018
05-05-2018
05-06-2018
05-14-2018
05-15-2018
05-16-2018
09-04-2018
09-15-2018
09-16-2018
09-20-2018
09-21-2018
10-15-2018
10-16-2018
10-17-2018
10-18-2018
10-19-2018
10-20-2018
10-25-2018
10-26-2018
10-27-2018
10-28-2018
05-03-2019
05-04-2019
05-05-2019
05-06-2019
05-14-2019
05-15-2019
06-09-2019
06-10-2019
06-11-2019
06-19-2019
06-20-2019
06-21-2019
01-28-2020
03-20-2020
03-21-2020
03-22-2020
03-31-2020
04-01-2020
04-02-2020
05-25-2020
05-26-2020
05-27-2020
06-04-2020
06-05-2020
09-04-2020
09-05-2020
09-06-2020
09-15-2020
09-16-2020
05-01-2021
05-02-2021
05-03-2021
05-11-2021
05-12-2021
05-13-2021
06-03-2021
06-13-2021
06-14-2021
07-07-2021
07-08-2021
07-17-2021
07-18-2021
