ar_bi_lstm,y_true,shift_bl,ar_lstm,lstm,bi_lstm,cnn
0.26511073,0.1812080536912752,0.5704697986577182,0.27287653,0.21254236,0.15125829,0.27686217
0.26602197,0.1744966442953021,0.5704697986577182,0.271658,0.20947625,0.14977261,0.2848266
0.26635426,0.1744966442953021,0.5704697986577182,0.27026087,0.20691527,0.14818215,0.2925847
0.26779822,0.1744966442953021,0.5771812080536912,0.26927233,0.2051448,0.14712733,0.29819405
0.26859325,0.1744966442953021,0.5704697986577182,0.26820835,0.20381823,0.1462007,0.31133515
0.2690527,0.1744966442953021,0.5704697986577182,0.26667967,0.20284991,0.14547805,0.31597584
0.27012894,0.1744966442953021,0.5704697986577182,0.2658585,0.20239922,0.14422247,0.3143514
0.27104408,0.1744966442953021,0.5704697986577182,0.26606658,0.20245144,0.14278558,0.31032515
0.27243444,0.1744966442953021,0.5704697986577182,0.26730412,0.20330298,0.14387149,0.3055619
0.27229032,0.1744966442953021,0.5704697986577182,0.2680528,0.20508479,0.14641483,0.3125639
0.27324823,0.1744966442953021,0.5704697986577182,0.2706323,0.2076149,0.14759254,0.31515536
0.27415,0.1812080536912752,0.5704697986577182,0.27614498,0.2103809,0.1486829,0.30866146
0.27238417,0.1812080536912752,0.5704697986577182,0.27973887,0.21252693,0.14901514,0.30778214
0.2715235,0.1812080536912752,0.5704697986577182,0.28217492,0.21418884,0.15041375,0.29601476
0.26890045,0.1744966442953021,0.5704697986577182,0.28231487,0.21474124,0.15105812,0.29800442
0.26778448,0.1812080536912752,0.5704697986577182,0.28253496,0.21473981,0.15343334,0.30843794
0.2676261,0.1812080536912752,0.5838926174496645,0.28364486,0.21467304,0.1557745,0.3177117
0.2690114,0.1879194630872483,0.610738255033557,0.2815462,0.21465011,0.16024315,0.30873328
0.27026665,0.1879194630872483,0.6241610738255033,0.28193167,0.21460752,0.16289014,0.30225372
0.27094,0.1879194630872483,0.6241610738255033,0.2813202,0.21442975,0.16400756,0.2960708
0.2722116,0.1879194630872483,0.6241610738255033,0.2808474,0.21383551,0.16412583,0.28590554
0.27335608,0.1812080536912752,0.6241610738255033,0.28087834,0.21288449,0.16371106,0.2853536
0.27435827,0.1812080536912752,0.6241610738255033,0.2805935,0.21161067,0.16243745,0.2810586
0.2736123,0.1812080536912752,0.6241610738255033,0.27883637,0.2102106,0.16042164,0.274701
0.27344936,0.1812080536912752,0.6241610738255033,0.27700108,0.20896414,0.15955071,0.2752427
0.27296427,0.1812080536912752,0.6241610738255033,0.27529022,0.20828155,0.1589053,0.28515092
0.27215,0.1744966442953021,0.6174496644295303,0.27379075,0.20842679,0.15752815,0.2925339
0.27218777,0.1744966442953021,0.6174496644295303,0.27280113,0.2095644,0.15648736,0.3051499
0.27158105,0.1744966442953021,0.6174496644295303,0.27113402,0.21142505,0.15532406,0.3143029
0.27110413,0.1744966442953021,0.6174496644295303,0.2690433,0.21386002,0.15378265,0.3203699
