,ar_bi_lstm,y_true,shift_bl,ar_lstm,cnn,lstm,bi_lstm
0,0.38234934,0.55648777688028,0.7141810117672915,0.37085974,0.42046535,0.3942928,0.38633645
1,0.3835694,0.55648777688028,0.7141810117672915,0.37286448,0.41772932,0.3952497,0.38646388
2,0.3839879,0.55648777688028,0.7108957360404788,0.37375423,0.41269833,0.39654383,0.38704568
3,0.3839819,0.5597730526070928,0.7076104603136661,0.37401032,0.4108823,0.39777866,0.38788268
4,0.38322517,0.5597730526070928,0.7076104603136661,0.37356663,0.41009146,0.39876628,0.3884676
5,0.38192537,0.5597730526070928,0.7043251845868533,0.37224546,0.3991786,0.3991362,0.3884691
6,0.3806893,0.5630583283339055,0.7043251845868533,0.37121654,0.3974312,0.39911732,0.38806283
7,0.3798864,0.5663436040607183,0.7010399088600406,0.37074465,0.38926652,0.39975607,0.387893
8,0.37959805,0.5663436040607183,0.7010399088600406,0.37078986,0.38948983,0.40130067,0.38807032
9,0.38020825,0.569628879787531,0.7010399088600406,0.3708851,0.39330623,0.40358183,0.38922134
10,0.378947,0.569628879787531,0.7010399088600406,0.37014177,0.39353883,0.40561566,0.39038765
11,0.38036314,0.5729141555143438,0.7043251845868533,0.3724297,0.39883444,0.40675637,0.39330557
12,0.38010064,0.5761994312411565,0.7076104603136661,0.37357906,0.40270448,0.40808553,0.394889
13,0.37985703,0.5794847069679692,0.7108957360404788,0.375111,0.40370104,0.40882513,0.3963988
14,0.37590083,0.5794847069679692,0.7076104603136661,0.3738196,0.40833536,0.4074472,0.39453283
15,0.3796323,0.5761994312411565,0.7076104603136661,0.3779791,0.41354194,0.40881255,0.3973892
16,0.37929207,0.569628879787531,0.7010399088600406,0.37805673,0.41687584,0.4094329,0.3993877
17,0.38508728,0.5663436040607183,0.6944693574064151,0.38194332,0.4210543,0.41374373,0.40535632
18,0.38334465,0.5630583283339055,0.6911840816796023,0.37800613,0.42619294,0.41707835,0.40759826
19,0.38229102,0.5597730526070928,0.6878988059527896,0.375197,0.4231689,0.41746813,0.40720135
20,0.38080412,0.55648777688028,0.6846135302259769,0.37242585,0.41986328,0.4150099,0.40471253
21,0.38154775,0.5532025011534673,0.6846135302259769,0.37218747,0.4145533,0.41185176,0.40231603
22,0.3823389,0.5532025011534673,0.6813282544991641,0.37289327,0.41044965,0.4103971,0.40064245
23,0.38284352,0.5532025011534673,0.6813282544991641,0.37324265,0.40706652,0.41065723,0.39922944
24,0.38352042,0.5532025011534673,0.6813282544991641,0.37396142,0.40619254,0.41168085,0.39813
25,0.38403273,0.5499172254266546,0.6813282544991641,0.37512907,0.40871346,0.41315955,0.39752075
26,0.38423142,0.5499172254266546,0.6813282544991641,0.37615374,0.40895492,0.41439578,0.3972603
27,0.38428044,0.5499172254266546,0.6813282544991641,0.37700614,0.40858865,0.4151524,0.39710256
28,0.38367844,0.5499172254266546,0.6813282544991641,0.37692654,0.4099087,0.4154005,0.39659247
29,0.38242003,0.5499172254266546,0.6813282544991641,0.37596932,0.40504634,0.41473508,0.39533338
