Anomaly Dates
01-02-2015
01-03-2015
01-22-2015
02-01-2015
04-17-2015
04-18-2015
04-19-2015
04-27-2015
04-28-2015
04-29-2015
05-13-2015
05-14-2015
05-23-2015
05-24-2015
05-25-2015
05-26-2015
05-29-2015
06-03-2015
06-04-2015
06-05-2015
06-08-2015
10-24-2015
10-25-2015
10-31-2015
11-03-2015
11-04-2015
11-28-2015
12-08-2015
04-22-2016
05-02-2016
05-19-2016
05-20-2016
05-30-2016
05-31-2016
06-01-2016
06-03-2016
06-10-2016
06-11-2016
09-26-2016
09-27-2016
10-06-2016
10-07-2016
11-06-2016
11-07-2016
11-14-2016
11-16-2016
11-17-2016
02-14-2017
02-24-2017
04-03-2017
04-12-2017
05-20-2017
08-07-2017
08-08-2017
08-17-2017
08-18-2017
12-06-2017
02-21-2018
08-11-2018
08-12-2018
08-21-2018
08-22-2018
09-20-2018
10-02-2018
10-16-2018
10-17-2018
10-26-2018
10-27-2018
12-07-2018
12-08-2018
12-17-2018
12-18-2018
04-24-2019
05-03-2019
05-04-2019
05-05-2019
05-08-2019
05-09-2019
05-13-2019
05-14-2019
05-18-2019
05-19-2019
05-12-2020
05-23-2020
05-25-2020
06-04-2020
09-09-2020
09-10-2020
09-19-2020
09-20-2020
04-04-2021
05-01-2021
05-02-2021
05-12-2021
05-22-2021
05-23-2021
06-01-2021
06-02-2021
06-03-2021
06-14-2021
06-22-2021
07-02-2021
07-06-2021
07-07-2021
07-17-2021
