,ar_bi_lstm,y_true,shift_bl,ar_lstm,cnn,lstm,bi_lstm
0,0.35272932,0.3428229546197449,0.6552513860300302,0.3344067,0.36326015,0.38991416,0.40873623
1,0.35296226,0.3374362575264641,0.6552513860300302,0.33568192,0.3601467,0.38752887,0.40749776
2,0.35344267,0.3374362575264641,0.6552513860300302,0.33648208,0.35793245,0.3852525,0.40623876
3,0.35338205,0.3374362575264641,0.6606380831233108,0.33683756,0.35992944,0.38308775,0.40498954
4,0.3521914,0.3374362575264641,0.6552513860300302,0.3364259,0.36223006,0.38114637,0.4031672
5,0.3513714,0.3374362575264641,0.6552513860300302,0.3355647,0.3674103,0.37924176,0.4011805
6,0.3510251,0.3374362575264641,0.6552513860300302,0.33508116,0.3692994,0.37773764,0.3994662
7,0.35168922,0.3374362575264641,0.6552513860300302,0.3356253,0.36811662,0.376892,0.3985805
8,0.35239935,0.3374362575264641,0.6552513860300302,0.3366046,0.3709054,0.37704864,0.3988577
9,0.35288602,0.3374362575264641,0.6552513860300302,0.33694422,0.3673675,0.37839946,0.39964944
10,0.35324454,0.3374362575264641,0.6552513860300302,0.33702645,0.37152344,0.3800169,0.3990777
11,0.3555602,0.3428229546197449,0.6552513860300302,0.33925077,0.37260288,0.38132632,0.39865562
12,0.35519308,0.3428229546197449,0.6552513860300302,0.3395633,0.37375563,0.3824083,0.39708287
13,0.35474253,0.3428229546197449,0.6552513860300302,0.33951566,0.37376404,0.383198,0.39613387
14,0.35167843,0.3374362575264641,0.6552513860300302,0.33738002,0.3695258,0.38343325,0.39348313
15,0.3527271,0.3428229546197449,0.6552513860300302,0.33754832,0.3700993,0.38464174,0.39539817
16,0.35254222,0.3428229546197449,0.6660247802165916,0.3374126,0.3684106,0.38599667,0.3968857
17,0.35682267,0.3482096517130256,0.6875715685897147,0.33909896,0.36517364,0.38927534,0.4049406
18,0.35804892,0.3482096517130256,0.6983449627762763,0.3396499,0.3628736,0.39354694,0.41142628
19,0.35746765,0.3482096517130256,0.6983449627762763,0.33931676,0.36144525,0.39735773,0.41529852
20,0.3581702,0.3482096517130256,0.6983449627762763,0.3396749,0.36016756,0.40005836,0.41720492
21,0.35914496,0.3428229546197449,0.6983449627762763,0.34080967,0.36104542,0.40157858,0.41778195
22,0.35952812,0.3428229546197449,0.6983449627762763,0.34149244,0.36005956,0.40185884,0.41746342
23,0.36066267,0.3428229546197449,0.6983449627762763,0.34132823,0.36017936,0.40124133,0.41704193
24,0.36112884,0.3428229546197449,0.6983449627762763,0.34110355,0.3566205,0.40030614,0.4166572
25,0.36095762,0.3428229546197449,0.6983449627762763,0.3407587,0.35573286,0.39934754,0.4159726
26,0.3596921,0.3374362575264641,0.6929582656829956,0.34001583,0.3557374,0.39811236,0.41456288
27,0.35900444,0.3374362575264641,0.6929582656829956,0.33984524,0.35723758,0.3966776,0.41301048
28,0.35766137,0.3374362575264641,0.6929582656829956,0.3390604,0.36147124,0.39511606,0.41108006
29,0.35628948,0.3374362575264641,0.6929582656829956,0.3379551,0.36544424,0.39340568,0.40878916
