Date,Ppt,Srad,Tair,RH,Windspeed,Winddirection,Sat_SM_AMSR,distance_AMSR,Sat_SM_SMAP,distance_SMAP
2017-01-01,0.0,3635.33,16.037499999999998,68.97625000000001,1.6995416666666667,118.65860808629247,0.16604763,3.855938838891992,,
2017-01-02,8.634000000000002,4129.8099999999995,15.28875,66.12583333333333,2.406375,253.74951936590716,0.18001549,3.8825270902523616,,
2017-01-03,0.0,3998.67,14.35775,40.41,1.9021666666666668,317.3404700010164,0.13609082,4.112821902891612,,
2017-01-04,0.0,2401.18,4.1037083333333335,66.16333333333334,2.0948333333333333,359.62646504007637,0.14114188,212.18455539588035,,
2017-01-05,0.0,3960.07,7.514666666666667,67.74041666666666,3.139958333333333,321.6398756289075,0.1377866,3.8981656488785497,,
2017-01-06,0.0,1199.49,-3.975208333333333,62.98291666666666,3.1737916666666663,356.94195190621963,0.09861715,676.0662676185507,,
2017-01-07,0.0,4391.16,-3.2615833333333337,50.67625,1.985125,8.225656843796912,0.15846597,4.66299926081373,,
2017-01-08,0.0,4206.49,1.746916666666667,42.462916666666665,2.794833333333333,168.9874653805034,0.168074,3.943613947352984,,
2017-01-09,0.0,3699.27,12.133666666666668,69.65875,4.329125,186.53486449885912,0.14108303,3.8718415949960985,,
2017-01-10,0.0,3771.85,17.761666666666667,65.71916666666667,3.9800416666666663,184.4137172094408,0.14869577,116.07296638915916,,
2017-01-11,0.0,4056.04,18.52208333333333,73.59416666666667,4.863166666666666,177.95722643198383,0.14074013,2.9467277959537257,,
2017-01-12,0.0,2019.53,19.795416666666664,74.92166666666667,4.210375,172.20190936982883,0.1549543,3.4618896958990577,,
2017-01-13,0.0,2336.14,19.690416666666668,81.79291666666667,3.1743333333333332,145.82693995669308,0.093517184,349.7213065443323,,
2017-01-14,1.522,916.92,10.01875,99.64583333333331,0.9550416666666668,30.61736432227605,0.1331709,4.57500790322072,,
2017-01-15,18.282,825.89,14.354166666666666,98.05833333333334,2.4658333333333333,129.54956176148897,0.13685927,160.536314355625,,
2017-01-16,0.0,3235.75,15.29375,69.20208333333333,0.7535833333333333,14.97085095501228,0.19055682,4.161198501298626,,
2017-01-17,6.607,694.37,10.201666666666666,85.26083333333334,1.9117916666666668,29.940614344426933,0.03913555,455.6734749389748,,
2017-01-18,11.678,1275.19,8.717875000000001,96.06666666666666,1.7942916666666668,331.775908346139,0.15880086,4.211016865076785,,
2017-01-19,0.0,4259.16,13.82125,71.2525,1.8659583333333336,222.631080053665,0.21083601,2.7798134041925486,,
2017-01-20,0.0,4052.28,17.50916666666667,44.092083333333335,1.837,227.85522204948117,0.0931194,498.51741564364494,,
2017-01-21,0.0,3132.86,16.490416666666665,57.14541666666667,2.862416666666667,229.3085499817249,0.13859925,3.830161077540336,,
2017-01-22,0.0,4541.14,14.068333333333332,35.375,5.805625,305.9288671600215,0.17759565,20.6597124883527,,
2017-01-23,0.0,4577.0,14.492333333333333,37.92541666666667,1.617625,177.45254571199757,0.17650993,3.3095148504247844,,
2017-01-24,0.0,4222.55,19.602083333333333,41.711666666666666,3.8316666666666666,181.4977972765301,0.17648299,4.343758665543669,,
2017-01-25,0.0,3951.02,14.145666666666664,30.660833333333333,2.9065,342.657309155753,0.16582349,4.708923595828113,,
2017-01-26,0.0,4440.42,7.12075,41.56625,1.27925,56.14427121198548,0.17260551,3.4398614841769444,,
2017-01-27,0.0,2553.62,6.114666666666667,38.04958333333333,1.533625,51.33854465828432,0.118295,74.58670955101783,,
2017-01-28,0.252,4770.85,6.8799166666666665,51.7575,2.137208333333333,314.4467612024021,0.16699147,5.59405975465411,,
2017-01-29,0.0,4864.53,10.32725,32.46583333333333,1.885875,315.8396651807303,0.1806612,352.28213186103176,,
2017-01-30,0.0,4886.69,15.476666666666668,21.885833333333338,1.3192916666666668,222.56873928334056,0.14171733,4.642978143232481,,
2017-01-31,0.0,4952.34,15.760833333333332,29.09625,2.8522916666666664,193.1236035647048,0.090466894,540.5775897326101,,
2017-02-01,0.0,4953.55,18.49875,40.858333333333334,2.53075,203.75172708850323,0.15652381,4.158560747185057,,
2017-02-02,0.0,4524.41,9.595583333333334,50.604166666666664,2.448166666666667,0.81183058780897,0.01758852,452.4679900211406,,
2017-02-03,0.0,1365.9,6.2789166666666665,67.09208333333333,2.003041666666667,36.62834103183343,0.14423956,4.710598282665427,,
2017-02-04,0.0,836.46,8.255791666666667,90.02916666666665,1.5867916666666666,157.90695928232822,0.13792028,4.870045393448118,,
2017-02-05,0.0,3564.5,17.369583333333335,86.78166666666668,3.6165,193.22449840954235,0.1288727,210.8924528889828,,
2017-02-06,0.0,2183.2200000000003,20.055416666666662,81.50041666666667,3.513291666666667,189.1827995905252,0.15298761,5.21417506474942,,
2017-02-07,0.0,4462.61,20.66625,52.17791666666667,2.061625,231.2354075419001,0.14737622,208.9999558082686,,
2017-02-08,0.0,4801.46,19.835,29.426666666666662,2.552166666666667,305.83969438306593,0.15227371,3.6081919785179246,,
2017-02-09,0.0,5288.96,11.883791666666667,39.99166666666667,1.976125,55.51631884204653,0.15734796,4.621834529350765,,
2017-02-10,0.0,3974.41,16.619583333333335,65.85583333333334,4.13,182.9407978575803,0.1391404,4.697033546475639,,
2017-02-11,0.0,5020.22,21.538749999999997,76.02333333333333,3.5708333333333333,187.7283876268964,0.14291005,123.236649824932,,
2017-02-12,0.0,2037.32,19.063333333333333,75.07375,2.377708333333333,2.4275941781347683,0.11073774,72.73146368083906,,
