Date,Ppt,Srad,Tair,RH,Windspeed,Winddirection,Sat_SM_AMSR,distance_AMSR,Sat_SM_SMAP,distance_SMAP
2017-01-01,0.0,3695.92,15.223416666666669,70.86041666666667,1.2685833333333332,207.54744789165548,0.1619357,9.62729105099041,,
2017-01-02,0.0,4117.73,13.799041666666668,71.69666666666667,2.534708333333333,264.7418022181223,0.17970578,9.789345820225742,,
2017-01-03,0.0,3939.01,11.633375,54.465,1.3851666666666669,324.99066303465816,0.13893537,8.682585543352946,,
2017-01-04,0.0,2450.89,4.038791666666667,66.23375,1.5059583333333333,19.798722814886617,0.14114188,232.60435841342,,
2017-01-05,0.0,4000.73,7.287708333333334,67.96333333333334,2.813041666666667,318.49683614332525,0.13733369,7.819751169946877,,
2017-01-06,0.0,1223.53,-4.352541666666666,63.58833333333333,3.041083333333334,356.7793480384424,0.09861715,653.6666151760528,,
2017-01-07,0.0,4375.37,-4.595958333333333,58.28333333333333,1.5959166666666669,323.5635150039992,0.16372634,8.72095525918622,,
2017-01-08,0.0,4175.43,0.626375,50.062916666666666,2.1169583333333333,208.34244513289153,0.1639215,8.948119171720379,,
2017-01-09,0.0,4107.93,11.964916666666667,67.02583333333332,3.841125,205.43563538849295,0.15647669,7.016946291639414,,
2017-01-10,0.0,3725.43,16.492916666666666,68.60541666666667,3.6752083333333334,210.3772683561828,0.14869577,93.31454287835224,,
2017-01-11,0.0,4071.16,18.605416666666667,70.02708333333334,4.216291666666667,194.6614603801976,0.14312874,8.749946928399824,,
2017-01-12,0.0,1903.07,19.14625,75.27166666666666,2.9023749999999997,179.66036284799063,0.16816747,9.64769109973545,,
2017-01-13,0.0,2318.51,19.64125,78.60875,2.0363333333333333,144.69065119037828,0.093517184,329.0965048741649,,
2017-01-14,0.0,924.02,10.498333333333331,97.61666666666667,1.0395,65.71770234547523,0.13881062,8.516071782993626,,
2017-01-15,0.0,1028.22,14.54875,94.9125,2.083875,118.864533187345,0.13685927,183.30171708811423,,
2017-01-16,0.0,3326.38,13.145416666666668,77.94791666666667,0.8330416666666668,291.9078799904738,0.19912769,8.479869229621439,,
2017-01-17,0.0,681.33,10.178666666666668,80.55874999999999,1.7048333333333332,42.7608758468092,0.06983318,478.2097512661087,,
2017-01-18,0.0,1173.72,8.601458333333333,93.275,1.5212916666666667,325.1058284515987,0.164004,9.63739349889388,,
2017-01-19,0.0,4378.73,13.054291666666666,69.35875,1.9807083333333333,252.3734755122272,0.21605659,7.831664853274462,,
2017-01-20,0.0,4072.88,14.784625,51.27291666666667,1.6285,256.7082576231372,0.0931194,477.1979672224524,,
2017-01-21,0.0,3027.66,15.649541666666666,57.625,3.372958333333333,255.0441166338341,0.1391077,8.326931121317918,,
2017-01-22,0.0,4444.88,13.622833333333332,37.01541666666667,5.912833333333334,292.6906282721316,0.17759565,43.16640217656637,,
2017-01-23,0.0,4535.61,12.158708333333331,49.02708333333334,1.712,252.50201030535277,0.18382047,8.313125595295386,,
2017-01-24,0.0,4198.39,20.05375,38.157916666666665,3.61925,204.48475830003213,0.17676006,8.812342155936571,,
2017-01-25,0.0,3857.88,13.267874999999998,33.96791666666667,2.2570416666666664,320.119674152655,0.16369197,7.888699490978406,,
2017-01-26,0.0,4531.12,3.7607083333333335,64.51083333333334,1.0410416666666666,253.69459163134255,0.16756561,7.629947423108011,,
2017-01-27,0.0,2424.36,3.3595,62.935833333333335,1.3140416666666666,15.609714741364712,0.16765028,93.60658195313717,,
2017-01-28,0.0,4749.5199999999995,5.685958333333333,62.586666666666666,2.6430833333333332,292.5107713580547,0.16456953,8.251291095539148,,
2017-01-29,0.0,4829.88,8.365333333333334,43.57458333333333,2.338041666666667,287.83247770243463,0.1806612,371.2011493046829,,
2017-01-30,0.0,3090.67,10.692130434782609,41.67782608695652,1.572391304347826,262.5508370531317,0.14216025,7.929221540149693,,
2017-01-31,0.0,4895.34,14.567625,33.662083333333335,2.2009583333333333,232.0890463990877,0.090466894,518.0769990774202,,
2017-02-01,0.0,4935.2300000000005,17.2475,41.8075,2.2643333333333335,254.1187079012347,0.16482314,8.807942731690034,,
2017-02-02,0.0,4795.45,7.952166666666667,58.25625,1.519375,339.2463749268439,0.01758852,475.08095407609466,,
2017-02-03,0.0,1391.23,6.165916666666667,68.41041666666666,1.8016666666666667,50.70773374763252,0.1475962,9.617432585789462,,
2017-02-04,0.0,933.56,8.495125,88.06708333333334,1.3668333333333331,158.62173326886295,0.14518999,9.413980896133769,,
2017-02-05,0.0,4549.9,17.747083333333332,81.28125,3.375208333333333,207.5709716593396,0.14194714,230.8861159798674,,
2017-02-06,0.0,2696.1,20.32125,77.7925,3.21625,205.19565753132733,0.15894333,7.596805505946215,,
2017-02-07,0.0,4359.62,18.363333333333333,58.70249999999999,1.9449583333333331,258.51745179391224,0.14737622,187.61894501770232,,
2017-02-08,0.0,4798.150000000001,18.450916666666668,35.20583333333333,2.5924583333333335,300.38224535683133,0.1592726,8.203600166638761,,
2017-02-09,0.0,5264.84,11.466833333333334,42.62875,1.2032916666666666,114.2467964802176,0.15866686,8.433749591005835,,
2017-02-10,0.0,4764.360000000001,16.714166666666667,66.1875,3.27275,195.54158172607023,0.14611131,8.031468268844211,,
2017-02-11,0.0,4986.57,21.184166666666663,73.51208333333334,2.7297083333333334,218.6853959518525,0.14291005,101.1835394042521,,
2017-02-12,0.0,1810.69,18.99833333333333,71.68375,2.1300833333333333,51.168066784534574,0.14837253,91.63474592043436,,
2017-02-13,0.0,1206.6,15.681666666666668,65.9775,1.7815833333333335,65.40130408750395,0.15493211,7.877887558757131,,
2017-02-14,0.0,1604.64,7.638916666666667,86.18458333333332,3.771875,318.1078048465527,0.12453434,335.96705009054205,,
2017-02-15,0.0,5511.9,7.599416666666667,63.80625,2.6385833333333335,316.0307510997435,0.2148046,7.564184755864063,,
2017-02-16,0.0,5148.41,8.81275,59.76541666666666,1.583875,242.30045468766235,0.08870845,520.4171890884398,,
2017-02-17,0.0,4989.58,14.770833333333334,56.00375,3.061125,218.15928609121093,0.2082027,8.814950807979795,,
2017-02-18,0.0,5284.63,18.070416666666667,51.752916666666664,1.8129583333333337,233.7390734591503,0.1986105,8.584516905362578,,
2017-02-19,0.0,3269.21,20.647083333333335,77.09083333333334,3.2310416666666666,158.06246300452506,0.15279777,8.183662890562108,,
2017-02-20,0.0,4440.11,15.243333333333332,68.52958333333333,1.579625,271.3492177608305,0.21551555,8.075197855027273,,
2017-02-21,0.0,5837.31,15.903333333333334,40.71875,2.3747083333333334,298.0826569002902,0.16174209,9.448253460631191,,
2017-02-22,0.0,5696.3,16.798416666666665,54.02791666666667,1.4178749999999998,266.8937894922489,0.14808123,8.107946177544548,,
2017-02-23,0.0,5825.11,21.99791666666667,36.97625,2.7942916666666666,214.5465388965277,0.14745522,23.677557790223837,,
2017-02-24,0.0,5941.57,16.266208333333335,47.08208333333334,2.33425,305.09540648691956,0.18094029,8.074528428503445,,
2017-02-25,0.0,5989.08,8.643375,49.395,1.403875,66.76753145093119,0.16761741,8.482432086248917,,
2017-02-26,0.0,1938.43,12.963958333333332,74.40375,1.66925,182.17665153800925,0.14410941,9.06001021052157,,
2017-02-27,0.0,4165.69,20.489166666666662,77.035,1.8512916666666663,175.43257624635623,0.16904847,8.138864806218628,,
2017-02-28,0.0,3132.78,21.0625,79.5475,3.441708333333333,201.19463594318023,0.14326201,8.26302653063724,,
2017-03-01,0.0,6085.08,15.508416666666667,48.44166666666666,2.290125,329.69255258557666,0.16390398,9.992934619137204,,
2017-03-02,0.0,5918.83,7.354541666666667,52.535833333333336,1.2952916666666667,284.87281709854744,0.1312529,8.587385278557882,,
2017-03-03,0.0,4805.35,9.048125,47.555416666666666,2.080458333333333,172.4069676774575,0.15943952,8.996204975396228,,
2017-03-04,0.0,598.09,12.252916666666666,83.06208333333333,2.0015,142.88586782637725,0.14739265,91.00798437141952,,
2017-03-05,0.0,2330.86,16.1575,87.08333333333333,1.8549583333333333,166.92584851863967,0.15867934,8.741006429664834,,
2017-03-06,0.0,5645.31,21.047083333333333,76.55875,4.1835,189.76737643371715,0.059538078,470.8252236452789,,
2017-03-07,0.0,3624.67,17.356666666666666,61.23125,2.056583333333333,58.47641167810491,0.15970698,8.68391855033883,,
2017-03-08,0.0,3813.16,17.03625,58.46208333333333,1.8392916666666668,134.58480172019233,0.16411266,7.83945761980294,,
2017-03-09,0.0,2489.89,20.08125,79.89666666666666,2.5384166666666665,189.48114082916496,0.1353941,8.808884536325747,,
2017-03-10,0.0,4844.1,19.19875,77.50416666666666,1.9094583333333333,183.8189313786704,0.13221906,9.001253400949254,,
2017-03-11,0.0,2115.04,16.715,88.355,1.4020416666666666,103.23206240760892,0.13021095,660.1271447423375,,
2017-03-12,0.0,1318.13,9.071125,94.93333333333334,1.6544583333333334,44.14292033298807,0.1447227,8.150665214893777,,
2017-03-13,0.0,4976.73,11.971833333333334,81.10208333333334,1.5310416666666666,8.184508144685083,0.12939644,380.0685224054717,,
2017-03-14,0.0,6544.07,12.097625,66.90125,1.7265,215.3556887958334,0.12368948,7.649153167633503,,
2017-03-15,0.0,4929.12,15.4125,68.01041666666667,1.65525,191.87828933994936,0.14971864,100.65492630341149,,
2017-03-16,0.0,3084.96,18.64125,78.79666666666667,3.1049583333333337,179.6543192274089,0.14048477,94.9233347422711,,
2017-03-17,0.0,4569.43,20.8375,71.35791666666667,3.877375,186.0121846649336,0.14388612,8.875647161452294,,
2017-03-18,0.0,3203.89,19.3975,77.99666666666667,1.864291666666667,188.9471337291378,0.18343465,372.756410979401,,
2017-03-19,0.0,6728.24,22.062083333333337,64.28041666666667,2.838875,192.11697087685593,0.14334,9.174602318203013,0.1911042332649231,15.842544582204008
2017-03-20,0.0,6785.8,20.907916666666665,66.41000000000001,3.2987916666666663,197.6973665803523,0.11401814,516.7568359481052,0.2103097438812255,15.842544582204008
2017-03-21,0.0,6316.41,20.81833333333333,67.21958333333333,2.873666666666667,194.39242889756113,0.13507177,8.48890412611095,0.1682003587484359,15.842544582204008
2017-03-22,0.0,6609.77,21.3925,68.33,2.5067083333333335,173.55234968826107,0.14171241,7.892079985529715,,
2017-03-23,0.0,6793.87,20.910833333333333,59.834583333333335,4.865666666666667,169.704952381373,0.13212238,9.667191997825304,0.1831038892269134,15.842544582204008
2017-03-24,0.0,5602.67,19.291666666666668,56.15833333333333,3.260666666666667,229.8179753499594,0.13477954,8.735548291183276,0.1755539178848266,15.842544582204008
2017-03-25,0.0,7126.75,17.507916666666667,44.89291666666667,2.166,302.9525093444337,0.10120092,475.0715271590835,0.1877420395612716,15.842544582204008
2017-03-26,0.0,6673.15,22.275,57.12583333333333,3.1484166666666664,184.77179557016424,0.13533887,9.230228578324544,0.1683599352836609,15.842544582204008
2017-03-27,0.0,6076.99,22.333333333333332,70.4075,1.639708333333333,201.0591064809393,0.12434582,44.28532442046988,,
2017-03-28,0.0,3133.06,21.959999999999997,73.5,3.1654166666666668,145.78388143771463,0.13359486,9.919430979958788,,
2017-03-29,0.0,7058.69,17.7525,58.53666666666667,2.6534583333333335,289.1758242662749,0.117556095,330.9376736248087,,
2017-03-30,0.0,7364.89,17.038333333333334,49.279583333333335,2.486083333333333,283.85376388966597,0.14150673,7.5949392957862205,,
2017-03-31,0.0,7259.57,21.62875,43.5,3.69425,186.87061222703173,0.14833805,8.004620005772251,0.1841373741626739,15.842544582204008
2017-04-01,0.0,3173.15,19.941666666666663,79.51875,3.468916666666667,149.66083280948772,0.097931385,100.34684790857212,0.1860294640064239,15.842544582204008
2017-04-02,15.75,3191.02,16.00166666666667,85.20416666666667,2.7505,338.84329018632457,0.17629372,7.475628884105307,,
