,ar_bi_lstm,y_true,shift_bl,ar_lstm,cnn,lstm,bi_lstm
0,0.35624292,0.4052951059403132,0.6824089047429945,0.35510987,0.38914183,0.40443984,0.3562585
1,0.35844174,0.4052951059403132,0.6792952665542004,0.35689506,0.38948902,0.4060609,0.35419232
2,0.3585382,0.4052951059403132,0.6761816283654062,0.35799417,0.3876435,0.40733558,0.35224563
3,0.3590711,0.4052951059403132,0.673067990176612,0.35843712,0.38713738,0.4081819,0.3508505
4,0.35845968,0.4052951059403132,0.673067990176612,0.35811356,0.38877913,0.4083328,0.34957847
5,0.35672924,0.4052951059403132,0.6699543519878178,0.35752305,0.3855142,0.4075046,0.34813726
6,0.35613182,0.4052951059403132,0.6699543519878178,0.3564413,0.38658538,0.4067292,0.34718546
7,0.3562328,0.4052951059403132,0.6668407137990237,0.35493806,0.38833493,0.4066933,0.3470406
8,0.35696256,0.4052951059403132,0.6668407137990237,0.35434067,0.3870309,0.4085093,0.34856266
9,0.35557812,0.4052951059403132,0.6668407137990237,0.3542284,0.38718632,0.41105095,0.35129705
10,0.35460177,0.4052951059403132,0.6637270756102295,0.35356826,0.38462457,0.4118248,0.3541907
11,0.35684454,0.4052951059403132,0.6637270756102295,0.352889,0.38381308,0.4115521,0.3574089
12,0.35687825,0.4084087441291074,0.6637270756102295,0.3533823,0.38058725,0.4106498,0.35969603
13,0.3579004,0.4084087441291074,0.6668407137990237,0.35457388,0.3795272,0.41244322,0.36223564
14,0.35476252,0.4115223823179016,0.6668407137990237,0.35437736,0.3775715,0.41242284,0.36309388
15,0.35793367,0.4115223823179016,0.6699543519878178,0.35497713,0.3754904,0.41712502,0.36726865
16,0.35844937,0.4084087441291074,0.6948634574981712,0.35356852,0.3743525,0.42009428,0.37078887
17,0.3617292,0.4084087441291074,0.710431648442142,0.35630888,0.37197614,0.42659426,0.37718388
18,0.36155385,0.4115223823179016,0.710431648442142,0.35495788,0.37070504,0.42892143,0.38149387
19,0.36001182,0.4084087441291074,0.7042043720645538,0.3537378,0.3710651,0.42739475,0.38334742
20,0.35912725,0.4084087441291074,0.7010907338757596,0.35246918,0.37309095,0.42349678,0.38278246
21,0.35993183,0.4052951059403132,0.6979770956869654,0.3521355,0.37437308,0.4200189,0.38115904
22,0.3603334,0.4084087441291074,0.6948634574981712,0.3525281,0.3720582,0.417976,0.37896547
23,0.3592877,0.4052951059403132,0.6917498193093771,0.35384762,0.3765252,0.41647556,0.37590492
24,0.35966268,0.4052951059403132,0.6886361811205829,0.3556392,0.37936702,0.41595045,0.3730992
25,0.35964462,0.4052951059403132,0.6886361811205829,0.3571957,0.38093504,0.41608912,0.3706602
26,0.35979939,0.4052951059403132,0.6855225429317887,0.357711,0.3837621,0.41645044,0.36861035
27,0.36034942,0.4052951059403132,0.6855225429317887,0.35780075,0.38247877,0.41679204,0.3668721
28,0.35894915,0.4052951059403132,0.6824089047429945,0.3578168,0.38438186,0.41631812,0.36494488
29,0.35717043,0.4052951059403132,0.6824089047429945,0.35704657,0.38581347,0.4147618,0.3626521
30,0.3554775,0.4052951059403132,0.6792952665542004,0.3558129,0.38639244,0.41268888,0.36034068
31,0.35504282,0.4052951059403132,0.6792952665542004,0.3544242,0.38673848,0.41134998,0.35872215
32,0.35548592,0.4052951059403132,0.6761816283654062,0.35350865,0.3860219,0.41176265,0.35851625
33,0.35617635,0.4052951059403132,0.6761816283654062,0.35327616,0.38426852,0.41407323,0.36003113
34,0.35753116,0.4052951059403132,0.6761816283654062,0.3533789,0.38320076,0.41778842,0.3632778
35,0.3581163,0.4084087441291074,0.673067990176612,0.35393304,0.38105074,0.4210452,0.36728743
36,0.35856023,0.4052951059403132,0.673067990176612,0.35501358,0.37903097,0.42354572,0.37151557
37,0.35721555,0.4052951059403132,0.673067990176612,0.35478857,0.3771585,0.4227878,0.37364703
38,0.3566127,0.4084087441291074,0.673067990176612,0.35553914,0.37613612,0.42352495,0.37607795
39,0.35915056,0.4084087441291074,0.6699543519878178,0.35676917,0.37324068,0.42943928,0.38137448
40,0.35880062,0.4115223823179016,0.6668407137990237,0.3561037,0.37125653,0.43301368,0.385429
41,0.35999933,0.4115223823179016,0.6637270756102295,0.35533816,0.37129807,0.43505102,0.3889707
42,0.35982698,0.4115223823179016,0.6606134374214353,0.35451883,0.36983064,0.4348088,0.39070985
43,0.35882127,0.4270905732618724,0.6574997992326411,0.35404223,0.37118268,0.43328664,0.39068595
44,0.35773945,0.4457724023946374,0.654386161043847,0.35340837,0.37330446,0.4305729,0.38876733
45,0.3578075,0.4644542315274025,0.654386161043847,0.35304603,0.37906885,0.4277725,0.38572553
46,0.35789132,0.4800224224713734,0.6512725228550528,0.3529397,0.3799533,0.4254086,0.38212627
47,0.35931197,0.4955906134153442,0.6481588846662586,0.35369083,0.3820206,0.4243205,0.3791075
48,0.35954264,0.508045166170521,0.6481588846662586,0.35495245,0.38576913,0.42365623,0.37613887
49,0.35970715,0.5173860807369034,0.6450452464774644,0.356518,0.38007736,0.42297393,0.37345126
50,0.36107948,0.5236133571144918,0.6419316082886702,0.35760218,0.37860984,0.42245722,0.3713428
51,0.36119798,0.5236133571144918,0.6419316082886702,0.35835186,0.37494755,0.42163157,0.36946496
52,0.36026105,0.5267269953032858,0.6388179700998761,0.35871246,0.36227176,0.41986427,0.36730933
53,0.36168203,0.5267269953032858,0.6388179700998761,0.3584845,0.3580163,0.4182667,0.3656166
54,0.36081672,0.5267269953032858,0.6357043319110819,0.3584678,0.35238746,0.41636354,0.36376303
55,0.36121956,0.5267269953032858,0.6357043319110819,0.35801965,0.3495011,0.4153207,0.36269712
56,0.36191562,0.5267269953032858,0.6357043319110819,0.35799107,0.34773025,0.41563988,0.36260152
57,0.36286077,0.5267269953032858,0.6325906937222877,0.35847226,0.34683523,0.41763723,0.3640729
58,0.36466166,0.5267269953032858,0.6325906937222877,0.35915044,0.35185403,0.42099383,0.36738765
59,0.36576322,0.5267269953032858,0.6325906937222877,0.36065394,0.35646176,0.42524195,0.37229815
60,0.3669022,0.52984063349208,0.6357043319110819,0.36281133,0.35502297,0.4308935,0.37901986
61,0.3677908,0.5329542716808742,0.6357043319110819,0.36397704,0.35743088,0.4360839,0.38616338
62,0.36747962,0.5329542716808742,0.6357043319110819,0.36352986,0.35427547,0.43681997,0.3911788
63,0.36735773,0.5360679098696683,0.6388179700998761,0.36330715,0.3637626,0.43675414,0.39506024
64,0.36578783,0.5360679098696683,0.6357043319110819,0.36315128,0.36507183,0.43723157,0.39774114
65,0.3668574,0.5329542716808742,0.6325906937222877,0.36306265,0.36387807,0.43968073,0.40050665
66,0.35942796,0.5329542716808742,0.6325906937222877,0.36339948,0.36604118,0.4675385,0.4165714
67,0.3738732,0.52984063349208,0.6294770555334935,0.38214675,0.36555392,0.61561733,0.5212511
68,0.37106094,0.5267269953032858,0.6263634173446994,0.37151715,0.3697618,0.5621899,0.5262254
69,0.3832563,0.5267269953032858,0.6263634173446994,0.37640387,0.37378874,0.5431533,0.53180224
70,0.397264,0.5236133571144918,0.6232497791559052,0.38440177,0.37468976,0.52916235,0.53277653
71,0.4001945,0.5236133571144918,0.6232497791559052,0.39739677,0.37840033,0.5245248,0.5309803
72,0.40271416,0.5204997189256976,0.6232497791559052,0.4077479,0.38248178,0.52504903,0.5282841
73,0.41621175,0.5204997189256976,0.620136140967111,0.41335624,0.38298386,0.5309413,0.5277288
74,0.4229035,0.5173860807369034,0.620136140967111,0.420142,0.38373423,0.537062,0.52728903
75,0.42595723,0.5173860807369034,0.620136140967111,0.42603257,0.38296124,0.5409967,0.5265649
76,0.4251363,0.5173860807369034,0.620136140967111,0.43014827,0.3803127,0.54199225,0.5250173
77,0.41770104,0.5142724425481092,0.6170225027783168,0.43266714,0.3764387,0.53929275,0.52123386
78,0.41698477,0.5142724425481092,0.6170225027783168,0.43053484,0.37122774,0.53655124,0.51800513
79,0.4143122,0.5142724425481092,0.6170225027783168,0.42789134,0.36223328,0.5341593,0.5149121
80,0.4102138,0.5142724425481092,0.6170225027783168,0.425399,0.36401895,0.53144985,0.511809
81,0.40898854,0.5142724425481092,0.6170225027783168,0.42227033,0.3608374,0.529965,0.5099262
82,0.4075299,0.5142724425481092,0.6170225027783168,0.41926178,0.36718333,0.5273735,0.50827646
83,0.4058483,0.5142724425481092,0.6170225027783168,0.41720492,0.36898044,0.5239722,0.506199
84,0.40791145,0.5173860807369034,0.620136140967111,0.41544083,0.36509913,0.5217894,0.50491726
85,0.40625405,0.5204997189256976,0.620136140967111,0.41556156,0.3608723,0.5202098,0.5034387
86,0.40608767,0.5204997189256976,0.6232497791559052,0.41489807,0.3596624,0.5200833,0.5024513
87,0.40497342,0.5236133571144918,0.6232497791559052,0.41345534,0.36496145,0.5206936,0.5017527
88,0.4063241,0.5236133571144918,0.6232497791559052,0.41227338,0.3658876,0.5226014,0.5019794
89,0.41078803,0.5236133571144918,0.620136140967111,0.41464782,0.36612654,0.53033465,0.5056373
90,0.40919435,0.5236133571144918,0.620136140967111,0.41172126,0.36474726,0.53131485,0.5071098
91,0.40873137,0.5204997189256976,0.6170225027783168,0.4104964,0.36602646,0.5292842,0.50736773
92,0.40680394,0.5204997189256976,0.6139088645895227,0.40938684,0.3721358,0.5251204,0.5059855
93,0.406683,0.5173860807369034,0.6139088645895227,0.40859511,0.37512758,0.5207314,0.50373703
94,0.40782353,0.5173860807369034,0.6107952264007285,0.40934423,0.3789109,0.51722646,0.501356
95,0.40776318,0.5173860807369034,0.6107952264007285,0.41075233,0.38248444,0.5145154,0.49857935
96,0.40802574,0.5173860807369034,0.6107952264007285,0.41238603,0.38497883,0.5131504,0.49637264
97,0.40949938,0.5142724425481092,0.6076815882119343,0.41344824,0.38696766,0.51279306,0.49487326
98,0.40959468,0.5142724425481092,0.6076815882119343,0.41451266,0.38729084,0.5125191,0.49363875
99,0.40981945,0.5142724425481092,0.6045679500231402,0.4146747,0.38525718,0.5122419,0.49250174
100,0.40929005,0.5142724425481092,0.6045679500231402,0.41454276,0.38235325,0.51176804,0.49139878
101,0.4079486,0.5142724425481092,0.6045679500231402,0.4136035,0.37784588,0.51079035,0.4900114
102,0.40657225,0.5142724425481092,0.6045679500231402,0.411746,0.37322277,0.50991154,0.48849043
103,0.40668198,0.5142724425481092,0.6045679500231402,0.4099052,0.36986893,0.51015,0.48730394
104,0.40707943,0.5142724425481092,0.6014543118343461,0.408869,0.36704358,0.51191664,0.4869573
105,0.40839037,0.5142724425481092,0.6014543118343461,0.408382,0.3648808,0.51524705,0.48815915
106,0.40937528,0.5142724425481092,0.6014543118343461,0.4085543,0.3700908,0.51869386,0.490505
107,0.4064674,0.5173860807369034,0.6014543118343461,0.4088493,0.36934447,0.5180059,0.49142322
108,0.40459275,0.5173860807369034,0.6045679500231402,0.40918678,0.3652817,0.5160543,0.49168676
109,0.4017645,0.5204997189256976,0.6045679500231402,0.40895936,0.36342227,0.51330274,0.49080732
110,0.40326804,0.5204997189256976,0.6045679500231402,0.4090817,0.3614737,0.5160514,0.49203995
111,0.4024515,0.5204997189256976,0.6045679500231402,0.4073848,0.36301714,0.51829493,0.49312997
112,0.40214393,0.5236133571144918,0.6045679500231402,0.40554336,0.36250287,0.5192841,0.49391434
113,0.4046975,0.5236133571144918,0.6045679500231402,0.40655607,0.36141795,0.5240248,0.49701476
114,0.40483132,0.5236133571144918,0.6014543118343461,0.4038956,0.35932472,0.5252701,0.4990365
115,0.40506628,0.5204997189256976,0.6014543118343461,0.40283117,0.36262912,0.5242842,0.49990413
