Station,Model,Features,Offset,MSE,MAE,MAPE,SMAPE,RSE,CORR
Station6,ar,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.012002305615581384,0.08264010399580002,52.00248336791992,32.024173736572266,0.3054587244987488,0.8664382100105286
Station6,ar,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.02007226714047435,0.1192733570933342,95.24714660644531,47.19913101196289,0.5106909871101379,0.7661111354827881
Station6,lstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.007255500038799897,0.055811453610658646,33.59783935546875,24.840957641601562,0.18465247750282288,0.907966136932373
Station6,lstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.013733543338470515,0.09202952682971954,69.06369018554688,39.40116882324219,0.34941723942756653,0.8246507048606873
Station6,bilstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.013716278660363944,0.08737951517105103,62.73478317260742,37.45571517944336,0.3489779531955719,0.8151648640632629
Station6,bilstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.0073187194140895825,0.054414551705121994,21.31574249267578,20.4893741607666,0.18626141548156738,0.9144851565361023
Station6,rnn,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.013958835426590615,0.0879543200135231,50.59599304199219,34.709449768066406,0.3551492393016815,0.8223880529403687
Station6,cnn,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.017098025561211483,0.10577662289142609,76.85066223144531,42.46580505371094,0.4350184500217438,0.7877718806266785
Station6,rnn,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.0069129387899088835,0.04919018968939781,24.568166732788086,19.479520797729492,0.1759343147277832,0.9115886092185974
Station6,cnn,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.01066459702520842,0.07789257913827896,48.637901306152344,31.412639617919922,0.27141398191452026,0.8775800466537476
Station6,attentionlstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.015116928674845091,0.0854814425110817,45.74992370605469,34.32316207885742,0.38461413979530334,0.7992009520530701
Station6,baseline,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.016502449163751032,0.07832751423120499,25.505395889282227,26.180389404296875,0.4198654294013977,0.792544424533844
Station6,attentionlstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.040652271881752675,0.1761450618505478,201.0728759765625,60.88870620727539,1.0346003770828247,7.34018668069325e-09
Station6,baseline,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.007992949452051975,0.04446763917803764,13.326729774475098,14.424337387084961,0.20342057943344116,0.8997332453727722
Station6,ar,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.02388908841167516,0.12104552984237671,82.57431030273438,46.98031997680664,0.6076821684837341,0.6709741950035095
Station6,lstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.027616333264682966,0.14357516169548035,118.58892822265625,53.60417175292969,0.7024945616722107,0.6897056698799133
Station6,bilstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.02292291304594563,0.12259294837713242,101.83671569824219,48.435367584228516,0.5831050276756287,0.6727204918861389
Station6,rnn,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.022171093541946907,0.1198757216334343,96.67305755615234,47.960941314697266,0.5639805197715759,0.6811687350273132
Station6,cnn,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.02548438482577653,0.13504117727279663,117.66421508789062,52.111793518066406,0.6482628583908081,0.6637345552444458
Station6,attentionlstm,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.027294166173808955,0.1263655722141266,94.56805419921875,49.260196685791016,0.6942995190620422,0.597763180732727
Station6,baseline,SWC_20_T_20_Ppt_Tair_Wx_Wy,24,0.02847249237129571,0.11822162568569183,47.394775390625,42.54201889038086,0.7242733240127563,0.6410444974899292
