Station,Model,Features,Offset,MSE,MAE,MAPE,SMAPE,RSE,CORR
Station6,bilstm,SWC_20_T_20_Ppt_Wx_Wy_Srad_DayCos_DaySin_MonthCos_MonthSin_YearCos_YearSin,48,0.009777332240232795,0.05426790565252304,0.0006350837065838277,28.82419204711914,0.23508967459201813,0.8746146559715271
Station6,bilstm,SWC_20_T_20_Ppt_Wx_Wy_Srad_DayCos_DaySin_MonthCos_MonthSin_YearCos_YearSin,48,0.00996838934319568,0.057570986449718475,0.0006737388903275132,30.811410903930664,0.23968349397182465,0.8725332617759705
Station6,lstm,SWC_20_T_20_Ppt_Wx_Wy_Srad_DayCos_DaySin_MonthCos_MonthSin_YearCos_YearSin,48,0.009569461421055785,0.05388668179512024,604541.25,26.052188873291016,0.23009155690670013,0.8782316446304321
Station6,lstm,SWC_20_T_20_Ppt_Wx_Wy_Srad_DayCos_DaySin_MonthCos_MonthSin_YearCos_YearSin,48,0.009622642193802928,0.05207423120737076,425264.84375,25.376113891601562,0.2313702404499054,0.8771381974220276
Station6,ilstmsoil,SWC_20_T_20_Ppt_Wx_Wy_Srad_DayCos_DaySin_MonthCos_MonthSin_YearCos_YearSin,48,0.010139913023860919,0.05850892513990402,726337.375,29.40167236328125,0.24380771815776825,0.8697196841239929
