Date,Sat_SM,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Ppt.1,Tair,RH,Windspeed,Winddirection,Srad,Latitude,Longitude
2017-03-18,0.2243239324397684,0.013511904761904826,0.17130952380952383,0.1836607142857143,0.15849404761904765,0.17116666666666666,18.310714285714287,18.34857142857143,18.318511904761902,18.375119047619048,0.013607142857142826,15.396964285714285,74.54238095238095,2.2141547619047617,173.9442857142857,172.20482142857145,30.3989,-98.6105
2017-03-19,0.1911042332649231,0.0030357142857143494,0.16413095238095238,0.18107738095238093,0.15720833333333334,0.17040476190476192,19.14690476190476,19.01452380952381,18.803511904761905,18.47404761904762,0.003023809523809492,17.210797619047618,70.17690476190477,2.3143511904761906,192.25184523809526,204.37386904761908,30.3989,-98.6105
2017-03-20,0.2103097438812255,0.0,0.1550595238095238,0.17747023809523813,0.1556904761904762,0.16968452380952379,20.04565476190476,19.864761904761906,19.577142857142857,18.838035714285716,0.0,18.358595238095237,68.80744047619048,2.5135416666666663,202.38333333333335,215.361130952381,30.3989,-98.6105
2017-03-21,0.1682003587484359,0.0,0.14655357142857145,0.1731607142857143,0.15379761904761904,0.16892261904761904,20.951428571428576,20.718333333333334,20.360178571428573,19.30053571428572,0.0,19.392440476190473,70.17357142857144,2.6533869047619048,199.03809523809522,213.81815476190476,30.3989,-98.6105
2017-03-22,0.1673572277706146,0.0,0.13914285714285712,0.1685595238095238,0.1514761904761905,0.1680714285714286,21.845476190476194,21.56172619047619,21.13684523809524,19.802083333333336,0.0,20.166547619047616,70.56190476190476,2.7297023809523813,198.31428571428572,221.86982142857144,30.3989,-98.6105
2017-03-23,0.1831038892269134,0.0,0.13226785714285713,0.16366666666666665,0.14864285714285713,0.16699404761904763,22.566369047619048,22.271547619047617,21.81464285714286,20.304821428571426,0.0,20.494523809523805,67.82434523809523,3.021922619047619,196.91607142857143,245.13547619047623,30.3989,-98.6105
2017-03-24,0.1755539178848266,0.009107142857142921,0.12678571428571428,0.15865476190476188,0.14535119047619047,0.16569642857142858,22.936011904761905,22.702321428571427,22.293928571428573,20.778750000000002,0.00907142857142854,20.389761904761905,64.9695238095238,2.9036964285714286,198.2645238095238,249.52154761904762,30.3989,-98.6105
2017-03-25,0.1877420395612716,0.009107142857142921,0.12297023809523809,0.1537797619047619,0.14167261904761905,0.16414880952380953,23.12595238095238,22.91595238095238,22.520833333333332,21.10333333333333,0.00907142857142854,20.246190476190474,59.51071428571429,2.9036250000000003,186.06708333333333,272.32690476190476,30.3989,-98.6105
2017-03-26,0.1683599352836609,0.009107142857142921,0.11966666666666667,0.14935119047619047,0.13788690476190477,0.16239285714285717,23.313869047619047,23.128154761904764,22.75952380952381,21.393571428571427,0.00907142857142854,20.28363095238095,58.7689880952381,2.9968571428571424,185.33851190476187,271.75458333333336,30.3989,-98.6105
2017-03-27,0.183110190754378,0.009107142857142921,0.11725595238095239,0.1457202380952381,0.13417857142857142,0.16048214285714285,23.65892857142857,23.45017857142857,23.05017857142857,21.646071428571425,0.00907142857142854,20.568869047619046,59.150357142857146,2.833892857142857,177.5435119047619,266.9789285714286,30.3989,-98.6105
2017-03-28,0.1676215641269189,0.009107142857142921,0.11545238095238096,0.14273214285714286,0.13064285714285714,0.15849404761904765,23.84047619047619,23.667142857142856,23.301369047619044,21.915178571428573,0.00907142857142854,20.75708333333333,60.082976190476195,2.981089285714286,173.88815476190476,249.10476190476192,30.3989,-98.6105
2017-03-29,0.2662876090142333,0.08619047619047625,0.12782738095238094,0.1428809523809524,0.1273452380952381,0.15645833333333334,23.54678571428571,23.47339285714285,23.204642857142858,22.06267857142857,0.08617857142857141,20.34142857142857,57.99982142857143,2.874452380952381,172.81684523809525,251.9264285714286,30.3989,-98.6105
2017-03-30,0.2018869355555803,0.08619047619047625,0.1368452380952381,0.14507142857142857,0.12454761904761905,0.1545,23.143869047619045,23.12839285714286,22.928749999999997,22.059880952380954,0.08617857142857141,19.885297619047616,55.93214285714286,2.4705000000000004,170.2472023809524,254.68220238095236,30.3989,-98.6105
2017-03-31,0.1841373741626739,0.07708333333333339,0.14261309523809523,0.14717857142857144,0.12231547619047618,0.15263690476190475,23.029166666666665,22.99529761904762,22.787261904761902,22.009464285714284,0.07710714285714283,20.115416666666665,54.68613095238095,2.606375,168.47077380952382,264.8057738095238,30.3989,-98.6105
2017-04-01,0.1860294640064239,0.07708333333333339,0.1458095238095238,0.14904166666666668,0.1206547619047619,0.15096428571428572,23.013869047619046,22.97958333333333,22.79321428571429,22.031904761904762,0.07710714285714283,20.276904761904756,60.603809523809524,2.8988988095238097,176.6289285714286,242.8810714285714,30.3989,-98.6105
2017-04-02,0.2002254160022965,0.23577380952380955,0.15786309523809525,0.1562083333333333,0.11945238095238096,0.14953571428571427,22.650892857142857,22.70529761904762,22.60625,22.021250000000002,0.23586904761904762,19.44238095238095,64.24517857142857,2.768160714285714,159.44630952380953,223.87178571428572,30.3989,-98.6105
2017-04-03,0.2227708923570861,0.23577380952380955,0.17085714285714285,0.1651904761904762,0.11983928571428572,0.14830357142857142,21.93125,22.053214285714287,22.051904761904762,21.840654761904762,0.23586904761904756,19.00428571428571,61.21732142857143,2.763952380952381,168.18464285714285,231.76041666666666,30.3989,-98.6105
2017-04-04,0.1680022925138473,0.23577380952380955,0.18058333333333335,0.1728392857142857,0.12123809523809524,0.14719642857142853,21.520476190476188,21.63845238095238,21.63970238095238,21.581488095238093,0.23586904761904756,19.126845238095235,55.64023809523809,2.5922976190476192,169.95321428571427,252.67839285714285,30.3989,-98.6105
2017-04-05,0.1988579954326787,0.15869047619047622,0.17411309523809523,0.17667261904761905,0.12292857142857143,0.14619642857142856,21.326488095238094,21.441428571428567,21.434702380952384,21.39863095238095,0.15876190476190472,18.497410714285714,54.90714285714285,2.796178571428572,164.19869047619048,255.27470238095233,30.3989,-98.6105
2017-04-06,0.2117814570665359,0.15869047619047622,0.16964880952380954,0.17806547619047616,0.12463095238095238,0.14526190476190476,21.30779761904762,21.395416666666666,21.356726190476195,21.273988095238092,0.15876190476190472,18.066749999999995,55.7547619047619,2.6116190476190475,169.03154761904761,256.0311904761905,30.3989,-98.6105
2017-04-07,0.1812169849872589,0.15869047619047622,0.16630357142857144,0.1790238095238095,0.12616666666666668,0.14441071428571428,21.304345238095237,21.39047619047619,21.339880952380952,21.209464285714287,0.15876190476190472,17.496571428571425,56.13499999999999,2.3768035714285713,169.58273809523808,257.3617261904762,30.3989,-98.6105
2017-04-08,0.1788628101348877,0.15869047619047622,0.16377380952380952,0.17963095238095236,0.1275,0.1435535714285714,21.468392857142856,21.51547619047619,21.413511904761908,21.175773809523808,0.15876190476190472,17.47133333333333,54.40940476190476,2.235976190476191,172.52857142857144,277.0605357142857,30.3989,-98.6105
2017-04-09,0.1724700778722763,0.0,0.15202380952380953,0.17426785714285714,0.1285,0.142625,21.83238095238095,21.807142857142857,21.640357142857145,21.228749999999998,0.0,18.148,53.11095238095238,2.3951488095238096,189.0754761904762,283.31624999999997,30.3989,-98.6105
2017-04-10,0.1869549304246902,0.0,0.13940476190476192,0.16659523809523807,0.128,0.1416488095238095,22.288809523809526,22.238571428571426,22.041309523809524,21.407916666666665,0.0,18.543535714285714,57.70005952380952,2.464089285714286,183.7990476190476,255.66023809523807,30.3989,-98.6105
2017-04-11,0.1781947165727615,0.01660714285714292,0.13392261904761907,0.16019642857142857,0.12661309523809525,0.14070833333333332,22.47589285714286,22.443452380952383,22.258690476190477,21.587440476190476,0.01663095238095232,18.036035714285713,65.35065476190478,2.351107142857143,176.6364880952381,233.31922619047617,30.3989,-98.6105
2017-04-12,0.1704351752996444,0.01660714285714292,0.13112500000000002,0.15488690476190478,0.12504166666666666,0.139875,22.550773809523808,22.50315476190476,22.32672619047619,21.698869047619045,0.01663095238095232,18.61064880952381,70.12529761904763,2.1727142857142856,177.59803571428571,204.5775595238095,30.3989,-98.6105
2017-04-13,0.1992280098320907,0.019583333333333397,0.12942857142857142,0.15060714285714288,0.12356547619047618,0.13910119047619046,22.77184523809524,22.68630952380952,22.480297619047615,21.789464285714285,0.01965476190476184,19.46988095238095,73.71077380952381,2.3588095238095237,174.70744047619047,189.38529761904763,30.3989,-98.6105
2017-04-14,0.1955414116382599,0.019583333333333397,0.12870833333333334,0.1471547619047619,0.12216071428571428,0.13826190476190475,22.81726190476191,22.73886904761905,22.54934523809524,21.88077380952381,0.01965476190476184,19.767678571428572,78.02434523809525,2.3614107142857144,172.4282738095238,172.68511904761905,30.3989,-98.6105
2017-04-15,0.1508929133415222,0.019583333333333397,0.1287797619047619,0.1446011904761905,0.12088095238095238,0.13738690476190477,22.861130952380954,22.77541666666667,22.581904761904763,21.936011904761905,0.01965476190476184,20.035595238095237,79.0005357142857,2.3433511904761906,170.76220238095237,160.86892857142857,30.3989,-98.6105
2017-04-16,0.1794080287218094,0.019583333333333397,0.1290297619047619,0.14270238095238094,0.11969642857142858,0.13645833333333335,22.871726190476192,22.79678571428571,22.607380952380954,21.979107142857146,0.01965476190476184,20.117142857142856,79.30363095238094,2.2147380952380953,169.46517857142857,154.41410714285715,30.3989,-98.6105
2017-04-17,0.1663630008697509,0.021071428571428633,0.12931547619047618,0.14117857142857143,0.11860119047619047,0.13545238095238096,22.766785714285714,22.72583333333333,22.562738095238096,22.001011904761906,0.021166666666666605,19.779047619047617,78.95839285714285,2.1210535714285714,168.30934523809523,157.74988095238095,30.3989,-98.6105
2017-04-18,0.1373719274997711,0.004464285714285777,0.12592261904761906,0.13986904761904762,0.11758928571428572,0.13433333333333336,22.864702380952384,22.77279761904762,22.55779761904762,21.98333333333333,0.004535714285714222,19.731428571428573,77.05821428571429,2.028714285714286,164.45125,180.0047619047619,30.3989,-98.6105
2017-04-19,0.177390918135643,0.004464285714285777,0.12204166666666667,0.13879166666666667,0.1167202380952381,0.13296428571428573,23.488690476190477,23.30845238095238,22.98,22.093392857142856,0.004535714285714222,20.284880952380952,75.73077380952381,2.0110238095238095,169.40958333333333,201.96875,30.3989,-98.6105
