target,model_type,n_steps,offset,features,mse,mae,mae_percentage
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Tair', 'RH', 'Windspeed')",0.0008508781369764795,0.022530287564938106,15.434890551938096
Sat_SM_SMAP,lstm,5,5,"('Tair', 'RH', 'Windspeed', 'Winddirection')",0.0008509584918804403,0.02294965284773318,15.707901501067841
Sat_SM_SMAP,lstm,7,7,"('Ppt', 'Windspeed', 'distance_SMAP')",0.0008509966277999427,0.02215702792147569,15.31424121076403
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'Windspeed', 'distance_AMSR')",0.0008510054678604262,0.019387538976144696,15.697399667509929
Sat_SM_SMAP,autoregressive,1,1,"('distance_SMAP',)",0.0008510598151445588,0.020303938605978074,13.781892064749387
Sat_SM_SMAP,autoregressive,1,1,"('Srad', 'Tair', 'RH', 'Winddirection', 'distance_SMAP')",0.0008511466793821702,0.020880285875599966,14.311572477154327
Sat_SM_SMAP,autoregressive,1,1,"('Srad', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008514194186559974,0.020915966092794034,14.173426537479191
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'Winddirection')",0.0008514308723845526,0.022975447383209537,15.680147316316784
Sat_SM_SMAP,lstm,2,2,"('Srad', 'RH')",0.0008514741676174249,0.02135262664230763,14.570540206749016
Sat_SM_SMAP,lstm,1,1,"('Tair', 'Windspeed', 'Winddirection')",0.0008515695806234423,0.020274441765573033,13.746995941949889
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'Tair', 'Winddirection', 'distance_SMAP')",0.0008516472230480077,0.022905002455657273,15.621738329890963
Sat_SM_SMAP,autoregressive,2,2,"('Srad', 'distance_SMAP')",0.000851687684228723,0.021241137793427747,14.330059299254765
Sat_SM_SMAP,lstm,7,7,"('Ppt', 'Tair', 'RH')",0.0008517189450314033,0.022663005506389514,15.644920568154935
Sat_SM_SMAP,autoregressive,1,1,"('Srad', 'Tair', 'RH')",0.0008517394139558379,0.020856566581296188,14.284798375074391
Sat_SM_SMAP,lstm,7,7,"('Tair', 'RH', 'Windspeed', 'distance_SMAP')",0.0008518040860456016,0.022421766699831844,15.599403449023871
Sat_SM_SMAP,lstm,1,1,"('Winddirection', 'distance_SMAP')",0.0008518129955454682,0.02029541072182843,13.732008969736368
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'Tair', 'distance_SMAP')",0.0008518788028782764,0.022561731631962827,15.591026758757263
Sat_SM_AMSR,autoregressive,1,1,"('RH', 'Windspeed', 'distance_AMSR')",0.0008518990098753189,0.019465586021191923,15.794391499902616
Sat_SM_SMAP,autoregressive,5,5,"('Windspeed', 'distance_SMAP')",0.0008519213446275789,0.02246248124109981,15.300019023650242
Sat_SM_SMAP,lstm,6,6,"('Ppt',)",0.0008521686965986639,0.022467718210308043,15.464793123473196
Sat_SM_SMAP,lstm,1,1,"('Windspeed', 'Winddirection')",0.0008522053357342398,0.02030357539003235,13.745204864125494
Sat_SM_AMSR,autoregressive,1,1,"('Windspeed', 'distance_AMSR')",0.0008522095301398966,0.019440933888606002,15.71945528596699
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Tair', 'RH', 'distance_SMAP')",0.0008522213534545519,0.02246704695572956,15.46685781112028
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'Srad', 'Windspeed', 'distance_AMSR')",0.0008522982513595001,0.01938709450732806,15.681314245694223
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'RH', 'Windspeed')",0.0008523974061272378,0.020777487865625922,14.30162539359612
Sat_SM_SMAP,autoregressive,2,2,"('Windspeed',)",0.0008525890496377254,0.02098088798060239,14.041616059103191
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Windspeed', 'Winddirection')",0.000852620203871047,0.021104499621872795,14.273711046455631
Sat_SM_SMAP,autoregressive,1,1,"('Srad', 'Tair', 'Windspeed', 'Winddirection')",0.000852652331257141,0.02089612691139301,14.197431776567404
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Tair', 'RH', 'distance_SMAP')",0.0008527459240024473,0.022457155184322435,15.333222669920493
Sat_SM_SMAP,lstm,1,1,"('Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008529320598555141,0.020442688268871575,13.895245676158677
Sat_SM_SMAP,autoregressive,2,2,"('Tair', 'distance_SMAP')",0.000853239959558551,0.021114972114840445,14.014457389821274
Sat_SM_SMAP,lstm,1,1,"('Winddirection',)",0.0008533555827968999,0.02030976092510381,13.741090109659954
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'RH', 'Windspeed', 'distance_AMSR')",0.0008534784834569428,0.019525195723411295,15.842184844092023
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Tair', 'Windspeed', 'distance_SMAP')",0.0008536598452719657,0.021280964182731333,14.423613312848088
Sat_SM_SMAP,lstm,2,2,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008537048346757125,0.02129723797102227,14.442411819024537
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'RH', 'distance_SMAP')",0.0008537184764590625,0.02083165270714115,14.32085839940801
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'RH', 'Windspeed', 'Winddirection')",0.0008537693401692082,0.020890796125153707,14.405079628989792
Sat_SM_SMAP,lstm,1,1,"('Windspeed', 'Winddirection', 'distance_SMAP')",0.0008540339608597089,0.020405040881463287,13.835873785151243
Sat_SM_SMAP,autoregressive,1,1,"('Ppt', 'Tair', 'Winddirection')",0.0008541782729853865,0.020565665046511628,13.948722970638764
Sat_SM_SMAP,autoregressive,1,1,"('RH', 'Windspeed')",0.0008541911126619271,0.020571059556987507,14.16539164053938
Sat_SM_SMAP,autoregressive,6,6,"('Ppt', 'Srad', 'Tair', 'RH', 'Winddirection')",0.0008542236563928463,0.023059017021791698,15.766426838306819
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection')",0.0008544016154832945,0.0228340101500718,15.312944202740297
Sat_SM_SMAP,autoregressive,1,1,"('Ppt', 'Tair', 'RH', 'Windspeed', 'Winddirection')",0.0008544102746126305,0.020960200411230843,14.375414319950822
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Tair', 'RH')",0.000854531895506178,0.02268619772320732,15.576811013582697
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Tair')",0.0008550709775934698,0.021287270962633536,14.422787101339438
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008553110483402448,0.021193257605001473,14.295389848738127
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Tair', 'RH', 'Windspeed', 'Winddirection')",0.0008555511763295728,0.022803751560396802,15.636473360927692
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Tair', 'Winddirection')",0.0008556599292177458,0.02122859207424079,14.380786507870999
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'Tair')",0.0008556927528800077,0.02266710856494994,15.548792698190011
Sat_SM_SMAP,lstm,1,1,"('Tair', 'Winddirection', 'distance_SMAP')",0.0008557997783299168,0.020488344545034076,13.90702811289648
Sat_SM_SMAP,lstm,7,7,"('Ppt', 'Tair', 'Winddirection', 'distance_SMAP')",0.0008559025098954813,0.02276761450121084,15.33807578137854
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Windspeed', 'distance_SMAP')",0.000856061800525154,0.0221777785898846,15.12764155597315
Sat_SM_SMAP,autoregressive,6,6,"('Ppt', 'RH', 'Winddirection')",0.0008561774582639175,0.022539404709791943,15.085577879340894
Sat_SM_SMAP,autoregressive,2,2,"('Tair', 'Windspeed', 'distance_SMAP')",0.0008562795113666791,0.021219239150694357,14.111366373071657
Sat_SM_SMAP,lstm,6,6,"('Tair', 'Winddirection', 'distance_SMAP')",0.0008563346236677443,0.02287019333467825,15.75370183714366
Sat_SM_AMSR,lstm,1,1,"('RH', 'Windspeed', 'distance_AMSR')",0.000856395260139129,0.019700490467484212,15.87675385489103
Sat_SM_SMAP,autoregressive,1,1,"('Windspeed',)",0.0008564529871535664,0.02036105037862581,13.800319477397915
Sat_SM_SMAP,lstm,6,6,"('Tair', 'RH', 'Windspeed', 'Winddirection')",0.000856497798411661,0.02274405175929937,15.705032043475859
Sat_SM_SMAP,lstm,6,6,"('Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.000856706327918304,0.022526768807931183,15.173190455057439
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008567436040235562,0.02310814829791909,15.758092941694295
Sat_SM_SMAP,lstm,1,1,"('Ppt', 'Tair', 'Windspeed', 'Winddirection')",0.0008567907317176674,0.020427169824350618,13.819373499950485
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'RH')",0.0008567915609950722,0.022541769445108297,15.509006162454531
Sat_SM_SMAP,autoregressive,1,1,"('Ppt', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008568242985938996,0.02057503011786815,14.01106136509423
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'Windspeed', 'distance_AMSR')",0.0008568812803484779,0.019618017932977547,15.766953380924095
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'Srad', 'RH', 'Windspeed', 'distance_AMSR')",0.0008569715954825482,0.01944080867907264,15.778061415675074
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008570722469431737,0.02244707681335122,15.275381282627269
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'distance_SMAP')",0.0008572026178078466,0.02038161663711239,13.865851159133497
Sat_SM_SMAP,autoregressive,1,1,"('RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008572965797066136,0.020981191124096965,14.460964628808942
Sat_SM_AMSR,autoregressive,1,1,"('RH', 'distance_AMSR')",0.0008573841957483832,0.019515465561121093,15.86722368417511
Sat_SM_SMAP,autoregressive,6,6,"('Ppt', 'Srad', 'RH', 'Winddirection')",0.000857707689777009,0.022750030118286437,15.53962683370881
Sat_SM_SMAP,autoregressive,2,2,"('Windspeed', 'Winddirection')",0.0008577586997321438,0.02101649712712154,14.030581338416903
Sat_SM_SMAP,lstm,7,7,"('Srad', 'Tair', 'distance_SMAP')",0.0008578384974910626,0.022698766860660555,15.705004393379959
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'RH', 'Windspeed', 'distance_SMAP')",0.0008580248371889078,0.020900486989997576,14.362983214152973
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Tair', 'distance_SMAP')",0.0008580627962771019,0.022620655420629944,15.523390367758838
Sat_SM_SMAP,autoregressive,5,5,"('Tair', 'Windspeed')",0.0008584472507248701,0.022736868940795855,15.588610147975032
Sat_SM_SMAP,autoregressive,5,5,"('Tair', 'Windspeed', 'distance_SMAP')",0.0008584525480304374,0.02267533205164256,15.534144507990453
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'distance_AMSR')",0.0008584881315569913,0.019474438038534804,15.736559801805885
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'Srad', 'Windspeed', 'distance_AMSR')",0.0008587127678907644,0.019576524820212257,15.73504770352437
Sat_SM_SMAP,autoregressive,6,6,"('Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.000858796331107979,0.022881579690192427,15.487930265723412
Sat_SM_SMAP,autoregressive,1,1,"('Windspeed', 'distance_SMAP')",0.0008588057162391048,0.0204129129956411,13.857193290206023
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'RH', 'Windspeed', 'distance_AMSR')",0.0008588273663719103,0.019633616497968378,15.872900302535598
Sat_SM_SMAP,lstm,6,6,"('Tair', 'distance_SMAP')",0.0008590335206774694,0.022872111381134534,15.86682898551004
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad')",0.0008590569363503674,0.02264658574603684,15.44259023160566
Sat_SM_SMAP,autoregressive,2,2,"('Tair', 'Winddirection')",0.000859102751139357,0.021116395630441938,14.067756565277584
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'Tair', 'RH', 'Winddirection')",0.0008591057616772576,0.022821057899036008,15.463168724929474
Sat_SM_SMAP,autoregressive,1,1,"('Tair',)",0.0008591212597485069,0.020421090394380288,13.903668988766682
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Winddirection')",0.0008591477555568139,0.021366905835080906,14.516848746925643
Sat_SM_SMAP,autoregressive,1,1,"('RH', 'Windspeed', 'Winddirection')",0.000859210069742679,0.020895249207797523,14.408373077605882
Sat_SM_SMAP,lstm,2,2,"('Windspeed', 'Winddirection', 'distance_SMAP')",0.0008592735143713677,0.021066172084814754,14.179132713547865
Sat_SM_SMAP,autoregressive,1,1,"('Windspeed', 'Winddirection')",0.0008592957792865747,0.02052547463950357,13.984471228809635
Sat_SM_AMSR,lstm,1,1,"('Tair', 'Windspeed', 'distance_AMSR')",0.0008595604419736374,0.019804759992358846,15.896793907522225
Sat_SM_SMAP,autoregressive,1,1,"('Windspeed', 'Winddirection', 'distance_SMAP')",0.0008596478486137954,0.020613509715546936,14.030209915728253
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008597862672508347,0.023044662766380994,15.802708976478682
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'RH', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008598983593778129,0.01952002353815791,15.764959349154184
Sat_SM_SMAP,autoregressive,2,2,"('Windspeed', 'distance_SMAP')",0.00086002079559904,0.021107867346020305,14.131378906882738
Sat_SM_AMSR,lstm,1,1,"('Srad', 'Tair', 'distance_AMSR')",0.0008600743611666639,0.019620802887646952,15.825357701477719
Sat_SM_AMSR,lstm,1,1,"('Srad', 'Tair', 'Windspeed', 'distance_AMSR')",0.0008600843569190132,0.01969425780915744,15.825181063959292
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Windspeed', 'distance_SMAP')",0.0008600907892717189,0.021322349518223833,14.420011947051684
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'Srad', 'distance_AMSR')",0.0008602150060934699,0.019414692391641706,15.733609308859819
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Winddirection', 'distance_SMAP')",0.0008603482406362757,0.021355640688913574,14.475367367398876
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'Tair', 'RH')",0.0008604662020086007,0.02273601762286217,15.64518805723283
Sat_SM_SMAP,autoregressive,7,7,"('Ppt', 'Windspeed', 'distance_SMAP')",0.0008605132442831686,0.022206564052404364,15.38149342883441
Sat_SM_SMAP,lstm,7,7,"('Ppt', 'Winddirection', 'distance_SMAP')",0.0008605883649677482,0.022654417465655684,15.411238555767987
Sat_SM_SMAP,lstm,2,2,"('Srad',)",0.0008607565501484837,0.02132799637899587,14.453813897497989
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'Winddirection')",0.0008608420593958922,0.02045986849784679,13.962753188122385
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed')",0.000860910862226338,0.022827865530199987,15.682716308502531
Sat_SM_SMAP,lstm,2,2,"('RH', 'Windspeed')",0.0008610069330128214,0.021350322389708097,14.525858798642718
Sat_SM_SMAP,autoregressive,5,5,"('Tair', 'RH', 'Windspeed', 'Winddirection')",0.0008610158866773133,0.02306500174419761,15.74054984658354
Sat_SM_AMSR,lstm,1,1,"('Srad', 'Windspeed', 'distance_AMSR')",0.0008611132709713358,0.01970337786595108,15.822521006306593
Sat_SM_AMSR,autoregressive,1,1,"('Tair', 'Windspeed', 'distance_AMSR')",0.0008611169351915518,0.01953967551131156,15.746448022551684
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'distance_SMAP')",0.0008613847859349077,0.022756738652672283,15.487729443954306
Sat_SM_SMAP,lstm,7,7,"('Srad',)",0.0008613975751037438,0.022726385438588213,15.682613287286232
Sat_SM_SMAP,lstm,5,5,"('RH', 'Windspeed', 'distance_SMAP')",0.0008614639154056991,0.02273714908864651,15.663837633877908
Sat_SM_SMAP,autoregressive,5,5,"('Tair', 'Winddirection', 'distance_SMAP')",0.0008614889021633389,0.023128039132492707,15.672009198381426
Sat_SM_SMAP,autoregressive,1,1,"('Ppt', 'Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008615353749455247,0.02099498484298185,14.4086367838962
Sat_SM_SMAP,lstm,1,1,"('Tair', 'Winddirection')",0.00086196069697903,0.02042088896376766,13.845100730705825
Sat_SM_SMAP,lstm,2,2,"('Tair', 'Windspeed')",0.0008623481228366889,0.021257690709818845,14.238246431968449
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'Srad', 'Winddirection', 'distance_SMAP')",0.000862590592889434,0.02316952908872788,15.940561504984355
Sat_SM_SMAP,autoregressive,2,2,"('Winddirection',)",0.0008627036033487713,0.021082739769846728,14.058891727626182
Sat_SM_AMSR,lstm,1,1,"('Srad', 'RH', 'Windspeed', 'distance_AMSR')",0.0008627469109753515,0.019792003175661425,15.93993737427769
Sat_SM_AMSR,autoregressive,1,1,"('Tair', 'RH', 'Windspeed', 'distance_AMSR')",0.0008628525691535802,0.019627083960253255,15.894582341931946
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008629127036357729,0.0207728628082079,14.163910302571761
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008629538854170363,0.01947199437799395,15.702812548465191
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'RH', 'distance_AMSR')",0.000863111356114533,0.019681600674705372,15.897561771175972
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'Srad', 'RH', 'Windspeed', 'distance_AMSR')",0.0008632026721688654,0.019797135664945092,15.911461633141036
Sat_SM_SMAP,autoregressive,7,7,"('RH', 'Winddirection', 'distance_SMAP')",0.0008634677569893767,0.02288569803285812,15.654968342069253
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'RH', 'distance_AMSR')",0.0008635004448151647,0.019418640719329177,15.818663674339245
Sat_SM_SMAP,autoregressive,1,1,"('Winddirection', 'distance_SMAP')",0.00086361921693685,0.020488317018171127,13.953851683565876
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'Srad', 'RH', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008636867121292621,0.01957957488345464,15.819123038915128
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'RH')",0.0008637131944180771,0.02273514935177306,15.623745482109324
Sat_SM_SMAP,lstm,2,2,"('Srad', 'distance_SMAP')",0.0008637402255266131,0.021403000138207267,14.511995446166445
Sat_SM_SMAP,lstm,5,5,"('RH',)",0.0008638994439144271,0.02295292986020616,15.815552164605773
Sat_SM_SMAP,autoregressive,5,5,"('Windspeed',)",0.0008639977784842219,0.02220757473765357,14.905154299534825
Sat_SM_SMAP,lstm,2,2,"('RH', 'Windspeed', 'distance_SMAP')",0.0008640607605978007,0.021297485374258525,14.573400319210874
Sat_SM_SMAP,lstm,5,5,"('Srad', 'RH', 'Winddirection')",0.000864116383344308,0.023296508066342456,15.868940488067773
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'distance_AMSR')",0.000864176370285447,0.019488768032356205,15.770884700050471
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Winddirection')",0.000864244361020005,0.023142328674452935,15.601701173021768
Sat_SM_SMAP,lstm,2,2,"('Srad', 'Windspeed')",0.0008643137223906785,0.0214571066410974,14.539390718930179
Sat_SM_SMAP,autoregressive,7,7,"('Ppt', 'Winddirection', 'distance_SMAP')",0.0008644492775866322,0.022876208837823223,15.668483165367638
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008645003737293454,0.022427091252615498,15.356357805363189
Sat_SM_AMSR,lstm,1,1,"('RH', 'distance_AMSR')",0.0008645428269106582,0.019681449225940156,15.919853437842574
Sat_SM_SMAP,autoregressive,7,7,"('Ppt', 'Tair', 'Winddirection')",0.0008646164126449509,0.02294538389600516,15.602249994243039
Sat_SM_SMAP,lstm,6,6,"('Windspeed', 'Winddirection', 'distance_SMAP')",0.000864657397012751,0.0226045055009603,15.43940211361414
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'RH', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008647087764039581,0.019724744266445462,15.922160590569717
Sat_SM_SMAP,autoregressive,6,6,"('RH', 'Windspeed', 'distance_SMAP')",0.0008648959303675693,0.02275612178616612,15.891186223996149
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'Windspeed', 'distance_SMAP')",0.0008650018343641106,0.020460357567987645,13.986570646318594
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'distance_AMSR')",0.0008652211604395497,0.01958055527720048,15.808864905394044
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'distance_AMSR')",0.0008652874258587174,0.01975122922810746,15.80103935171885
Sat_SM_SMAP,autoregressive,1,1,"('Ppt', 'Tair', 'Windspeed', 'Winddirection')",0.0008653069368013933,0.020798491460873054,14.1529141143661
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Tair', 'RH', 'distance_SMAP')",0.0008653263829137835,0.0226843842397846,15.626753840152096
Sat_SM_SMAP,autoregressive,1,1,"('Winddirection',)",0.0008655121279838215,0.020578589323564073,14.024172236156257
Sat_SM_SMAP,lstm,2,2,"('Tair', 'distance_SMAP')",0.000865627589327879,0.02132949172043088,14.318464129962996
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'Srad', 'Tair', 'RH', 'distance_AMSR')",0.0008656659279833704,0.019737226053712448,15.8933936266913
Sat_SM_AMSR,lstm,1,1,"('Srad', 'distance_AMSR')",0.0008658387844586682,0.019701586001800435,15.841792134745706
Sat_SM_SMAP,autoregressive,6,6,"('Ppt', 'Srad', 'Tair', 'Winddirection', 'distance_SMAP')",0.0008660007302323426,0.023297221118303544,16.033485713436324
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'distance_AMSR')",0.0008660401051674332,0.01958041731768031,15.803167412705779
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'RH', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008661482991652895,0.01990092412711786,15.958974805121137
Sat_SM_SMAP,autoregressive,6,6,"('Ppt', 'Tair', 'Windspeed')",0.0008661996591892572,0.02241887849219288,15.5171299290073
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'Srad', 'RH', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008662537924239575,0.019684117178361674,15.85570996392448
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'Tair')",0.0008665056072437698,0.02276266746006837,15.76512679429081
Sat_SM_SMAP,autoregressive,2,2,"('distance_SMAP',)",0.0008665673361299309,0.02135740081962786,14.276349928766264
Sat_SM_SMAP,lstm,5,5,"('RH', 'Winddirection', 'distance_SMAP')",0.0008666832763089022,0.023091100977625723,15.710052861807943
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.000866730079450156,0.01943961241078794,15.770913323628259
Sat_SM_SMAP,lstm,6,6,"('Ppt', 'Tair', 'Windspeed', 'Winddirection')",0.0008667754798815907,0.022525531656275723,15.376017124264349
Sat_SM_SMAP,autoregressive,6,6,"('Ppt', 'Srad', 'Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008667980574044665,0.02292473085798853,15.577465818945955
Sat_SM_AMSR,lstm,1,1,"('Tair', 'distance_AMSR')",0.0008668585505848175,0.019791722462856064,15.891074789910084
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'RH', 'Windspeed', 'Winddirection')",0.0008670320988707571,0.0231032838828362,15.769043076137812
Sat_SM_SMAP,lstm,2,2,"('Winddirection', 'distance_SMAP')",0.0008671300007190071,0.021115468328697713,14.169139635315615
Sat_SM_SMAP,lstm,2,2,"('Tair', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008671817064044649,0.021133564006712124,14.13679430800549
Sat_SM_AMSR,lstm,1,1,"('Ppt', 'Srad', 'distance_AMSR')",0.0008671994446841133,0.01961105930017076,15.793777967682788
Sat_SM_AMSR,autoregressive,1,1,"('Windspeed', 'Winddirection', 'distance_AMSR')",0.0008673013059577044,0.01960624114054622,15.805366942368229
Sat_SM_AMSR,lstm,1,1,"('Srad', 'RH', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008674478255432594,0.019789810282797204,15.919810300238693
Sat_SM_SMAP,autoregressive,7,7,"('RH',)",0.0008676069729114147,0.022875441591898197,15.898959398802962
Sat_SM_SMAP,lstm,2,2,"('Tair',)",0.0008676632354870686,0.021343438346041237,14.322660631892633
Sat_SM_SMAP,autoregressive,1,1,"('Tair', 'Winddirection', 'distance_SMAP')",0.0008678909823235103,0.020598263733589545,14.068380775933578
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed', 'distance_SMAP')",0.0008680338390385878,0.02291251403118865,15.74375681703585
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'RH', 'Windspeed')",0.0008680415984652023,0.02288708833256056,15.712511296635965
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Windspeed', 'Winddirection', 'distance_SMAP')",0.0008680685698058857,0.023067599218781557,15.810590898021532
Sat_SM_SMAP,autoregressive,2,2,"('Winddirection', 'distance_SMAP')",0.000868133039039632,0.021200364049387188,14.164319229733064
Sat_SM_SMAP,autoregressive,5,5,"('Ppt', 'Tair', 'RH')",0.0008682347556812677,0.02267158255289184,15.617765519332949
Sat_SM_AMSR,lstm,1,1,"('Srad', 'Tair', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008682443726679841,0.019862134194005326,15.943918771887649
Sat_SM_AMSR,autoregressive,1,1,"('Ppt', 'Srad', 'RH', 'distance_AMSR')",0.0008682810125340017,0.019628026445173377,15.907067937336697
Sat_SM_AMSR,lstm,1,1,"('Srad', 'Windspeed', 'Winddirection', 'distance_AMSR')",0.0008683100268357576,0.019897452359030218,15.93170898134281
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'Winddirection', 'distance_AMSR')",0.0008685255265771462,0.019688035761624877,15.907276663100673
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'Tair', 'RH', 'Winddirection')",0.0008685484216433931,0.0233112477640975,15.779647561691965
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Tair', 'RH', 'Winddirection')",0.0008686212488382488,0.02281423224591282,15.223998882625049
Sat_SM_AMSR,autoregressive,1,1,"('Srad', 'Tair', 'RH', 'Windspeed', 'distance_AMSR')",0.000868647607109189,0.019616048644678166,15.911235553027044
Sat_SM_SMAP,lstm,2,2,"('distance_SMAP',)",0.0008686758966317524,0.02130118093243393,14.237845922623995
Sat_SM_SMAP,lstm,5,5,"('Ppt', 'Srad', 'Tair', 'distance_SMAP')",0.000868838671217566,0.02286098795724865,15.69939995726877
Sat_SM_SMAP,autoregressive,6,6,"('Srad', 'Tair', 'Winddirection', 'distance_SMAP')",0.0008688791817702151,0.023337670299877437,15.984127359054215
