Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_10,24,6,Baseline,0.06699061393737793,0.01613517478108406,7.105123996734619
1,SWC_10,24,6,Multi-step Linear,0.14465217292308807,0.03310408443212509,15.606865882873535
1,SWC_10,24,6,Multi-step Dense,0.04824291914701462,0.009959868155419827,4.963241100311279
1,SWC_10,24,6,CNN,0.08268158882856369,0.018459150567650795,8.286877632141113
1,SWC_10,24,6,RNN,0.0659930557012558,0.011749925091862679,7.678287029266357
1,SWC_10,24,6,LSTM,0.1615944355726242,0.05474136397242546,18.02028465270996
1,SWC_10,24,6,Autoregressive,0.16980373859405518,0.0627945214509964,16.2700252532959
1,SWC_10,24,6,Bi-LSTM,0.11207751929759979,0.033503927290439606,12.109820365905762
1,SWC_10,24,6,LSTM_Attention,0.1296963393688202,0.052792955189943314,13.003971099853516
1,SWC_10,24,6,BiLSTM_Attention,0.12462268024682999,0.03796340897679329,11.805265426635742
