Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_5,24,6,Baseline,3.1237926483154297,10.039365768432617,155.9306182861328
1,SWC_5,24,6,Multi-step Linear,1.2170342206954956,1.4914922714233398,60.52157211303711
1,SWC_5,24,6,Multi-step Dense,0.10783778131008148,0.015330648049712181,5.34912633895874
1,SWC_5,24,6,CNN,0.0997636467218399,0.012234894558787346,4.932753086090088
1,SWC_5,24,6,RNN,0.25344085693359375,0.07268793880939484,12.35377311706543
1,SWC_5,24,6,LSTM,0.5458942651748657,0.3125707507133484,26.847795486450195
1,SWC_5,24,6,Autoregressive,0.06991515308618546,0.007016793824732304,3.5029122829437256
1,SWC_5,24,6,Bi-LSTM,1.2864656448364258,1.720626950263977,63.385040283203125
1,SWC_5,24,6,LSTM_Attention,0.6286666393280029,0.4091642200946808,30.98953628540039
1,SWC_5,24,6,BiLSTM_Attention,0.594228208065033,0.3668266236782074,29.26824378967285
