Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_5,168,24,Baseline,0.1675049215555191,0.10917015373706818,15.03873062133789
1,SWC_5,168,24,Multi-step Linear,0.14402279257774353,0.06744976341724396,14.096456527709961
1,SWC_5,168,24,Multi-step Dense,0.12967519462108612,0.06205304339528084,13.524290084838867
1,SWC_5,168,24,CNN,0.14192602038383484,0.05975152552127838,15.95536994934082
1,SWC_5,168,24,RNN,0.14504848420619965,0.06111636012792587,15.099835395812988
1,SWC_5,168,24,LSTM,0.20052382349967957,0.07072384655475616,28.249340057373047
1,SWC_5,168,24,Autoregressive,0.552226722240448,0.46079978346824646,54.937137603759766
1,SWC_5,168,24,Bi-LSTM,0.2323894053697586,0.1048034057021141,26.53744125366211
1,SWC_5,168,24,LSTM_Attention,0.3975364863872528,0.24035045504570007,41.14598083496094
1,SWC_5,168,24,BiLSTM_Attention,0.30330413579940796,0.16441954672336578,31.213258743286133
