Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_20,48,12,Baseline,0.08776707947254181,0.041165322065353394,8.3903226852417
1,SWC_20,48,12,Multi-step Linear,0.158592090010643,0.0481749027967453,16.59554672241211
1,SWC_20,48,12,Multi-step Dense,0.09873589128255844,0.028614502400159836,9.930121421813965
1,SWC_20,48,12,CNN,0.11278751492500305,0.03457877039909363,11.285896301269531
1,SWC_20,48,12,RNN,0.08516460657119751,0.029038013890385628,8.515612602233887
1,SWC_20,48,12,LSTM,0.11478980630636215,0.03191444277763367,11.526095390319824
1,SWC_20,48,12,Autoregressive,0.23253510892391205,0.11878544837236404,21.91920280456543
1,SWC_20,48,12,Bi-LSTM,0.0880151018500328,0.02655757963657379,9.38672161102295
1,SWC_20,48,12,LSTM_Attention,0.15028725564479828,0.06743471324443817,15.001365661621094
1,SWC_20,48,12,BiLSTM_Attention,0.13841436803340912,0.05869046226143837,13.224150657653809
