Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_10,168,24,Baseline,0.11499939113855362,0.04228144884109497,11.89593505859375
1,SWC_10,168,24,Multi-step Linear,0.13071605563163757,0.03842423856258392,14.280314445495605
1,SWC_10,168,24,Multi-step Dense,0.0964755192399025,0.028063880279660225,11.033543586730957
1,SWC_10,168,24,CNN,0.1268124133348465,0.03914325311779976,14.064159393310547
1,SWC_10,168,24,RNN,0.11237528175115585,0.032985638827085495,12.326384544372559
1,SWC_10,168,24,LSTM,0.11998993158340454,0.029715167358517647,15.423011779785156
1,SWC_10,168,24,Autoregressive,0.37385427951812744,0.24746637046337128,40.4407844543457
1,SWC_10,168,24,Bi-LSTM,0.4072728455066681,0.26893091201782227,50.312477111816406
1,SWC_10,168,24,LSTM_Attention,0.3583579957485199,0.18744699656963348,50.70894241333008
1,SWC_10,168,24,BiLSTM_Attention,0.22038544714450836,0.0778023898601532,30.629316329956055
