Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_5,24,1,1,0.00632760114967823,0.006751913111656904
Baseline,SWC_5,24,1,2,0.006327601615339518,0.0067519149743020535
Baseline,SWC_5,24,1,3,0.00632760114967823,0.006751914508640766
Baseline,SWC_5,24,1,4,0.006327602546662092,0.006751914042979479
Baseline,SWC_5,24,1,5,0.006327599287033081,0.006751912645995617
Baseline,SWC_5,24,1,6,0.0063276030123233795,0.006751916371285915
Baseline,SWC_5,24,1,7,0.0063276030123233795,0.006751914508640766
Baseline,SWC_5,24,1,8,0.006327595096081495,0.0067519149743020535
Baseline,SWC_5,24,1,9,0.006327597890049219,0.006751917768269777
Baseline,SWC_5,24,1,10,0.006327603943645954,0.006751916371285915
Multi-step Linear,SWC_5,24,1,1,0.24413320422172546,0.03399553522467613
Multi-step Linear,SWC_5,24,1,2,0.013053597882390022,0.0063961404375731945
Multi-step Linear,SWC_5,24,1,3,0.005698736757040024,0.005599102936685085
Multi-step Linear,SWC_5,24,1,4,0.005495972000062466,0.005601630546152592
Multi-step Linear,SWC_5,24,1,5,0.005567370448261499,0.005629519000649452
Multi-step Linear,SWC_5,24,1,6,0.005553989205509424,0.005608599632978439
Multi-step Linear,SWC_5,24,1,7,0.005555834621191025,0.0056042661890387535
Multi-step Linear,SWC_5,24,1,8,0.005572478752583265,0.005609789397567511
Multi-step Linear,SWC_5,24,1,9,0.005522232502698898,0.005657984409481287
Multi-step Linear,SWC_5,24,1,10,0.005550685338675976,0.00564234796911478
Multi-step Dense,SWC_5,24,1,1,0.02326931245625019,0.0044201212003827095
Multi-step Dense,SWC_5,24,1,2,0.005551241338253021,0.004066684748977423
Multi-step Dense,SWC_5,24,1,3,0.005585570354014635,0.0040757921524345875
Multi-step Dense,SWC_5,24,1,4,0.00559244817122817,0.0039331563748419285
Multi-step Dense,SWC_5,24,1,5,0.004777161404490471,0.004006926901638508
Multi-step Dense,SWC_5,24,1,6,0.004790298640727997,0.004128994420170784
Multi-step Dense,SWC_5,24,1,7,0.004787829704582691,0.0046210200525820255
Multi-step Dense,SWC_5,24,1,8,0.004703029990196228,0.003932645078748465
Multi-step Dense,SWC_5,24,1,9,0.004646158777177334,0.003969037905335426
Multi-step Dense,SWC_5,24,1,10,0.004307216964662075,0.0037926523946225643
