Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_10,48,12,Baseline,0.09848366677761078,0.03481832519173622,9.943037033081055
1,SWC_10,48,12,Multi-step Linear,0.13927951455116272,0.03731471672654152,14.118289947509766
1,SWC_10,48,12,Multi-step Dense,0.08638618886470795,0.023867184296250343,8.367470741271973
1,SWC_10,48,12,CNN,0.12071197479963303,0.034775108098983765,11.934423446655273
1,SWC_10,48,12,RNN,0.09672260284423828,0.022241825237870216,9.792730331420898
1,SWC_10,48,12,LSTM,0.13474662601947784,0.034040551632642746,15.476865768432617
1,SWC_10,48,12,Autoregressive,0.21235941350460052,0.08904635161161423,20.283174514770508
1,SWC_10,48,12,Bi-LSTM,0.10079237818717957,0.031308408826589584,9.924249649047852
1,SWC_10,48,12,LSTM_Attention,0.2077121138572693,0.09607326984405518,20.887401580810547
1,SWC_10,48,12,BiLSTM_Attention,0.17353805899620056,0.055485110729932785,18.492494583129883
