Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_5,168,48,Baseline,0.28191256523132324,0.17915019392967224,27.43938446044922
1,SWC_5,168,48,Multi-step Linear,0.1806449443101883,0.10310812294483185,17.22467803955078
1,SWC_5,168,48,Multi-step Dense,0.19398333132266998,0.11525353789329529,20.031871795654297
1,SWC_5,168,48,CNN,0.1980951726436615,0.10015436261892319,22.645971298217773
1,SWC_5,168,48,RNN,0.25798797607421875,0.16288897395133972,29.79452896118164
1,SWC_5,168,48,LSTM,0.25006842613220215,0.12497641146183014,28.880136489868164
1,SWC_5,168,48,Autoregressive,0.5216941833496094,0.4645421504974365,51.727378845214844
1,SWC_5,168,48,Bi-LSTM,0.3750326931476593,0.3037926256656647,41.010032653808594
1,SWC_5,168,48,LSTM_Attention,0.44889169931411743,0.26178669929504395,61.765235900878906
1,SWC_5,168,48,BiLSTM_Attention,0.3685658574104309,0.1968088448047638,49.043060302734375
