Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_5,168,48,1,0.24825932085514069,0.333844393491745
Baseline,SWC_5,168,48,2,0.24825936555862427,0.3338443636894226
Baseline,SWC_5,168,48,3,0.24825935065746307,0.3338443636894226
Baseline,SWC_5,168,48,4,0.24825935065746307,0.33384430408477783
Baseline,SWC_5,168,48,5,0.24825942516326904,0.33384430408477783
Baseline,SWC_5,168,48,6,0.24825939536094666,0.3338443636894226
Baseline,SWC_5,168,48,7,0.24825936555862427,0.333844393491745
Baseline,SWC_5,168,48,8,0.2482593059539795,0.333844393491745
Baseline,SWC_5,168,48,9,0.24825946986675262,0.3338443636894226
Baseline,SWC_5,168,48,10,0.24825942516326904,0.333844393491745
Multi-step Linear,SWC_5,168,48,1,0.5288729667663574,0.691662609577179
Multi-step Linear,SWC_5,168,48,2,0.3038317561149597,0.4882703721523285
Multi-step Linear,SWC_5,168,48,3,0.2380211353302002,0.396518737077713
Multi-step Linear,SWC_5,168,48,4,0.19668155908584595,0.33401554822921753
Multi-step Linear,SWC_5,168,48,5,0.16820520162582397,0.28302136063575745
Multi-step Linear,SWC_5,168,48,6,0.14886412024497986,0.24202010035514832
Multi-step Linear,SWC_5,168,48,7,0.13624536991119385,0.2108442336320877
Multi-step Linear,SWC_5,168,48,8,0.12836459279060364,0.18817761540412903
Multi-step Linear,SWC_5,168,48,9,0.12373334169387817,0.17358191311359406
Multi-step Linear,SWC_5,168,48,10,0.12114065140485764,0.16473542153835297
Multi-step Dense,SWC_5,168,48,1,0.18038535118103027,0.2191448211669922
Multi-step Dense,SWC_5,168,48,2,0.11082525551319122,0.20663650333881378
Multi-step Dense,SWC_5,168,48,3,0.10436947643756866,0.22489632666110992
Multi-step Dense,SWC_5,168,48,4,0.10148505121469498,0.23937661945819855
Multi-step Dense,SWC_5,168,48,5,0.09886923432350159,0.25694525241851807
Multi-step Dense,SWC_5,168,48,6,0.09885460883378983,0.26413971185684204
Multi-step Dense,SWC_5,168,48,7,0.09660040587186813,0.2636442184448242
Multi-step Dense,SWC_5,168,48,8,0.09571248292922974,0.26940396428108215
Multi-step Dense,SWC_5,168,48,9,0.09314290434122086,0.2813926637172699
Multi-step Dense,SWC_5,168,48,10,0.09187916666269302,0.2766307592391968
CNN,SWC_5,168,48,1,0.18966785073280334,0.22599519789218903
CNN,SWC_5,168,48,2,0.10778732597827911,0.22993244230747223
CNN,SWC_5,168,48,3,0.10234130918979645,0.23645684123039246
CNN,SWC_5,168,48,4,0.09961383789777756,0.2532343566417694
CNN,SWC_5,168,48,5,0.09768147766590118,0.26637470722198486
CNN,SWC_5,168,48,6,0.09578785300254822,0.26947590708732605
CNN,SWC_5,168,48,7,0.0943424329161644,0.2821577787399292
CNN,SWC_5,168,48,8,0.0933416485786438,0.2767601013183594
CNN,SWC_5,168,48,9,0.09246382862329483,0.2768601179122925
CNN,SWC_5,168,48,10,0.09068259596824646,0.2816016674041748
RNN,SWC_5,168,48,1,0.19209635257720947,0.1936928778886795
RNN,SWC_5,168,48,2,0.1041809469461441,0.18933343887329102
RNN,SWC_5,168,48,3,0.09795669466257095,0.19460555911064148
