Station,Label_Feature,Input_Length,Output_Length,Model,MAE,MSE,MAPE
1,SWC_10,168,48,Baseline,0.2029769867658615,0.07832231372594833,21.8530330657959
1,SWC_10,168,48,Multi-step Linear,0.1528991460800171,0.05667176842689514,16.422725677490234
1,SWC_10,168,48,Multi-step Dense,0.12530456483364105,0.05231600999832153,14.012771606445312
1,SWC_10,168,48,CNN,0.14821024239063263,0.059480223804712296,16.364788055419922
1,SWC_10,168,48,RNN,0.1874006688594818,0.05565815791487694,24.282135009765625
1,SWC_10,168,48,LSTM,0.17643141746520996,0.06894581764936447,21.463272094726562
1,SWC_10,168,48,Autoregressive,0.4690414369106293,0.384898841381073,50.105804443359375
1,SWC_10,168,48,Bi-LSTM,0.19606785476207733,0.103099025785923,23.1610164642334
1,SWC_10,168,48,LSTM_Attention,0.42387065291404724,0.26357850432395935,48.38230514526367
1,SWC_10,168,48,BiLSTM_Attention,0.28265416622161865,0.1273917704820633,32.03446960449219
