Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_10,168,48,1,0.13622760772705078,0.3016654849052429
Baseline,SWC_10,168,48,2,0.13622766733169556,0.30166545510292053
Baseline,SWC_10,168,48,3,0.13622769713401794,0.3016655445098877
Baseline,SWC_10,168,48,4,0.13622763752937317,0.30166545510292053
Baseline,SWC_10,168,48,5,0.13622762262821198,0.3016655147075653
Baseline,SWC_10,168,48,6,0.13622769713401794,0.3016654849052429
Baseline,SWC_10,168,48,7,0.13622763752937317,0.30166545510292053
Baseline,SWC_10,168,48,8,0.13622765243053436,0.3016655147075653
Baseline,SWC_10,168,48,9,0.13622765243053436,0.3016654849052429
Baseline,SWC_10,168,48,10,0.13622762262821198,0.3016655445098877
Multi-step Linear,SWC_10,168,48,1,0.4965302348136902,0.6866312026977539
Multi-step Linear,SWC_10,168,48,2,0.24652552604675293,0.4712357223033905
Multi-step Linear,SWC_10,168,48,3,0.18182139098644257,0.3922245502471924
Multi-step Linear,SWC_10,168,48,4,0.14249011874198914,0.34323015809059143
Multi-step Linear,SWC_10,168,48,5,0.11500061303377151,0.3003200888633728
Multi-step Linear,SWC_10,168,48,6,0.09576179087162018,0.26076841354370117
Multi-step Linear,SWC_10,168,48,7,0.08249448239803314,0.2258421629667282
Multi-step Linear,SWC_10,168,48,8,0.07349450886249542,0.19615091383457184
Multi-step Linear,SWC_10,168,48,9,0.06748861074447632,0.1751168966293335
Multi-step Linear,SWC_10,168,48,10,0.06376437097787857,0.15977264940738678
Multi-step Dense,SWC_10,168,48,1,0.13751089572906494,0.1735532283782959
Multi-step Dense,SWC_10,168,48,2,0.05443737283349037,0.17030976712703705
Multi-step Dense,SWC_10,168,48,3,0.05140009522438049,0.17361454665660858
Multi-step Dense,SWC_10,168,48,4,0.049073074012994766,0.17590780556201935
Multi-step Dense,SWC_10,168,48,5,0.04902483522891998,0.17860393226146698
Multi-step Dense,SWC_10,168,48,6,0.052523646503686905,0.1817745864391327
Multi-step Dense,SWC_10,168,48,7,0.0459841787815094,0.1891704797744751
Multi-step Dense,SWC_10,168,48,8,0.045343898236751556,0.19483345746994019
Multi-step Dense,SWC_10,168,48,9,0.0472358874976635,0.18453997373580933
Multi-step Dense,SWC_10,168,48,10,0.04384557530283928,0.19155824184417725
CNN,SWC_10,168,48,1,0.1454087644815445,0.18787148594856262
CNN,SWC_10,168,48,2,0.054657381027936935,0.18755380809307098
CNN,SWC_10,168,48,3,0.05154046043753624,0.19297054409980774
CNN,SWC_10,168,48,4,0.049804192036390305,0.20410968363285065
CNN,SWC_10,168,48,5,0.04844081029295921,0.20298680663108826
CNN,SWC_10,168,48,6,0.047434400767087936,0.22319139540195465
CNN,SWC_10,168,48,7,0.046583887189626694,0.22285932302474976
CNN,SWC_10,168,48,8,0.04555575177073479,0.22911500930786133
CNN,SWC_10,168,48,9,0.046273622661828995,0.2188023328781128
CNN,SWC_10,168,48,10,0.045118942856788635,0.23087738454341888
RNN,SWC_10,168,48,1,0.12241414189338684,0.1592365801334381
RNN,SWC_10,168,48,2,0.05091584473848343,0.15995141863822937
RNN,SWC_10,168,48,3,0.047794368118047714,0.15551789104938507
RNN,SWC_10,168,48,4,0.043550461530685425,0.17517834901809692
RNN,SWC_10,168,48,5,0.04024403914809227,0.16652415692806244
RNN,SWC_10,168,48,6,0.038722530007362366,0.15967929363250732
RNN,SWC_10,168,48,7,0.037021417170763016,0.16589577496051788
RNN,SWC_10,168,48,8,0.03701411560177803,0.15771637856960297
RNN,SWC_10,168,48,9,0.03437117487192154,0.17380264401435852
RNN,SWC_10,168,48,10,0.034543927758932114,0.15349435806274414
LSTM,SWC_10,168,48,1,0.15538780391216278,0.17732670903205872
LSTM,SWC_10,168,48,2,0.04404284432530403,0.18502867221832275
