Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_20,168,24,1,0.05607030540704727,0.17102274298667908
Baseline,SWC_20,168,24,2,0.056070320308208466,0.17102274298667908
Baseline,SWC_20,168,24,3,0.056070294231176376,0.1710227131843567
Baseline,SWC_20,168,24,4,0.056070324033498764,0.17102274298667908
Baseline,SWC_20,168,24,5,0.05607031285762787,0.17102274298667908
Baseline,SWC_20,168,24,6,0.056070294231176376,0.17102274298667908
Baseline,SWC_20,168,24,7,0.056070324033498764,0.1710227131843567
Baseline,SWC_20,168,24,8,0.056070324033498764,0.17102275788784027
Baseline,SWC_20,168,24,9,0.056070297956466675,0.17102275788784027
Baseline,SWC_20,168,24,10,0.056070320308208466,0.17102274298667908
Multi-step Linear,SWC_20,168,24,1,0.49145781993865967,0.6816794276237488
Multi-step Linear,SWC_20,168,24,2,0.22729897499084473,0.49393418431282043
Multi-step Linear,SWC_20,168,24,3,0.1608038693666458,0.4215354919433594
Multi-step Linear,SWC_20,168,24,4,0.12021379172801971,0.3699611723423004
Multi-step Linear,SWC_20,168,24,5,0.09129222482442856,0.3168666958808899
Multi-step Linear,SWC_20,168,24,6,0.07076513022184372,0.2625712752342224
Multi-step Linear,SWC_20,168,24,7,0.05592217668890953,0.2127138376235962
Multi-step Linear,SWC_20,168,24,8,0.04545287787914276,0.17076268792152405
Multi-step Linear,SWC_20,168,24,9,0.03803112730383873,0.13778910040855408
Multi-step Linear,SWC_20,168,24,10,0.03303259238600731,0.11451414972543716
Multi-step Dense,SWC_20,168,24,1,0.10573574900627136,0.1507953405380249
Multi-step Dense,SWC_20,168,24,2,0.02616250514984131,0.1316530406475067
Multi-step Dense,SWC_20,168,24,3,0.02091946452856064,0.12905903160572052
Multi-step Dense,SWC_20,168,24,4,0.019856777042150497,0.12457326054573059
Multi-step Dense,SWC_20,168,24,5,0.025397945195436478,0.12314902991056442
Multi-step Dense,SWC_20,168,24,6,0.019147973507642746,0.12140779942274094
Multi-step Dense,SWC_20,168,24,7,0.01913313753902912,0.11242225021123886
Multi-step Dense,SWC_20,168,24,8,0.018450487405061722,0.11809681355953217
Multi-step Dense,SWC_20,168,24,9,0.01733604073524475,0.11051244288682938
Multi-step Dense,SWC_20,168,24,10,0.01751093380153179,0.10617293417453766
CNN,SWC_20,168,24,1,0.11302976310253143,0.1501525193452835
CNN,SWC_20,168,24,2,0.023647062480449677,0.1345197707414627
CNN,SWC_20,168,24,3,0.021548394113779068,0.1288418024778366
CNN,SWC_20,168,24,4,0.021159667521715164,0.13544242084026337
CNN,SWC_20,168,24,5,0.019820891320705414,0.12958955764770508
CNN,SWC_20,168,24,6,0.01925930194556713,0.12290152907371521
CNN,SWC_20,168,24,7,0.020214082673192024,0.12140504270792007
CNN,SWC_20,168,24,8,0.019976185634732246,0.12593787908554077
CNN,SWC_20,168,24,9,0.01801919750869274,0.1267962008714676
CNN,SWC_20,168,24,10,0.01743878424167633,0.12341442704200745
RNN,SWC_20,168,24,1,0.11659922450780869,0.13624301552772522
RNN,SWC_20,168,24,2,0.024847861379384995,0.11288999766111374
RNN,SWC_20,168,24,3,0.021781185641884804,0.10960739850997925
RNN,SWC_20,168,24,4,0.019752640277147293,0.10595473647117615
RNN,SWC_20,168,24,5,0.018114164471626282,0.10124607384204865
RNN,SWC_20,168,24,6,0.016812417656183243,0.10219385474920273
RNN,SWC_20,168,24,7,0.018756045028567314,0.1111508458852768
RNN,SWC_20,168,24,8,0.016907280310988426,0.1071288138628006
RNN,SWC_20,168,24,9,0.013269906863570213,0.11631407588720322
RNN,SWC_20,168,24,10,0.012774808332324028,0.12841837108135223
LSTM,SWC_20,168,24,1,0.12637805938720703,0.13611766695976257
LSTM,SWC_20,168,24,2,0.020681532099843025,0.1260049045085907
LSTM,SWC_20,168,24,3,0.016696259379386902,0.1206427738070488
LSTM,SWC_20,168,24,4,0.014068004675209522,0.11930528283119202
LSTM,SWC_20,168,24,5,0.012057073414325714,0.12104779481887817
LSTM,SWC_20,168,24,6,0.009733135811984539,0.1201014518737793
LSTM,SWC_20,168,24,7,0.008014594204723835,0.12338720262050629
LSTM,SWC_20,168,24,8,0.008121165446937084,0.12117781490087509
LSTM,SWC_20,168,24,9,0.00526689225807786,0.1226208433508873
LSTM,SWC_20,168,24,10,0.004523339681327343,0.12214907258749008
