Model_Name,Label_Feature,Input_Length,Output_Length,Epoch,Train_Loss,Val_Loss
Baseline,SWC_20,168,48,1,0.11069078743457794,0.3407629728317261
Baseline,SWC_20,168,48,2,0.11069080978631973,0.3407629728317261
Baseline,SWC_20,168,48,3,0.11069081723690033,0.34076306223869324
Baseline,SWC_20,168,48,4,0.11069083958864212,0.3407630920410156
Baseline,SWC_20,168,48,5,0.11069081723690033,0.34076300263404846
Baseline,SWC_20,168,48,6,0.11069084703922272,0.34076306223869324
Baseline,SWC_20,168,48,7,0.11069083213806152,0.34076300263404846
Baseline,SWC_20,168,48,8,0.11069083958864212,0.34076306223869324
Baseline,SWC_20,168,48,9,0.11069081723690033,0.3407630920410156
Baseline,SWC_20,168,48,10,0.11069084703922272,0.34076306223869324
Multi-step Linear,SWC_20,168,48,1,0.48261550068855286,0.7050408124923706
Multi-step Linear,SWC_20,168,48,2,0.23079530894756317,0.5261623859405518
Multi-step Linear,SWC_20,168,48,3,0.1684219390153885,0.46408170461654663
Multi-step Linear,SWC_20,168,48,4,0.1308504045009613,0.4167534410953522
Multi-step Linear,SWC_20,168,48,5,0.10469503700733185,0.36820709705352783
Multi-step Linear,SWC_20,168,48,6,0.08611278980970383,0.3178219199180603
Multi-step Linear,SWC_20,168,48,7,0.07311797142028809,0.27351585030555725
Multi-step Linear,SWC_20,168,48,8,0.06388534605503082,0.2346767634153366
Multi-step Linear,SWC_20,168,48,9,0.057543203234672546,0.205240860581398
Multi-step Linear,SWC_20,168,48,10,0.05336003005504608,0.18435680866241455
Multi-step Dense,SWC_20,168,48,1,0.12509635090827942,0.20917962491512299
Multi-step Dense,SWC_20,168,48,2,0.04382326826453209,0.19269335269927979
Multi-step Dense,SWC_20,168,48,3,0.0395798534154892,0.18961724638938904
Multi-step Dense,SWC_20,168,48,4,0.03875907510519028,0.1953321099281311
Multi-step Dense,SWC_20,168,48,5,0.03892378509044647,0.1888211965560913
Multi-step Dense,SWC_20,168,48,6,0.03678639605641365,0.1933436542749405
Multi-step Dense,SWC_20,168,48,7,0.0345989428460598,0.18804699182510376
Multi-step Dense,SWC_20,168,48,8,0.033037591725587845,0.1889178305864334
Multi-step Dense,SWC_20,168,48,9,0.03241930902004242,0.1916867196559906
Multi-step Dense,SWC_20,168,48,10,0.03237966448068619,0.19262850284576416
CNN,SWC_20,168,48,1,0.1301202028989792,0.23486019670963287
CNN,SWC_20,168,48,2,0.04196159541606903,0.2218899130821228
CNN,SWC_20,168,48,3,0.039074093103408813,0.22909493744373322
CNN,SWC_20,168,48,4,0.03894689679145813,0.22575995326042175
CNN,SWC_20,168,48,5,0.03565024212002754,0.23684708774089813
CNN,SWC_20,168,48,6,0.034939397126436234,0.23442162573337555
CNN,SWC_20,168,48,7,0.033778171986341476,0.23847539722919464
CNN,SWC_20,168,48,8,0.033237818628549576,0.22445978224277496
CNN,SWC_20,168,48,9,0.0334429033100605,0.21886476874351501
CNN,SWC_20,168,48,10,0.032140325754880905,0.228388711810112
RNN,SWC_20,168,48,1,0.1267326921224594,0.16974857449531555
RNN,SWC_20,168,48,2,0.03909634053707123,0.1679011881351471
RNN,SWC_20,168,48,3,0.03466825932264328,0.171895369887352
RNN,SWC_20,168,48,4,0.03293679282069206,0.1694474071264267
RNN,SWC_20,168,48,5,0.03223741799592972,0.18652594089508057
RNN,SWC_20,168,48,6,0.03167180344462395,0.17272228002548218
RNN,SWC_20,168,48,7,0.029391277581453323,0.174064040184021
RNN,SWC_20,168,48,8,0.026821430772542953,0.1823461502790451
RNN,SWC_20,168,48,9,0.02665770798921585,0.16755607724189758
RNN,SWC_20,168,48,10,0.021564697846770287,0.19240334630012512
LSTM,SWC_20,168,48,1,0.15381531417369843,0.2071128934621811
LSTM,SWC_20,168,48,2,0.034459635615348816,0.21082144975662231
LSTM,SWC_20,168,48,3,0.029634665697813034,0.20334340631961823
LSTM,SWC_20,168,48,4,0.027468930929899216,0.21031711995601654
LSTM,SWC_20,168,48,5,0.02162349224090576,0.20973321795463562
